# _root_ The French group has an agreement giving it the right to buy all the shares outstanding , and this could be completed within a few months , a BSN spokeswoman said .
#goldHeads=3,3,4,31,6,4,6,7,10,7,10,11,15,15,12,15,4,4,20,18,20,21,22,26,26,23,4,30,30,31,0,31,
#predictedHeads=3,3,4,31,6,4,6,7,10,7,10,11,15,15,12,15,4,4,20,18,20,21,22,26,26,23,31,30,30,31,0,31,
(23,30),(23,31),-0.635562 # DEPENDENCYPART_SIBL
(25,24),(25,30),0.0805508 # DEPENDENCYPART_SIBL
(26,13),(26,16),0.133965 # DEPENDENCYPART_SIBL
(26,13),(26,19),-0.0642676 # DEPENDENCYPART_SIBL
(26,13),(26,22),0.342007 # DEPENDENCYPART_SIBL
(26,13),(26,24),-0.0231077 # DEPENDENCYPART_SIBL
(26,13),(26,25),0.250391 # DEPENDENCYPART_SIBL
(26,13),(26,27),0.0309035 # DEPENDENCYPART_SIBL
(26,13),(26,29),0.0194209 # DEPENDENCYPART_SIBL
(26,13),(26,30),0.0246576 # DEPENDENCYPART_SIBL
(26,13),(26,31),0.0859828 # DEPENDENCYPART_SIBL
(26,16),(26,19),-0.354785 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.0335023 # DEPENDENCYPART_SIBL
(26,16),(26,24),-0.229629 # DEPENDENCYPART_SIBL
(26,16),(26,25),-0.0911084 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.00506115 # DEPENDENCYPART_SIBL
(26,16),(26,29),-0.00634996 # DEPENDENCYPART_SIBL
(26,16),(26,30),-0.0134452 # DEPENDENCYPART_SIBL
(26,16),(26,31),0.0326343 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.195529 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.397563 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.107669 # DEPENDENCYPART_SIBL
(26,19),(26,27),-0.0291854 # DEPENDENCYPART_SIBL
(26,19),(26,29),-0.106548 # DEPENDENCYPART_SIBL
(26,19),(26,30),-0.021486 # DEPENDENCYPART_SIBL
(26,19),(26,31),-0.00597348 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.14494 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.00188907 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.032612 # DEPENDENCYPART_SIBL
(26,22),(26,29),0.00855289 # DEPENDENCYPART_SIBL
(26,22),(26,30),-0.0212864 # DEPENDENCYPART_SIBL
(26,22),(26,31),-0.0194375 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.291941 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.107093 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.0103363 # DEPENDENCYPART_SIBL
(26,24),(26,30),0.0292942 # DEPENDENCYPART_SIBL
(26,24),(26,31),0.157903 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0670249 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.0234233 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.0226851 # DEPENDENCYPART_SIBL
(26,25),(26,31),0.00967968 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.456881 # DEPENDENCYPART_SIBL
(26,27),(26,30),0.473704 # DEPENDENCYPART_SIBL
(26,27),(26,31),0.282921 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.0593408 # DEPENDENCYPART_SIBL
(26,29),(26,31),-0.0283282 # DEPENDENCYPART_SIBL
(26,30),(26,31),-0.0569533 # DEPENDENCYPART_SIBL
(30,24),(30,25),0.0831713 # DEPENDENCYPART_SIBL
(30,24),(30,26),0.107853 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.726923 # DEPENDENCYPART_SIBL
(30,24),(30,29),0.105972 # DEPENDENCYPART_SIBL
(30,25),(30,26),0.0427467 # DEPENDENCYPART_SIBL
(30,25),(30,28),-0.246825 # DEPENDENCYPART_SIBL
(30,25),(30,29),0.0590632 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.329275 # DEPENDENCYPART_SIBL
(30,26),(30,29),-0.107681 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.105972 # DEPENDENCYPART_SIBL
(31,3),(31,4),-0.540846 # DEPENDENCYPART_SIBL
(31,3),(31,6),-0.627626 # DEPENDENCYPART_SIBL
(31,3),(31,7),-0.134972 # DEPENDENCYPART_SIBL
(31,3),(31,8),-0.616976 # DEPENDENCYPART_SIBL
(31,3),(31,10),-0.642286 # DEPENDENCYPART_SIBL
(31,3),(31,11),-0.333899 # DEPENDENCYPART_SIBL
(31,3),(31,13),-0.457133 # DEPENDENCYPART_SIBL
(31,3),(31,15),-0.608814 # DEPENDENCYPART_SIBL
(31,3),(31,16),-0.384208 # DEPENDENCYPART_SIBL
(31,3),(31,17),-0.385469 # DEPENDENCYPART_SIBL
(31,3),(31,18),-0.435643 # DEPENDENCYPART_SIBL
(31,3),(31,19),-0.569205 # DEPENDENCYPART_SIBL
(31,3),(31,20),-0.554793 # DEPENDENCYPART_SIBL
(31,3),(31,21),-0.323163 # DEPENDENCYPART_SIBL
(31,3),(31,22),-0.261675 # DEPENDENCYPART_SIBL
(31,3),(31,23),-0.123427 # DEPENDENCYPART_SIBL
(31,3),(31,24),-0.519553 # DEPENDENCYPART_SIBL
(31,3),(31,25),-0.370907 # DEPENDENCYPART_SIBL
(31,3),(31,26),-0.664291 # DEPENDENCYPART_SIBL
(31,3),(31,27),-0.385469 # DEPENDENCYPART_SIBL
(31,3),(31,28),-0.519553 # DEPENDENCYPART_SIBL
(31,3),(31,29),-0.581631 # DEPENDENCYPART_SIBL
(31,3),(31,30),-0.626413 # DEPENDENCYPART_SIBL
(31,3),(31,32),0.10574 # DEPENDENCYPART_SIBL
(31,4),(31,6),-0.00174118 # DEPENDENCYPART_SIBL
(31,4),(31,7),-0.065239 # DEPENDENCYPART_SIBL
(31,4),(31,8),-0.0753679 # DEPENDENCYPART_SIBL
(31,4),(31,10),-0.00991577 # DEPENDENCYPART_SIBL
(31,4),(31,11),-0.103234 # DEPENDENCYPART_SIBL
(31,4),(31,13),-0.0296305 # DEPENDENCYPART_SIBL
(31,4),(31,15),-0.0108674 # DEPENDENCYPART_SIBL
(31,4),(31,16),-0.0965112 # DEPENDENCYPART_SIBL
(31,4),(31,17),0.356855 # DEPENDENCYPART_SIBL
(31,4),(31,18),-0.19308 # DEPENDENCYPART_SIBL
(31,4),(31,19),-0.0927928 # DEPENDENCYPART_SIBL
(31,4),(31,20),-0.44145 # DEPENDENCYPART_SIBL
(31,4),(31,21),-0.122627 # DEPENDENCYPART_SIBL
(31,4),(31,22),-0.0771627 # DEPENDENCYPART_SIBL
(31,4),(31,23),-0.186532 # DEPENDENCYPART_SIBL
(31,4),(31,24),-0.0562571 # DEPENDENCYPART_SIBL
(31,4),(31,25),-0.0736363 # DEPENDENCYPART_SIBL
(31,4),(31,26),-0.054558 # DEPENDENCYPART_SIBL
(31,4),(31,27),0.356855 # DEPENDENCYPART_SIBL
(31,4),(31,28),-0.0562571 # DEPENDENCYPART_SIBL
(31,4),(31,29),-0.0706995 # DEPENDENCYPART_SIBL
(31,4),(31,30),0.042576 # DEPENDENCYPART_SIBL
(31,4),(31,32),0.0130748 # DEPENDENCYPART_SIBL
(31,6),(31,7),-0.107595 # DEPENDENCYPART_SIBL
(31,6),(31,8),-0.584994 # DEPENDENCYPART_SIBL
(31,6),(31,10),-0.636704 # DEPENDENCYPART_SIBL
(31,6),(31,11),-0.301519 # DEPENDENCYPART_SIBL
(31,6),(31,13),-0.427352 # DEPENDENCYPART_SIBL
(31,6),(31,15),-0.574972 # DEPENDENCYPART_SIBL
(31,6),(31,16),-0.365623 # DEPENDENCYPART_SIBL
(31,6),(31,17),-0.282686 # DEPENDENCYPART_SIBL
(31,6),(31,18),-0.404067 # DEPENDENCYPART_SIBL
(31,6),(31,19),-0.537915 # DEPENDENCYPART_SIBL
(31,6),(31,20),-0.524221 # DEPENDENCYPART_SIBL
(31,6),(31,21),-0.292587 # DEPENDENCYPART_SIBL
(31,6),(31,22),-0.229569 # DEPENDENCYPART_SIBL
(31,6),(31,23),-0.0981791 # DEPENDENCYPART_SIBL
(31,6),(31,24),-0.488252 # DEPENDENCYPART_SIBL
(31,6),(31,25),-0.352322 # DEPENDENCYPART_SIBL
(31,6),(31,26),-0.63045 # DEPENDENCYPART_SIBL
(31,6),(31,27),-0.282686 # DEPENDENCYPART_SIBL
(31,6),(31,28),-0.488252 # DEPENDENCYPART_SIBL
(31,6),(31,29),-0.513533 # DEPENDENCYPART_SIBL
(31,6),(31,30),-0.620832 # DEPENDENCYPART_SIBL
(31,6),(31,32),0.0433107 # DEPENDENCYPART_SIBL
(31,7),(31,8),-0.326664 # DEPENDENCYPART_SIBL
(31,7),(31,10),-0.101259 # DEPENDENCYPART_SIBL
(31,7),(31,11),-0.133775 # DEPENDENCYPART_SIBL
(31,7),(31,13),-0.0408134 # DEPENDENCYPART_SIBL
(31,7),(31,15),-0.1143 # DEPENDENCYPART_SIBL
(31,7),(31,16),-0.0822901 # DEPENDENCYPART_SIBL
(31,7),(31,17),0.437449 # DEPENDENCYPART_SIBL
(31,7),(31,18),-0.130344 # DEPENDENCYPART_SIBL
(31,7),(31,19),-0.126776 # DEPENDENCYPART_SIBL
(31,7),(31,20),-0.280851 # DEPENDENCYPART_SIBL
(31,7),(31,21),-0.090701 # DEPENDENCYPART_SIBL
(31,7),(31,22),-0.0707526 # DEPENDENCYPART_SIBL
(31,7),(31,23),-0.105085 # DEPENDENCYPART_SIBL
(31,7),(31,24),-0.0953844 # DEPENDENCYPART_SIBL
(31,7),(31,25),-0.0682864 # DEPENDENCYPART_SIBL
(31,7),(31,26),-0.162026 # DEPENDENCYPART_SIBL
(31,7),(31,27),0.437449 # DEPENDENCYPART_SIBL
(31,7),(31,28),-0.0953844 # DEPENDENCYPART_SIBL
(31,7),(31,29),-0.0850125 # DEPENDENCYPART_SIBL
(31,7),(31,30),-0.0848538 # DEPENDENCYPART_SIBL
(31,7),(31,32),0.00128581 # DEPENDENCYPART_SIBL
(31,8),(31,10),-0.143211 # DEPENDENCYPART_SIBL
(31,8),(31,11),-0.0815597 # DEPENDENCYPART_SIBL
(31,8),(31,13),-0.0194837 # DEPENDENCYPART_SIBL
(31,8),(31,15),-0.172987 # DEPENDENCYPART_SIBL
(31,8),(31,16),-0.0083506 # DEPENDENCYPART_SIBL
(31,8),(31,17),-0.0478413 # DEPENDENCYPART_SIBL
(31,8),(31,18),-0.0981674 # DEPENDENCYPART_SIBL
(31,8),(31,19),-0.104574 # DEPENDENCYPART_SIBL
(31,8),(31,20),-0.259605 # DEPENDENCYPART_SIBL
(31,8),(31,21),-0.0905008 # DEPENDENCYPART_SIBL
(31,8),(31,22),-0.027556 # DEPENDENCYPART_SIBL
(31,8),(31,23),-0.000756443 # DEPENDENCYPART_SIBL
(31,8),(31,24),-0.11655 # DEPENDENCYPART_SIBL
(31,8),(31,25),0.00644273 # DEPENDENCYPART_SIBL
(31,8),(31,26),-0.220652 # DEPENDENCYPART_SIBL
(31,8),(31,27),-0.0478413 # DEPENDENCYPART_SIBL
(31,8),(31,28),-0.11655 # DEPENDENCYPART_SIBL
(31,8),(31,29),-0.161968 # DEPENDENCYPART_SIBL
(31,8),(31,30),-0.121959 # DEPENDENCYPART_SIBL
(31,8),(31,32),-0.00798525 # DEPENDENCYPART_SIBL
(31,10),(31,11),-0.302667 # DEPENDENCYPART_SIBL
(31,10),(31,13),-0.43537 # DEPENDENCYPART_SIBL
(31,10),(31,15),-0.564268 # DEPENDENCYPART_SIBL
(31,10),(31,16),-0.377696 # DEPENDENCYPART_SIBL
(31,10),(31,17),-0.315092 # DEPENDENCYPART_SIBL
(31,10),(31,18),-0.403933 # DEPENDENCYPART_SIBL
(31,10),(31,19),-0.547441 # DEPENDENCYPART_SIBL
(31,10),(31,20),-0.523989 # DEPENDENCYPART_SIBL
(31,10),(31,21),-0.292342 # DEPENDENCYPART_SIBL
(31,10),(31,22),-0.229338 # DEPENDENCYPART_SIBL
(31,10),(31,23),-0.103217 # DEPENDENCYPART_SIBL
(31,10),(31,24),-0.498884 # DEPENDENCYPART_SIBL
(31,10),(31,25),-0.364395 # DEPENDENCYPART_SIBL
(31,10),(31,26),-0.619745 # DEPENDENCYPART_SIBL
(31,10),(31,27),-0.315092 # DEPENDENCYPART_SIBL
(31,10),(31,28),-0.498884 # DEPENDENCYPART_SIBL
(31,10),(31,29),-0.521573 # DEPENDENCYPART_SIBL
(31,10),(31,30),-0.626847 # DEPENDENCYPART_SIBL
(31,10),(31,32),0.040744 # DEPENDENCYPART_SIBL
(31,11),(31,13),-0.0549633 # DEPENDENCYPART_SIBL
(31,11),(31,15),-0.109018 # DEPENDENCYPART_SIBL
(31,11),(31,16),-0.115007 # DEPENDENCYPART_SIBL
(31,11),(31,17),-0.0235592 # DEPENDENCYPART_SIBL
(31,11),(31,18),-0.145751 # DEPENDENCYPART_SIBL
(31,11),(31,19),-0.119847 # DEPENDENCYPART_SIBL
(31,11),(31,20),-0.346916 # DEPENDENCYPART_SIBL
(31,11),(31,21),-0.125599 # DEPENDENCYPART_SIBL
(31,11),(31,22),-0.0780133 # DEPENDENCYPART_SIBL
(31,11),(31,23),-0.169972 # DEPENDENCYPART_SIBL
(31,11),(31,24),-0.107306 # DEPENDENCYPART_SIBL
(31,11),(31,25),-0.100095 # DEPENDENCYPART_SIBL
(31,11),(31,26),-0.157962 # DEPENDENCYPART_SIBL
(31,11),(31,27),-0.0235592 # DEPENDENCYPART_SIBL
(31,11),(31,28),-0.107306 # DEPENDENCYPART_SIBL
(31,11),(31,29),-0.0870623 # DEPENDENCYPART_SIBL
(31,11),(31,30),-0.126077 # DEPENDENCYPART_SIBL
(31,11),(31,32),-0.0773642 # DEPENDENCYPART_SIBL
(31,13),(31,15),-0.212182 # DEPENDENCYPART_SIBL
(31,13),(31,16),-0.112749 # DEPENDENCYPART_SIBL
(31,13),(31,17),-0.184872 # DEPENDENCYPART_SIBL
(31,13),(31,18),-0.30595 # DEPENDENCYPART_SIBL
(31,13),(31,19),-0.27098 # DEPENDENCYPART_SIBL
(31,13),(31,20),-0.341083 # DEPENDENCYPART_SIBL
(31,13),(31,21),-0.150558 # DEPENDENCYPART_SIBL
(31,13),(31,22),0.0947203 # DEPENDENCYPART_SIBL
(31,13),(31,23),-0.0495878 # DEPENDENCYPART_SIBL
(31,13),(31,24),-0.287391 # DEPENDENCYPART_SIBL
(31,13),(31,25),-0.0734016 # DEPENDENCYPART_SIBL
(31,13),(31,26),-0.268256 # DEPENDENCYPART_SIBL
(31,13),(31,27),-0.184872 # DEPENDENCYPART_SIBL
(31,13),(31,28),-0.287391 # DEPENDENCYPART_SIBL
(31,13),(31,29),-0.242172 # DEPENDENCYPART_SIBL
(31,13),(31,30),-0.183234 # DEPENDENCYPART_SIBL
(31,13),(31,32),0.141504 # DEPENDENCYPART_SIBL
(31,15),(31,16),-0.359688 # DEPENDENCYPART_SIBL
(31,15),(31,17),-0.312882 # DEPENDENCYPART_SIBL
(31,15),(31,18),-0.416918 # DEPENDENCYPART_SIBL
(31,15),(31,19),-0.411878 # DEPENDENCYPART_SIBL
(31,15),(31,20),-0.538483 # DEPENDENCYPART_SIBL
(31,15),(31,21),-0.353275 # DEPENDENCYPART_SIBL
(31,15),(31,22),-0.247971 # DEPENDENCYPART_SIBL
(31,15),(31,23),-0.161766 # DEPENDENCYPART_SIBL
(31,15),(31,24),-0.449981 # DEPENDENCYPART_SIBL
(31,15),(31,25),-0.339193 # DEPENDENCYPART_SIBL
(31,15),(31,26),-0.908769 # DEPENDENCYPART_SIBL
(31,15),(31,27),-0.312882 # DEPENDENCYPART_SIBL
(31,15),(31,28),-0.449981 # DEPENDENCYPART_SIBL
(31,15),(31,29),-0.655014 # DEPENDENCYPART_SIBL
(31,15),(31,30),-0.619582 # DEPENDENCYPART_SIBL
(31,15),(31,32),-0.0169104 # DEPENDENCYPART_SIBL
(31,16),(31,17),-0.0175 # DEPENDENCYPART_SIBL
(31,16),(31,18),-0.2483 # DEPENDENCYPART_SIBL
(31,16),(31,19),-0.269262 # DEPENDENCYPART_SIBL
(31,16),(31,20),-0.336569 # DEPENDENCYPART_SIBL
(31,16),(31,21),-0.130363 # DEPENDENCYPART_SIBL
(31,16),(31,22),-0.0745556 # DEPENDENCYPART_SIBL
(31,16),(31,23),-0.0716149 # DEPENDENCYPART_SIBL
(31,16),(31,24),-0.197099 # DEPENDENCYPART_SIBL
(31,16),(31,25),-0.1361 # DEPENDENCYPART_SIBL
(31,16),(31,26),-0.192427 # DEPENDENCYPART_SIBL
(31,16),(31,27),-0.0175 # DEPENDENCYPART_SIBL
(31,16),(31,28),-0.197099 # DEPENDENCYPART_SIBL
(31,16),(31,29),-0.091092 # DEPENDENCYPART_SIBL
(31,16),(31,30),-0.0891675 # DEPENDENCYPART_SIBL
(31,16),(31,32),-0.0288966 # DEPENDENCYPART_SIBL
(31,17),(31,18),-0.023138 # DEPENDENCYPART_SIBL
(31,17),(31,19),0.0470767 # DEPENDENCYPART_SIBL
(31,17),(31,20),-0.299113 # DEPENDENCYPART_SIBL
(31,17),(31,21),-0.0202641 # DEPENDENCYPART_SIBL
(31,17),(31,22),0.211858 # DEPENDENCYPART_SIBL
(31,17),(31,23),0.208842 # DEPENDENCYPART_SIBL
(31,17),(31,24),-0.0417504 # DEPENDENCYPART_SIBL
(31,17),(31,25),0.122817 # DEPENDENCYPART_SIBL
(31,17),(31,26),0.150181 # DEPENDENCYPART_SIBL
(31,17),(31,27),-0.324472 # DEPENDENCYPART_SIBL
(31,17),(31,28),-0.0417504 # DEPENDENCYPART_SIBL
(31,17),(31,29),0.109913 # DEPENDENCYPART_SIBL
(31,17),(31,30),0.0971399 # DEPENDENCYPART_SIBL
(31,17),(31,32),0.01006 # DEPENDENCYPART_SIBL
(31,18),(31,19),0.0803278 # DEPENDENCYPART_SIBL
(31,18),(31,20),-0.235558 # DEPENDENCYPART_SIBL
(31,18),(31,21),-0.0276487 # DEPENDENCYPART_SIBL
(31,18),(31,22),0.0231752 # DEPENDENCYPART_SIBL
(31,18),(31,23),0.0537093 # DEPENDENCYPART_SIBL
(31,18),(31,24),0.110954 # DEPENDENCYPART_SIBL
(31,18),(31,25),0.00100865 # DEPENDENCYPART_SIBL
(31,18),(31,26),0.00565182 # DEPENDENCYPART_SIBL
(31,18),(31,27),0.0395403 # DEPENDENCYPART_SIBL
(31,18),(31,28),0.110954 # DEPENDENCYPART_SIBL
(31,18),(31,29),0.0324078 # DEPENDENCYPART_SIBL
(31,18),(31,30),0.0192213 # DEPENDENCYPART_SIBL
(31,18),(31,32),0.116008 # DEPENDENCYPART_SIBL
(31,19),(31,20),-0.324038 # DEPENDENCYPART_SIBL
(31,19),(31,21),-0.134824 # DEPENDENCYPART_SIBL
(31,19),(31,22),0.104541 # DEPENDENCYPART_SIBL
(31,19),(31,23),-0.0230707 # DEPENDENCYPART_SIBL
(31,19),(31,24),-0.452535 # DEPENDENCYPART_SIBL
(31,19),(31,25),-0.0225933 # DEPENDENCYPART_SIBL
(31,19),(31,26),-0.211512 # DEPENDENCYPART_SIBL
(31,19),(31,27),-0.12332 # DEPENDENCYPART_SIBL
(31,19),(31,28),-0.452535 # DEPENDENCYPART_SIBL
(31,19),(31,29),-0.241465 # DEPENDENCYPART_SIBL
(31,19),(31,30),-0.235417 # DEPENDENCYPART_SIBL
(31,19),(31,32),0.0731936 # DEPENDENCYPART_SIBL
(31,20),(31,21),-0.0484638 # DEPENDENCYPART_SIBL
(31,20),(31,22),-0.00205915 # DEPENDENCYPART_SIBL
(31,20),(31,23),-0.064227 # DEPENDENCYPART_SIBL
(31,20),(31,24),-0.0757214 # DEPENDENCYPART_SIBL
(31,20),(31,25),-0.0174385 # DEPENDENCYPART_SIBL
(31,20),(31,26),-0.0655563 # DEPENDENCYPART_SIBL
(31,20),(31,27),0.292906 # DEPENDENCYPART_SIBL
(31,20),(31,28),-0.0757214 # DEPENDENCYPART_SIBL
(31,20),(31,29),0.0337686 # DEPENDENCYPART_SIBL
(31,20),(31,30),-0.0298145 # DEPENDENCYPART_SIBL
(31,20),(31,32),0.0354379 # DEPENDENCYPART_SIBL
(31,21),(31,22),0.0025518 # DEPENDENCYPART_SIBL
(31,21),(31,23),-0.0268062 # DEPENDENCYPART_SIBL
(31,21),(31,24),-0.0797038 # DEPENDENCYPART_SIBL
(31,21),(31,25),-0.0301127 # DEPENDENCYPART_SIBL
(31,21),(31,26),-0.0904449 # DEPENDENCYPART_SIBL
(31,21),(31,27),0.0362741 # DEPENDENCYPART_SIBL
(31,21),(31,28),-0.0797038 # DEPENDENCYPART_SIBL
(31,21),(31,29),-0.0549024 # DEPENDENCYPART_SIBL
(31,21),(31,30),-0.0481066 # DEPENDENCYPART_SIBL
(31,21),(31,32),0.0294144 # DEPENDENCYPART_SIBL
(31,22),(31,23),-0.124295 # DEPENDENCYPART_SIBL
(31,22),(31,24),-0.172204 # DEPENDENCYPART_SIBL
(31,22),(31,25),-0.0636127 # DEPENDENCYPART_SIBL
(31,22),(31,26),-0.11583 # DEPENDENCYPART_SIBL
(31,22),(31,27),0.190485 # DEPENDENCYPART_SIBL
(31,22),(31,28),-0.172204 # DEPENDENCYPART_SIBL
(31,22),(31,29),-0.0700848 # DEPENDENCYPART_SIBL
(31,22),(31,30),-0.0687737 # DEPENDENCYPART_SIBL
(31,22),(31,32),0.0746844 # DEPENDENCYPART_SIBL
(31,23),(31,24),-0.0605866 # DEPENDENCYPART_SIBL
(31,23),(31,25),-0.0297901 # DEPENDENCYPART_SIBL
(31,23),(31,26),-0.0273734 # DEPENDENCYPART_SIBL
(31,23),(31,27),0.146347 # DEPENDENCYPART_SIBL
(31,23),(31,28),-0.0605866 # DEPENDENCYPART_SIBL
(31,23),(31,29),0.0116448 # DEPENDENCYPART_SIBL
(31,23),(31,30),-0.0165278 # DEPENDENCYPART_SIBL
(31,23),(31,32),0.12139 # DEPENDENCYPART_SIBL
(31,24),(31,25),0.026683 # DEPENDENCYPART_SIBL
(31,24),(31,26),-0.23962 # DEPENDENCYPART_SIBL
(31,24),(31,27),-0.114361 # DEPENDENCYPART_SIBL
(31,24),(31,28),-0.479851 # DEPENDENCYPART_SIBL
(31,24),(31,29),-0.222823 # DEPENDENCYPART_SIBL
(31,24),(31,30),-0.151899 # DEPENDENCYPART_SIBL
(31,24),(31,32),0.0158657 # DEPENDENCYPART_SIBL
(31,25),(31,26),-0.201064 # DEPENDENCYPART_SIBL
(31,25),(31,27),0.00805887 # DEPENDENCYPART_SIBL
(31,25),(31,28),-0.197354 # DEPENDENCYPART_SIBL
(31,25),(31,29),-0.083722 # DEPENDENCYPART_SIBL
(31,25),(31,30),-0.0563423 # DEPENDENCYPART_SIBL
(31,25),(31,32),0.0146678 # DEPENDENCYPART_SIBL
(31,26),(31,27),-0.212884 # DEPENDENCYPART_SIBL
(31,26),(31,28),-0.421353 # DEPENDENCYPART_SIBL
(31,26),(31,29),-0.608251 # DEPENDENCYPART_SIBL
(31,26),(31,30),-0.594745 # DEPENDENCYPART_SIBL
(31,26),(31,32),-0.124816 # DEPENDENCYPART_SIBL
(31,27),(31,28),-0.0417504 # DEPENDENCYPART_SIBL
(31,27),(31,29),0.109913 # DEPENDENCYPART_SIBL
(31,27),(31,30),0.0971399 # DEPENDENCYPART_SIBL
(31,27),(31,32),0.01006 # DEPENDENCYPART_SIBL
(31,28),(31,29),-0.222823 # DEPENDENCYPART_SIBL
(31,28),(31,30),-0.151899 # DEPENDENCYPART_SIBL
(31,28),(31,32),0.0158657 # DEPENDENCYPART_SIBL
(31,29),(31,30),-0.327667 # DEPENDENCYPART_SIBL
(31,29),(31,32),0.0253686 # DEPENDENCYPART_SIBL
(31,30),(31,32),0.213963 # DEPENDENCYPART_SIBL
(0,4),(4,1),-0.294365 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.00480015 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.409513 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.431484 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.10912 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.112904 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.324147 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.0120988 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0268789 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.509083 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.340348 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.173536 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.38866 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.011474 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.227255 # DEPENDENCYPART_GRANDPAR
(0,4),(4,32),1.38728 # DEPENDENCYPART_GRANDPAR
(0,31),(31,3),0.485565 # DEPENDENCYPART_GRANDPAR
(0,31),(31,4),0.492572 # DEPENDENCYPART_GRANDPAR
(0,31),(31,6),0.111924 # DEPENDENCYPART_GRANDPAR
(0,31),(31,7),-0.304356 # DEPENDENCYPART_GRANDPAR
(0,31),(31,8),-0.393237 # DEPENDENCYPART_GRANDPAR
(0,31),(31,10),0.0109295 # DEPENDENCYPART_GRANDPAR
(0,31),(31,11),-0.272462 # DEPENDENCYPART_GRANDPAR
(0,31),(31,13),-0.264936 # DEPENDENCYPART_GRANDPAR
(0,31),(31,15),0.25228 # DEPENDENCYPART_GRANDPAR
(0,31),(31,16),-0.464779 # DEPENDENCYPART_GRANDPAR
(0,31),(31,17),0.637469 # DEPENDENCYPART_GRANDPAR
(0,31),(31,18),-0.0829214 # DEPENDENCYPART_GRANDPAR
(0,31),(31,19),-0.376419 # DEPENDENCYPART_GRANDPAR
(0,31),(31,20),-0.147934 # DEPENDENCYPART_GRANDPAR
(0,31),(31,21),-0.0357515 # DEPENDENCYPART_GRANDPAR
(0,31),(31,22),-0.693188 # DEPENDENCYPART_GRANDPAR
(0,31),(31,23),-0.584592 # DEPENDENCYPART_GRANDPAR
(0,31),(31,24),-0.874621 # DEPENDENCYPART_GRANDPAR
(0,31),(31,25),-0.6282 # DEPENDENCYPART_GRANDPAR
(0,31),(31,26),-0.368319 # DEPENDENCYPART_GRANDPAR
(0,31),(31,27),0.541191 # DEPENDENCYPART_GRANDPAR
(0,31),(31,28),-0.132961 # DEPENDENCYPART_GRANDPAR
(0,31),(31,29),-0.170016 # DEPENDENCYPART_GRANDPAR
(0,31),(31,30),1.52401 # DEPENDENCYPART_GRANDPAR
(0,31),(31,32),1.48846 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.24179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.122788 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.00329956 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.344198 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.330099 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.373145 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.787542 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.900478 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.660307 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.440884 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.218261 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.935568 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.17148 # DEPENDENCYPART_GRANDPAR
