# _root_ But yesterday , Manhattan Cable announced it will launch Showtime on Nov. 1 to over 230,000 subscribers .
#goldHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
#predictedHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
(0,5),(5,6),(5,11),-0.0339169 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,18),-0.208987 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,19),-0.0705658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,7),(5,8),-0.0420002 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,9),-0.0426176 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,18),-0.0420049 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,19),-0.0420011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,8),(5,9),-0.0290583 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,10),-0.0420084 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,11),-0.0420024 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,18),-0.0527277 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,19),-0.0502762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,9),(5,10),-0.0505117 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,11),-0.0339169 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,18),-0.208316 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,19),-0.0705658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,10),(5,11),-0.0486433 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,18),0.0524266 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,19),-0.0837654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,11),(5,18),0.0288418 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,19),-0.0996687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,18),(5,19),-0.0486993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,4),0.26814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,3),0.0319463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,2),0.268136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,1),0.0968835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,-1),-0.258485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,4),(5,3),0.149373 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,2),0.0590107 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,1),0.0997049 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,-1),-0.0568296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,3),(5,2),0.0542441 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,3),(5,1),0.135428 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,3),(5,-1),-0.128444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,2),(5,1),0.0997049 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,2),(5,-1),-0.0580804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,1),(5,-1),-0.148058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,7),-0.0562173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,8),-0.0207468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,9),-0.116187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,10),-0.0624841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,11),-0.246464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,12),-0.0661958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,14),-0.0744791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,15),-0.22679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,17),-0.0623406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,18),-0.144443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,19),-0.240693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,7),(6,8),-0.038541 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,9),-0.0182698 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,10),-0.0494254 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,11),-0.0314913 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,12),-0.0494254 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,14),-0.0419329 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,15),-0.0305022 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,17),-0.0494254 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,18),-0.0621976 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,19),-0.043974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,8),(6,9),-0.0569087 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,10),-0.0466866 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,11),-0.0475467 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,12),-0.0466866 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,14),-0.042167 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,15),-0.0475467 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,17),-0.0466866 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,18),-0.0282551 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,19),-0.0799877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,9),(6,10),0.0111086 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,11),0.0256694 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,12),0.0111086 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,14),-0.0506977 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,15),0.0229833 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,17),0.0111086 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,18),-0.0525043 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,19),-0.117843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,10),(6,11),0.0786985 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,12),-0.00484511 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,14),-0.0767097 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,15),0.0696246 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,17),-0.00617331 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,18),0.046737 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,19),-0.137947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,11),(6,12),-0.0447106 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,14),-0.00220566 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,15),-0.0692289 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,17),-0.0447106 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,18),0.0613121 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,19),-0.0960406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,12),(6,14),-0.0767097 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,15),0.0707361 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,17),-0.00617331 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,18),0.0444438 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,19),-0.137948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,14),(6,15),-0.0388177 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,17),-0.0247483 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,18),-0.00633003 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,19),-0.0664961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,15),(6,17),-0.035876 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,18),0.0654113 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,19),-0.0914042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,17),(6,18),0.0466241 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,19),-0.137947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,18),(6,19),0.140084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,5),0.287171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,4),0.286299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,3),0.127332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,2),0.276662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,1),0.063984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,-1),-0.643998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,5),(6,4),0.15535 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,3),0.351245 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,2),0.160405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,1),0.179506 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,-1),0.0417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,4),(6,3),0.351221 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,2),0.160405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,1),0.179332 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,-1),0.0409629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,3),(6,2),0.14854 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,1),0.0998638 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,-1),-0.368322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,2),(6,1),0.177508 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,2),(6,-1),0.0442536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,1),(6,-1),0.0462497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,8),(8,9),-0.0513975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,10),0.00566211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,11),-0.0590308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,15),-0.0590275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,18),-0.066481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,19),-0.0450211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,8),(8,9),(8,10),-0.021352 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,11),-0.0377594 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,15),-0.0377409 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,18),0.121171 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,19),-0.081884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,10),(8,11),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,15),-0.0420202 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,18),-0.0291746 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,19),-0.0428857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,11),(8,15),-0.0423564 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,18),-0.0528876 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,19),-0.0419991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,15),(8,18),-0.0528971 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,15),(8,19),-0.0419991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,18),(8,19),0.0490929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,8),(8,7),0.177829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,6),0.0542272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,5),0.250311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,4),0.250311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,3),0.069339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,2),0.25031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,1),0.0975522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,-1),-0.134286 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,8),(8,7),(8,6),0.132726 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,5),0.105164 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,4),0.105164 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,3),0.162393 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,2),0.105164 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,1),0.125087 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,-1),-0.131867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,6),(8,5),0.068252 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,4),0.0682533 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,3),0.11842 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,2),0.0681653 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,1),0.138731 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,-1),-0.0667581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,5),(8,4),0.123729 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,5),(8,3),0.176943 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,5),(8,2),0.123729 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,5),(8,1),0.106011 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,5),(8,-1),-0.0619763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,4),(8,3),0.176943 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,4),(8,2),0.123729 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,4),(8,1),0.106011 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,4),(8,-1),-0.0619761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,3),(8,2),0.0717345 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,3),(8,1),0.116861 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,3),(8,-1),-0.0922808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,2),(8,1),0.105897 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,2),(8,-1),-0.0620405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,1),(8,-1),-0.0129109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,9),(9,10),-0.0701043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,11),-0.246955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,12),-0.0738161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,13),0.032432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,14),-0.077119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,15),-0.22728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,16),0.0336112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,17),-0.0699608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,18),-0.144976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,19),-0.240693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,9),(9,10),(9,11),0.0797338 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,12),-0.00565438 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,13),-0.0168919 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,14),-0.0763902 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,15),0.0706599 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,16),-0.0168919 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,17),-0.00698259 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,18),0.0297431 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,19),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,11),(9,12),-0.047064 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,13),-0.0422961 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,14),-0.00166747 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,15),-0.0687246 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,16),-0.0422961 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,17),-0.047064 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,18),0.0648322 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,19),-0.0960063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,12),(9,13),-0.0168919 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,14),-0.0763902 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,15),0.0717714 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,16),-0.0168919 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,17),-0.00698259 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,18),0.0274499 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,19),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,13),(9,14),-0.0122865 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,15),-0.0284565 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,16),-0.0552605 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,17),-0.0361819 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,18),-0.0258466 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,19),-0.0519257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,14),(9,15),-0.0382795 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,16),-0.0476829 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,17),-0.0247483 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,18),-0.00597751 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,19),-0.066496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,15),(9,16),-0.0423838 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,17),-0.0382294 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,18),0.0689314 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,19),-0.0913699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,16),(9,17),-0.0361819 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,18),-0.0252334 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,19),-0.0519257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,17),(9,18),0.0296302 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,17),(9,19),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,18),(9,19),0.140501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,9),(9,8),0.0599557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,7),0.190265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,6),0.0275127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,5),0.292797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,3),0.127561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,2),0.282287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,1),0.061578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,-1),-0.644181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,9),(9,8),(9,7),0.1021 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,6),0.104986 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,5),0.0939089 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,3),0.0652108 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,2),0.0938104 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,1),0.115268 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,-1),0.00143565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,7),(9,6),0.110206 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,5),0.120961 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,3),0.101741 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,2),0.121196 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,1),0.224317 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,-1),-0.164713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,6),(9,5),0.0908624 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,3),0.0632101 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,2),0.0864371 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,1),0.102055 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,-1),0.0161067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,5),(9,3),0.344648 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,2),0.148714 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,1),0.179478 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,-1),0.0442842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,3),(9,2),0.148816 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,3),(9,1),0.0981258 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,3),(9,-1),-0.367496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,2),(9,1),0.17748 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,2),(9,-1),0.0468378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,1),(9,-1),0.044649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0873878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),-0.0209941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),-0.0217764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,6),-0.133677 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,8),-0.0881755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,10),-0.0209245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,11),-0.0487639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,12),-0.0209245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,13),-0.0339096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,14),-0.0319586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,17),-0.0209245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,18),-0.0707067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,19),0.0340028 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),-0.0233181 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,5),-0.0233181 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,6),-0.0409056 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,8),-0.0506169 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,10),-0.0233181 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,11),-0.0615254 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,12),-0.024998 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,13),-0.0048102 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,14),-0.0460949 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,17),-0.0233181 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,19),-0.030151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,5),-0.0786979 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,6),-0.0388043 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,8),-0.0420503 # DEPENDENCYPART_GRANDSIBL
