# _root_ The sales are being dragged down by a glut of 1989 vehicles , said Joel Pitcoff , a Ford analyst .
#goldHeads=2,3,14,3,4,5,5,9,7,9,12,10,14,0,16,14,16,20,20,16,14,
#predictedHeads=2,3,14,3,4,5,5,9,7,9,12,10,14,0,16,14,16,20,20,16,14,
(20,20),(20,15),-0.352909 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,11),-0.497541 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,10),-0.194113 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,8),-0.331292 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.318712 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,18),-0.299142 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,17),-0.590582 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,16),-0.908375 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,15),-0.890795 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,11),-1.05484 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,10),-1.4406 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,8),-0.8207 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,-1),-0.538501 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,18),(20,17),-0.357326 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,16),-0.793455 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,15),-0.836496 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,11),-0.923045 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,10),-0.740982 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,8),-1.03051 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,-1),-0.257992 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,17),(20,16),-0.706132 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,15),-0.761478 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,11),-0.814752 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,10),-1.01804 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,8),-1.16535 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,-1),-1.36841 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,16),(20,15),-0.375051 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,11),-0.760631 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,10),-1.36142 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,8),-0.448949 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,-1),-0.562354 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,15),(20,11),-0.968693 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,10),-1.32058 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,8),-0.924891 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,-1),-0.763964 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,11),(20,10),-0.579412 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,8),-0.78446 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,-1),-0.733401 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,10),(20,8),-0.818253 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,-1),-0.433236 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,8),(20,-1),-0.443805 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),-0.319079 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,21),(21,20),-0.685326 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),0.0244844 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,20),(21,-1),-1.00831 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,2),(2,1),0.0183404 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.398837 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0933044 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0364321 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.307911 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.274024 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.391275 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),1.97045 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0358749 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.461704 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.116441 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0428482 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.410912 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.136199 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0890053 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.0784667 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.440568 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.505683 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.29718 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),2.18552 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.430738 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.334286 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.028187 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.499262 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.235709 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0030161 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.17479 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0135547 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.340963 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.489876 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.396784 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),1.9596 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.0407225 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.439979 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.345369 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0627403 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.466825 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.199036 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0438464 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.138577 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.0333077 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.379623 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.513447 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.100724 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.358124 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.097865 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),2.03238 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.427736 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.253651 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.0425124 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.146176 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.723983 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.908204 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.324753 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.793273 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.40752 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.314275 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.534123 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.25852 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.244134 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.411587 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.24179 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),2.19331 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.858599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.240408 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0941798 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.136453 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.256915 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.195776 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.386959 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.442156 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.432587 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.43247 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.636791 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.546235 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.212623 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.101523 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.101067 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.257208 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.182868 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.388357 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.313842 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.443554 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.43589 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.397373 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.640094 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.611042 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.537121 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.689139 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.391565 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.731525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.306582 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.33305 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.112264 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.240329 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.348416 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.329806 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.204169 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.517142 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.414218 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.957529 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.828307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0449604 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.323164 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.118664 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.266806 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.352255 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.582939 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.333645 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.209914 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.508125 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.419964 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-1.02574 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.388882 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.794293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0178286 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.138065 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.106671 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.28467 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.33541 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.565883 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.3168 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.19169 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.510886 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.425026 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.401739 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.523616 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.997644 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.143869 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.25628 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.519026 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.241041 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.227661 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.116015 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.522739 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.345897 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.44121 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.147755 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0135774 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.0292897 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.533285 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.044487 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.134101 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.0122508 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.397598 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.253282 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.348596 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.7045 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.979501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.129045 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.531837 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.904229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0558643 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.014328 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),0.0619056 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.140031 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.247786 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.950021 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.297787 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.715149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.299775 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0770732 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.245833 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.072457 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.0485039 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.198517 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.638566 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.218344 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),0.378062 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.713617 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.000206756 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.29314 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.682783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.167663 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0911716 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.269821 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0473126 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.025082 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.173373 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.665059 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),0.205328 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.251594 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),0.404556 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),0.0125565 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.683511 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.136675 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.190317 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.374781 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0538904 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.122335 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.0409627 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.17677 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.683367 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.203331 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.258172 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),0.010274 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.474398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,7),0.0411471 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.225194 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0257691 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0145031 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.249476 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.660476 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),0.289301 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.333673 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),0.399972 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.0460699 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.575309 # DEPENDENCYPART_GRANDPAR
(3,12),(12,4),0.365255 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.0585245 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.216694 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.159032 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.12684 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.241631 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.659084 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.293501 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.513462 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.337414 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),0.39858 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.049811 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.576542 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.302067 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.734665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.105793 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.14264 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.0639136 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.587511 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.275468 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.201299 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.380901 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.377173 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.400336 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.457044 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.278491 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),0.497121 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.0169689 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.577523 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.199583 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.582458 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.3479 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.17734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0258476 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.05129 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.268794 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.294 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.968734 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.5148 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0966325 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.26974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.119253 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.375954 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.241481 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.67191 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.815773 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.0707875 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.389869 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.290443 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.03382 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),0.0990524 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.481808 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.217163 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.853182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.135491 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.18814 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.00457645 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0913911 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.169339 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.627326 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.0268977 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.528141 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.40767 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.36619 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.630128 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0277318 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.168101 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.495899 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0260808 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0489692 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0302237 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.135501 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.616598 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.0552624 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.497484 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.331238 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.148797 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.0228938 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.391401 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.160695 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.143849 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.260151 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.476211 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.0103009 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.624929 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.256556 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.439513 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.600142 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.847752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,7),-0.00178282 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.637499 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.270404 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.111554 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.260563 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.465594 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.0660878 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.622958 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.456712 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.71593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,7),0.0402977 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.382875 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.170122 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.199031 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.30919 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.472586 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.0122668 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.613922 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.630903 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),0.25293 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.445487 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.603608 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.490638 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.220498 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.926842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.217313 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.0440049 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.722641 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.288682 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.262759 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.437288 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.42909 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.433799 # DEPENDENCYPART_GRANDPAR
