# _root_ James Alexander , a Burmah spokesman , said SHV had previously owned `` a little under 5 % '' of Burmah for about two years .
#goldHeads=2,8,2,6,6,2,2,0,10,8,10,10,15,15,18,15,15,12,18,18,20,12,25,23,22,8,
#predictedHeads=2,8,2,6,6,2,2,0,10,8,10,10,18,15,18,15,18,12,18,18,20,12,25,23,22,8,
(7,6),(6,2),-0.343119 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.316934 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.211039 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.354535 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.87603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.512923 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.744238 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.691536 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.807989 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.86059 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.981125 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.18039 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.948962 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.170525 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.479822 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.110466 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.278034 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.643856 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.186524 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.514298 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.577977 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.673883 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.795442 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.502779 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.046081 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.132147 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.271533 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.666814 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.44357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.186524 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.514299 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.612709 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.577977 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.507778 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.37632 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.942433 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.81651 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.673883 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.115564 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.314246 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0431133 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.466548 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.416603 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0393564 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.0271994 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.227133 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.298478 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.708543 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.186524 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.514298 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.820436 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0431945 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.221529 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.298519 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.00193225 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.491274 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.40217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.176554 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.467475 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.587308 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.546686 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.514342 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.806487 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.618835 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0301471 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.706677 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.665237 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.7582 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.565209 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.44449 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.800568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.10785 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.288487 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0774626 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),0.360859 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.397221 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.0596224 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.450597 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.189212 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.104412 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.01587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.759462 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.168337 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.35316 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0411485 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.630064 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.142098 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0494103 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.133092 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.229796 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.411654 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.369576 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.46658 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.350846 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.262571 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.690813 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.528599 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.114997 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.333172 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.858108 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.457021 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.280173 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.736736 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.248156 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.43902 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.221113 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.283608 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.0570787 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.977075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.48889 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0200058 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.261282 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.179063 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.806568 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.323115 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.163266 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.48784 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.207473 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.235412 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.646413 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.568724 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.648919 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.544166 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.584579 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-0.835033 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.332503 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.416897 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.262432 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.256876 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.374211 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.00517439 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.536246 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),0.515225 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.191342 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0106001 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.289154 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-1.00154 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.346624 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.651665 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.236356 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.40184 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.629675 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.719165 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.496946 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.829579 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.667917 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.160761 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.343604 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.904274 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.512004 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.492818 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.144555 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.271694 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.487642 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.502097 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.810865 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.645531 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.56731 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.297601 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.653472 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.695385 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.173266 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.445098 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.687751 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.656026 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.765944 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.49869 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-0.631064 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.505411 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.219504 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.68761 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.254355 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.434051 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.429313 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.323473 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.5262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.788357 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.761585 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.683467 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.784919 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-1.01924 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.964133 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-1.05835 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.816644 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0457021 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.489362 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.408597 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.715823 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.300758 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0248543 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.792452 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.424861 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.433876 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.5262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.788357 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.677019 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.457672 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.216674 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.696799 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.475959 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.311421 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.22802 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.48519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.743403 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.735955 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.638954 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.759795 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.03971 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.75823 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.580445 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.555986 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.340218 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0437987 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.6971 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.357408 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.40522 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.253608 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.38164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.698271 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.641715 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.598917 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.676397 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.94295 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.881454 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.00319 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.670268 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-1.2684 # DEPENDENCYPART_GRANDPAR
(9,8),(8,26),-1.1855 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.12666 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.926214 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.627915 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.944594 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.919856 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.837724 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.847148 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.930247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0599141 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.100537 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.109965 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.462031 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.353983 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.373835 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.219903 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.234525 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.863019 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.409286 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.592264 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.47568 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.291113 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.782556 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.958454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-0.168759 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.24016 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.542793 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.437078 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.569829 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.588642 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.438188 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.925654 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.667696 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.953684 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.877506 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.835115 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.954865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.221702 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.137346 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.12688 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.533425 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.382518 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.464512 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.409815 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.385863 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.175214 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.918118 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.441899 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.691434 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.519569 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.410244 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.7687 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.12877 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.174158 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.184585 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.104392 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.153314 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.0972485 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.24016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,12),-0.687486 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.480023 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.372354 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.145885 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.149853 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.161885 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.107725 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.125041 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.0470618 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.119949 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.24016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.46972 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.687487 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.417207 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-1.08951 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.869821 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.763743 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.480023 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.258351 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.198238 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.447657 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.240039 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0889322 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0936302 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.115376 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.24016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,1),0.48832 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.0698976 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.163187 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.286706 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.112308 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0457172 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0778906 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.220615 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.16279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.414975 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.624085 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.382846 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.714807 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.394401 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.184318 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.406917 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.154612 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.049124 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0615306 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.195664 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0626493 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0282797 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0216006 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.13947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.32427 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.584985 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.308234 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-1.00943 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.780295 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.336247 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.317494 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.277285 # DEPENDENCYPART_GRANDPAR
(10,8),(8,26),-0.998685 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.206539 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.264809 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.237931 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.307403 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.435176 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.164089 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.24016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.469719 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.687486 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.509675 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.174124 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.165501 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.578183 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.365455 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.22993 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.606672 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.185325 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.596052 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.700617 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.493872 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.679772 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.375232 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.355361 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.841244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.327443 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.185196 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.310428 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0676981 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.115878 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.127098 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.171838 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.253914 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.095785 # DEPENDENCYPART_GRANDPAR
