# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
(8,14),(14,13),-0.548968 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-1.08808 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.872113 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.845173 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-1.27817 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-1.32239 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-1.25073 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.2903 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.664082 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.806696 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.816611 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.752231 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.77864 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-1.04753 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-1.27778 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-1.10592 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-1.00915 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-1.27831 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-1.83641 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.632275 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.832192 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.796854 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.975075 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-1.01681 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-1.03124 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-1.78678 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.621914 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.667678 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.688833 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.751403 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.832856 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.646052 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.824569 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-1.10278 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-1.34476 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-1.12289 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.933501 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-1.325 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-1.7846 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.759116 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.696609 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-1.00316 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-1.196 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-1.01632 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-1.10767 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-1.22676 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.364334 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.07101 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.264429 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.162071 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.0054045 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.0410896 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.87936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.458818 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.775386 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.850878 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-1.35598 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.127764 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.608826 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.314169 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.244809 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.131245 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0858864 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.12754 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.89599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.437261 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.789811 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.957029 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.80816 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.850245 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.983424 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-1.36659 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.32863 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.06643 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.691554 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.793612 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.694011 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.585537 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.575362 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.560788 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.21345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.386181 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.44578 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.428832 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.540237 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.519271 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.626495 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.817355 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.569252 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.388308 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.701588 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.976731 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.213093 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.282995 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.267224 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.327918 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.238607 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.00696179 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),1.13327 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.18511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.561622 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.464782 # DEPENDENCYPART_GRANDPAR
(10,1),(1,24),-0.873397 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.455736 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.46441 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.188826 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.245308 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.411454 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.221691 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.0180537 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.0100952 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),1.69563 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.19242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.683753 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.703704 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.633371 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.61793 # DEPENDENCYPART_GRANDPAR
(10,3),(3,24),-0.957477 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.26915 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.156995 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0725104 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0925246 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.127612 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),1.23875 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.16229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.66865 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.80309 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.559323 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.144934 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.217191 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0159076 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.266488 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0149259 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0964584 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),1.58455 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.17411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.600646 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.586592 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.68877 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.51766 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.889364 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-0.893652 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.423578 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.0925907 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.208709 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.348385 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.146976 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0397816 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.135923 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),1.11429 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.08464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.601523 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.498087 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.422588 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.744926 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.535079 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.474536 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.549815 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.948075 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.680949 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.959765 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-0.773253 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0202692 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0779647 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),1.67042 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.19243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.683787 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.703714 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.633376 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.795997 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.617931 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.626904 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.673722 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.983665 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-0.957482 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.487495 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.170861 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.10159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,1),-1.18227 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.364347 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.653638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0711464 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.151504 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0837166 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0922543 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0894905 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0424987 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.781973 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.62725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),0.180109 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.084864 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0493141 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0994173 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.160433 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.0561196 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.14089 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.164913 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.356183 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),-0.00175872 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.110044 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0867457 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.154586 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.111245 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0495499 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.341179 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.154075 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.197501 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.741973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.103515 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.123079 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.23554 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0349592 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0978344 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.264062 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.189211 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.137677 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.173523 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.321369 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.514201 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.00299659 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0175884 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.114331 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.244475 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.137052 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.239266 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-1.2801 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),-0.00608117 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.180616 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.148152 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.106377 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0170512 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.195461 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.0107126 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.212249 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.255004 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.161281 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.0185056 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.375644 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.42856 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.0352443 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0414768 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.114426 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.0660577 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.173017 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.0559618 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.069144 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),0.0623065 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),0.0586042 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.221482 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.131752 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.26879 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.179993 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.375907 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.378465 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.255376 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.170523 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.6986 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.430625 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.74572 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.309962 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.41655 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.112278 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.240923 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.433468 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.67988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-0.628723 # DEPENDENCYPART_GRANDPAR
(11,1),(1,24),-1.68102 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0759604 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.493678 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.473387 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.0245398 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.527901 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.392642 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.740939 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.15865 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.344052 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.241297 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.337983 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.724707 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.80522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.159563 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.813539 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.800768 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.834301 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.12821 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.21888 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.16201 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.90284 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-1.04675 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.76994 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.20323 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.16578 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.112097 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.244937 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.117207 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.49847 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.395191 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.509015 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.00196612 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.400104 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-1.1917 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.19662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.489653 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.188515 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.378826 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.446886 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.50102 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.813973 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.152203 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.516609 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.03531 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.98157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.925304 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0129211 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.254052 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.192626 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.387699 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.227923 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.208656 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.0926053 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.580025 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-1.21448 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0486025 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.241166 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.47145 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.515114 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.128255 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.192136 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.731609 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.08379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.880354 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0294934 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0755368 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.115919 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.29933 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.441253 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.841774 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.481089 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.0489497 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.336932 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.774868 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-1.28543 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.654169 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.689011 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.695162 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.566313 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.139739 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.48121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.918191 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.995597 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.742669 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.785117 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.903273 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-1.29169 # DEPENDENCYPART_GRANDPAR
(12,8),(8,24),-1.48294 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.893362 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.371551 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.692006 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.804646 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.501381 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.643556 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.404857 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.592824 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.481471 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.270877 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.38725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.8648 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.896651 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.63876 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.706932 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.888552 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-1.20218 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.880461 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-1.01992 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-1.41775 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.986287 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.88394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
