# _root_ The offer , which also includes common and preferred stock purchase rights , was to expire last night at midnight .
#goldHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
#predictedHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
(9,5),(5,2),-0.941744 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.641254 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0118741 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.698276 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.723277 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.578771 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0743468 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.621843 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.611008 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.21102 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.15159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.315267 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.463521 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.688026 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.656939 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.782571 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.8474 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.571855 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.31425 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.33715 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.31906 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.545433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0223101 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.254197 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.413609 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.50237 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.313613 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.21454 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.3368 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.605659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.103815 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.194788 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.425584 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.255371 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.47935 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.45563 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.31769 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.310232 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.26973 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.20709 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.36111 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.26289 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.587433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.135278 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0279772 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.168604 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.329218 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.177521 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0849834 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.507422 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.646117 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.669145 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.449257 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.270647 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.29172 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.15089 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.239679 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.20208 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-1.18564 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.26141 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-1.18286 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.656969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.177218 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0442016 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.466075 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.3604 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.381637 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.446524 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0941743 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.516976 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.484116 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.720059 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.564555 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.377973 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.227982 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0111812 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.451269 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.505076 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.593595 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.485983 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.59157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,12),-0.225907 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.289524 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.614436 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.755364 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.402826 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.12411 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.612277 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.389083 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.451986 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.533795 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.625333 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.549244 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.206702 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.227822 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0561856 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.602543 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.654518 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.534736 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.575581 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.341532 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.202471 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.324771 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.8828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.663427 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.978083 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.935367 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.969136 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-1.53103 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.695612 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.48145 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.559145 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.339585 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.58891 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.86497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.772089 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.646203 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.928708 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.909914 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.986157 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.923741 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.656443 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.547396 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.416232 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.341332 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.85966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.777575 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.691787 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.994687 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.922484 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.981342 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.25984 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.24164 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-1.54155 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.3801 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.906892 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.883749 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.07439 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.969944 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.33111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.180102 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.352684 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.415181 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.214824 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.15868 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.27268 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.769491 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.923663 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.819149 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.969427 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.842555 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.875581 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.27818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.151522 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.317858 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.436738 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.325365 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.22886 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.184999 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.452589 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.116669 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.568884 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-1.13078 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-1.05535 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.721207 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.453842 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.711821 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.196394 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.536144 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.239936 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.420781 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.479461 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.79443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.586323 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-1.26613 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.907376 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.922749 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-1.253 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-1.38596 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-1.51437 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.651138 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.704489 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.751024 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.377555 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.584538 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.37173 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.808708 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.883636 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.564194 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.756215 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.693122 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.690458 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.519362 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.379498 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.496335 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.427211 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.58127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.541117 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-1.07791 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.839106 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.909974 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-1.04075 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-1.39483 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-1.4565 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.618485 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.660808 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.617661 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.853465 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.424821 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0717504 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.491521 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.40232 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.543508 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-1.12789 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.855258 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.890143 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-1.45371 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.667533 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.625473 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.692081 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.475468 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.519872 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.65912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.567221 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.13985 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.83773 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.897703 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.11858 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.41208 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-1.45958 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.962447 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.711595 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.217233 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.564319 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.79411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-1.26657 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.907379 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.0894932 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.18874 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.2684 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.857654 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.20109 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.90452 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.08183 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.988306 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.02814 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.986176 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.195321 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.561283 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.270892 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.270407 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.30866 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.345584 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.401511 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.367173 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-1.08592 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),-0.256463 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.128019 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.456159 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.494225 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.649066 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.451616 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-1.11727 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.531294 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.202915 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.206642 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.440088 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.0135497 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.0678548 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.1075 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.0266741 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.386179 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.0940931 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.08566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.841903 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.87622 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.856506 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.863915 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-1.00686 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-1.01203 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.41149 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.346346 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.435821 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.139493 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.138637 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.00346849 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.774367 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.309109 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.248836 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.410609 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0411904 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.0389275 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.0676689 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.641024 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.402464 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.473784 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.54643 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.483278 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.122306 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0614629 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.175134 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.271512 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.0293611 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.01241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.615913 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.775719 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.803299 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.622117 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.98482 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.922276 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.321624 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.218196 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.342164 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.446939 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.099099 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.0718341 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.107943 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.177328 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.05252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.706578 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.829443 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.839941 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.957242 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.551806 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.501966 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.234007 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0930488 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.284392 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.515865 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.272574 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.02586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.6524 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.796326 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.830573 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.672584 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.446196 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.451565 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.454404 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.235311 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.454498 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.203658 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.08485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.731122 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.821313 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.847622 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.749004 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.05027 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.972158 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.540962 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.319783 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.177964 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.223469 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0567683 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.841657 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.875575 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.342279 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.374789 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.13359 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.288461 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.219193 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.273317 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.844619 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.875565 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.854793 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.627752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,2),-0.810397 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.782178 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.645213 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.88939 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.612841 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.649673 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.574802 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.637809 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.80667 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.561491 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.806328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
