# _root_ Mr. Carpenter , a former consulting-firm executive who has a love for `` task forces , '' says he has done a `` complete rethink '' of Kidder in recent months .
#goldHeads=2,18,2,7,7,7,2,9,7,11,9,11,12,15,12,2,2,0,20,18,20,25,25,25,21,25,25,27,21,31,29,18,
#predictedHeads=2,18,2,7,7,7,2,9,7,11,9,11,15,15,12,18,18,0,20,18,20,25,25,25,21,25,25,27,21,31,29,18,
(1,9),(9,21),(9,33),-0.064232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,23),(9,26),-0.0430463 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,23),(9,32),-0.0320264 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,23),(9,33),-0.0434961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,26),(9,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,26),(9,33),-0.022757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,32),(9,33),-0.0891662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,9),(9,8),0.194033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,7),0.188797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,6),0.190119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,5),0.0467885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,4),0.109153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,3),0.142963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,2),0.190104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,-1),0.000252403 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,8),(9,7),0.121406 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,8),(9,6),0.121406 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,8),(9,5),0.119164 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,8),(9,4),0.118822 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,8),(9,3),0.118831 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,8),(9,2),0.121406 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,8),(9,-1),-0.0660405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,7),(9,6),0.0930957 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,7),(9,5),0.115922 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,7),(9,4),0.119137 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,7),(9,3),0.056359 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,7),(9,2),0.0930957 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,7),(9,-1),0.0222465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,6),(9,5),0.115924 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,6),(9,4),0.119149 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,6),(9,3),0.0564085 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,6),(9,2),0.0933123 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,6),(9,-1),0.0229935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,5),(9,4),0.117352 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,5),(9,3),0.120712 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,5),(9,2),0.118038 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,5),(9,-1),-0.204774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,4),(9,3),0.12621 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,4),(9,2),0.118662 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,4),(9,-1),-0.134162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,3),(9,2),0.121505 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,3),(9,-1),-0.188926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,2),(9,-1),0.0229804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,11),(11,12),-0.0318237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,13),-0.0442244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,14),-0.183005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,15),-0.183005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,16),0.138874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,17),-0.0321591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,18),0.0474996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,20),0.0447246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,21),0.0465981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,33),0.0861741 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,11),(11,12),(11,13),-0.0425055 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,14),-0.0427082 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,15),-0.0427082 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,16),-0.0769115 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,17),-0.0464359 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,18),-0.0338716 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,20),-0.0339902 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,21),-0.0338272 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,33),-0.0718984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,13),(11,14),-0.0494718 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,15),-0.0494718 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,16),-0.0448183 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,17),-0.042388 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,18),-0.0481948 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,20),-0.0481953 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,21),-0.0481948 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,33),-0.0342136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,14),(11,15),-0.013313 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,14),(11,16),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,14),(11,17),-0.0443227 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,14),(11,18),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,14),(11,20),-0.0434787 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,14),(11,21),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,14),(11,33),0.00284638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,15),(11,16),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,15),(11,17),-0.0443227 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,15),(11,18),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,15),(11,20),-0.0434787 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,15),(11,21),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,15),(11,33),0.00284638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,16),(11,17),-0.0507689 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,16),(11,18),-0.11733 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,16),(11,20),-0.117007 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,16),(11,21),-0.117212 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,16),(11,33),-0.0437719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,17),(11,18),-0.043748 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,17),(11,20),-0.0439387 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,17),(11,21),-0.0437475 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,17),(11,33),-0.0659716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,18),(11,20),-0.0458173 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,18),(11,21),-0.045067 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,18),(11,33),-0.0122482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,20),(11,21),-0.0453509 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,20),(11,33),-0.0140946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,21),(11,33),-0.0131119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,11),(11,10),0.144822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,9),0.123904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,8),0.0970182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,7),0.154252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,6),0.150306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,5),0.0926298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,4),0.144822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,-1),0.0172427 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,11),(11,10),(11,9),0.118129 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,10),(11,8),0.118576 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,10),(11,7),0.133816 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,10),(11,6),0.133819 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,10),(11,5),0.13893 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,10),(11,4),0.115802 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,10),(11,-1),-0.100688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,9),(11,8),0.112161 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,9),(11,7),0.129297 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,9),(11,6),0.129302 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,9),(11,5),0.119788 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,9),(11,4),0.119794 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,9),(11,-1),-0.175901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,8),(11,7),0.11843 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,8),(11,6),0.11843 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,8),(11,5),0.119164 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,8),(11,4),0.119155 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,8),(11,-1),-0.183679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,7),(11,6),0.109559 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,7),(11,5),0.170624 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,7),(11,4),0.176025 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,7),(11,-1),-0.141386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,6),(11,5),0.167799 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,6),(11,4),0.175156 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,6),(11,-1),-0.144504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,5),(11,4),0.144366 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,5),(11,-1),-0.149662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,4),(11,-1),-0.100688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,16),(16,33),-0.00727019 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,16),(16,16),(16,-1),-0.0920224 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,2),-0.141317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,3),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,6),-0.141317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,7),-0.141317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,9),-0.154956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,11),-0.141317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,16),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,33),0.0940831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,2),(1,3),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,6),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,7),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,9),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,16),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,33),-0.143143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,3),(1,6),-0.129532 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,7),-0.129533 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,9),-0.127161 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,11),-0.129532 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,16),-0.125325 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,33),-0.00337849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,6),(1,7),-0.125449 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,9),-0.125545 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,11),-0.125449 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,16),-0.126785 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,33),-0.143141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,7),(1,9),-0.125545 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,7),(1,11),-0.125449 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,7),(1,16),-0.126786 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,7),(1,33),-0.140024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,9),(1,11),-0.124957 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,16),-0.125507 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,33),-0.176228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,11),(1,16),-0.126785 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,11),(1,33),-0.143142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,16),(1,33),-0.00337849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),0.169428 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,33),-0.00242436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,-1),-0.0872914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,5),(5,6),-0.0440266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,9),-0.0470185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,33),0.0416351 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,6),(5,9),-0.0453673 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,33),0.00230518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,9),(5,33),-0.0420393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,4),0.115883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,3),0.123894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,2),0.12362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,5),(5,-1),0.0100093 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,4),(5,3),0.118875 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,2),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,4),(5,-1),-0.128151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,2),0.115249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,-1),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,2),(5,-1),-0.121309 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,6),(6,7),-0.184076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,9),0.0450479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,11),-0.183145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,12),-0.0317424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,13),-0.0442243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,15),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,33),0.105222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,7),(6,9),-0.0439123 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,11),-0.0133688 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,12),-0.031949 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,13),-0.0543662 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,15),-0.0133688 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,33),0.0010575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,9),(6,11),-0.0484128 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,12),-0.0517866 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,13),-0.0421734 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,15),-0.048416 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,33),-0.0135614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,12),-0.0319467 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,13),-0.0543662 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,15),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,33),0.00273223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,12),(6,13),-0.0425055 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,15),-0.0427082 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,33),-0.07184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,13),(6,15),-0.0494718 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,33),-0.0342136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,15),(6,33),0.00288948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.0926953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.145077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,3),0.165796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,2),0.15216 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,6),(6,-1),0.0297849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.144405 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,3),0.090184 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,2),0.137386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,5),(6,-1),-0.149642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,3),0.116766 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,2),0.133847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,-1),-0.100358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,2),0.112775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,-1),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,2),(6,-1),-0.143134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,7),(7,9),0.0472852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,11),-0.183717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,12),-0.0259187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,13),-0.0442243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,15),-0.18356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,16),0.138723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,17),-0.0319472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,18),0.0500602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,20),0.0472852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,21),0.0491587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,25),-0.18356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,26),-0.0319472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,32),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,33),0.109398 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,9),(7,11),-0.0484128 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,12),-0.0517866 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,13),-0.0421734 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,15),-0.048416 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,16),-0.0582612 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,17),-0.0381964 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,18),-0.045351 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,20),-0.0461013 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,21),-0.045351 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,25),-0.0484128 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,26),-0.0381964 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,32),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,33),-0.0110576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,11),(7,12),-0.0319467 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,13),-0.0543662 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,15),-0.0133355 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,16),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,17),-0.0443227 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,18),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,20),-0.0434787 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,21),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,25),-0.0133355 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,26),-0.0443227 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,32),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,33),0.00184911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,12),(7,13),-0.0427028 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,15),-0.0427414 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,16),-0.0772072 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,17),-0.0464359 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,18),-0.0338786 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,20),-0.0339973 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,21),-0.0338342 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,25),-0.0427414 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,26),-0.0464359 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,32),-0.0454444 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,33),-0.0654503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,13),(7,15),-0.0494718 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,16),-0.0448183 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,17),-0.042388 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,18),-0.0485128 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,20),-0.0485133 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,21),-0.0485128 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,25),-0.0494718 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,26),-0.042388 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,33),-0.0342196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,15),(7,16),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,15),(7,17),-0.0443227 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,15),(7,18),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,15),(7,20),-0.0434787 # DEPENDENCYPART_GRANDSIBL
