# _root_ Great Northern Nekoosa reacted coolly to Georgia-Pacific 's takeover bid of $ 58 a share , or $ 3.19 billion , though the suitor said all terms are negotiable .
#goldHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,17,25,24,25,4,27,28,25,28,4,
#predictedHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,4,25,24,25,4,27,28,25,28,4,
(10,4),(4,5),(4,7),0.126292 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,9),0.126292 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,10),-0.125074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,5),(4,11),-0.124946 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,15),-0.125074 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,17),-0.125004 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,22),-0.124946 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,25),-0.124896 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,28),-0.124896 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,31),-0.213502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,7),0.132344 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,9),0.132837 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,10),-0.1262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,15),-0.1262 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,16),-0.125343 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,21),-0.125343 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,25),-0.124914 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,28),-0.124914 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,31),-0.0642194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,7),(4,9),0.0946111 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,10),-0.124895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,7),(4,11),-0.126236 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,12),-0.125468 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,15),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,16),-0.125057 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,17),-0.124959 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,21),-0.125057 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,22),-0.126236 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,25),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,28),-0.125241 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,30),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,31),-0.0341392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,9),(4,10),-0.124895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,9),(4,11),-0.126236 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,12),-0.125468 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,15),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,16),-0.125057 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,17),-0.124959 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,21),-0.125057 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,22),-0.126236 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,25),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,28),-0.125241 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,30),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,31),-0.0337552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,10),(4,11),-0.126236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,12),-0.125468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,15),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,16),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,17),-0.124959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,21),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,22),-0.126236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,25),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,28),-0.125241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,30),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,31),-0.0356798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,11),(4,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,15),-0.125218 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,16),-0.124887 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,17),-0.12489 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,21),-0.124887 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,22),-0.124902 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,25),-0.124989 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,28),-0.125007 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,30),-0.124968 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,31),-0.154114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,12),(4,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,31),-0.131572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,15),(4,16),-0.125057 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,15),(4,17),-0.124959 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,15),(4,21),-0.125057 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,15),(4,22),-0.126236 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,15),(4,25),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,15),(4,28),-0.125242 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,15),(4,30),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,15),(4,31),-0.0339749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,16),(4,17),-0.124931 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,16),(4,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,16),(4,22),-0.125601 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,16),(4,25),-0.127089 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,16),(4,28),-0.127089 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,16),(4,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,16),(4,31),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,17),(4,21),0.23437 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,17),(4,22),0.0542948 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,17),(4,25),0.0649159 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,17),(4,28),-0.0111122 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,17),(4,30),-0.0734576 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,17),(4,31),-0.13884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,21),(4,22),-0.125601 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,21),(4,25),-0.127089 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,21),(4,28),-0.127089 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,21),(4,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,21),(4,31),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,22),(4,25),-0.124989 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,22),(4,28),-0.125007 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,22),(4,30),-0.124968 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,22),(4,31),-0.180386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,25),(4,28),-0.124921 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,25),(4,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,25),(4,31),-0.147272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,28),(4,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,28),(4,31),-0.14772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,30),(4,31),-0.127828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,3),-0.0161332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,2),-0.0160807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,1),-0.0168175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,-1),0.0716489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,3),(4,2),-0.0344042 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,1),-0.0344042 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,-1),-0.0491881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,2),(4,1),-0.0344042 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,2),(4,-1),-0.0486516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,1),(4,-1),-0.0493884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,6),0.127216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,7),0.110583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,9),0.110583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,10),-0.128362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,5),(5,11),-0.107154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,31),-0.205788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,6),(5,7),0.11911 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,9),0.11911 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,6),(5,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,31),-0.156888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,7),(5,9),0.118858 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,7),(5,11),-0.124889 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,31),-0.131715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,9),(5,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,9),(5,11),-0.124889 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,31),-0.131712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,10),(5,11),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,31),-0.131881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,11),(5,31),-0.109469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,3),0.00843679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,2),0.00843679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,1),0.00843679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,-1),-0.0262041 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,3),(5,2),-0.0430067 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,3),(5,1),-0.0430067 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,3),(5,-1),-0.0920387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,2),(5,1),-0.0430067 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,2),(5,-1),-0.0920387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,1),(5,-1),-0.0920387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.0894357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.0894359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,10),-0.129927 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,6),(6,11),-0.124947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,15),-0.129927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,17),-0.136352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,31),-0.0597797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,7),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,31),-0.159646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,31),-0.159646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,31),-0.159646 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,11),(6,15),-0.124887 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,31),-0.131836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,15),(6,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,31),-0.159646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,17),(6,31),-0.136401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,5),-0.0459144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),-0.222566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,-1),-0.047816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,8),0.230939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,9),0.14908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.141314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,7),(7,11),-0.150135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,12),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,13),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,16),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,21),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,31),0.0248122 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,8),(7,9),0.112201 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,10),-0.124913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,8),(7,11),-0.125424 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,16),-0.125425 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,21),-0.125425 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,31),0.0719685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,10),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,11),-0.12504 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,13),-0.125238 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,16),-0.126785 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,21),-0.126785 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,31),-0.143457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,11),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,13),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,16),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,21),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,31),-0.1437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,11),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,16),-0.124893 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,21),-0.124893 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,31),-0.069922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,12),(7,13),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,31),-0.126729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,13),(7,16),-0.125133 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,21),-0.125133 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,31),-0.124218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,16),(7,21),-0.125325 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,31),-0.00337259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,21),(7,31),-0.00337259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,5),-0.0753882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,4),0.0455587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,3),-0.178607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,2),-0.177911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,1),-0.178034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),0.0940013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,5),(7,4),-0.0450051 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,3),-0.043893 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,2),-0.043893 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,1),-0.043893 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,-1),-0.0856457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,4),(7,3),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,2),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,1),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,-1),-0.0143315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,3),(7,2),-0.0111944 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,3),(7,1),-0.0111944 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,3),(7,-1),0.00442564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,2),(7,1),-0.0111944 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,2),(7,-1),0.00520999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,1),(7,-1),0.00421423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,31),-0.0293737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,8),(8,-1),0.0993832 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,10),-0.141314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,11),-0.150135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,12),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,13),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,31),0.0473126 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,10),(9,11),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,13),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,31),-0.143701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,11),(9,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,31),-0.0695203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,12),(9,13),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,31),-0.126729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,13),(9,31),-0.124223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,8),-0.0614509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,7),-0.17901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,6),-0.08925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,5),-0.0753882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,4),0.0455715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,3),-0.179707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),0.121817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,8),(9,7),-0.0444353 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,3),-0.0444445 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,-1),-0.0687468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,7),(9,6),-0.0488773 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,5),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,4),-0.0430027 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,3),-0.0121541 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,-1),0.00454286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,6),(9,5),-0.044137 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,4),-0.0471191 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,3),-0.0264659 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,-1),-0.0971816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,5),(9,4),-0.0450051 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,3),-0.043893 # DEPENDENCYPART_GRANDSIBL
