# _root_ `` For all intents and purposes , an agreement appears to have been achieved , '' he said .
#goldHeads=18,10,4,2,4,5,10,9,10,18,10,11,12,13,18,18,18,0,18,
#predictedHeads=18,10,4,2,4,5,10,9,10,18,10,11,12,13,18,18,18,0,18,
(13,18),(18,1),-0.777779 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.801476 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.749944 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.552566 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.918263 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.857695 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.730888 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.703271 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.743247 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.756183 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.794333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.369134 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.433495 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.289518 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.156148 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.413151 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.343263 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.118462 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.0321205 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.239782 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.0388154 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.126682 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.0498694 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.263165 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.117533 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.0094101 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.0647619 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.135869 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.0586572 # DEPENDENCYPART_GRANDPAR
(14,2),(2,15),-0.522895 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.533734 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.822853 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.17611 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.38187 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.118117 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.012022 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.132695 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.148964 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.0867054 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.154194 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.0968231 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.029999 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.0013709 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.28519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.754095 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.676452 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.760899 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.251636 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.325265 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.245568 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.172426 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.0827831 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.151956 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.176126 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.117337 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.0417175 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.14996 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.0875855 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.166237 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0976977 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.0308735 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.00049644 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.28519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.754095 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.676452 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.0473855 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0466079 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.285446 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.0471875 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0713355 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.270283 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.074151 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.0340279 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0314687 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.0501517 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.28502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.77001 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.691019 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.774378 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.326029 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.0774806 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0114121 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0568271 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.202634 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.139367 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.23612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.627924 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.0603445 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.227118 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.116321 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.105968 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.21115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.619689 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.61748 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.721657 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.67909 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.801824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,14),-0.823733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.326247 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.606466 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.547052 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.139073 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.56108 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.652918 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.535923 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.463293 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.649299 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.590764 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.538902 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.565057 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.485243 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.665485 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.504053 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.782438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.315733 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.293573 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.103983 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.490899 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.21648 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),0.413968 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.184065 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.257254 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.184212 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.347994 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.414297 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.240724 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.152743 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.254969 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.75068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.490614 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.655392 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.626176 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.242207 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.236791 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.231164 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.181682 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.18796 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.104089 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.221663 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.0998436 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0482758 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0458902 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.104278 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.64876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.481677 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.73209 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.653588 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.465236 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.17409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,1),-0.337841 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.359617 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.323201 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.287985 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.338801 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.467505 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.236172 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.104314 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.306579 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.149118 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.187922 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.409937 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),-0.313491 # DEPENDENCYPART_GRANDPAR
(17,2),(2,19),-0.771718 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.372335 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.269652 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.444605 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.22659 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.259891 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.241907 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.465112 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.514813 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.222973 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.229191 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.19944 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.223663 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.20531 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.463246 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.310487 # DEPENDENCYPART_GRANDPAR
(17,10),(10,18),-0.565392 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.792257 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.213627 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.29593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,2),-0.220529 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.221872 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.110354 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.0362147 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.0297681 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),0.292691 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.164793 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),0.138723 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.109014 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),0.0329137 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.18027 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),0.169137 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),0.0625863 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),0.131338 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.215958 # DEPENDENCYPART_GRANDPAR
(18,2),(2,19),-0.74899 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.314914 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.186235 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),0.0245499 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),0.351227 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.187984 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),0.408851 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),0.0321933 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.257515 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.0106327 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.0521108 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),0.116576 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),0.104072 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),0.401466 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.155645 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.57706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,6),-0.574873 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.02062 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.545279 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.321311 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.4168 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.294417 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.0726971 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.00823304 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),0.128928 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.00173806 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.137548 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.302431 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.386418 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.117398 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.11081 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),0.0357659 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.0356265 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.481223 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.0968996 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.6176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,1),0.102111 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),0.281316 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.309631 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.360315 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.460691 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.229731 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.58809 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.460982 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.043496 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.041072 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.242898 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.141661 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.0715393 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.30775 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.019875 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.35201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.584407 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.12215 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),0.0244957 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),0.233003 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.200279 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.032742 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.122581 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.162742 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.281322 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),0.0462825 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),0.172911 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),0.120685 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.00813355 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),0.311321 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),0.376475 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.00881035 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.104985 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.135681 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.0951653 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.4675 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.00584004 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.269053 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.45193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.648883 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.0414991 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),0.0490768 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.0169795 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.210168 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0766774 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.321342 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.158708 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.0893212 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.45372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,1),0.0172382 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),0.075933 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),0.0659965 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),0.172084 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.0647517 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),0.388199 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),0.286445 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.15243 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.0863705 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.163931 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.362264 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.115141 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.147332 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.43624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,14),-0.0325526 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0673062 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0423005 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.222443 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.15165 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.386529 # DEPENDENCYPART_GRANDPAR
