# _root_ But the Oct. 17 temblor put a halt to much nonessential building , and heavy rains last week slowed the rest , freeing construction workers for earthquake repairs .
#goldHeads=14,5,5,3,6,14,8,6,6,12,12,9,14,0,16,19,18,16,14,21,19,14,14,25,23,23,28,26,14,
#predictedHeads=14,5,5,3,6,14,8,6,6,12,12,9,14,0,16,19,18,19,14,21,19,19,19,25,23,23,28,26,14,
(6,18),(18,17),(18,14),0.125178 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,13),0.155391 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,11),0.117746 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,10),0.12601 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,7),0.155074 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,-1),-0.00765147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,16),(18,15),0.125467 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,16),(18,14),0.1687 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,16),(18,13),0.159286 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,16),(18,11),0.125405 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,16),(18,10),0.127031 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,16),(18,7),0.0558261 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,16),(18,-1),-0.108487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,15),(18,14),0.12518 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,15),(18,13),0.155675 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,15),(18,11),0.119599 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,15),(18,10),0.127862 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,15),(18,7),0.15612 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,15),(18,-1),-0.0466034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,14),(18,13),0.0358647 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,14),(18,11),0.224983 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,14),(18,10),0.218694 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,14),(18,7),0.520711 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,14),(18,-1),-0.0922155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,13),(18,11),0.147329 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,13),(18,10),0.147253 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,13),(18,7),0.112775 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,13),(18,-1),-0.126141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,11),(18,10),0.127537 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,11),(18,7),0.153655 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,11),(18,-1),-0.0466626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,10),(18,7),0.1535 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,10),(18,-1),-0.0139788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,7),(18,-1),-0.15406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,19),(19,20),-0.0183425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,21),-0.000302055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,22),-0.122467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,23),-0.0594911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,24),-0.00487639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,25),-0.00736089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,26),-0.0461622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,28),-0.00125186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,29),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,30),0.0417166 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,19),(19,20),(19,21),-0.045973 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,22),-0.0467109 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,23),-0.0503892 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,24),-0.045973 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,25),-0.045973 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,26),-0.0331011 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,28),-0.045973 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,29),-0.0425819 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,30),-0.0377565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,21),(19,22),-0.0768543 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,23),-0.0878119 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,24),-0.00630182 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,25),-0.00613047 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,26),-0.101121 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,28),-0.00611114 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,29),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,30),-0.0865849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,22),(19,23),0.0386704 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,24),-0.0708147 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,25),-0.0708147 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,26),-0.0588157 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,28),-0.0708147 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,30),0.0819324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,23),(19,24),-0.067365 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,25),-0.067365 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,26),-0.0384887 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,28),-0.067365 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,29),-0.0276303 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,30),-0.0674215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,24),(19,25),-0.0078567 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,24),(19,26),-0.101333 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,24),(19,28),-0.00783737 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,24),(19,29),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,24),(19,30),-0.088556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,25),(19,26),-0.0976805 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,25),(19,28),-0.00611114 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,25),(19,29),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,25),(19,30),-0.0954557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,26),(19,28),-0.0275954 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,26),(19,29),-0.0505061 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,26),(19,30),-0.0185133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,28),(19,29),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,28),(19,30),-0.0870244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,29),(19,30),-0.055015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,19),(19,18),0.16485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,17),0.112172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,16),0.166056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,15),0.114403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,14),0.0731567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,13),0.085447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,12),0.16568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,11),0.114405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,10),0.106978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,9),0.201194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,8),0.166055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,6),0.117436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,19),(19,19),(19,5),-0.177989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,4),-0.125155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,3),-0.177989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,2),-0.122186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,1),-0.123326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,-1),-0.251667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,19),(19,18),(19,17),0.10772 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,16),0.110905 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,15),0.108107 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,14),0.0675772 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,13),0.131635 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,12),0.110093 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,11),0.108107 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,10),0.106762 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,9),0.116191 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,8),0.110905 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,6),0.114572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,18),(19,5),-0.128004 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,2),-0.124915 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,1),-0.122727 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,-1),-0.129592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,17),(19,16),0.126951 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,15),0.116639 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,14),0.111467 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,13),0.126218 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,12),0.126366 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,11),0.116639 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,10),0.11648 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,9),0.110398 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,8),0.126951 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,6),0.106109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,17),(19,5),-0.124888 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,3),-0.124888 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,1),-0.125141 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,-1),-0.130321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,16),(19,15),0.108109 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,14),0.0675772 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,13),0.126029 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,12),0.107604 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,11),0.108109 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,10),0.106764 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,9),0.116191 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,8),0.108416 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,6),0.114572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,16),(19,5),-0.128004 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,2),-0.124915 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,1),-0.122723 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,-1),-0.128116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,15),(19,14),0.111467 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,13),0.125683 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,12),0.126865 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,11),0.116639 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,10),0.11648 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,9),0.110398 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,8),0.12745 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,6),0.106109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,15),(19,5),-0.124888 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,3),-0.124888 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,1),-0.125141 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,-1),-0.125664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,14),(19,13),-0.0893842 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,14),(19,12),0.00368649 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,14),(19,11),0.200306 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,14),(19,10),0.194056 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,14),(19,9),0.157599 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,14),(19,8),0.131435 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,14),(19,6),0.304863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,14),(19,5),0.151857 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,14),(19,4),0.17191 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,14),(19,3),0.126661 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,14),(19,2),0.0691069 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,14),(19,1),0.0679176 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,14),(19,-1),-0.153996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,13),(19,12),0.131091 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,13),(19,11),0.084439 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,13),(19,10),0.0840933 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,13),(19,9),0.11511 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,13),(19,8),0.131091 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,13),(19,6),0.165299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,13),(19,5),-0.126165 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,13),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,13),(19,3),-0.126165 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,13),(19,2),-0.12491 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,13),(19,1),-0.137083 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,13),(19,-1),-0.12301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,12),(19,11),0.108109 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,12),(19,10),0.106764 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,12),(19,9),0.116191 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,12),(19,8),0.108416 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,12),(19,6),0.114572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,12),(19,5),-0.128004 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,12),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,12),(19,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,12),(19,2),-0.124915 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,12),(19,1),-0.122723 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,12),(19,-1),-0.129483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,11),(19,10),0.11648 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,11),(19,9),0.110398 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,11),(19,8),0.12745 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,11),(19,6),0.106109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,11),(19,5),-0.124888 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,11),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,11),(19,3),-0.124888 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,11),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,11),(19,1),-0.125141 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,11),(19,-1),-0.125664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,10),(19,9),0.110398 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,10),(19,8),0.12513 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,10),(19,6),0.105293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,10),(19,5),-0.124888 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,10),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,10),(19,3),-0.124888 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,10),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,10),(19,1),-0.125141 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,10),(19,-1),-0.122092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,9),(19,8),0.205967 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,9),(19,6),0.129099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,9),(19,5),-0.106715 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,9),(19,4),-0.127592 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,9),(19,3),-0.106715 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,9),(19,2),-0.127621 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,9),(19,1),-0.122775 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,9),(19,-1),-0.231809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,8),(19,6),0.114572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,8),(19,5),-0.128004 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,8),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,8),(19,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,8),(19,2),-0.124915 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,8),(19,1),-0.122723 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,8),(19,-1),-0.128115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,6),(19,5),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,6),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,6),(19,3),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,6),(19,2),-0.124893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,6),(19,1),-0.12516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,6),(19,-1),-0.119852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,19),(19,5),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,5),(19,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,5),(19,2),-0.124915 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,5),(19,1),-0.122723 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,5),(19,-1),-0.128115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,4),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,4),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,4),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,4),(19,-1),-0.159002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,3),(19,2),-0.124915 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,3),(19,1),-0.122723 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,3),(19,-1),-0.125819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,2),(19,1),-0.125006 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,2),(19,-1),-0.104803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,1),(19,-1),-0.181433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,21),(21,21),(21,22),0.0400573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,21),(21,21),(21,23),-0.0134243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,21),(21,21),(21,25),-0.0031179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,21),(21,21),(21,26),-0.0899086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,21),(21,21),(21,28),-8.26162e-05 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,21),(21,21),(21,30),0.0824677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,21),(21,22),(21,23),-0.0319463 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,22),(21,25),-0.093096 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,22),(21,26),0.00262399 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,22),(21,28),-0.093096 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,22),(21,30),-0.0329639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,21),(21,23),(21,25),-0.06006 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,23),(21,26),-0.00303411 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,23),(21,28),-0.0600572 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,23),(21,30),-0.0668466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,21),(21,25),(21,26),-0.0669592 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,25),(21,28),-0.0439565 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,25),(21,30),-0.032339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,21),(21,26),(21,28),-0.0737389 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,26),(21,30),-0.0357966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,21),(21,28),(21,30),-0.031435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,21),(21,21),(21,20),0.113733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,21),(21,21),(21,18),0.0399751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,21),(21,21),(21,17),0.181353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,21),(21,21),(21,16),0.0387454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,21),(21,21),(21,15),0.137888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,21),(21,21),(21,-1),-0.14292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,21),(21,20),(21,18),0.144753 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,20),(21,17),0.107344 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,20),(21,16),0.144755 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,20),(21,15),0.107345 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,20),(21,-1),-0.206136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,21),(21,18),(21,17),0.122288 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,18),(21,16),0.119143 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,18),(21,15),0.126752 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,18),(21,-1),-0.0970498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,21),(21,17),(21,16),0.0537469 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,17),(21,15),0.119063 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,17),(21,-1),-0.0119628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,21),(21,16),(21,15),0.126755 # DEPENDENCYPART_GRANDSIBL
(6,21),(21,16),(21,-1),-0.102003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,21),(21,15),(21,-1),-0.0509147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,22),(22,23),-0.0386509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,30),0.0203288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,22),(22,23),(22,30),-0.0440493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,22),(22,-1),-0.0675328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,23),(23,23),(23,24),-0.00213205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
