# _root_ Laidlaw is 47%-controlled by Canadian Pacific Ltd. , a Montreal transportation , resources and industrial holding concern .
#goldHeads=2,0,4,2,6,4,6,6,11,11,6,11,11,13,17,17,14,2,
#predictedHeads=2,0,2,2,6,4,6,6,11,11,6,11,11,13,17,17,14,2,
(14,17),(17,14),-1.04443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.799625 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.765908 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.764435 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0464542 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.27297 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.43827 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.32137 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.38202 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.33228 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.879387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0980261 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.480598 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.2976 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-1.65653 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.48906 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.3591 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.49485 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.36543 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.38466 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.883026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.23301 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.329379 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.276598 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.0768512 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.235205 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.163653 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.181625 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.32511 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.374405 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.283025 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.147885 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.406168 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),0.172712 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.39232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,1),-0.00238405 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.320501 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.25218 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.378585 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.427431 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.373048 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.334483 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.223146 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.496191 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.313861 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.0549197 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.38075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,18),-1.09416 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.015139 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.384791 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.12767 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.0172802 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.0945656 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.166486 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.295949 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.284664 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0694304 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.403644 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.261667 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.132471 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.000555868 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.46479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.479104 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-1.20816 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.385513 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.078526 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.178049 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.295966 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.151207 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.144224 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.389068 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0739114 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.058405 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.36396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.38871 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-1.1451 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.191635 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.39662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.350848 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.11505 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.37894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.332108 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.11441 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.97707 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.1919 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.870534 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.881878 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.05182 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.793541 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.702285 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.609721 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.977519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.64452 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.0364947 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.189751 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.394629 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.639863 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.261106 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.4591 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.257091 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),0.0178676 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.0981565 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),0.386209 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.149625 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),-0.0509272 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.260986 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.482349 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.123583 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),0.158551 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.526083 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.43871 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.294 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.0401 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0161904 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.0576909 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.56373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,1),-0.378368 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-1.35453 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.655468 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.361128 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.479824 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.304676 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.162184 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.698002 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.367528 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.221889 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.0240417 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.00930159 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.159743 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.101429 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.65421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.879015 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0690225 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-1.02948 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.240063 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.351883 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.5274 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.235794 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.298229 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.605091 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.103859 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.157479 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0849331 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.56104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.81384 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.412025 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.245145 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.51959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.780903 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0682855 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.53745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.818608 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-1.13564 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.607064 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.270804 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.116491 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.207599 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.124636 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.61184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.856235 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.08188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,3),-0.533839 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.0924635 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.264964 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.0563516 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.210133 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0896474 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.138545 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.182528 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.111052 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.73363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
