# _root_ John Fitzsimmons , chief executive officer of Data Systems , said the company was profitable and expected sales of nearly $ 100 million this year .
#goldHeads=2,11,2,6,6,2,6,9,7,2,0,13,16,16,14,11,16,17,18,21,19,21,21,25,17,11,
#predictedHeads=2,11,2,6,6,2,6,9,7,2,0,13,16,16,14,11,16,17,18,21,19,21,21,25,21,11,
(2,16),(16,13),(16,-1),-0.194652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,12),(16,11),0.108569 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,10),0.106442 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,9),0.1082 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,8),0.1082 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,7),0.10783 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,6),0.1082 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,5),0.1082 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,4),0.109161 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,3),0.106442 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,2),0.1082 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,-1),-0.0982665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,11),(16,10),0.113352 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,9),0.0740892 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,8),0.0740835 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,7),0.093975 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,6),0.0740892 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,5),0.074051 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,4),0.10576 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,3),0.113352 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,2),0.0740892 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,1),-0.14523 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,-1),-0.168545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,10),(16,9),0.0908805 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,10),(16,8),0.0908618 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,10),(16,7),0.12599 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,10),(16,6),0.0905158 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,10),(16,5),0.0908786 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,10),(16,4),0.122165 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,10),(16,3),0.108642 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,10),(16,2),0.0908805 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,10),(16,1),-0.147778 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,10),(16,-1),-0.165062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,9),(16,8),0.140024 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,9),(16,7),0.0789756 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,9),(16,6),0.137916 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,9),(16,5),0.136982 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,9),(16,4),0.087108 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,9),(16,3),0.0783011 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,9),(16,2),0.137916 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,9),(16,1),-0.146776 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,9),(16,-1),-0.197748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,8),(16,7),0.0789756 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,8),(16,6),0.138589 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,8),(16,5),0.137654 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,8),(16,4),0.087108 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,8),(16,3),0.0782287 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,8),(16,2),0.138589 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,8),(16,1),-0.146776 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,8),(16,-1),-0.205954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,7),(16,6),0.101426 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,7),(16,5),0.101426 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,7),(16,4),0.112169 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,7),(16,3),0.0972684 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,7),(16,2),0.101426 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,7),(16,1),-0.144704 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,7),(16,-1),-0.0599574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,6),(16,5),0.137623 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,6),(16,4),0.087099 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,6),(16,3),0.0801002 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,6),(16,2),0.138558 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,6),(16,1),-0.146776 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,6),(16,-1),-0.194064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,5),(16,4),0.0855227 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,5),(16,3),0.0802514 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,5),(16,2),0.13717 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,5),(16,1),-0.146776 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,5),(16,-1),-0.203231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,4),(16,3),0.130898 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,4),(16,2),0.0737865 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,4),(16,1),-0.149473 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,4),(16,-1),-0.073993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,3),(16,2),0.0908805 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,3),(16,1),-0.147778 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,3),(16,-1),-0.165062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,2),(16,1),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,2),(16,-1),-0.197725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,16),(16,1),(16,-1),-0.197738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,17),(17,18),-0.021744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,19),0.000388671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,20),0.0181592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,21),0.00432197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,22),-0.00145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,25),-0.000549189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,26),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,27),0.0650896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,17),(17,18),(17,19),-0.00470098 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,18),(17,20),-0.00719345 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,18),(17,21),-0.0233121 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,18),(17,22),-0.0200003 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,18),(17,25),0.00370568 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,18),(17,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,18),(17,27),-0.0265477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,19),(17,20),-0.0155456 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,21),-0.0227377 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,22),-0.0200707 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,25),-0.0114499 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,26),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,27),-0.000583747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,20),(17,21),-0.0170615 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,20),(17,22),-0.0198171 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,20),(17,25),-0.0202651 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,20),(17,26),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,20),(17,27),0.0275864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,21),(17,22),-0.0203338 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,21),(17,25),-0.0225916 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,21),(17,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,21),(17,27),-0.0235342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,22),(17,25),-0.022852 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,22),(17,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,22),(17,27),-3.93475e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,25),(17,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,25),(17,27),-0.00560879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,26),(17,27),-0.0614942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,17),(17,15),0.046374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,14),0.134797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,13),0.132794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,11),0.136431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,10),0.113986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,6),0.129154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,3),0.113986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,2),0.129637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,-1),0.000150304 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,17),(17,15),(17,14),0.109496 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,13),0.108638 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,11),0.109496 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,10),0.114014 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,6),0.108638 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,3),0.114014 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,2),0.108638 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,-1),-0.225681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,14),(17,13),0.107497 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,14),(17,11),0.109439 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,14),(17,10),0.114423 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,14),(17,6),0.107565 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,14),(17,3),0.114423 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,14),(17,2),0.107565 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,14),(17,-1),-0.158391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,13),(17,11),0.103629 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,13),(17,10),0.0644861 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,13),(17,6),0.0941045 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,13),(17,3),0.0644861 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,13),(17,2),0.0941045 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,13),(17,-1),-0.0833559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,11),(17,10),0.114421 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,11),(17,6),0.107559 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,11),(17,3),0.114421 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,11),(17,2),0.107559 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,11),(17,-1),-0.15833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,10),(17,6),0.119944 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,10),(17,3),0.109063 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,10),(17,2),0.119947 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,10),(17,-1),-0.209095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,6),(17,3),0.0646274 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,6),(17,2),0.0940668 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,6),(17,-1),-0.0850133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,3),(17,2),0.119947 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,3),(17,-1),-0.209095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,2),(17,-1),-0.0845577 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,26),(26,26),(26,27),0.00397982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,26),(26,26),(26,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,1),(1,2),0.118337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,3),0.099958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,4),-0.14637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,6),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,7),-0.152554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,11),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,14),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,27),-0.0844077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,2),(1,3),0.109233 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,6),-0.144708 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,7),-0.14471 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,27),-0.153805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,3),(1,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,6),-0.144756 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,7),-0.145342 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,27),-0.148041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,4),(1,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,10),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,27),-0.171264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,6),(1,7),-0.14471 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,27),-0.153805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,7),(1,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,11),-0.14472 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,14),-0.14472 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,27),-0.144725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,10),(1,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,10),(1,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,10),(1,27),-0.148041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,11),(1,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,11),(1,27),-0.158681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,14),(1,27),-0.159028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,1),(1,-1),-0.0463596 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,2),(2,3),0.099958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,4),-0.14637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,5),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,6),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,7),-0.152554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,11),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,13),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,14),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,16),-0.144961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,17),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,27),-0.0844077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,3),(2,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,5),-0.144756 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,6),-0.144756 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,7),-0.145342 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,13),-0.144756 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,16),-0.144735 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,27),-0.148041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,4),(2,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,10),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,27),-0.171264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,5),(2,6),-0.144708 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,7),-0.14471 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,13),-0.144708 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,27),-0.153835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,6),(2,7),-0.14471 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,13),-0.144708 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,27),-0.153805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,7),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,11),-0.14472 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,14),-0.14472 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,17),-0.14472 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,27),-0.144725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,10),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,13),-0.144756 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,16),-0.144735 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,27),-0.148041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,11),(2,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,27),-0.158681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,13),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,13),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,13),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,13),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,13),(2,27),-0.153805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,14),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,14),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,14),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,14),(2,27),-0.159028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,16),(2,17),0.176854 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,16),(2,26),-0.0358398 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,16),(2,27),-0.148858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,17),(2,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,17),(2,27),-0.158656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,26),(2,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,2),(2,1),-0.0367745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,-1),-0.0463596 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,1),(2,-1),-0.04865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,27),-0.185299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,3),(3,-1),-0.0587238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,6),-0.0367622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
