# _root_ Spiegel also opposes the beeper bill , saying the noise it requires would interfere with customer orders , causing irritation and even errors .
#goldHeads=3,3,0,6,6,3,3,3,10,13,12,10,8,13,14,17,15,14,14,21,19,21,21,3,
#predictedHeads=3,3,0,6,6,3,3,3,10,8,12,10,12,13,14,17,21,21,20,21,15,23,21,3,
(12,13),(13,3),-0.106362 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.324925 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.519564 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.370982 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.211268 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.108705 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.177594 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.104476 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.375029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.366279 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0652715 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.113391 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.255919 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.317755 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.306368 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.370401 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.182917 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.103674 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.442604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.42222 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.141909 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0779977 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0340846 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.325231 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.081498 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.407498 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.351404 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.359071 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.384653 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0089587 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.010535 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.0817311 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.340418 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.330549 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.291978 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.0923239 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.00825822 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.431697 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0277641 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.198271 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.208337 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.108761 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.483018 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.17214 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.0830847 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.434577 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.0285302 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.624342 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.0892794 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.233638 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.425011 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.682834 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.488953 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.338544 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.20879 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.341161 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.191046 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.437827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.592691 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.302122 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.010071 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.216699 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.167276 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.313442 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.113181 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.55192 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.125638 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.36427 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.357468 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.202184 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.0926182 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.348427 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.16285 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.412706 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.190766 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.332413 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-0.919852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,18),-0.200573 # DEPENDENCYPART_GRANDPAR
(13,1),(1,24),-0.652152 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0469139 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.181621 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.103504 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.299565 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.147191 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.274279 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.00499043 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.126472 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.022172 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.234605 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.0210009 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.00364326 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.101766 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.884491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),0.39214 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.150765 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.113923 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.102222 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-0.404117 # DEPENDENCYPART_GRANDPAR
(13,3),(3,24),-0.608649 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.0225841 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.335075 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.130402 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.0514032 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.258534 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.436912 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.112509 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.440372 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.228451 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.218382 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.349479 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.91995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),0.386689 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.113662 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.0696804 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.201739 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.43148 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.389958 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-0.381554 # DEPENDENCYPART_GRANDPAR
(13,6),(6,24),-0.652244 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0773952 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.340935 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.419761 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0769298 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0141594 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0711473 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0936988 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.884501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),0.402548 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.150776 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.126672 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.113934 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.0918133 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.300965 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.404404 # DEPENDENCYPART_GRANDPAR
(13,8),(8,24),-0.60866 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.251316 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.420377 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.10971 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.110101 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.508522 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0281391 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.331916 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.919852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.386915 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.113509 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.0691345 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.243448 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.381008 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),0.398568 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.149716 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.278331 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.309684 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.134654 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.346089 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.416391 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.178202 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.45018 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.360068 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.140954 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.884491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.39214 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.150765 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.126861 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.113923 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.404117 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.608649 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.0412634 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.0884374 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.275328 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.133529 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.769317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.328628 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.383068 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.322986 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.334827 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.328614 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.144557 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),0.171909 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),0.00698357 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.280653 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.305398 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.233426 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.152402 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.0649305 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0175127 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.0726295 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.223209 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.0880364 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.21081 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.43831 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.222959 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-0.211751 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-0.204315 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.252866 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.135194 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.341415 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.11617 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.227604 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.342227 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.223607 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.584453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),0.773884 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.0307583 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.112055 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.051713 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.216815 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.275856 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.132729 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.0609444 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.0954581 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.29453 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.137644 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.203549 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.0381861 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.0353849 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.169159 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.237653 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.240796 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0829523 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0437251 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.795074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.279431 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.28094 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.508267 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.451582 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.741929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,1),-0.268223 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),0.00384894 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.00340965 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.0494083 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.287304 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.0360769 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.214223 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.178882 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0779212 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0646938 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0549984 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.865339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.0803869 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.455949 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.131925 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.432104 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.686121 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.285321 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.00304456 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),0.125923 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),0.0231989 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.325369 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0177027 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.0882402 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.222666 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.094312 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0222811 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.045148 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.870351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.100558 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.304341 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.132628 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.382368 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.712536 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.386794 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.222094 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.260575 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.0149863 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.288063 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),0.0744973 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0724145 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.0901131 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.272617 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.501055 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.30867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.354127 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.185278 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.356869 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.265742 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.153888 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.109636 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.0474483 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.0943771 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.199566 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.378763 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0302331 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.321558 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0665105 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.310387 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.0187 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.00701291 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.313572 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.156738 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.00836448 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.409005 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.0490135 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.0899285 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-1.02534 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.578322 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.495565 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.588696 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-1.05975 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.68585 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.718896 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.389229 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.834102 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.685173 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.579409 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.500977 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.432597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.343993 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.175255 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.0404844 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.485218 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.291851 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.200315 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.110019 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.0014974 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.27816 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.408986 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.216982 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.30915 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.0859616 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.267897 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.227815 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.857271 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.0291813 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.917477 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.04865 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.823398 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.582083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.757639 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.707361 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0441746 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.0832459 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0851596 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.348047 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),0.0154576 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.574839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),0.985223 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.485223 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0112455 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0215302 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.38277 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.109936 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.398651 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.762934 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),1.03853 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.165528 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.336902 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.0315523 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-1.44902 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-0.725236 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-0.909949 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.934778 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-1.2416 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-1.01265 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.887117 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.869144 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-1.14981 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.871363 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.905023 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.811532 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.846113 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.708559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.701891 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.983266 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.644627 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0199082 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.0562791 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.271716 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.149977 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.339946 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.165528 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),0.12244 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.421883 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.330076 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.323078 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.0439 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.29176 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.04245 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.766519 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.839521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
