# _root_ Lawrence B. Seidman , 41 years old , was named chairman of this savings and loan institution .
#goldHeads=3,3,9,3,6,3,6,3,0,9,10,11,15,15,12,15,15,9,
#predictedHeads=3,3,9,3,6,7,3,3,0,9,10,11,15,15,12,15,15,9,
(3,7),(7,11),(7,19),-0.000281723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,12),(7,15),-0.0458643 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,17),-0.0445315 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,18),-0.0420223 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,19),0.018857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,15),(7,17),-0.105017 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,15),(7,18),0.0800615 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,15),(7,19),-0.0285421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,17),(7,18),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,17),(7,19),-0.000257721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,18),(7,19),-0.042022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,6),0.157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,5),0.153002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,4),0.123063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,3),0.140079 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,7),(7,-1),-0.000637779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,6),(7,5),0.118321 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,4),0.117781 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,3),0.117557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,6),(7,-1),-0.0870837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,4),0.118646 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,3),0.11914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,-1),-0.0871229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,3),0.115154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,-1),-0.1128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,3),(7,-1),-0.104479 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,8),(8,19),-0.00624447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,8),(8,-1),-0.091115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,9),(9,10),-0.0345974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,11),-0.0288027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,12),-0.0448615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,13),-0.0334126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,14),-0.0290848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,15),-0.0719939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,17),-0.0290495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,18),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,19),0.0694652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,10),(9,11),-0.0470969 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,12),-0.0476211 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,13),-0.0420106 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,14),-0.0470969 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,15),-0.0296008 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,17),-0.0470969 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,18),-0.0419685 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,19),-0.0730147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,11),(9,12),-0.0156499 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,13),-0.0429145 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,14),-0.0349667 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,15),-0.0661178 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,17),-0.0349667 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,18),-0.0554613 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,19),-0.0489205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,12),(9,13),-0.0429813 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,14),-0.0432444 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,15),-0.0376999 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,17),-0.0432444 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,18),-0.053067 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,19),-0.0418805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,13),(9,14),-0.0452381 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,15),-0.0428668 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,17),-0.0452381 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,18),-0.0440905 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,19),-0.0260776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,14),(9,15),-0.0661178 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,17),-0.0349667 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,18),-0.0554613 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,19),-0.048118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,15),(9,17),-0.0879593 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,18),0.0800615 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,19),-0.0433555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,17),(9,18),-0.0554613 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,17),(9,19),-0.048118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,18),(9,19),-0.0875764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,8),0.14433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,7),0.0430332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,6),0.162672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,5),0.0699684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,4),0.14433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,3),0.167566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,9),(9,2),-0.175608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,1),-0.175608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,-1),0.0255895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,8),(9,7),0.113998 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,6),0.118939 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,5),0.117795 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,4),0.11865 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,3),0.119015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,8),(9,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,-1),-0.191256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,7),(9,6),0.117727 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,5),0.118079 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,4),0.120659 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,3),0.117867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,7),(9,2),-0.124907 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,1),-0.124907 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,-1),-0.205673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,6),(9,5),0.117954 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,4),0.0524129 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,3),0.092243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,6),(9,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,-1),-0.0178688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,5),(9,4),0.130202 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,3),0.117884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,5),(9,2),-0.124935 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,1),-0.124935 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,-1),-0.186565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,4),(9,3),0.119015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,4),(9,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,4),(9,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,4),(9,-1),-0.191256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,3),(9,2),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,3),(9,1),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,3),(9,-1),-0.0143864 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,2),(9,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,2),(9,-1),-0.0143864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,1),(9,-1),-0.0143889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,11),-0.0170242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,12),-0.0345447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,14),-0.0173063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,15),-0.07729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,16),-0.0179293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,17),-0.017271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,18),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,19),0.0609603 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,11),(10,12),-0.0148594 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,14),-0.0345296 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,15),-0.0661178 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,16),-0.0345296 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,17),-0.0345296 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,18),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,19),-0.041798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,12),(10,14),-0.0424734 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,15),-0.037691 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,16),-0.0424734 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,17),-0.0424734 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,18),-0.0530068 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,19),-0.0191093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,14),(10,15),-0.0661178 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,16),-0.0345296 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,17),-0.0345296 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,18),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,19),-0.0409955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,15),(10,16),-0.0606296 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,17),-0.0879141 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,18),0.0800615 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,19),-0.0486813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,16),(10,17),-0.0345296 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,18),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,19),-0.0414124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,17),(10,18),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,19),-0.0409955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,18),(10,19),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,9),0.166365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,7),0.0469657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,6),0.156613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,4),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,3),0.161507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,2),-0.175366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,-1),0.0519696 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,9),(10,7),0.118284 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,6),0.116212 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,4),0.129892 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,3),0.116212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,9),(10,2),-0.124893 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,-1),-0.146537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,6),0.117776 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,4),0.120713 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,3),0.117915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,2),-0.124907 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,-1),-0.204439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,6),(10,4),0.0567041 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,3),0.0946112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,6),(10,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,-1),-0.0368963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,4),(10,3),0.117642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,4),(10,2),-0.125261 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,4),(10,-1),-0.188097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,3),(10,2),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,3),(10,-1),-0.0334138 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,2),(10,-1),-0.0334138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,11),(11,12),-0.0148413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,13),-0.052734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,14),-0.184114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,15),-0.050529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,16),-0.185831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,17),-0.185827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,18),0.0853486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,19),0.0967405 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,12),(11,13),-0.0424519 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,14),-0.0372374 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,15),-0.035503 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,16),-0.0372374 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,17),-0.0372374 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,18),-0.0471808 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,19),-0.0433841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,13),(11,14),-0.0411891 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,15),-0.041999 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,16),-0.0411891 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,17),-0.0411891 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,19),-0.0442877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,14),(11,15),-0.0427057 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,16),-0.0120586 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,17),-0.0119275 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,18),-0.038356 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,19),-0.00333863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,15),(11,16),-0.0725093 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,17),-0.0997937 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,18),0.0800466 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,19),-0.0342611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,16),(11,17),-0.0142655 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,18),-0.038356 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,19),-0.00284903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,17),(11,18),-0.038356 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,17),(11,19),-0.00284762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,18),(11,19),0.0957653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,11),(11,10),0.122792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,9),0.123462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,8),0.164032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,7),0.100949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,6),0.149217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,5),0.196488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,4),0.164032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,3),0.149236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,11),(11,2),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,1),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,-1),0.0307689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,10),(11,9),0.118217 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,8),0.123217 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,7),0.119792 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,6),0.128571 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,5),0.116844 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,4),0.123217 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,3),0.128575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,10),(11,2),-0.124957 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,1),-0.124957 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,-1),-0.176571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,9),(11,8),0.123218 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,7),0.119791 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,6),0.128661 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,5),0.116844 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,4),0.123218 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,3),0.128664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,9),(11,2),-0.124957 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,1),-0.124957 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,-1),-0.17552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,8),(11,7),0.0910982 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,8),(11,6),0.111372 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,8),(11,5),0.117009 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,8),(11,4),0.115514 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,8),(11,3),0.11139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,8),(11,2),-0.129532 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,8),(11,1),-0.129532 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,8),(11,-1),-0.00475463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,7),(11,6),0.135685 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,5),0.103843 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,4),0.0899046 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,3),0.136477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,7),(11,2),-0.124914 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,1),-0.124914 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,-1),-0.156822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,6),(11,5),0.105081 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,6),(11,4),0.120796 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,6),(11,3),0.110928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,6),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,6),(11,1),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,6),(11,-1),-0.143692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,5),(11,4),0.141637 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,5),(11,3),0.119402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,5),(11,2),-0.12492 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,5),(11,1),-0.12492 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,5),(11,-1),-0.12728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,4),(11,3),0.11139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,4),(11,2),-0.129532 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,4),(11,1),-0.129532 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,4),(11,-1),-0.00475463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,3),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,3),(11,1),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,3),(11,-1),-0.142719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,2),(11,1),-0.125449 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,2),(11,-1),-0.143812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,1),(11,-1),-0.142407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,12),(12,13),-0.0357907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,14),0.0942271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,15),0.0332773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,16),0.0999836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,17),0.10109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,18),-0.0558763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,19),-0.417469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,13),(12,14),-0.0476399 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,15),-0.0420249 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,16),-0.0476399 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,17),-0.0476399 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,19),-0.00242472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,14),(12,15),-0.0665496 # DEPENDENCYPART_GRANDSIBL
