# _root_ Computers that once were the state of the art , The marvels bought three years ago , Are now obsolete .
#goldHeads=18,4,4,1,6,4,6,9,7,1,12,1,12,15,16,13,1,0,18,18,18,
#predictedHeads=18,4,4,1,6,4,6,9,7,1,12,1,12,15,16,13,1,0,18,18,18,
(3,7),(7,5),-0.243177 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.321827 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.241212 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.248808 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.097996 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.372531 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.424478 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.13263 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.387969 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.848445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),0.497996 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),0.32319 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),0.119418 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.309816 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.119587 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.272585 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),0.134547 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.551099 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),0.0252551 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-1.00627 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.283163 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.920301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),0.264873 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),0.198838 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.467394 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.046008 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),0.414954 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),0.10037 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.41079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.870882 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.437994 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0328999 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.384128 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.375281 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.145421 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.0725556 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.369269 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.186199 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.133997 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),0.364019 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),0.00165373 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),0.0932962 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.600852 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),0.42151 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.528925 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.666892 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.116856 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.41425 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.296076 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.173397 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.402635 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.0302343 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.0457356 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),0.100633 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.4144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.89131 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.721061 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.296943 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0246415 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.369676 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.251376 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.157853 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.070354 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.0808455 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.381701 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.192133 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.128393 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),0.361201 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),0.000258392 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),0.0966224 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.606354 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.0278464 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.37155 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.374971 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.198231 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.0813945 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.0906567 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.392193 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.18224 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),0.138205 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),0.372242 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),0.0100697 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),0.106434 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.59654 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.362819 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),0.400159 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.670183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),0.635344 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.247526 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.268011 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.149122 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.559395 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.030101 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.0162573 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.498736 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.0659886 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.223048 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),0.2092 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.0847679 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),0.0937496 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.663328 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.215707 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.164323 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.631937 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.161801 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.243701 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),0.0199967 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),0.13718 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.128514 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.39662 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.0859401 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.633079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,6),0.680927 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.279902 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.316784 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),0.166343 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.546164 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),0.0788735 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.055899 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.232707 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.371998 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.147342 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.0749405 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),0.0345929 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),0.10207 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.607326 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.278625 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),0.74399 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),0.372787 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),0.134372 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.482542 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),0.0232882 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.707512 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),0.716797 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.347796 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),0.437495 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.214941 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),0.00563883 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.0724187 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.678315 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.241423 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.347457 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.995574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.203036 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0344109 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.125301 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.173357 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0335592 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.140419 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),0.0197915 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.187694 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.0679788 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.23737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.288216 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.499921 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.594189 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.452674 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.545458 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.887024 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.57062 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.49025 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-1.07628 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.229066 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0555852 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.23428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.217642 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.154175 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0745493 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.336965 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.228694 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.40501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.464924 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.640829 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.66756 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.587989 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.620313 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.626925 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.588553 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.56442 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.570194 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.470539 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.84138 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.13041 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.229481 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.180115 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.187314 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.719819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0318552 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.30408 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.227933 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.344891 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.177393 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),0.305557 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.832427 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.356919 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.651876 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.280802 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.62883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.38166 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.163452 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.13966 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0494512 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.187974 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0692169 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.00426052 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.286799 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.0728847 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.163229 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.156149 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.139724 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.340416 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.425652 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.157517 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.104205 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.108431 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.22291 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0698344 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.00426337 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.286227 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.0722846 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.163232 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.156767 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.139726 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.340414 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.425646 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.995142 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.22459 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.734809 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.726589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.237899 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.00343293 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0405643 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0704649 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0517989 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0569801 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.249091 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.329509 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.124567 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.103017 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),0.305978 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.212869 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.553252 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.148668 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0731994 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.214061 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.101359 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.18388 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.119701 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0703429 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.130092 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.151091 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.134319 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.349137 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.433416 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.206883 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.025474 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.124209 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.132773 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.0771726 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),0.17476 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.228464 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.0399381 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-1.00227 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.441667 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.739418 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.658509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.24975 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.0746686 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.0374183 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.0666686 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.123035 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.11406 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.186521 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.306951 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.0705242 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.0138491 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.2795 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.160301 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.509659 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.82953 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.613681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,9),0.106547 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.154408 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.228761 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.198649 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.518359 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.693665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,9),0.0280511 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.303889 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.056408 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),0.0195511 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),0.148268 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.467193 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.286748 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.04715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,1),-0.428859 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.136778 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.150493 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0609269 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.024978 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.08737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.256388 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),0.317156 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.042824 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.28083 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.246253 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.914989 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.350281 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.346337 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.611076 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.981875 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.773335 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.889042 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.882143 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.470176 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.682014 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.715642 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.697609 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.642246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.98564 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.747477 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.234232 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.222618 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.398446 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.235303 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.420877 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.241976 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.443965 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.0280978 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.329704 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.150287 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.368519 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.963615 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.912283 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.441183 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.223576 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.397398 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.236965 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.421058 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.237134 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.442302 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.0270496 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.331367 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.15195 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.370179 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.985223 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.414624 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.201967 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.222324 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.476645 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.437222 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.226768 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.381282 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.0246802 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.344767 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.154539 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.380432 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.902835 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.718275 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),0.886344 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),0.287377 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.313347 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.175258 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.445737 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0961969 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.123528 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.0677578 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.0723786 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.17768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.443984 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.250623 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.462422 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.540336 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.403217 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.460544 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.81639 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.508648 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.147546 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0640674 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.148521 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.429342 # DEPENDENCYPART_GRANDPAR
