# _root_ `` The way the world is shaping up , the strategic buyer is going to be the rule and the financial buyer is going to be the exception , '' said one trader .
#goldHeads=31,3,19,5,6,3,6,7,19,12,12,13,19,13,16,14,18,16,31,22,22,23,19,23,26,24,28,26,31,31,0,33,31,31,
#predictedHeads=31,3,13,5,6,3,6,7,13,12,12,13,19,13,16,14,18,16,31,22,22,23,19,23,26,24,28,26,31,31,0,33,31,31,
(12,13),(13,13),(13,15),-0.0607582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,16),-0.0292122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,18),-0.0390705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,19),-0.0759557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,22),-0.0381709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,23),-0.0183833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,24),-0.0204454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,26),-0.0292122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,29),-0.0674234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,30),-0.0321994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,34),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,35),0.0509324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,15),-0.0481233 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,16),-0.0423906 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,18),-0.0472748 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,19),-0.0272962 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,22),-0.0472748 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,23),-0.041962 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,24),-0.041887 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,26),-0.0423906 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,29),-0.0304487 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,30),-0.0266949 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,34),-0.0420931 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,35),-0.0918399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,15),(13,16),-0.0593628 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,18),-0.0633414 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,19),-0.044865 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,22),-0.0633414 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,23),-0.0594423 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,24),-0.0593207 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,26),-0.0593628 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,29),-0.0483764 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,30),-0.0443644 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,34),-0.0432707 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,35),-0.049735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,16),(13,18),-0.0472827 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,19),-0.0272962 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,22),-0.0472827 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,23),-0.0415118 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,24),-0.0414368 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,26),-0.0419404 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,29),-0.0303851 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,30),-0.0266956 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,34),-0.0420931 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,35),-0.106847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,18),(13,19),-0.0661226 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,22),-0.0347678 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,23),-0.0579762 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,24),-0.0582467 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,26),-0.0600209 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,29),-0.0653519 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,30),-0.0172197 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,34),-0.0550682 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,35),-0.048958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,19),(13,22),-0.0464804 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,23),-0.0397965 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,24),0.0565225 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,26),-0.00680367 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,29),-0.026766 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,30),-0.0671057 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,34),0.0542168 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,35),-0.0364487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,22),(13,23),-0.0579762 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,22),(13,24),-0.0582467 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,22),(13,26),-0.0600209 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,22),(13,29),-0.0653519 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,22),(13,30),-0.0172197 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,22),(13,34),-0.0550682 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,22),(13,35),-0.047755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,23),(13,24),-0.041396 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,23),(13,26),-0.0418995 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,23),(13,29),-0.0292659 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,23),(13,30),-0.0273961 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,23),(13,34),-0.0420931 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,23),(13,35),-0.0943979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,24),(13,26),-0.0423906 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,24),(13,29),-0.0304487 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,24),(13,30),-0.0266949 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,24),(13,34),-0.0420931 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,24),(13,35),-0.0918399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,26),(13,29),-0.0303851 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,26),(13,30),-0.0266956 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,26),(13,34),-0.0420931 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,26),(13,35),-0.106847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,29),(13,30),-0.0411018 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,29),(13,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,29),(13,35),-0.0955503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,30),(13,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,30),(13,35),-0.0241871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,34),(13,35),-0.0875056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,12),0.222715 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,11),-0.131192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,10),-0.12684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,9),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,7),-0.169999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,6),-0.170785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,5),-0.176664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,3),-0.176664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,-1),-0.0155334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,11),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,9),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,7),-0.12524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,6),-0.12524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,5),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,3),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,1),-0.125538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,-1),0.0206058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,11),(13,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,9),-0.12494 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,7),-0.125065 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,6),-0.125065 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,5),-0.124926 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,3),-0.124926 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,-1),-0.204933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,10),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,5),-0.124888 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,3),-0.124888 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,-1),-0.134462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,9),(13,7),-0.127089 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,6),-0.127247 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,5),-0.125259 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,3),-0.125259 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,-1),-0.189092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,7),(13,6),-0.124903 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,5),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,3),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,-1),-0.138737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,6),(13,5),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,3),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,-1),-0.141047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,5),(13,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,5),(13,1),-0.125538 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,5),(13,-1),0.0203945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,3),(13,1),-0.125538 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,3),(13,-1),0.0196524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,1),(13,-1),-0.122123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,15),-0.0491964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0564351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0295815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),-0.0768039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,22),-0.028682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,23),-0.0456062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,24),-0.0476682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,26),-0.0564351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,28),-0.0281754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,29),-0.0734365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,30),-0.0321688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,31),-0.0512576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,34),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,35),0.0645846 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0593441 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0639119 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.044865 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,22),-0.0639119 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,23),-0.0594236 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,24),-0.0593019 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,26),-0.0593441 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,28),-0.0639119 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,29),-0.0532386 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,30),-0.0443644 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,31),-0.0594081 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,34),-0.0432707 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,35),-0.0359074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,18),-0.047009 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.0296008 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,22),-0.047009 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,23),-0.0438028 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,24),-0.0437278 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,26),-0.0442313 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,28),-0.047009 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,29),-0.0348016 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,30),-0.024986 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,31),-0.0437273 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,34),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,35),-0.106968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),-0.0661178 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,22),-0.0341321 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,23),-0.053737 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,24),-0.0540074 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,26),-0.0557817 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,28),-0.0341321 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,29),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,30),-0.0170491 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,31),-0.053986 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,34),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,35),-0.0536664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,22),-0.046407 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,23),-0.0397956 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,24),0.0565234 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,26),-0.00680276 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,28),0.068015 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,29),-0.0263261 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,30),-0.0665014 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,31),0.0361134 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,34),0.0542168 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,35),-0.0481975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,22),(14,23),-0.053737 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,24),-0.0540074 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,26),-0.0557817 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,28),-0.0344025 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,29),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,30),-0.0170491 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,31),-0.053986 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,34),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,35),-0.0524634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,23),(14,24),-0.0436869 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,23),(14,26),-0.0441904 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,23),(14,28),-0.0475317 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,23),(14,29),-0.0336823 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,23),(14,30),-0.0256865 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,23),(14,31),-0.0436864 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,23),(14,34),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,23),(14,35),-0.0945188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,24),(14,26),-0.0446815 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,24),(14,28),-0.0470011 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,24),(14,29),-0.0348651 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,24),(14,30),-0.0249853 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,24),(14,31),-0.0441775 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,24),(14,34),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,24),(14,35),-0.0919607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,26),(14,28),-0.047009 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,26),(14,29),-0.0348016 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,26),(14,30),-0.024986 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,26),(14,31),-0.0437273 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,26),(14,34),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,26),(14,35),-0.106968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,28),(14,29),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,28),(14,30),-0.0170491 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,28),(14,31),-0.053986 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,28),(14,34),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,28),(14,35),-0.0522273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,29),(14,30),-0.0407969 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,29),(14,31),-0.0759451 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,29),(14,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,29),(14,35),-0.0932765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,30),(14,31),-0.0384328 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,30),(14,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,30),(14,35),-0.0227168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,31),(14,34),-0.0419659 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,31),(14,35),-0.093864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,34),(14,35),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,12),0.162468 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,-1),0.0401859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,12),(14,-1),-0.0323932 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,17),-0.0388577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.0254984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.07697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),-0.0388577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,21),-0.0174877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,22),-0.0245989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),-0.0314145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,24),-0.0334765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,26),-0.0422434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,28),-0.0240923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,29),-0.0734366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,31),-0.0370659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,33),-0.0216521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,35),0.0602512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0440847 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.0428903 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,21),-0.0405312 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,22),-0.0440847 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,23),-0.038842 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,24),-0.038842 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,26),-0.038842 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,28),-0.0440847 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,29),-0.042167 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,31),-0.038842 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,33),-0.0440847 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,35),-0.03557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0662927 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,20),-0.0426119 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,21),-0.0389755 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,22),-0.0341328 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,23),-0.053965 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,24),-0.0542354 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,26),-0.0560097 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,28),-0.0341328 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,29),-0.0620002 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,31),-0.054214 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,33),-0.0341328 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,35),-0.0525327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),-0.0481547 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,21),0.0374941 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,22),-0.046407 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,23),-0.0397956 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,24),0.0565234 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,26),-0.00680276 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,28),0.068015 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,29),-0.0263308 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,31),0.0361134 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,33),0.0838356 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,35),-0.0443453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
