# _root_ `` It 's pure psychology , '' said William Au Yeung , an account executive for Drexel Burnham Lambert ( HK ) Ltd. in Hong Kong .
#goldHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
#predictedHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
(7,5),(5,11),-0.984352 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.00718 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.811655 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.953536 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.17392 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.000420318 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.162147 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.637012 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.45327 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.715623 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.351566 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.584551 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.2725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.124037 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0839322 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.252934 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.356947 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.708592 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.22921 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.251392 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.653407 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.521977 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.528977 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.511783 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.534007 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.575756 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.445076 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.814709 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-0.616771 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.062163 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0404038 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.458422 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.104572 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0650625 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.470945 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.22865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,11),-0.467441 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.288658 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0143409 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.648845 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.00963423 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0474227 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.397548 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.0495588 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.03866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),0.154271 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.248194 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),0.0122812 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),0.325041 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),0.243545 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.583634 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-0.183645 # DEPENDENCYPART_GRANDPAR
(8,3),(3,27),-0.56102 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.266271 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.202992 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0381963 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.00915182 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.38145 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0603782 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.22544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.357525 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.224058 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0323768 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0875875 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.517208 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.00675862 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.3107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.0884237 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.209852 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.612318 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.471336 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.139234 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),0.188313 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.996647 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0677523 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.173149 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0166129 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.253214 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.258355 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.462268 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.506027 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.103561 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0400899 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.475393 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.743457 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.381976 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.996941 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.127427 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.03583 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0494027 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.47141 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.186855 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.25326 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.0287324 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.472825 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.415708 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.62131 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.743457 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.441985 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.381976 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.733388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.996941 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.669902 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.03583 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.37481 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0494027 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.47141 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.186855 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.196611 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.25326 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.182779 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.372278 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.421283 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.43381 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.0287324 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.83928 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.48003 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.606378 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.717524 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.327097 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),0.899712 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.607911 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.205445 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.416275 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.223646 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0165181 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.176975 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.201908 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.116315 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.178013 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.125805 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.297747 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.368718 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.0742164 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.525848 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.223097 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.161496 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.192224 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.197993 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.323927 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.590823 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.600053 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.694116 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.738265 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.472826 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.415709 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.621311 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.743465 # DEPENDENCYPART_GRANDPAR
(8,19),(19,9),1.01422 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.687181 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.284715 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.55262 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.15672 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.247234 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.644347 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.360126 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.0842321 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0116005 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.187074 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.368887 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.425577 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.43042 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.036531 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.727989 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.83589 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.400897 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.221642 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.140898 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.415556 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.68389 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.0945856 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.820575 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-0.90396 # DEPENDENCYPART_GRANDPAR
(8,23),(23,1),-0.472825 # DEPENDENCYPART_GRANDPAR
(8,23),(23,17),-0.409924 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.337171 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.418096 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.122698 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.52095 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.386839 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.183644 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-1.04196 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-1.14986 # DEPENDENCYPART_GRANDPAR
(8,24),(24,20),-0.201214 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.491586 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.631295 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),-0.629852 # DEPENDENCYPART_GRANDPAR
(8,26),(26,1),-0.472825 # DEPENDENCYPART_GRANDPAR
(8,26),(26,9),1.04742 # DEPENDENCYPART_GRANDPAR
(8,26),(26,10),0.720382 # DEPENDENCYPART_GRANDPAR
(8,26),(26,11),0.317917 # DEPENDENCYPART_GRANDPAR
(8,26),(26,15),0.637612 # DEPENDENCYPART_GRANDPAR
(8,26),(26,17),-0.0707624 # DEPENDENCYPART_GRANDPAR
(8,26),(26,18),0.00199006 # DEPENDENCYPART_GRANDPAR
(8,26),(26,19),-0.0789347 # DEPENDENCYPART_GRANDPAR
(8,26),(26,20),-0.105908 # DEPENDENCYPART_GRANDPAR
(8,26),(26,21),-0.181788 # DEPENDENCYPART_GRANDPAR
(8,26),(26,22),-0.340595 # DEPENDENCYPART_GRANDPAR
(8,26),(26,23),-0.187683 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-0.4644 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.34679 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.21737 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.850887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.200392 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.239722 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.476871 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.575357 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0504366 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.52722 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.656788 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.33733 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.22336 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.3234 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.34679 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.30235 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.21737 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.1236 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.850887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.276948 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.239722 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.154438 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.476871 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.575357 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0504366 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.354956 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.52722 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.222697 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.682185 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.208265 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.613114 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.656788 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.546851 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.31288 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.29682 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.31314 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.15941 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.960087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.219616 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.223502 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.300544 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.571881 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0273794 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.106302 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.497451 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.431954 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.609723 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.130517 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.767847 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.218356 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.562992 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.443264 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.305433 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.305466 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.429239 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.289474 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.2306 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.14581 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.317459 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.37495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.591905 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-1.11803 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.799736 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.197882 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.974121 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.368296 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.511206 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.348374 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.482764 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.41601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.632971 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.21533 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.835468 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.05062 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.874255 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.01923 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.03276 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.05538 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.804137 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.853412 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.06878 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.593046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.365952 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.123198 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.222605 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.311183 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.183802 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.0128138 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.247379 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.013609 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.499761 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.0153796 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.353572 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.522169 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.21071 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.830452 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.141569 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.318725 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.02616 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.992649 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.999099 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.746171 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.02933 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.656574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.126468 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.430286 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.834716 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.22384 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.32669 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.46 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.100745 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.340815 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.0973471 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.596355 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.0339122 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.442226 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0320115 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.20776 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.134238 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.0785619 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0408191 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.342328 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.242961 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.438639 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.556687 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.0184531 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-1.05073 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.874368 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-1.01934 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-1.03288 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-1.0689 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.568575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.214467 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.568496 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.349238 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.0666893 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.174437 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.363594 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.246402 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.102678 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.018421 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.481868 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.0105677 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.335679 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.520882 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.682475 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.192818 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),0.171249 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.607393 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.60669 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.0234616 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.40595 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.254806 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.469488 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.314294 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.438071 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.470387 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.447221 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.342812 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.178123 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.662888 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.10284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.680644 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.277975 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.164146 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-0.503307 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-0.909432 # DEPENDENCYPART_GRANDPAR
(11,3),(3,27),-1.37762 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.39692 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.332604 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.265832 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.334869 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.445784 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.2912 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.149214 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.426685 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.32675 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.255875 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.439623 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.342463 # DEPENDENCYPART_GRANDPAR
