# _root_ He is an avuncular figure who remembers the birthdays of colleagues ' children , opens doors for women , and almost never has a bad word to say about anybody .
#goldHeads=2,0,5,5,2,20,20,9,7,9,13,11,10,20,20,15,15,17,20,5,23,21,20,26,26,23,28,26,28,29,2,
#predictedHeads=2,0,5,5,2,7,5,9,7,9,13,11,10,5,20,15,16,17,20,5,23,21,20,26,26,23,28,26,28,29,2,
(20,18),(20,3),-1.16424 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,2),-0.767647 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,1),-1.22587 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,-1),-1.00251 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,17),(20,16),-0.933619 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,15),-1.15628 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,14),-1.02511 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,13),-1.35537 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,11),-1.44946 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,10),-1.67944 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,9),-1.44052 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,8),-1.5188 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,7),-1.38131 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,6),-1.31209 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,5),-1.43474 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,4),-1.28606 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,3),-1.54807 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,2),-1.29745 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,1),-1.44204 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,-1),-0.553343 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,16),(20,15),-0.961919 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,14),-0.686701 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,13),-1.56743 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,11),-1.54487 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,10),-2.11345 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,9),-1.81617 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,8),-1.28142 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,7),-1.04859 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,6),-1.52026 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,5),-1.78278 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,4),-1.60844 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,3),-1.22642 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,2),-0.821603 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,1),-1.29921 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,-1),-0.647264 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,15),(20,14),-0.549905 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,13),-0.685246 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,11),-0.717448 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,10),-1.1605 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,9),-0.815331 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,8),-1.25242 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,7),-1.13312 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,6),-1.06579 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,5),-0.887106 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,4),-1.17304 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,3),-1.18237 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,2),-1.00386 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,1),-1.45402 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,-1),-1.07976 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,14),(20,13),-0.0874089 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,11),-0.328154 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,10),-0.42844 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,9),-0.521034 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,8),-0.986178 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,7),0.45552 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,6),-0.511077 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,5),-0.228594 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,4),-0.213617 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,3),-0.949597 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,2),1.17234 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,1),-0.797087 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,-1),-1.10693 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,13),(20,11),-0.861371 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,10),-1.20977 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,9),-1.22871 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,8),-0.782111 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,7),-1.18778 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,6),-1.25008 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,5),-1.39429 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,4),-1.12576 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,3),-1.05359 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,2),-1.05121 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,1),-1.03615 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,-1),-0.578193 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,11),(20,10),-1.30979 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,9),-1.93604 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,8),-1.50912 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,7),-1.56596 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,6),-1.53685 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,5),-2.21605 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,4),-1.73492 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,3),-1.73343 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,2),-1.63451 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,1),-1.56743 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,-1),-0.356432 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,10),(20,9),-1.06481 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,8),-1.20936 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,7),-1.36961 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,6),-1.24165 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,5),-1.50637 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,4),-1.46694 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,3),-1.67296 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,2),-1.43814 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,1),-1.46901 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,-1),-0.873334 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,9),(20,8),-0.703296 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,7),-1.26574 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,6),-1.25061 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,5),-1.66712 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,4),-1.34599 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,3),-1.47309 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,2),-1.524 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,1),-1.36531 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,-1),-0.836215 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,8),(20,7),-1.02502 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,6),-1.00399 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,5),-1.32922 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,4),-1.20752 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,3),-1.34051 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,2),-1.27901 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,1),-1.2641 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,-1),-0.542921 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,7),(20,6),-0.490559 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,5),-0.780284 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,4),-0.835169 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,3),-0.803115 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,2),-1.34096 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,1),-1.14694 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,-1),-0.639229 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,6),(20,5),-0.341195 # DEPENDENCYPART_NEXTSIBL
(20,6),(20,4),-0.405961 # DEPENDENCYPART_NEXTSIBL
(20,6),(20,3),-0.633424 # DEPENDENCYPART_NEXTSIBL
(20,6),(20,2),-0.486272 # DEPENDENCYPART_NEXTSIBL
(20,6),(20,1),-0.631013 # DEPENDENCYPART_NEXTSIBL
(20,6),(20,-1),0.0216029 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,5),(20,4),-0.610209 # DEPENDENCYPART_NEXTSIBL
(20,5),(20,3),-0.788313 # DEPENDENCYPART_NEXTSIBL
(20,5),(20,2),-1.29965 # DEPENDENCYPART_NEXTSIBL
(20,5),(20,1),-1.12662 # DEPENDENCYPART_NEXTSIBL
(20,5),(20,-1),-0.794287 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,4),(20,3),-0.429869 # DEPENDENCYPART_NEXTSIBL
(20,4),(20,2),-0.790734 # DEPENDENCYPART_NEXTSIBL
(20,4),(20,1),-0.893801 # DEPENDENCYPART_NEXTSIBL
(20,4),(20,-1),-0.82778 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,3),(20,2),-0.903831 # DEPENDENCYPART_NEXTSIBL
(20,3),(20,1),-0.916431 # DEPENDENCYPART_NEXTSIBL
(20,3),(20,-1),-0.645071 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,2),(20,1),-0.465353 # DEPENDENCYPART_NEXTSIBL
(20,2),(20,-1),-0.728539 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,1),(20,-1),0.0610261 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),-0.0978902 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-0.0739277 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-0.255067 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,26),-0.250546 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,27),-0.197334 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,28),0.0933935 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,29),-0.10297 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,32),-0.436827 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),-0.489868 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,25),-1.00765 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,26),-1.15479 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,27),-0.947486 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,28),-1.02226 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,29),-1.15096 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,32),-0.64326 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,23),(21,25),-0.762638 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,26),-0.630575 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,27),-0.602225 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,28),-0.816172 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,29),-0.467863 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,32),-0.549089 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,25),(21,26),-0.918716 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,27),-0.765227 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,28),-0.655428 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,29),-0.908935 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,32),-1.02638 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,26),(21,27),-0.633489 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,28),-0.688898 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,29),-0.821615 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,32),-0.624794 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,27),(21,28),-0.901029 # DEPENDENCYPART_NEXTSIBL
(21,27),(21,29),-0.778203 # DEPENDENCYPART_NEXTSIBL
(21,27),(21,32),-0.657156 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,28),(21,29),-0.733779 # DEPENDENCYPART_NEXTSIBL
(21,28),(21,32),-0.65155 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,29),(21,32),-0.55981 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,18),-0.893428 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.485082 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,18),(21,-1),-0.95094 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,26),-0.221611 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,32),-0.334085 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,26),(22,32),-0.596578 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),-0.194542 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,18),-0.892833 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,16),-0.412511 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,9),-0.491851 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,5),-0.39954 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.498445 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,18),-1.04204 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,16),-1.06304 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,9),-0.759473 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,5),-0.725133 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),-0.472616 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,18),(22,16),-1.44701 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,9),-1.62906 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,5),-1.63775 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,-1),-0.947488 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,16),(22,9),-1.67971 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,5),-1.64126 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,-1),-0.594936 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,9),(22,5),-1.52574 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,-1),-0.784107 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,5),(22,-1),-0.736011 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-1.2191 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),-0.0847453 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,26),-0.0423598 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,27),-0.213543 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,28),0.220294 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,29),-0.246097 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,30),-0.204014 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,31),-1.68952 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,32),-0.961005 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),-0.828644 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,26),-0.836325 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,27),-0.813165 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,28),-0.817244 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,29),-1.0375 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,30),-0.996332 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,31),-0.965001 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,32),-1.05599 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,25),(23,26),-0.899141 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,27),-0.798819 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,28),-0.694395 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,29),-0.978101 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,30),-1.16819 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,31),-0.72495 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,32),-0.979059 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,26),(23,27),-0.569965 # DEPENDENCYPART_NEXTSIBL
(23,26),(23,28),-0.673711 # DEPENDENCYPART_NEXTSIBL
(23,26),(23,29),-0.864236 # DEPENDENCYPART_NEXTSIBL
(23,26),(23,30),-1.03124 # DEPENDENCYPART_NEXTSIBL
(23,26),(23,31),-0.482571 # DEPENDENCYPART_NEXTSIBL
(23,26),(23,32),-0.468127 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,27),(23,28),-0.921823 # DEPENDENCYPART_NEXTSIBL
(23,27),(23,29),-0.816457 # DEPENDENCYPART_NEXTSIBL
(23,27),(23,30),-0.890898 # DEPENDENCYPART_NEXTSIBL
(23,27),(23,31),-0.523392 # DEPENDENCYPART_NEXTSIBL
(23,27),(23,32),-0.560171 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,28),(23,29),-0.819271 # DEPENDENCYPART_NEXTSIBL
(23,28),(23,30),-0.765073 # DEPENDENCYPART_NEXTSIBL
(23,28),(23,31),-0.193034 # DEPENDENCYPART_NEXTSIBL
(23,28),(23,32),-0.510937 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,29),(23,30),-1.02967 # DEPENDENCYPART_NEXTSIBL
(23,29),(23,31),-0.855657 # DEPENDENCYPART_NEXTSIBL
(23,29),(23,32),-0.592217 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,30),(23,31),-0.522868 # DEPENDENCYPART_NEXTSIBL
(23,30),(23,32),-0.589142 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,31),(23,32),-1.95436 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,22),-0.22603 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,21),0.0221214 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,20),-0.138957 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,19),-1.64354 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,18),-0.683035 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,17),-0.358152 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,16),-0.172193 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,15),-0.358461 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,14),-2.08715 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,13),-0.354091 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,11),-0.41188 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,10),-0.265975 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,9),-0.252131 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,7),-0.331843 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,5),-0.166734 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,2),-0.332056 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.872613 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,21),-0.353013 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,20),-0.403873 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,19),-0.840517 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,18),-0.617619 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,17),-0.837078 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,16),-0.585518 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,15),-0.970228 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,14),-1.03553 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,13),-0.341205 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,11),-0.390766 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,10),-0.856595 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,9),-0.334951 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,7),-0.957435 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,5),-0.267227 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,2),-0.984401 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,-1),-0.647275 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,21),(23,20),-0.554385 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,19),-0.983543 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,18),-1.00775 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,17),-1.11538 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,16),-1.01537 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,15),-1.30974 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,14),-1.39362 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,13),-0.758102 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,11),-0.707694 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,10),-1.18406 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,9),-0.711998 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,7),-1.2761 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,5),-0.680646 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,2),-1.2982 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,-1),-0.362732 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,20),(23,19),-0.444505 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,18),-0.772824 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,17),-0.443428 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,16),-0.945597 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,15),-0.707775 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,14),-0.935962 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,13),-0.946669 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,11),-0.889595 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,10),-1.14666 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,9),-1.03633 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,7),-0.601433 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,5),-1.06484 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,2),-0.57362 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,-1),-0.304212 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,19),(23,18),-0.557363 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,17),-0.198736 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,16),-0.620607 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,15),0.021507 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,14),-1.17361 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,13),-0.69882 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,11),-0.790785 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,10),-0.791298 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,9),-0.783763 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,7),0.0583521 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,5),-0.66302 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,2),0.678187 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,-1),-0.889257 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,18),(23,17),-0.540854 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,16),-1.60035 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,15),-1.25601 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,14),-1.67694 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,13),-1.7018 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,11),-1.66217 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,10),-2.11093 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,9),-1.7826 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,7),-0.951842 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,5),-1.79428 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,2),-0.830169 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,-1),-1.07269 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,17),(23,16),-0.768785 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,15),-1.09111 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,14),-0.801902 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,13),-1.18167 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,11),-1.28842 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,10),-1.4955 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,9),-1.27603 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,7),-1.30819 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,5),-1.26817 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,2),-1.26304 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,-1),-0.57973 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,16),(23,15),-0.972924 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,14),-0.885688 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,13),-1.56244 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,11),-1.55339 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,10),-1.93997 # DEPENDENCYPART_NEXTSIBL
