# _root_ ( Reliance floated a $ 357 million petrochemical company in 1988 that was , at the time , the largest public issue in Indian history . )
#goldHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,13,13,17,15,13,22,22,22,13,22,25,23,3,3,
#predictedHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,3,3,17,15,17,22,22,22,17,22,25,23,3,3,
(17,18),(17,27),-0.741142 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,28),-0.72369 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,19),(17,20),-0.670589 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,21),-0.702177 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,22),-0.814306 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,23),-0.795466 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,24),-0.724836 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,25),-0.8371 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,26),-0.800831 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,27),-0.739478 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,28),-1.01149 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,20),(17,21),-0.852777 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,22),-0.896142 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,23),-0.747465 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,24),-0.949663 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,25),-1.05113 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,26),-0.792672 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,27),-0.800399 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,28),-0.363428 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,21),(17,22),-0.800412 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,23),-0.792887 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,24),-0.979992 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,25),-0.99227 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,26),-0.815025 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,27),-0.813062 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,28),-0.995887 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,22),(17,23),-0.489082 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,24),-0.779857 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,25),-0.981455 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,26),-0.470094 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,27),-0.53831 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,28),-0.439775 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,23),(17,24),-0.710683 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,25),-0.717078 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,26),-0.344569 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,27),-0.61716 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,28),-0.359305 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,24),(17,25),-0.982645 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,26),-0.91367 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,27),-0.954894 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,28),-0.509472 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,25),(17,26),-0.554221 # DEPENDENCYPART_NEXTSIBL
(17,25),(17,27),-0.561529 # DEPENDENCYPART_NEXTSIBL
(17,25),(17,28),0.185648 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,26),(17,27),-0.376017 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,28),-1.42757 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,27),(17,28),0.20192 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-0.348924 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,15),-0.511909 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,14),-1.13093 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,12),-0.174176 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,11),-0.0523768 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.361699 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,15),-0.57924 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,14),-0.685377 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,12),-1.02324 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,11),-1.01278 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,-1),-0.208411 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,15),(17,14),-0.414434 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,12),-0.957096 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,11),-1.04456 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,-1),-0.560626 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,14),(17,12),-0.870762 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,11),-0.883432 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,-1),-1.12047 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,12),(17,11),-0.204647 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,-1),-0.0993475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,11),(17,-1),-0.639012 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,28),-0.0423307 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,18),(18,-1),-0.134795 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,19),(19,23),-0.345761 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,28),-0.0696979 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,23),(19,28),-0.381716 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,18),-1.09853 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,-1),-0.133448 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,18),(19,-1),-0.971087 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,21),-0.167228 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,23),-0.402609 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,28),-0.232343 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,21),(20,23),-0.807416 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,28),-1.03519 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,23),(20,28),-0.442485 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),-0.592506 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.294558 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,-1),-0.467048 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,23),-0.420265 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-0.426167 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-0.272861 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,28),-0.192524 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,23),(21,24),-0.720458 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,25),-0.763453 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,28),-0.466351 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,24),(21,25),-1.02697 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,28),-0.552514 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,25),(21,28),0.118026 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,20),-0.569656 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,19),-0.595312 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,17),-0.355774 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.255119 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,20),(21,19),-0.280884 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,17),-0.881238 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,-1),-0.418114 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,19),(21,17),-0.898424 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,-1),-0.468798 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,17),(21,-1),-0.698339 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,23),-0.303782 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,24),-0.44442 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,25),-0.309826 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,26),-0.569658 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,27),-1.42456 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,28),-0.199104 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,24),-0.724417 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,25),-0.724188 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,26),-0.349742 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,27),-0.625819 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,28),-0.395804 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,24),(22,25),-0.983432 # DEPENDENCYPART_NEXTSIBL
(22,24),(22,26),-0.920954 # DEPENDENCYPART_NEXTSIBL
(22,24),(22,27),-0.957874 # DEPENDENCYPART_NEXTSIBL
(22,24),(22,28),-0.520717 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,25),(22,26),-0.555866 # DEPENDENCYPART_NEXTSIBL
(22,25),(22,27),-0.557242 # DEPENDENCYPART_NEXTSIBL
(22,25),(22,28),0.204887 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,26),(22,27),-0.376554 # DEPENDENCYPART_NEXTSIBL
(22,26),(22,28),-1.44241 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,27),(22,28),0.204541 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),-0.0752555 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,20),-0.573741 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,19),-0.623702 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,18),-1.20677 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,17),-0.283778 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,16),-0.3768 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,15),-0.524112 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.339678 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,20),-0.300044 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,19),-0.392919 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,18),-0.799319 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,17),-0.935894 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,16),-0.799857 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,15),-0.970585 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),-0.895789 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,20),(22,19),-0.133246 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,18),-0.587916 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,17),-0.817101 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,16),-0.762097 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,15),-0.831531 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,-1),-0.425798 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,19),(22,18),-0.267386 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,17),-0.75582 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,16),-0.809495 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,15),-0.72496 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,-1),-0.220157 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,18),(22,17),-0.44719 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,16),-0.802826 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,15),-0.226157 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,-1),-1.0482 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,17),(22,16),0.00174431 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,15),-0.310249 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,-1),-0.646588 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,16),(22,15),-0.601862 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,-1),-0.264551 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,15),(22,-1),-0.565183 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-0.321702 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),0.029283 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,26),-0.796027 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,27),-1.42315 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,28),-0.813673 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),-0.957654 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,26),-0.971514 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,27),-0.939101 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,28),-0.479894 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,25),(23,26),-0.708644 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,27),-0.598191 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,28),0.428071 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,26),(23,27),-0.454872 # DEPENDENCYPART_NEXTSIBL
(23,26),(23,28),-1.65234 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,27),(23,28),0.153892 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,22),0.217619 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,21),-0.316142 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.0430031 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,21),-0.651932 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,-1),-0.549006 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,21),(23,-1),-1.1037 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,28),-0.235625 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,24),(24,22),0.239129 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,-1),-0.288825 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,22),(24,-1),-0.453834 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,25),(25,26),-0.573076 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,27),-1.42449 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,28),-0.236025 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(25,26),(25,27),-0.380136 # DEPENDENCYPART_NEXTSIBL
(25,26),(25,28),-1.4516 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,27),(25,28),0.204727 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,25),(25,24),-0.445556 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,22),0.32739 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,21),-0.0786379 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,19),-0.63066 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,17),-0.30713 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,16),-0.383757 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,-1),-0.297404 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(25,24),(25,22),-0.887472 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,21),-0.953624 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,19),-0.833371 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,17),-1.0804 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,16),-1.09118 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,-1),-0.504841 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,22),(25,21),-0.471659 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,19),-0.865875 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,17),-1.09155 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,16),-0.911492 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,-1),-0.425508 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,21),(25,19),-0.414358 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,17),-0.959404 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,16),-0.821297 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,-1),-0.897084 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,19),(25,17),-0.792004 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,16),-0.832323 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,-1),-0.238365 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,17),(25,16),-0.0365767 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,-1),-0.677939 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,16),(25,-1),-0.282759 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,26),(26,28),-0.304401 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,26),(26,25),-0.374434 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,24),-0.586274 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,23),-0.334277 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,-1),0.0391627 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,25),(26,24),-0.45766 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,23),-0.718253 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,-1),-0.0268529 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,24),(26,23),-0.677184 # DEPENDENCYPART_NEXTSIBL
(26,24),(26,-1),-0.611057 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,23),(26,-1),-0.525036 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,27),(27,28),-0.304401 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(27,27),(27,-1),-0.253814 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,2),(2,1),0.697936 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.711933 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.224523 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.296276 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.388419 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.329417 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.0662738 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.520492 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.132404 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),2.34329 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.817187 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.469634 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0612424 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.189145 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.241169 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.208182 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.320779 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.33765 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.476413 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-6.76115e-05 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.538688 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.215832 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.201976 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.114208 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.22813 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),0.265555 # DEPENDENCYPART_GRANDPAR
(0,3),(3,26),2.39266 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),0.6127 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.690262 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.341695 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.656978 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.195127 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.026976 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.123197 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.164753 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.154657 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.300273 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.226723 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0712034 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.509809 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.073959 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.203415 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.143087 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.252717 # DEPENDENCYPART_GRANDPAR
(0,9),(9,26),2.3409 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.789744 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.440545 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.5956 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.308334 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.00432301 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0400248 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0637425 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.059758 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.0501705 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.0629638 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.111117 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.403063 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.63089 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.351225 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.303074 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.0220062 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.385696 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.328622 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),0.365465 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-0.519135 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),0.0430153 # DEPENDENCYPART_GRANDPAR
(0,13),(13,26),2.60148 # DEPENDENCYPART_GRANDPAR
(0,13),(13,27),0.710681 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.632958 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.927234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.253764 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.162072 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0840833 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.110239 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.191678 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.130733 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.188571 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.163014 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.124772 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.0241089 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.610193 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.226625 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.473064 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-0.722949 # DEPENDENCYPART_GRANDPAR
(2,3),(3,26),-0.930556 # DEPENDENCYPART_GRANDPAR
(2,3),(3,27),0.188008 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.155612 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.00190242 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.102776 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.266796 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.186579 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.333095 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.102826 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.0738269 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.150984 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.701027 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.17568 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.533542 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.867473 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-0.9129 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0507132 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0445238 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0850699 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.371673 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.284318 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.314488 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.363222 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.129305 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.136328 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.185691 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.582758 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.742462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0574573 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.278812 # DEPENDENCYPART_GRANDPAR
