# _root_ `` Those shares which had posted gains on M&A speculation were dashed with cold water , but as far as major stocks are concerned , there is n't much impact . ''
#goldHeads=11,3,11,5,3,5,6,6,10,8,0,11,12,15,13,11,11,27,18,18,22,23,20,23,27,27,17,27,30,27,11,11,
#predictedHeads=11,3,11,5,3,5,6,7,10,8,0,11,12,15,13,11,11,27,18,18,22,23,20,23,27,27,17,27,30,27,11,11,
(15,13),(15,18),-0.0527884 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.151108 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0471539 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0635306 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0813263 # DEPENDENCYPART_SIBL
(15,13),(15,30),-0.0713639 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0347967 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0199465 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.101778 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.103679 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0485121 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.056356 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0347967 # DEPENDENCYPART_SIBL
(15,14),(15,30),-0.0331905 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.672655 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.426852 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.27715 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.568695 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.40325 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.10047 # DEPENDENCYPART_SIBL
(15,16),(15,30),0.691437 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.110495 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0875038 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0040371 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0990483 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.00993795 # DEPENDENCYPART_SIBL
(15,17),(15,30),-0.117487 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0176216 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.136474 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.106631 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0159465 # DEPENDENCYPART_SIBL
(15,18),(15,30),0.0719504 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0686397 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.114532 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0665001 # DEPENDENCYPART_SIBL
(15,19),(15,30),0.0935306 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.144396 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0871773 # DEPENDENCYPART_SIBL
(15,22),(15,30),-0.107901 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.165697 # DEPENDENCYPART_SIBL
(15,23),(15,30),0.0306865 # DEPENDENCYPART_SIBL
(15,25),(15,30),0.691437 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0112676 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0697533 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0163423 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0574314 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.326094 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0224679 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.0392823 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.350852 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.182499 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.102743 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0311533 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.380506 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0330765 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0163683 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.450927 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.00520198 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0685983 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.284752 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0661316 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.0396289 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.345241 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.306449 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.44665 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.13017 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.119691 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.508058 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.465628 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0992624 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.124327 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.567867 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.209876 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.180187 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.820319 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.13745 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.446023 # DEPENDENCYPART_SIBL
(17,26),(17,27),-0.383583 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.519803 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0453876 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.161446 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.260124 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0657531 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0789253 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0325268 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.192484 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.05013 # DEPENDENCYPART_SIBL
(18,19),(18,29),-0.0243049 # DEPENDENCYPART_SIBL
(18,19),(18,30),0.0587508 # DEPENDENCYPART_SIBL
(18,19),(18,31),-0.13688 # DEPENDENCYPART_SIBL
(18,19),(18,32),-0.0105375 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.242331 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.332981 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0416691 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0384763 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0557375 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.00463331 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.08803 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.00283238 # DEPENDENCYPART_SIBL
(18,20),(18,29),0.214568 # DEPENDENCYPART_SIBL
(18,20),(18,30),0.155667 # DEPENDENCYPART_SIBL
(18,20),(18,31),-0.0341309 # DEPENDENCYPART_SIBL
(18,20),(18,32),0.110475 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0400204 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.160517 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0186641 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0416908 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.00983332 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.10428 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.0349919 # DEPENDENCYPART_SIBL
(18,21),(18,29),-0.0905615 # DEPENDENCYPART_SIBL
(18,21),(18,30),-0.0378946 # DEPENDENCYPART_SIBL
(18,21),(18,31),-0.0396718 # DEPENDENCYPART_SIBL
(18,21),(18,32),0.133203 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.214791 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0922143 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0841383 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.0584822 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.199101 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.0103972 # DEPENDENCYPART_SIBL
(18,22),(18,29),0.0174702 # DEPENDENCYPART_SIBL
(18,22),(18,30),-0.138771 # DEPENDENCYPART_SIBL
(18,22),(18,31),-0.0642568 # DEPENDENCYPART_SIBL
(18,22),(18,32),0.01957 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0372469 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.272868 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.0649803 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.248265 # DEPENDENCYPART_SIBL
(18,23),(18,28),0.0804106 # DEPENDENCYPART_SIBL
(18,23),(18,29),0.0850837 # DEPENDENCYPART_SIBL
(18,23),(18,30),0.0544718 # DEPENDENCYPART_SIBL
(18,23),(18,31),0.319825 # DEPENDENCYPART_SIBL
(18,23),(18,32),0.142901 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.062689 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0258711 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0613327 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.120982 # DEPENDENCYPART_SIBL
(18,24),(18,29),-0.0205048 # DEPENDENCYPART_SIBL
(18,24),(18,30),-0.150507 # DEPENDENCYPART_SIBL
(18,24),(18,31),0.041752 # DEPENDENCYPART_SIBL
(18,24),(18,32),0.230489 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0595819 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.2054 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.15215 # DEPENDENCYPART_SIBL
(18,25),(18,29),0.0880567 # DEPENDENCYPART_SIBL
(18,25),(18,30),0.128464 # DEPENDENCYPART_SIBL
(18,25),(18,31),0.0793518 # DEPENDENCYPART_SIBL
(18,25),(18,32),0.176839 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.102453 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.0355055 # DEPENDENCYPART_SIBL
(18,26),(18,29),0.0039932 # DEPENDENCYPART_SIBL
(18,26),(18,30),-0.0083549 # DEPENDENCYPART_SIBL
(18,26),(18,31),-0.108836 # DEPENDENCYPART_SIBL
(18,26),(18,32),-0.0316109 # DEPENDENCYPART_SIBL
(18,27),(18,28),0.0808524 # DEPENDENCYPART_SIBL
(18,27),(18,29),0.0936219 # DEPENDENCYPART_SIBL
(18,27),(18,30),0.0659264 # DEPENDENCYPART_SIBL
(18,27),(18,31),0.198582 # DEPENDENCYPART_SIBL
(18,27),(18,32),0.208813 # DEPENDENCYPART_SIBL
(18,28),(18,29),0.15121 # DEPENDENCYPART_SIBL
(18,28),(18,30),0.0681118 # DEPENDENCYPART_SIBL
(18,28),(18,31),-0.149927 # DEPENDENCYPART_SIBL
(18,28),(18,32),-0.0202149 # DEPENDENCYPART_SIBL
(18,29),(18,30),-0.142178 # DEPENDENCYPART_SIBL
(18,29),(18,31),-0.176256 # DEPENDENCYPART_SIBL
(18,29),(18,32),0.0983669 # DEPENDENCYPART_SIBL
(18,30),(18,31),-0.177467 # DEPENDENCYPART_SIBL
(18,30),(18,32),0.0170154 # DEPENDENCYPART_SIBL
(18,31),(18,32),0.711184 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.849802 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.212256 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.155133 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.118078 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.147415 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.302126 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.195999 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.00246077 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.00418932 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0395549 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0599269 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.00483034 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.127309 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.111684 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.202911 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0618114 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0695005 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.051482 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.076648 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0633428 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0113031 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.0152651 # DEPENDENCYPART_SIBL
(20,18),(20,28),0.0646765 # DEPENDENCYPART_SIBL
(20,18),(20,30),-0.157821 # DEPENDENCYPART_SIBL
(20,18),(20,32),-0.0605315 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.09087 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0196627 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0187189 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0436581 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0457097 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0497843 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.0115355 # DEPENDENCYPART_SIBL
(20,19),(20,30),-0.0932939 # DEPENDENCYPART_SIBL
(20,19),(20,32),-0.082091 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.434129 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.576934 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.281148 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.184491 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.604625 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.106102 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.479985 # DEPENDENCYPART_SIBL
(20,21),(20,32),-0.0777248 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.62828 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.36953 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.247658 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.759571 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.0806646 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.682819 # DEPENDENCYPART_SIBL
(20,22),(20,32),-0.0664753 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.215938 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.118985 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.840422 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.0231872 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.40094 # DEPENDENCYPART_SIBL
(20,23),(20,32),0.0154155 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.153229 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.510123 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.168625 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.540817 # DEPENDENCYPART_SIBL
(20,24),(20,32),0.0710712 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.447408 # DEPENDENCYPART_SIBL
(20,26),(20,28),0.0212781 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.295829 # DEPENDENCYPART_SIBL
(20,26),(20,32),-0.0428837 # DEPENDENCYPART_SIBL
(20,27),(20,28),0.017952 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.368087 # DEPENDENCYPART_SIBL
(20,27),(20,32),0.100616 # DEPENDENCYPART_SIBL
(20,28),(20,30),-0.269336 # DEPENDENCYPART_SIBL
(20,28),(20,32),-0.122103 # DEPENDENCYPART_SIBL
(20,30),(20,32),-0.110062 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0992937 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.111941 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.136724 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0363907 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.109097 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0863949 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0362828 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0771114 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.000887942 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.103737 # DEPENDENCYPART_SIBL
(23,1),(23,2),0.0967965 # DEPENDENCYPART_SIBL
(23,1),(23,3),-0.0125391 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.142668 # DEPENDENCYPART_SIBL
(23,1),(23,5),-0.0576144 # DEPENDENCYPART_SIBL
(23,1),(23,6),-0.0129748 # DEPENDENCYPART_SIBL
(23,1),(23,7),-0.00294056 # DEPENDENCYPART_SIBL
(23,1),(23,8),-0.0283639 # DEPENDENCYPART_SIBL
(23,1),(23,9),-0.0392104 # DEPENDENCYPART_SIBL
(23,1),(23,10),-0.0189706 # DEPENDENCYPART_SIBL
(23,1),(23,11),0.0177936 # DEPENDENCYPART_SIBL
(23,1),(23,12),-0.0129748 # DEPENDENCYPART_SIBL
(23,1),(23,13),-0.0247904 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.0363841 # DEPENDENCYPART_SIBL
(23,1),(23,15),-0.0249886 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.111235 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.01726 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.0276722 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.0284531 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.051167 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.031041 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0531943 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.0638439 # DEPENDENCYPART_SIBL
(23,1),(23,25),0.0434978 # DEPENDENCYPART_SIBL
(23,1),(23,26),-0.124476 # DEPENDENCYPART_SIBL
(23,1),(23,27),-0.136946 # DEPENDENCYPART_SIBL
(23,1),(23,28),0.0317231 # DEPENDENCYPART_SIBL
(23,1),(23,29),-0.032553 # DEPENDENCYPART_SIBL
(23,1),(23,30),-0.0358887 # DEPENDENCYPART_SIBL
(23,1),(23,31),0.195673 # DEPENDENCYPART_SIBL
(23,1),(23,32),0.467485 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.496204 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.390562 # DEPENDENCYPART_SIBL
(23,2),(23,5),-0.263008 # DEPENDENCYPART_SIBL
(23,2),(23,6),-0.0969483 # DEPENDENCYPART_SIBL
(23,2),(23,7),-0.493674 # DEPENDENCYPART_SIBL
(23,2),(23,8),-0.225268 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.361826 # DEPENDENCYPART_SIBL
(23,2),(23,10),-0.326112 # DEPENDENCYPART_SIBL
(23,2),(23,11),-0.261958 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.0917132 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.224806 # DEPENDENCYPART_SIBL
(23,2),(23,14),-0.294935 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.337634 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.140517 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.36507 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.260057 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.239216 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.220829 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.262748 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.445855 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.0663167 # DEPENDENCYPART_SIBL
(23,2),(23,25),0.100132 # DEPENDENCYPART_SIBL
(23,2),(23,26),0.00962609 # DEPENDENCYPART_SIBL
(23,2),(23,27),-0.0476028 # DEPENDENCYPART_SIBL
(23,2),(23,28),0.120228 # DEPENDENCYPART_SIBL
(23,2),(23,29),-0.000448774 # DEPENDENCYPART_SIBL
(23,2),(23,30),0.0364219 # DEPENDENCYPART_SIBL
(23,2),(23,31),0.0982425 # DEPENDENCYPART_SIBL
(23,2),(23,32),0.094598 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.486894 # DEPENDENCYPART_SIBL
(23,3),(23,5),-0.290724 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.185896 # DEPENDENCYPART_SIBL
(23,3),(23,7),-1.10764 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.0633211 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.518561 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.413372 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.302041 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.185854 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.112656 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.419283 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.413608 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.0876945 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.364659 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.126059 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.144059 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.107383 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.417056 # DEPENDENCYPART_SIBL
(23,3),(23,22),-1.07037 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.11911 # DEPENDENCYPART_SIBL
(23,3),(23,25),0.0691721 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.0126303 # DEPENDENCYPART_SIBL
(23,3),(23,27),0.0343209 # DEPENDENCYPART_SIBL
(23,3),(23,28),0.202925 # DEPENDENCYPART_SIBL
(23,3),(23,29),0.044346 # DEPENDENCYPART_SIBL
(23,3),(23,30),0.0580095 # DEPENDENCYPART_SIBL
(23,3),(23,31),0.0101735 # DEPENDENCYPART_SIBL
(23,3),(23,32),0.0723351 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.0248681 # DEPENDENCYPART_SIBL
(23,4),(23,6),0.00986061 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.296306 # DEPENDENCYPART_SIBL
(23,4),(23,8),0.368024 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.147935 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.116729 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0263746 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.00986061 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.394864 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0852612 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.116766 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.279325 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0818598 # DEPENDENCYPART_SIBL
(23,4),(23,18),0.10862 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0743714 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.407456 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0856833 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.249609 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.00582879 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.111549 # DEPENDENCYPART_SIBL
(23,4),(23,26),0.0290372 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.0741893 # DEPENDENCYPART_SIBL
(23,4),(23,28),0.229442 # DEPENDENCYPART_SIBL
(23,4),(23,29),0.131917 # DEPENDENCYPART_SIBL
(23,4),(23,30),0.162713 # DEPENDENCYPART_SIBL
(23,4),(23,31),-0.350047 # DEPENDENCYPART_SIBL
(23,4),(23,32),-0.0636094 # DEPENDENCYPART_SIBL
(23,5),(23,6),-0.0342291 # DEPENDENCYPART_SIBL
(23,5),(23,7),-0.0578916 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.0508747 # DEPENDENCYPART_SIBL
(23,5),(23,9),0.0168904 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0493347 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.146066 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.0342291 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.037516 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.0813448 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.0493885 # DEPENDENCYPART_SIBL
(23,5),(23,16),0.261341 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.132708 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.065196 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.0647199 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.0548266 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.0812107 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.0136004 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.0639788 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.0542492 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.0882018 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.185018 # DEPENDENCYPART_SIBL
(23,5),(23,28),-0.0319783 # DEPENDENCYPART_SIBL
(23,5),(23,29),-0.0462122 # DEPENDENCYPART_SIBL
(23,5),(23,30),-0.0676915 # DEPENDENCYPART_SIBL
(23,5),(23,31),-0.00375221 # DEPENDENCYPART_SIBL
(23,5),(23,32),-0.0652014 # DEPENDENCYPART_SIBL
(23,6),(23,7),-0.0970946 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.0634468 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.0237528 # DEPENDENCYPART_SIBL
(23,6),(23,10),-0.0339222 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.0254267 # DEPENDENCYPART_SIBL
(23,6),(23,12),-0.00533667 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.0688358 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.0688945 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.0344883 # DEPENDENCYPART_SIBL
(23,6),(23,16),0.326092 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.0935929 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.0803509 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.0759643 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0869495 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.0722997 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.04975 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0159105 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.0851069 # DEPENDENCYPART_SIBL
(23,6),(23,26),-0.0434585 # DEPENDENCYPART_SIBL
(23,6),(23,27),-0.0807811 # DEPENDENCYPART_SIBL
(23,6),(23,28),0.0497009 # DEPENDENCYPART_SIBL
(23,6),(23,29),-0.0380475 # DEPENDENCYPART_SIBL
(23,6),(23,30),-0.053699 # DEPENDENCYPART_SIBL
(23,6),(23,31),0.0619406 # DEPENDENCYPART_SIBL
(23,6),(23,32),-0.0255995 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.050025 # DEPENDENCYPART_SIBL
