# _root_ The setback , in which Treasury bond prices plummeted , reflected a rebound in the stock market and profit-taking .
#goldHeads=2,11,2,9,4,8,8,9,2,2,0,13,11,13,17,17,14,13,18,11,
#predictedHeads=2,11,2,11,4,8,8,9,2,9,0,13,11,13,17,17,14,17,18,11,
(13,11),(11,18),-0.49431 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.795677 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.00571 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.634192 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.11441 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.05246 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.09804 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.420232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.486639 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0799168 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.383613 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0594071 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.188166 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.77218 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.401662 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.26437 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.943305 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.836571 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.26273 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.802274 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.40389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.245619 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.295891 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0513637 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.206928 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.241697 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.692861 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.158914 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.817967 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.353977 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.110938 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.239624 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.61153 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.618892 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.111412 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.17467 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.227735 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.0900023 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.214134 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.0746236 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.568397 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.105547 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.165559 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.69368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,17),-0.521798 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.888521 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-1.43852 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.53133 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.688715 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.602047 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.481754 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.313475 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.255436 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.178547 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.821973 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.14964 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.5995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,18),-0.792463 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-1.35629 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.275619 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.892291 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.293235 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.429973 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.270419 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.841796 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.283865 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.106245 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.69372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.465363 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.521814 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.888536 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.30348 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.43853 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),1.18149 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.348487 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-1.1729 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.889937 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-1.51294 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.14937 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.06441 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.696408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),1.40908 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.934142 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.452691 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.312795 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.838122 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.655481 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-1.11267 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),1.16448 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.715011 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.783584 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0831075 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.994405 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-1.1658 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.405953 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.74794 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.489016 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.00953343 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-1.00955 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.383359 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.307529 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.825286 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.283011 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.18207 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.0391389 # DEPENDENCYPART_GRANDPAR
(17,8),(8,18),-0.588007 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.34604 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.829327 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.215225 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),0.000452372 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.867083 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.36676 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.378958 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.74103 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.318184 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.0601517 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.107064 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.31354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.48315 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.699547 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.826358 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.403154 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.181337 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.727805 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.415075 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.437063 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.405249 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.626374 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.386697 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.663107 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0503667 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.063161 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.51126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.687459 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.896513 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-1.00076 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.386318 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.414004 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.548424 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0113215 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.280392 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0813519 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.4503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.575558 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.83699 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.913507 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.594858 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.688002 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.250339 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.634771 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.04463 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.65798 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.700678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,15),-1.22746 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.763441 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.830473 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-1.05531 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.53938 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-1.04339 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-1.09643 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-1.23393 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-1.47286 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.89902 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.884249 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.937519 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.623055 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.485038 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.64145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-1.00381 # DEPENDENCYPART_GRANDPAR
