# _root_ Slated for market by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says an Agfa spokesman .
#goldHeads=14,1,2,1,6,4,6,9,7,1,12,14,14,31,14,15,16,20,20,21,17,14,24,25,22,25,25,25,14,14,0,34,34,31,31,
#predictedHeads=31,1,2,1,6,4,6,9,7,14,12,14,14,31,14,15,16,20,20,17,17,14,24,25,22,25,25,27,31,31,0,34,34,31,31,
(16,24),(16,34),-0.236316 # DEPENDENCYPART_SIBL
(16,24),(16,35),-0.0302536 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.0859887 # DEPENDENCYPART_SIBL
(16,25),(16,27),-0.0730743 # DEPENDENCYPART_SIBL
(16,25),(16,28),-0.0542731 # DEPENDENCYPART_SIBL
(16,25),(16,29),0.0355535 # DEPENDENCYPART_SIBL
(16,25),(16,30),0.0336788 # DEPENDENCYPART_SIBL
(16,25),(16,34),-0.195082 # DEPENDENCYPART_SIBL
(16,25),(16,35),-0.0441619 # DEPENDENCYPART_SIBL
(16,26),(16,27),0.034818 # DEPENDENCYPART_SIBL
(16,26),(16,28),-0.00743937 # DEPENDENCYPART_SIBL
(16,26),(16,29),-0.0514219 # DEPENDENCYPART_SIBL
(16,26),(16,30),-0.0612757 # DEPENDENCYPART_SIBL
(16,26),(16,34),-0.0365298 # DEPENDENCYPART_SIBL
(16,26),(16,35),-0.0969086 # DEPENDENCYPART_SIBL
(16,27),(16,28),0.0260325 # DEPENDENCYPART_SIBL
(16,27),(16,29),0.0406301 # DEPENDENCYPART_SIBL
(16,27),(16,30),-0.00883998 # DEPENDENCYPART_SIBL
(16,27),(16,34),0.0171589 # DEPENDENCYPART_SIBL
(16,27),(16,35),-0.0107792 # DEPENDENCYPART_SIBL
(16,28),(16,29),-0.087942 # DEPENDENCYPART_SIBL
(16,28),(16,30),-0.0320679 # DEPENDENCYPART_SIBL
(16,28),(16,34),-0.0691499 # DEPENDENCYPART_SIBL
(16,28),(16,35),-0.0210116 # DEPENDENCYPART_SIBL
(16,29),(16,30),0.238156 # DEPENDENCYPART_SIBL
(16,29),(16,34),0.232558 # DEPENDENCYPART_SIBL
(16,29),(16,35),0.019167 # DEPENDENCYPART_SIBL
(16,30),(16,34),0.150677 # DEPENDENCYPART_SIBL
(16,30),(16,35),-0.0415832 # DEPENDENCYPART_SIBL
(16,34),(16,35),-0.0215873 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.133914 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0373447 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.136552 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0440417 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.136132 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0345781 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0459256 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.026042 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0225789 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.027426 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0854043 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0227104 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.000608718 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.105705 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.041137 # DEPENDENCYPART_SIBL
(17,1),(17,25),-0.0872958 # DEPENDENCYPART_SIBL
(17,1),(17,26),-0.0282266 # DEPENDENCYPART_SIBL
(17,1),(17,27),-0.0248463 # DEPENDENCYPART_SIBL
(17,1),(17,28),-0.0377424 # DEPENDENCYPART_SIBL
(17,1),(17,29),-0.0620309 # DEPENDENCYPART_SIBL
(17,1),(17,30),0.000404815 # DEPENDENCYPART_SIBL
(17,1),(17,31),-0.050058 # DEPENDENCYPART_SIBL
(17,1),(17,34),-0.0216772 # DEPENDENCYPART_SIBL
(17,1),(17,35),0.0508919 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0166798 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.151611 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0110207 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.167983 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.022506 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0151854 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0147806 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0634436 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0848511 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0698386 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.00813197 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0381657 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.0796888 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0825128 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.119191 # DEPENDENCYPART_SIBL
(17,2),(17,26),-0.093897 # DEPENDENCYPART_SIBL
(17,2),(17,27),-0.070178 # DEPENDENCYPART_SIBL
(17,2),(17,28),-0.0759764 # DEPENDENCYPART_SIBL
(17,2),(17,29),-0.132086 # DEPENDENCYPART_SIBL
(17,2),(17,30),-0.04902 # DEPENDENCYPART_SIBL
(17,2),(17,31),-0.0921857 # DEPENDENCYPART_SIBL
(17,2),(17,34),-0.0462924 # DEPENDENCYPART_SIBL
(17,2),(17,35),0.00248891 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.00366028 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.120752 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.010911 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.165025 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.119256 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.180185 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.00425443 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0143413 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0269796 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.056131 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0187096 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.2137 # DEPENDENCYPART_SIBL
(17,3),(17,24),0.0295654 # DEPENDENCYPART_SIBL
(17,3),(17,25),-0.0514866 # DEPENDENCYPART_SIBL
(17,3),(17,26),0.0288282 # DEPENDENCYPART_SIBL
(17,3),(17,27),0.0471509 # DEPENDENCYPART_SIBL
(17,3),(17,28),-0.00878198 # DEPENDENCYPART_SIBL
(17,3),(17,29),-0.0130112 # DEPENDENCYPART_SIBL
(17,3),(17,30),0.024132 # DEPENDENCYPART_SIBL
(17,3),(17,31),0.0078272 # DEPENDENCYPART_SIBL
(17,3),(17,34),0.0359123 # DEPENDENCYPART_SIBL
(17,3),(17,35),0.167121 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.00332995 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.165427 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0146379 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.00380752 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0375775 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.059217 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0840477 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0837189 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.00634266 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.00553012 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.0632175 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.0670412 # DEPENDENCYPART_SIBL
(17,4),(17,25),-0.123847 # DEPENDENCYPART_SIBL
(17,4),(17,26),-0.0600972 # DEPENDENCYPART_SIBL
(17,4),(17,27),-0.0396186 # DEPENDENCYPART_SIBL
(17,4),(17,28),-0.0498674 # DEPENDENCYPART_SIBL
(17,4),(17,29),-0.152014 # DEPENDENCYPART_SIBL
(17,4),(17,30),-0.0271833 # DEPENDENCYPART_SIBL
(17,4),(17,31),-0.111422 # DEPENDENCYPART_SIBL
(17,4),(17,34),-0.034335 # DEPENDENCYPART_SIBL
(17,4),(17,35),0.0229173 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.00584683 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.165131 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.1184 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.164759 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.00251293 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.00652056 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0425997 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0854508 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0150579 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.17989 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.0596947 # DEPENDENCYPART_SIBL
(17,6),(17,25),-0.0145713 # DEPENDENCYPART_SIBL
(17,6),(17,26),0.0304359 # DEPENDENCYPART_SIBL
(17,6),(17,27),0.049308 # DEPENDENCYPART_SIBL
(17,6),(17,28),-0.0103967 # DEPENDENCYPART_SIBL
(17,6),(17,29),0.00487644 # DEPENDENCYPART_SIBL
(17,6),(17,30),0.0344205 # DEPENDENCYPART_SIBL
(17,6),(17,31),-0.0109824 # DEPENDENCYPART_SIBL
(17,6),(17,34),0.0654722 # DEPENDENCYPART_SIBL
(17,6),(17,35),0.182966 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0389624 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0281913 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0122206 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0547805 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.123095 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.147384 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0579821 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0666093 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.0234446 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.121032 # DEPENDENCYPART_SIBL
(17,7),(17,25),-0.170402 # DEPENDENCYPART_SIBL
(17,7),(17,26),-0.127338 # DEPENDENCYPART_SIBL
(17,7),(17,27),-0.101685 # DEPENDENCYPART_SIBL
(17,7),(17,28),-0.112261 # DEPENDENCYPART_SIBL
(17,7),(17,29),-0.176044 # DEPENDENCYPART_SIBL
(17,7),(17,30),-0.0923956 # DEPENDENCYPART_SIBL
(17,7),(17,31),-0.144534 # DEPENDENCYPART_SIBL
(17,7),(17,34),-0.0871211 # DEPENDENCYPART_SIBL
(17,7),(17,35),-0.0263138 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0864734 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.156859 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.00710848 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0337869 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.102973 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0296724 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.048692 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.132306 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.00202427 # DEPENDENCYPART_SIBL
(17,9),(17,25),0.0122025 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.0370671 # DEPENDENCYPART_SIBL
(17,9),(17,27),-0.0162103 # DEPENDENCYPART_SIBL
(17,9),(17,28),-0.0692829 # DEPENDENCYPART_SIBL
(17,9),(17,29),0.000196058 # DEPENDENCYPART_SIBL
(17,9),(17,30),0.027508 # DEPENDENCYPART_SIBL
(17,9),(17,31),-0.0549773 # DEPENDENCYPART_SIBL
(17,9),(17,34),0.00455789 # DEPENDENCYPART_SIBL
(17,9),(17,35),0.153985 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.160385 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.00181136 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.00230886 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0452616 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0587938 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.00218478 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.181289 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0330376 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.00848617 # DEPENDENCYPART_SIBL
(17,12),(17,26),0.018195 # DEPENDENCYPART_SIBL
(17,12),(17,27),0.0364658 # DEPENDENCYPART_SIBL
(17,12),(17,28),-0.0232698 # DEPENDENCYPART_SIBL
(17,12),(17,29),0.0177252 # DEPENDENCYPART_SIBL
(17,12),(17,30),0.0165908 # DEPENDENCYPART_SIBL
(17,12),(17,31),-0.022849 # DEPENDENCYPART_SIBL
(17,12),(17,34),0.0388152 # DEPENDENCYPART_SIBL
(17,12),(17,35),0.185145 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0135829 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0102285 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0149611 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.024936 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0424488 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.304111 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0426769 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0739638 # DEPENDENCYPART_SIBL
(17,13),(17,26),0.0876246 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.00138835 # DEPENDENCYPART_SIBL
(17,13),(17,28),0.0357638 # DEPENDENCYPART_SIBL
(17,13),(17,29),0.077367 # DEPENDENCYPART_SIBL
(17,13),(17,30),0.533456 # DEPENDENCYPART_SIBL
(17,13),(17,31),0.00209192 # DEPENDENCYPART_SIBL
(17,13),(17,34),0.0512197 # DEPENDENCYPART_SIBL
(17,13),(17,35),0.091085 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0374898 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0954297 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0360582 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0139687 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0956337 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0545115 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0971063 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.0428809 # DEPENDENCYPART_SIBL
(17,16),(17,27),-0.0394094 # DEPENDENCYPART_SIBL
(17,16),(17,28),-0.0523055 # DEPENDENCYPART_SIBL
(17,16),(17,29),-0.0775229 # DEPENDENCYPART_SIBL
(17,16),(17,30),-0.011414 # DEPENDENCYPART_SIBL
(17,16),(17,31),-0.0623464 # DEPENDENCYPART_SIBL
(17,16),(17,34),-0.035025 # DEPENDENCYPART_SIBL
(17,16),(17,35),0.0235065 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0688976 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0806909 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.118491 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.10313 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.100411 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0578693 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.091912 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.0854465 # DEPENDENCYPART_SIBL
(17,18),(17,28),-0.0701674 # DEPENDENCYPART_SIBL
(17,18),(17,29),-0.0611758 # DEPENDENCYPART_SIBL
(17,18),(17,30),-0.0999872 # DEPENDENCYPART_SIBL
(17,18),(17,31),-0.0962076 # DEPENDENCYPART_SIBL
(17,18),(17,34),-0.10152 # DEPENDENCYPART_SIBL
(17,18),(17,35),-0.0496519 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.13359 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0825114 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0655903 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.145291 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0631886 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0824469 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.0498987 # DEPENDENCYPART_SIBL
(17,19),(17,28),-0.0838712 # DEPENDENCYPART_SIBL
(17,19),(17,29),0.0873346 # DEPENDENCYPART_SIBL
(17,19),(17,30),0.076004 # DEPENDENCYPART_SIBL
(17,19),(17,31),-0.0873002 # DEPENDENCYPART_SIBL
(17,19),(17,34),-0.143361 # DEPENDENCYPART_SIBL
(17,19),(17,35),0.00810491 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0990318 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0582995 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.174887 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.00635637 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.0333913 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.0341563 # DEPENDENCYPART_SIBL
(17,20),(17,28),-0.0112019 # DEPENDENCYPART_SIBL
(17,20),(17,29),0.0739284 # DEPENDENCYPART_SIBL
(17,20),(17,30),-0.00163215 # DEPENDENCYPART_SIBL
(17,20),(17,31),-0.0718338 # DEPENDENCYPART_SIBL
(17,20),(17,34),-0.164392 # DEPENDENCYPART_SIBL
(17,20),(17,35),0.0890159 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.104681 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0175269 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.0539923 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.00379241 # DEPENDENCYPART_SIBL
(17,21),(17,27),0.0322964 # DEPENDENCYPART_SIBL
(17,21),(17,28),-5.47497e-07 # DEPENDENCYPART_SIBL
(17,21),(17,29),0.110545 # DEPENDENCYPART_SIBL
(17,21),(17,30),0.0443981 # DEPENDENCYPART_SIBL
(17,21),(17,31),-0.0542857 # DEPENDENCYPART_SIBL
(17,21),(17,34),-0.00723238 # DEPENDENCYPART_SIBL
(17,21),(17,35),1.98553e-05 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.126523 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0201529 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0384961 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.020909 # DEPENDENCYPART_SIBL
(17,22),(17,28),0.0367235 # DEPENDENCYPART_SIBL
(17,22),(17,29),-0.0110695 # DEPENDENCYPART_SIBL
(17,22),(17,30),0.100177 # DEPENDENCYPART_SIBL
(17,22),(17,31),-0.0544657 # DEPENDENCYPART_SIBL
(17,22),(17,34),-0.14028 # DEPENDENCYPART_SIBL
(17,22),(17,35),0.216119 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0172514 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.0274542 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.0310133 # DEPENDENCYPART_SIBL
(17,24),(17,28),-0.00565812 # DEPENDENCYPART_SIBL
(17,24),(17,29),0.0904684 # DEPENDENCYPART_SIBL
(17,24),(17,30),-0.0141355 # DEPENDENCYPART_SIBL
(17,24),(17,31),-0.0804103 # DEPENDENCYPART_SIBL
(17,24),(17,34),-0.167976 # DEPENDENCYPART_SIBL
(17,24),(17,35),0.056379 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.0934848 # DEPENDENCYPART_SIBL
(17,25),(17,27),-0.0869262 # DEPENDENCYPART_SIBL
(17,25),(17,28),-0.0616299 # DEPENDENCYPART_SIBL
(17,25),(17,29),0.0753414 # DEPENDENCYPART_SIBL
(17,25),(17,30),0.0453676 # DEPENDENCYPART_SIBL
(17,25),(17,31),-0.261247 # DEPENDENCYPART_SIBL
(17,25),(17,34),-0.177999 # DEPENDENCYPART_SIBL
(17,25),(17,35),7.47687e-05 # DEPENDENCYPART_SIBL
(17,26),(17,27),-0.00816721 # DEPENDENCYPART_SIBL
(17,26),(17,28),-0.0439291 # DEPENDENCYPART_SIBL
(17,26),(17,29),0.0283166 # DEPENDENCYPART_SIBL
(17,26),(17,30),-0.0510292 # DEPENDENCYPART_SIBL
(17,26),(17,31),-0.0985902 # DEPENDENCYPART_SIBL
(17,26),(17,34),-0.025861 # DEPENDENCYPART_SIBL
(17,26),(17,35),-0.051187 # DEPENDENCYPART_SIBL
(17,27),(17,28),-0.0341632 # DEPENDENCYPART_SIBL
(17,27),(17,29),0.0894028 # DEPENDENCYPART_SIBL
(17,27),(17,30),-0.0234341 # DEPENDENCYPART_SIBL
(17,27),(17,31),-0.0693411 # DEPENDENCYPART_SIBL
(17,27),(17,34),-0.00940805 # DEPENDENCYPART_SIBL
(17,27),(17,35),0.0103768 # DEPENDENCYPART_SIBL
(17,28),(17,29),-0.00818887 # DEPENDENCYPART_SIBL
(17,28),(17,30),-0.0218068 # DEPENDENCYPART_SIBL
(17,28),(17,31),-0.117442 # DEPENDENCYPART_SIBL
(17,28),(17,34),-0.0584665 # DEPENDENCYPART_SIBL
(17,28),(17,35),0.0247285 # DEPENDENCYPART_SIBL
(17,29),(17,30),0.17705 # DEPENDENCYPART_SIBL
(17,29),(17,31),0.0308074 # DEPENDENCYPART_SIBL
(17,29),(17,34),0.146949 # DEPENDENCYPART_SIBL
(17,29),(17,35),-0.00535181 # DEPENDENCYPART_SIBL
(17,30),(17,31),0.0437175 # DEPENDENCYPART_SIBL
(17,30),(17,34),0.194522 # DEPENDENCYPART_SIBL
(17,30),(17,35),0.0392362 # DEPENDENCYPART_SIBL
(17,31),(17,34),-0.160573 # DEPENDENCYPART_SIBL
(17,31),(17,35),0.0749316 # DEPENDENCYPART_SIBL
(17,34),(17,35),0.0593354 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.048532 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.63976 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.413816 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.433546 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.853024 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.313705 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.234954 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.135112 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.172173 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.477409 # DEPENDENCYPART_SIBL
(20,11),(20,26),0.170924 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.36154 # DEPENDENCYPART_SIBL
(20,11),(20,28),0.208035 # DEPENDENCYPART_SIBL
(20,11),(20,30),0.21586 # DEPENDENCYPART_SIBL
(20,11),(20,31),0.408961 # DEPENDENCYPART_SIBL
(20,11),(20,34),0.0870325 # DEPENDENCYPART_SIBL
(20,11),(20,35),-0.000371914 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0742351 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0824477 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0593284 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.089189 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0147167 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0473908 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.102921 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.058145 # DEPENDENCYPART_SIBL
(20,13),(20,26),0.0111451 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.0540499 # DEPENDENCYPART_SIBL
(20,13),(20,28),-0.00598081 # DEPENDENCYPART_SIBL
(20,13),(20,30),0.701221 # DEPENDENCYPART_SIBL
(20,13),(20,31),0.0832953 # DEPENDENCYPART_SIBL
(20,13),(20,34),0.0402506 # DEPENDENCYPART_SIBL
(20,13),(20,35),0.16349 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0326399 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.310135 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0680598 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0553978 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0273094 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0348947 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0951376 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.00479354 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.0210358 # DEPENDENCYPART_SIBL
(20,16),(20,28),0.0204917 # DEPENDENCYPART_SIBL
(20,16),(20,30),0.00892237 # DEPENDENCYPART_SIBL
(20,16),(20,31),0.0775857 # DEPENDENCYPART_SIBL
(20,16),(20,34),-0.0054937 # DEPENDENCYPART_SIBL
(20,16),(20,35),0.0448952 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.297268 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0448298 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0823774 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.00224566 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0623998 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.118556 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.0222671 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0480052 # DEPENDENCYPART_SIBL
(20,17),(20,28),0.0474611 # DEPENDENCYPART_SIBL
(20,17),(20,30),0.0369817 # DEPENDENCYPART_SIBL
(20,17),(20,31),0.106367 # DEPENDENCYPART_SIBL
(20,17),(20,34),0.0219842 # DEPENDENCYPART_SIBL
(20,17),(20,35),0.0682809 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0335248 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.09926 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0131844 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0979009 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.375626 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.108737 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.16172 # DEPENDENCYPART_SIBL
(20,18),(20,28),0.181404 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.0992432 # DEPENDENCYPART_SIBL
(20,18),(20,31),0.446155 # DEPENDENCYPART_SIBL
(20,18),(20,34),0.00629991 # DEPENDENCYPART_SIBL
(20,18),(20,35),0.0190537 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0927356 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.106212 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.043891 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0923025 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.126302 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.103002 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.119662 # DEPENDENCYPART_SIBL
(20,19),(20,30),-0.0339377 # DEPENDENCYPART_SIBL
(20,19),(20,31),-0.0183033 # DEPENDENCYPART_SIBL
(20,19),(20,34),-0.106712 # DEPENDENCYPART_SIBL
(20,19),(20,35),-0.160926 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0258526 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.108486 # DEPENDENCYPART_SIBL
