# _root_ `` We must do more to help the Japanese here in Baja if we want them to invest elsewhere , '' says Mr. Ruffo , the governor-elect of the National Action Party and himself a succesful businessman .
#goldHeads=22,3,22,3,4,7,4,9,7,7,10,11,15,15,4,18,18,15,18,22,22,0,24,22,24,27,33,27,32,32,32,28,24,33,37,37,34,22,
#predictedHeads=22,3,22,3,4,7,4,9,7,7,7,11,15,15,7,18,18,15,18,22,22,0,24,22,24,27,24,27,32,32,32,33,28,37,37,37,33,22,
(2,4),(4,4),(4,17),-0.0207085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,18),-0.0212371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,19),-0.0108062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,20),-0.0211743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,22),-0.0212604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,25),-0.0211743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,33),-0.023487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,38),-0.0194409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,39),-0.0334958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,5),(4,6),-0.0194421 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,7),-0.0194459 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,9),-0.019456 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,11),-0.019442 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,12),-0.019456 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,13),-0.019442 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,15),-0.0194459 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,17),-0.0194421 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,18),-0.0194459 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,22),-0.0194459 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,39),-0.0216939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,6),(4,7),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,9),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,10),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,11),-0.0194734 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,12),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,13),-0.0194729 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,15),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,17),-0.0194449 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,18),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,19),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,20),-0.0194481 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,22),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,25),-0.0194481 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,39),-0.0236768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,7),(4,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,9),-0.0194672 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,10),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,11),-0.019447 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,12),-0.0194672 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,13),-0.0194462 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,15),-0.0196116 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,17),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,18),-0.0196116 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,19),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,20),-0.0194816 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,21),-0.0194533 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,22),-0.0196116 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,25),-0.0194816 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,38),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,39),-0.0201375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,8),(4,9),-0.0198112 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,12),-0.0198112 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,15),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,18),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,22),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,39),-0.0204824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,9),(4,10),-0.0194453 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,11),-0.0202659 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,12),-0.0196042 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,13),-0.0200004 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,15),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,17),-0.0208846 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,18),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,19),-0.0194453 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,20),-0.0194561 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,21),-0.0194423 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,22),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,25),-0.0194561 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,33),-0.0196251 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,39),-0.0238171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,10),(4,11),-0.0150947 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,12),-0.0196011 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,13),-0.0150644 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,15),-0.0184639 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,17),-0.0194444 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,18),-0.0184631 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,19),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,22),-0.0184631 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,33),-0.0195497 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,39),-0.0220911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,11),(4,12),-0.0195995 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,13),-0.0202042 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,15),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,17),-0.0194616 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,18),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,19),-0.0194728 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,20),-0.0195172 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,21),-0.0194554 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,22),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,25),-0.0195172 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,38),-0.0194962 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,39),-0.0231609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,12),(4,13),-0.0200004 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,15),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,17),-0.0208846 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,18),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,19),-0.0194453 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,20),-0.0194561 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,21),-0.0194423 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,22),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,25),-0.0194561 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,33),-0.0196251 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,39),-0.0238075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,13),(4,15),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,17),-0.0194591 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,18),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,19),-0.0194728 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,20),-0.0195172 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,21),-0.0194504 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,22),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,25),-0.0195172 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,38),-0.0194912 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,39),-0.0224896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,15),(4,17),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,18),-0.0196116 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,19),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,20),-0.0194816 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,21),-0.0194533 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,22),-0.0196116 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,25),-0.0194816 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,38),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,39),-0.0201382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,17),(4,18),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,17),(4,19),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,17),(4,20),-0.0194481 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,17),(4,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,17),(4,22),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,17),(4,25),-0.0194481 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,17),(4,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,17),(4,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,17),(4,39),-0.0236768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,18),(4,19),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,18),(4,20),-0.0194816 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,18),(4,21),-0.0194533 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,18),(4,22),-0.0196116 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,18),(4,25),-0.0194816 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,18),(4,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,18),(4,38),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,18),(4,39),-0.0201375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,19),(4,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,19),(4,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,19),(4,22),-0.0184666 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,19),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,19),(4,33),-0.0195497 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,19),(4,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,19),(4,39),-0.0220911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,20),(4,21),-0.0194554 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,20),(4,22),-0.0195644 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,20),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,20),(4,33),-0.0194542 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,20),(4,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,20),(4,39),-0.0211211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,21),(4,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,21),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,21),(4,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,21),(4,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,21),(4,39),-0.0194761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,22),(4,25),-0.0194816 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,22),(4,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,22),(4,38),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,22),(4,39),-0.0201608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,25),(4,33),-0.0194542 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,25),(4,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,25),(4,39),-0.0211211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,33),(4,38),0.104122 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,33),(4,39),-0.0238786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,38),(4,39),-0.0195154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,3),0.108599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,2),0.1113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,-1),-0.2082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,3),(4,2),0.10954 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,-1),-0.145676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,2),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,2),(4,-1),-0.146062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,1),(4,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,8),-0.0216106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,9),-0.0250069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,10),-0.00999511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,11),-0.0300258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,12),-0.0250069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,13),-0.0296312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,15),-0.020618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,17),-0.0207085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,18),-0.020618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,19),-0.00999862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,20),-0.0211743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,22),-0.0206414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,25),-0.0211743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,33),-0.0231827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,38),-0.0194409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,39),-0.0333087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,8),(7,9),-0.0198112 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,12),-0.0198112 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,15),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,18),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,22),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,39),-0.0204601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,9),(7,10),-0.0194453 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,11),-0.0202659 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,12),-0.0196042 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,13),-0.0200004 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,15),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,17),-0.0208846 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,18),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,19),-0.0194453 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,20),-0.0194561 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,21),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,22),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,25),-0.0194561 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,33),-0.0196251 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,39),-0.023815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,10),(7,11),-0.0150947 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,12),-0.0196011 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,13),-0.0150644 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,15),-0.0176563 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,17),-0.0194444 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,18),-0.0176555 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,19),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,22),-0.0176555 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,33),-0.0195497 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,39),-0.0220911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,11),(7,12),-0.0195995 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,13),-0.0202042 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,15),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,17),-0.0194616 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,18),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,19),-0.0194728 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,20),-0.0195172 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,21),-0.0194554 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,22),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,25),-0.0195172 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,38),-0.0194962 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,39),-0.0231608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,12),(7,13),-0.0200004 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,15),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,17),-0.0208846 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,18),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,19),-0.0194453 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,20),-0.0194561 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,21),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,22),-0.0199869 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,25),-0.0194561 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,33),-0.0196251 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,39),-0.0238054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,13),(7,15),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,17),-0.0194591 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,18),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,19),-0.0194728 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,20),-0.0195172 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,21),-0.0194504 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,22),-0.0196306 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,25),-0.0195172 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,38),-0.0194912 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,39),-0.0224895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
