# _root_ Since the recent deterioration of the junk-bond market , at least two other junk issuers have said they plan to scale back planned high-yield offerings , and several issues have been postponed .
#goldHeads=16,4,4,1,4,8,8,5,16,15,10,10,15,15,16,0,16,19,27,21,19,21,25,25,21,27,17,29,30,27,30,31,16,
#predictedHeads=16,4,4,1,4,8,8,5,4,15,10,10,15,15,16,27,16,19,17,21,19,21,25,25,21,27,0,29,30,27,30,31,27,
(10,8),(8,8),(8,9),-0.0159949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,10),-0.152085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,11),-0.145599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,12),-0.146234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,13),-0.1456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,14),-0.150051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,15),-0.150051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,16),-0.150035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,33),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,34),-0.179031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,9),(8,10),-0.144792 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,12),-0.144712 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,14),-0.144999 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,15),-0.144999 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,16),-0.145084 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,33),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,34),-0.152805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,10),(8,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,14),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,15),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,16),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,26),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,33),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,34),-0.105236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,11),(8,12),-0.145058 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,13),-0.147163 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,14),-0.145812 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,15),-0.145812 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,16),-0.144722 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,33),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,34),-0.136047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,12),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,16),-0.14622 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,33),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,34),-0.172588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,13),(8,14),-0.145812 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,15),-0.145812 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,16),-0.144722 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,33),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,34),-0.12348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,14),(8,15),-0.147983 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,16),-0.144715 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,26),-0.144852 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,33),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,34),-0.125731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,15),(8,16),-0.144715 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,26),-0.144852 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,33),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,34),-0.126906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,16),(8,26),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,33),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,34),-0.105263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,26),(8,33),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,26),(8,34),-0.152805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,33),(8,34),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),-0.156504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,6),-0.00422296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,5),-0.0826792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,4),-0.156504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,3),-0.0129734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,2),-0.00422296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),0.15995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,6),-0.0223135 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,5),0.00363318 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,4),-0.0320939 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,3),-0.0228264 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,2),-0.0223135 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),-0.0898502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,6),(8,5),-0.0226746 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,4),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,2),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,-1),0.00111967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,5),(8,4),-0.042094 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,3),-0.0174122 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,2),-0.0209084 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,-1),-0.0515057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,4),(8,3),-0.0228264 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,2),-0.0223135 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,-1),-0.0898502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,3),(8,2),-0.0255597 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,3),(8,-1),-0.0263142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,2),(8,-1),0.00111967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,34),-0.168243 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,-1),-0.0417401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,34),0.121007 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,-1),-0.121208 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,13),0.00322746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,14),-0.0160549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,17),-0.0441436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,34),0.0288636 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,13),(12,14),-0.0216865 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,17),-0.0194426 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,34),-0.00681632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,14),(12,17),-0.0181493 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,34),-0.022925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,17),(12,34),-0.0348408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,11),0.12914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,10),0.124313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,-1),-0.188311 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,10),0.105109 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,-1),-0.121707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,10),(12,-1),-0.156717 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,14),-0.0297749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,34),0.0697241 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,14),(13,34),0.00573774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,12),0.109448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,8),-0.14629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,4),-0.14629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,-1),-0.169861 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,12),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,-1),-0.145096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,8),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,-1),-0.157791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,4),(13,-1),-0.15779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,16),-0.00377184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),-0.00956669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,34),0.135675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,16),(14,17),-0.0199065 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,34),-0.0304127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,34),-0.0321628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.162106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,12),0.0877931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.134483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,10),0.1553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.172328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,12),0.139959 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,11),0.10923 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,10),0.105564 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,-1),-0.124892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,11),0.115688 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,10),0.0959335 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,-1),-0.172588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,10),0.0975479 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.13746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,10),(14,-1),-0.1052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,15),(15,16),-0.00295768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,17),-0.00875252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,19),-0.00740058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,34),0.1402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,16),(15,17),-0.0199065 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,19),-0.0199065 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,34),-0.0295986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,17),(15,19),-0.0200673 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,34),-0.0313486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,19),(15,34),-0.0333845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,14),0.194962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,13),0.164312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,12),0.0877931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,10),0.1553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,8),-0.150051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,7),-0.150051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,6),-0.148478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,5),-0.155511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,1),-0.152084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,-1),-0.171299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,14),(15,13),0.110027 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,12),0.101055 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,10),0.121407 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,8),-0.147983 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,7),-0.147983 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,6),-0.148572 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,5),-0.14494 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,1),-0.14494 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,-1),-0.131228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,13),(15,12),0.139959 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,10),0.105564 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,8),-0.145812 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,7),-0.145812 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,6),-0.147756 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,-1),-0.121742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,12),(15,10),0.0959335 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,5),-0.144718 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,1),-0.144718 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,-1),-0.172588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,10),(15,8),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,7),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,6),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,5),-0.145166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,1),-0.145166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,-1),-0.1052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,8),(15,7),-0.147983 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,8),(15,6),-0.148572 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,8),(15,5),-0.14494 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,8),(15,1),-0.14494 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,8),(15,-1),-0.124627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,7),(15,6),-0.148572 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,7),(15,5),-0.14494 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,7),(15,1),-0.14494 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,7),(15,-1),-0.131593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,6),(15,5),-0.144725 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,6),(15,1),-0.144725 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,6),(15,-1),-0.0551682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,5),(15,1),-0.145628 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,5),(15,-1),-0.124243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,1),(15,-1),-0.126382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,17),-0.0373308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,18),-0.0294981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,19),-0.0384536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,20),-0.0468975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,21),-0.0385529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,23),-0.0350574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,25),0.0464321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,26),-0.0512152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,27),-0.0706626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,30),-0.0349724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,33),-0.0220538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,34),-0.0272603 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,17),(16,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,19),-0.0201445 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,20),-0.0194792 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,21),-0.0201445 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,23),-0.0194415 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,25),-0.0204831 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,26),-0.021262 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,27),-0.0204496 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,30),-0.0201445 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,33),-0.0197477 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,34),-0.0526959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,18),(16,19),-0.0218702 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,20),-0.0164752 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,21),-0.0218702 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,25),-0.0185109 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,26),-0.0287469 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,27),-0.0194419 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,30),-0.0218702 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,34),-0.0274608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,19),(16,20),-0.0194792 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,21),-0.0211342 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,23),-0.0194415 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,25),-0.0204827 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,26),-0.021262 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,27),-0.0204496 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,30),-0.0211342 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,33),-0.0197473 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,34),-0.052488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,20),(16,21),-0.0214189 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,20),(16,23),-0.0194565 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,20),(16,25),-0.0149999 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,20),(16,26),-0.00374162 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,20),(16,27),-0.0194433 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,20),(16,30),-0.0214189 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,20),(16,33),-0.0202846 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,20),(16,34),0.00991094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,21),(16,23),-0.0194415 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,21),(16,25),-0.0204827 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,21),(16,26),-0.021262 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,21),(16,27),-0.0204496 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,21),(16,30),-0.0201445 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,21),(16,33),-0.0197473 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,21),(16,34),-0.0535782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,23),(16,25),-0.021486 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,23),(16,26),-0.0225774 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,23),(16,27),-0.0195096 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,23),(16,30),-0.0201117 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,23),(16,33),-0.0196837 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,23),(16,34),-0.0419017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,25),(16,26),-0.0424747 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,25),(16,27),-0.00644208 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,25),(16,30),-0.0069976 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,25),(16,33),-0.0234143 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,25),(16,34),-0.0559117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,26),(16,27),-0.0264025 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,26),(16,30),-0.035182 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,26),(16,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,26),(16,34),-0.0263439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,27),(16,30),0.264906 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,27),(16,33),0.217927 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,27),(16,34),-0.0165278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,30),(16,33),-0.0197473 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,30),(16,34),-0.0532323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,33),(16,34),-0.0256361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,15),0.108065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,14),0.108064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,13),0.0964924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,12),0.0943921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,11),0.0964867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
