# _root_ Still , the market had n't yet crossed into positive territory , and traders were glum .
#goldHeads=0,1,4,5,1,5,5,5,8,11,9,5,5,15,13,15,1,
#predictedHeads=5,5,4,5,0,5,5,5,8,11,9,5,5,15,13,15,5,
(15,5),(5,12),-0.47393 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.100847 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.215535 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.97288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.0553255 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.683313 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.171919 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.514021 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.110099 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.374837 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.22837 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.419938 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.0874919 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.0603284 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.0926733 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.333524 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.952593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.0786526 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.82358 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.0968155 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.105988 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.185861 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.358545 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.130662 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.0148943 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.26738 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.95049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,1),0.174583 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.383598 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.358284 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0168193 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.0992767 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.258073 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.180302 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.434445 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.140017 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.418143 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.13445 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.268838 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.869696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),0.0540396 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.742076 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.00685374 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.0496979 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.0350424 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.0251816 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.298226 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.0295824 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.338764 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.094351 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.187552 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.03822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.0600208 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.804842 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.0252338 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.108964 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.247206 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.204856 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.318691 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.141149 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.621883 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.00555826 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.574439 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.189981 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.165883 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.0542979 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0815942 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0471349 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.266201 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.126328 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.265346 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.308173 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.00423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.124912 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.865467 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.659501 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.02572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0965051 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.106217 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0373379 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0636523 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.217139 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.150244 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.94309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.0672715 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.468166 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.254129 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.528872 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.794625 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.666396 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.375591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.58731 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.112208 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.144549 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.47598 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.430374 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.333348 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.210968 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.188311 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.150709 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.152364 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.317577 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.206582 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.532066 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.209192 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.321243 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.218189 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.48766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.644 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.305114 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.0520951 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0939642 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.0505172 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.193438 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.187282 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.0714731 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.121853 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.238666 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.379692 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.320314 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.322538 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.282888 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.155728 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.205042 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.0815952 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.236229 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0253406 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.442378 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.0773163 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.383563 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.0963128 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.5143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.751064 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.0435783 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0250947 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0436995 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.170415 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.105953 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0937101 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.56954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,1),-0.130802 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.501311 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.389182 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.439808 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),0.0240932 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.175957 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.0814761 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.204725 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.0285417 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.133048 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.333143 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.249572 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.240832 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.48773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.643423 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.16527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,5),-0.201427 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.177244 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.301594 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.402223 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.23975 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.292768 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.83108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
