# _root_ The average plunged some 600 points , or 1.7 % , in the first 20 minutes of trading .
#goldHeads=2,3,0,6,4,3,6,6,10,8,6,3,16,16,16,12,16,17,3,
#predictedHeads=2,3,0,6,4,3,6,6,10,8,6,3,16,16,16,12,16,17,3,
(16,10),(10,18),-0.651472 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.872855 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.390437 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.166308 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.423232 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0442223 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.510563 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.1255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.816607 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.534957 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.816134 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.435787 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.0542121 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.191548 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.274053 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.39436 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.159271 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.129926 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0822217 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.310264 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.08725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.739073 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.479275 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.727439 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.243017 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.701225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.274005 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.335253 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.69864 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.825942 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.327208 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.594213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0860183 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.440119 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.32139 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.438374 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.01637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.403153 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.28707 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.827591 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.670051 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.914587 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.0741774 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.764228 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.759446 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0832011 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.64856 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.504864 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.339053 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.93713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.336763 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.507818 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.55509 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.884346 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.747048 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.56512 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.859248 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.593061 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.320043 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.488563 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.08717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.541983 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.39235 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.59305 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.21708 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.18925 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.33708 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.27846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,14),-0.646571 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.837537 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.776158 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.651961 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.652608 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.530699 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.47046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.941253 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-1.04396 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.550677 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.816241 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.721699 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-1.13564 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.762872 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.767233 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.744674 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.734415 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.65373 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.454113 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.42464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,4),-1.12251 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.481966 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.729858 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-1.15777 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.635571 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.887991 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.63097 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.667936 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.592765 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.459443 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.49443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.937052 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.444055 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.330761 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.472081 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.51989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.91652 # DEPENDENCYPART_GRANDPAR
