# _root_ `` And you did n't want me to buy earthquake insurance , '' says Mrs. Hammack , reaching across the table and gently tapping his hand .
#goldHeads=4,4,4,14,4,4,9,9,6,11,9,4,4,0,16,14,14,22,18,21,19,14,24,22,26,24,14,
#predictedHeads=14,14,4,2,4,4,9,9,6,11,9,14,14,0,16,14,16,22,18,21,19,16,24,22,26,24,14,
(22,17),(22,6),-0.138566 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,5),-1.02223 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,4),0.170119 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,3),-1.05556 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,2),0.249187 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,1),-0.781273 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,-1),-1.39579 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,16),(22,15),-0.68127 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,14),-0.669312 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,13),-0.644114 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,12),-0.727714 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,11),-1.11305 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,10),-1.17249 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,9),-0.643439 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,8),-1.34411 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,7),-0.936681 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,6),-0.63926 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,5),-1.08604 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,4),-0.513414 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,3),-0.9362 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,2),-0.959307 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,1),-1.27809 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,-1),-1.02086 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,15),(22,14),-0.501631 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,13),-0.6893 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,12),-0.895991 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,11),-1.23392 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,10),-1.16404 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,9),-0.75656 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,8),-1.49289 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,7),-1.08438 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,6),-0.753544 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,5),-1.16054 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,4),-0.613303 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,3),-1.12679 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,2),-1.0601 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,1),-1.40618 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,-1),-0.759636 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,14),(22,13),-0.457325 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,12),-0.715686 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,11),-0.868582 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,10),-0.89467 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,9),-1.02435 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,8),-0.863657 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,7),-1.1405 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,6),-0.873254 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,5),-0.776651 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,4),-0.787817 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,3),-1.27432 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,2),-0.898376 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,1),-1.05655 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,-1),-1.30833 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,13),(22,12),0.343191 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,11),-0.445351 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,10),-0.527571 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,9),-0.423944 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,8),-0.650452 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,7),-0.74776 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,6),-0.477024 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,5),-0.697741 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,4),-0.294436 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,3),-0.733507 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,2),-0.384558 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,1),-0.861596 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,-1),-1.00917 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,12),(22,11),-0.447757 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,10),-0.588846 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,9),0.133667 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,8),-0.333971 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,7),-0.944036 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,6),0.169374 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,5),-0.738455 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,4),0.4875 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,3),-0.918605 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,2),0.526623 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,1),-0.549589 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,-1),-1.27422 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,11),(22,10),-0.622795 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,9),-0.664027 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,8),-1.08465 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,7),-0.768445 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,6),-0.891071 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,5),-0.923518 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,4),-0.878399 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,3),-0.931612 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,2),-0.754094 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,1),-1.02877 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,-1),-0.824273 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,10),(22,9),-0.740052 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,8),-1.26609 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,7),-1.10328 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,6),-1.2241 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,5),-1.07635 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,4),-1.24565 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,3),-1.35634 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,2),-1.08206 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,1),-1.38822 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,-1),-1.13784 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,9),(22,8),-0.259677 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,7),-0.732945 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,6),-1.32665 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,5),-0.810654 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,4),-1.26699 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,3),-1.12318 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,2),-0.776914 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,1),-0.780571 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,-1),-0.820511 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,8),(22,7),-0.113803 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,6),-0.701647 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,5),-0.693487 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,4),-0.742723 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,3),-0.757594 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,2),-0.455407 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,1),-0.789534 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,-1),-0.476837 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,7),(22,6),-0.780866 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,5),-0.71222 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,4),-0.880974 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,3),-1.09915 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,2),-0.967244 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,1),-1.1898 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,-1),-0.409914 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,6),(22,5),-0.624584 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,4),-1.40514 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,3),-1.00341 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,2),-0.767154 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,1),-0.920888 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,-1),-1.07438 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,5),(22,4),-1.01492 # DEPENDENCYPART_NEXTSIBL
(22,5),(22,3),-0.909377 # DEPENDENCYPART_NEXTSIBL
(22,5),(22,2),-0.900251 # DEPENDENCYPART_NEXTSIBL
(22,5),(22,1),-1.07828 # DEPENDENCYPART_NEXTSIBL
(22,5),(22,-1),-1.06018 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,4),(22,3),-0.602888 # DEPENDENCYPART_NEXTSIBL
(22,4),(22,2),-0.448979 # DEPENDENCYPART_NEXTSIBL
(22,4),(22,1),-0.568311 # DEPENDENCYPART_NEXTSIBL
(22,4),(22,-1),-0.723709 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,3),(22,2),-0.250603 # DEPENDENCYPART_NEXTSIBL
(22,3),(22,1),-0.664434 # DEPENDENCYPART_NEXTSIBL
(22,3),(22,-1),-0.476921 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,2),(22,1),0.16402 # DEPENDENCYPART_NEXTSIBL
(22,2),(22,-1),-0.641847 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,1),(22,-1),-0.580471 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-0.0260959 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,26),-0.52179 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,28),-0.146728 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,26),-0.766885 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,28),-0.648869 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,26),(23,28),-1.15717 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,21),-0.183952 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.272607 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,21),(23,-1),-0.5647 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,26),-0.381575 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,27),-1.06844 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,28),-0.590235 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,26),(24,27),-0.566372 # DEPENDENCYPART_NEXTSIBL
(24,26),(24,28),-1.10789 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,27),(24,28),-2.03648 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,23),-0.450251 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,21),-0.0340797 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,19),-0.0767008 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,-1),-0.551973 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,23),(24,21),-0.695573 # DEPENDENCYPART_NEXTSIBL
(24,23),(24,19),-1.03139 # DEPENDENCYPART_NEXTSIBL
(24,23),(24,-1),-0.736975 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,21),(24,19),-0.374273 # DEPENDENCYPART_NEXTSIBL
(24,21),(24,-1),-0.689969 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,19),(24,-1),-1.22029 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,25),(25,28),-0.213671 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(25,25),(25,-1),-0.3066 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,26),(26,27),-0.724301 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,28),-0.258888 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,27),(26,28),-1.94918 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,26),(26,25),-0.250679 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,24),-0.0157864 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,23),-0.402003 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,21),-0.103996 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,20),-0.558543 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,-1),-0.366784 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,25),(26,24),-0.785525 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,23),-0.665624 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,21),-1.04203 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,20),-1.07671 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,-1),0.748778 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,24),(26,23),-0.500628 # DEPENDENCYPART_NEXTSIBL
(26,24),(26,21),-0.779831 # DEPENDENCYPART_NEXTSIBL
(26,24),(26,20),-0.717911 # DEPENDENCYPART_NEXTSIBL
(26,24),(26,-1),-0.818637 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,23),(26,21),-0.650778 # DEPENDENCYPART_NEXTSIBL
(26,23),(26,20),-0.83985 # DEPENDENCYPART_NEXTSIBL
(26,23),(26,-1),-0.679003 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,21),(26,20),-0.095541 # DEPENDENCYPART_NEXTSIBL
(26,21),(26,-1),-0.50398 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,20),(26,-1),-0.216966 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,27),(27,28),-0.354808 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(27,27),(27,26),-0.689213 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,-1),-0.0112447 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(27,26),(27,-1),-1.31673 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,2),(2,1),0.882113 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.213594 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.794336 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.10108 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.656103 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.23736 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0169907 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0381425 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.234721 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.343733 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.723629 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.0576262 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.00252622 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.154536 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.0433127 # DEPENDENCYPART_GRANDPAR
(0,2),(2,27),2.52515 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.91526 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),1.01362 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.027632 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.063701 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.495348 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.182233 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0269716 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.150668 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.222893 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.289429 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.505392 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.512685 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.22896 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.0521822 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.280283 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.124557 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.446643 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.323908 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-0.283559 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),2.73428 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.923406 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.98889 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0191378 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.138529 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.068753 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0960583 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.205234 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.141974 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.114929 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.197794 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.414619 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.459397 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.120996 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.0394534 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.334868 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.0457692 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.522465 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),-0.37398 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.338143 # DEPENDENCYPART_GRANDPAR
(0,6),(6,27),2.61169 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.898273 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.972022 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.00792946 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.151097 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.366899 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0575887 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.551141 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0343873 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.221903 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.272832 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.480695 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.520912 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.228583 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0355849 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.273469 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.136539 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.106333 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.457739 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.316225 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),-0.276745 # DEPENDENCYPART_GRANDPAR
(0,9),(9,26),-0.223116 # DEPENDENCYPART_GRANDPAR
(0,9),(9,27),2.67542 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.905507 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.883348 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.00192231 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.574221 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.229375 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.359392 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.0682249 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.619373 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.275467 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.294176 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.431567 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.628512 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.131931 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.104413 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.0373435 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.275606 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.0337407 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.446966 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.353564 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.278882 # DEPENDENCYPART_GRANDPAR
(0,14),(14,27),2.8085 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.599565 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.168587 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.241664 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.0772673 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.0972929 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.157832 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.498142 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.360486 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.316509 # DEPENDENCYPART_GRANDPAR
(0,18),(18,26),-0.274615 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),2.63093 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.882113 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.887173 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-0.0499384 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.952352 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.166405 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.648279 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.118404 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.576843 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),0.0467387 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.525866 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.314372 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),0.425003 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),0.850371 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),0.732756 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.524689 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.28417 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),0.187756 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.101849 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.364621 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.444083 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.616058 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.476914 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.125318 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),-0.510565 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),2.52515 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),-0.0293932 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.19734 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.231516 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.745907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.304388 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.208821 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.112515 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.193918 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.134762 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.282873 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.28027 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.253771 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.430111 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.754348 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.400203 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.577798 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.797592 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.288534 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.158731 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.431359 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.675618 # DEPENDENCYPART_GRANDPAR
(2,4),(4,27),-1.2794 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.904005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.22832 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.237939 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.274489 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0733122 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.472766 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.231986 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.781428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.275388 # DEPENDENCYPART_GRANDPAR
