# _root_ `` As long as I am borrowing at 9.9 % and each { bond } yields over that , it enhances the yield , '' he maintains .
#goldHeads=27,21,2,11,6,11,6,7,10,8,2,14,14,16,14,11,16,17,21,21,27,23,21,27,27,27,0,27,
#predictedHeads=27,11,2,6,6,11,6,7,10,8,21,14,14,11,14,21,16,17,21,21,27,23,21,27,27,27,0,27,
(3,6),(6,15),(6,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,15),(6,29),-0.0209326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,16),(6,17),-0.0198194 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,21),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,25),-0.0199685 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,29),-0.0231972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,17),(6,19),-0.0201218 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,17),(6,21),-0.02073 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,17),(6,24),-0.0201218 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,17),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,17),(6,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,17),(6,29),-0.0289198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,19),(6,21),-0.020262 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,19),(6,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,19),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,19),(6,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,19),(6,29),-0.0160132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,21),(6,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,21),(6,25),-0.0199685 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,21),(6,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,21),(6,29),-0.0231972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,24),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,24),(6,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,24),(6,29),-0.0160132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,25),(6,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,25),(6,29),-0.0200158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,28),(6,29),-0.0229688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,5),0.13555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,4),0.099816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,3),0.0981297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,2),-0.145155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,-1),-0.250695 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,5),(6,4),0.140676 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,3),0.108923 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,-1),-0.155334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,4),(6,3),0.104803 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,-1),-0.0330007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,3),(6,2),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,-1),-0.167805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,2),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,2),(6,-1),-0.152366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,1),(6,-1),-0.146959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,10),-0.0332131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,14),-0.030443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,15),-0.020427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,29),0.0689968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,10),(9,14),-0.0194436 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,29),-0.0345029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,14),(9,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,29),-0.0318325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,15),(9,29),-0.0204466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,8),0.108807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,7),0.109439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,-1),-0.108432 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,8),(9,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,-1),-0.14544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,7),(9,-1),-0.144803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,12),0.0247883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,14),-0.0423606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,15),-0.0256493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,16),-0.00995241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,18),0.0243228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,23),-0.045635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,27),-0.00995241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,29),-0.013545 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,12),(10,14),-0.0194895 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,16),-0.0194653 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,18),-0.0198254 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,23),-0.0194895 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,27),-0.0194653 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,29),-0.0298168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,14),(10,15),-0.0194447 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,16),-0.0206552 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,18),-0.0115775 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,23),-0.0166762 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,27),-0.0206552 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,29),-0.044206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,15),(10,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,23),-0.020681 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,29),-0.0246578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,16),(10,18),-0.0223748 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,23),-0.012914 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,27),-0.0194992 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,29),-0.00327184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,18),(10,23),-0.0195023 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,18),(10,27),-0.0194653 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,18),(10,29),-0.0304555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,23),(10,27),-0.0206552 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,23),(10,29),-0.0442094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,27),(10,29),-0.00327184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,9),0.114837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,8),0.153087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,7),0.136197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,6),0.136197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,5),0.112205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,4),0.157188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,-1),-0.192946 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,9),(10,8),0.106578 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,7),0.109372 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,6),0.109372 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,5),0.109529 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,4),0.106574 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,-1),-0.134266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,8),(10,7),0.106346 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,6),0.106346 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,5),0.109522 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,4),0.102821 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,-1),-0.110513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,6),0.109359 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,5),0.108218 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,4),0.10897 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,-1),-0.129085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,6),(10,5),0.108218 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,4),0.10897 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,-1),-0.129085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,5),(10,4),0.109513 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,-1),-0.144149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,4),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,4),(10,-1),-0.108828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,1),(10,-1),-0.144722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,2),(2,3),0.105519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,4),-0.144727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,6),-0.146927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,8),-0.144727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,9),-0.149365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,11),-0.1485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,16),-0.146927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,19),-0.144778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,29),-0.178753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,3),(2,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,6),-0.145069 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,11),-0.144804 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,16),-0.145069 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,29),-0.140583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,4),(2,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,11),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,29),-0.159967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,6),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,29),-0.150286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,8),(2,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,11),-0.144723 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,29),-0.160168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,9),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,29),-0.152604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,11),(2,16),0.152203 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,19),0.176361 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,29),-0.128266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,16),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,16),(2,29),-0.150286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,19),(2,29),-0.154693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,2),(2,1),-0.0194416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,-1),0.0319352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,1),(2,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,4),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,6),-0.146923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,9),-0.149365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,10),-0.152394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,29),-0.179646 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,4),(3,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,10),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,29),-0.159273 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,5),(3,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,29),-0.140348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,6),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,29),-0.148886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,9),(3,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,29),-0.152111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,10),(3,29),-0.0756238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,2),-0.0475531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,-1),0.0300531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,2),(3,1),-0.01948 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,2),(3,-1),-0.0606299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,1),(3,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,29),-0.00598209 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,-1),-0.147802 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,6),(6,7),-0.0306153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,8),-0.0554335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,9),0.0174127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,10),0.0551577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,11),-0.0701685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,14),0.0535418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,15),-0.0209054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,16),-0.0306223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,17),-0.0494552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,19),-0.0536858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,21),-0.0306153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,24),-0.0536858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,25),0.00110238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,28),-0.0220538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,29),-0.0259147 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,7),(6,8),-0.0240602 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,9),-0.0194416 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,10),-0.0204824 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,11),-0.0204496 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,14),-0.0204824 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,15),-0.0194582 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,16),-0.0201445 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,17),-0.0239547 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,19),-0.0212557 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,21),-0.0201445 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,24),-0.0212557 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,25),-0.0213965 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,28),-0.0197471 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,29),-0.045371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,8),(6,9),-0.019441 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,10),-0.0246214 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,11),-0.00505816 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,14),-0.0246214 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,16),-0.0206232 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,17),-0.0218082 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,19),-0.0195424 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,21),-0.0206232 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,24),-0.0195424 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,25),-0.0134834 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,28),-0.0194454 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,29),0.0135553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,9),(6,10),-0.0196469 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,11),-0.0115563 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,14),-0.0196196 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,16),-0.0178206 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,17),-0.0199974 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,19),-0.0217642 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,21),-0.0178206 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,24),-0.0217642 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,28),-0.0194415 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,29),0.0108196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,10),(6,11),-0.00642911 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,14),-0.0290577 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,15),-0.0195212 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,16),-0.0076455 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,17),0.0196958 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,19),-0.043091 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,21),-0.0076455 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,24),-0.043091 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,25),-0.00428907 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,28),-0.0229206 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,29),-0.0589738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,11),(6,14),-0.0699496 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,15),0.112323 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,16),0.275328 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,17),-0.0642649 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,19),0.296958 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,21),0.178586 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,24),0.34227 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,25),0.0529726 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,28),0.101051 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,29),-0.0156476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,14),(6,15),-0.0195212 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,16),-0.0076455 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,17),0.0186305 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,19),-0.0430884 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,21),-0.0076455 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,24),-0.0430884 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,25),-0.00428907 # DEPENDENCYPART_GRANDSIBL
