# _root_ Akkor a két állam között automatikusan adódna katonai szövetség , a vasútvonal használatát egymástól nem lehetne megtagadni , ( ... )
#goldHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,7,7,7,7,
#predictedHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,16,16,7,7,
(6,4),(4,6),-0.76592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,16),-0.343657 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.519591 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.451116 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.497455 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.503481 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.306884 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0850264 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.171421 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.716777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.366947 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.315854 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.391967 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.415097 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.476768 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.431263 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.312681 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.488619 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.426366 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.476155 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.482639 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.563625 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.543572 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.67432 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.51927 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.714941 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.60194 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.337954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0245483 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0653413 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.118628 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.25541 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0162556 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.029249 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.0208992 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0520439 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.125288 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.129897 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.12538 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.149821 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.209716 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.574422 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.655799 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.547917 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.691359 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.630374 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.309965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0172758 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.107405 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.0297282 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.581157 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.715676 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.568624 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.753596 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.642442 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.316725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0123609 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0903909 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0624977 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0218953 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0674002 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.108511 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.0671578 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.073767 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.112765 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.105394 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.179572 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.715676 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),-0.0123547 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0899569 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0897786 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.315392 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.715676 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.568623 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.753585 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.642442 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.31716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.0123547 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0899566 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0641201 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0897786 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.315392 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0219341 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.106704 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.068965 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.0701393 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.11173 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.104359 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.181543 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0164994 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.116926 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.067427 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0219221 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.221414 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.146058 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.152227 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.177746 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.297835 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.544132 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.51939 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.717893 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.602065 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.336951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.0555896 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.0584861 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.0394447 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.229469 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.358984 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.123526 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0780212 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.106568 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0411644 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.11799 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.107451 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.10659 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.132074 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.206857 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.543572 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.67432 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.51927 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.714941 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.60194 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.337954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.0578777 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.0574836 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.0367408 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.223277 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.358959 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.120822 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0753173 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.109301 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.0383281 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.00595193 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.129897 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.12538 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.149821 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.209716 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0400715 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.106443 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.15378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.145179 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.358236 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.328018 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.0809735 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.495386 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-0.794006 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.497957 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),-0.176416 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.231941 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.493329 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.402472 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.501213 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.559856 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.863379 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0915806 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.138353 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0596805 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.142416 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.389985 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.660479 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.611819 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.52156 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.615494 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.674193 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.132487 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.137505 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.166048 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.318537 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.19491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.168085 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.274918 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.420353 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.457743 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.210698 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.536509 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.487855 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.404845 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.503584 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.562885 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.867049 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0244485 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.283724 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.093251 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0183204 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0743746 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.21858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.183233 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.299675 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.433193 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.482518 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.235474 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.269159 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.560187 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.511532 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.417686 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.515994 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.574339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.877437 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.122707 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.321275 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.375154 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.258306 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.140512 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0472958 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.874125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,13),0.031014 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.272707 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.210348 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.475323 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.483704 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.426902 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.233707 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.191994 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.812367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.278342 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0943525 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0468512 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.197413 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.160231 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.10993 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.0788451 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.131959 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.216238 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.520633 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.47531 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.814895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.273955 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0343276 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.133674 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.47531 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.483688 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.426867 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.233694 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.191981 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.814895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.273954 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.147322 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0343278 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.133674 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0460899 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.15451 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.104208 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0650004 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.12191 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.206188 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.515206 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.0348688 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.162688 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.152505 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0931838 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.256065 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.19706 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.205633 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.300599 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.623258 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),0.177801 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.118836 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),0.00830109 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),0.141824 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),0.161631 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.883945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.121529 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.0334873 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.206385 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.230149 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.158744 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0869451 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.052591 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.00710206 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.130624 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.124784 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.148155 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.235493 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.54527 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),0.18178 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.154725 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.115408 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),0.0173893 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),0.145262 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),0.165011 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.870136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.136581 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.0582413 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.179825 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.214265 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.13399 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.111699 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.042623 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.0189804 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.213279 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.150092 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.165471 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.251767 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.542459 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.419575 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.442059 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.292957 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.53817 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.579857 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.665768 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.587515 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.474662 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-0.73592 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.237648 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.880007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,2),-0.454259 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.610888 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.505538 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.612373 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.638826 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.723444 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.398851 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.439114 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.225168 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.457767 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.292474 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.471606 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.633827 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.531082 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.634153 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.660807 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.504554 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.243664 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.287195 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.345668 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.312254 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.864008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.54802 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.562916 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.675601 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.597348 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.440629 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.602855 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.506332 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.612853 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.639965 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.725251 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.48552 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.469852 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.423463 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.466017 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.538778 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.273488 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.871128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.563052 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.56756 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.690652 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.612399 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.504968 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.456959 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.619184 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.510977 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.616899 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.643522 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.728527 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.453447 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.487563 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.338903 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.333497 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.443361 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.346193 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.869391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.586583 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.616169 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.57393 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.714178 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.634568 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.562498 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.508927 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.671127 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.559585 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.668794 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.693635 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.736244 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.913493 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.726341 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.863323 # DEPENDENCYPART_GRANDPAR
