# _root_ Egyelőre az autó nem saját tulajdon , egy cseh cégtől bérlik , akik a szervizszerelőket és a programozó mérnököt is adják .
#goldHeads=4,3,4,0,6,4,4,10,10,11,4,11,21,15,21,21,19,19,21,21,11,4,
#predictedHeads=11,3,11,11,6,11,11,10,10,11,0,11,21,15,21,21,19,19,21,21,11,11,
(11,19),(19,17),-0.0528836 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.249471 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.202274 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.528784 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-0.639922 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.47634 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.348634 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-1.1771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),-0.399769 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.159203 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.217433 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.222965 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.542595 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.244029 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.606214 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.899621 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.147736 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.154842 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.256144 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.251822 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.0190342 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.12191 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),0.0994318 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),0.515436 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.987163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),-0.260779 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.111155 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.128953 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),0.0731031 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.064556 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.157442 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.3971 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.011723 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.0316339 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.725177 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.620784 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.685324 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.877581 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.889276 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.272832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.136126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.178579 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.546036 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.794753 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.632163 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.605396 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.597541 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.662755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.931713 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.885766 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.397806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0203724 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.617144 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.177246 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.223408 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.270926 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.206603 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.496065 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.636349 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.299436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.0890452 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.653195 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.170105 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0686358 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.685324 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.553196 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.877581 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.889276 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.272832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.136126 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.530737 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0578284 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0215552 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.0361549 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.220982 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.817812 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.599606 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.71671 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.803969 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.681803 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.764579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.0737164 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.221633 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.452963 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.325568 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.343164 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-1.03291 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-1.14106 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-1.01871 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.656443 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.470943 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.379646 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.577282 # DEPENDENCYPART_GRANDPAR
(15,4),(4,16),-0.399809 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.353775 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.742066 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.611436 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.971484 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-1.30179 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-1.03541 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.812718 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-1.03988 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.752028 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.678115 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.744973 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.488942 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.688706 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.483243 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.571116 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.13617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.428663 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.605041 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.504889 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.648033 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.506131 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.400275 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.752398 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.762389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0735643 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.178873 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.274252 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.597759 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-1.07303 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-1.12023 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.836538 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.958653 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.962293 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.977204 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.599792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.0486603 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.236039 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.00932768 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.178742 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.126645 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.0780163 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.00151897 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.22012 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.00859356 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),-0.0940781 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),0.0238132 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-0.976358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,19),-0.65749 # DEPENDENCYPART_GRANDPAR
(16,1),(1,20),-0.529404 # DEPENDENCYPART_GRANDPAR
(16,1),(1,21),-0.492053 # DEPENDENCYPART_GRANDPAR
(16,1),(1,22),-0.73765 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.115947 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.0364789 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.100707 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.0518323 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.145137 # DEPENDENCYPART_GRANDPAR
(16,3),(3,21),-0.502382 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.755273 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.0386601 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.10127 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0795405 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0228737 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.221645 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.0268455 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.115433 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.976398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,21),-0.49252 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-0.737562 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.110474 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.0334212 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.217234 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.0470983 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.256876 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.0506761 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.0226815 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.242955 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.144518 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.143235 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.000978458 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.764438 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.542731 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.502382 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.755273 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.11042 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.0335071 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.21718 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.0471515 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.163184 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0829255 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.0884962 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0250232 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.14323 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.000984903 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.764438 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.502382 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.755273 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.00581008 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.0149709 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.17478 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),0.188948 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.119423 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.0692221 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.0977651 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.0554769 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.261477 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.204445 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.06368 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0530558 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.0930913 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.32845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.272849 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.547903 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-1.12619 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.910222 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.868323 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-1.03866 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0926894 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.974746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.225352 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.679208 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.650953 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),0.0471515 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),0.0884962 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.156136 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.175485 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0587382 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.055169 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.764438 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.507779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.200719 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.446814 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.36907 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.72805 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.526574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.451335 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.376595 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.483484 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.750463 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.618795 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.470893 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.428625 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.796704 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.517409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.4289 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.217171 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.195314 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.611597 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.930877 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.493296 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.547098 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.830597 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.639657 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.777909 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.434955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.531516 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.391071 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0628211 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0632443 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.304578 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.874435 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-0.723843 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-1.3127 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.837385 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-1.26101 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.869396 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.742225 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.40444 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-1.11557 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.961955 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.74908 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.68265 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-1.16051 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.54067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.360888 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.168433 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0505943 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.0682899 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.332547 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.406089 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.559074 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.383794 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.541848 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.338178 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.473533 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.272582 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.319646 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.275972 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.231134 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.292483 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.933172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.464598 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.470105 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.4539 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.616236 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.590583 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.588548 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.53028 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.636299 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.531975 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.592339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,15),-0.551047 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.541063 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.763417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.326634 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.398628 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.597183 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-1.02111 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.686017 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.474772 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.85153 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.467075 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.495269 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.776286 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.973838 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.762183 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.984303 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.808494 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.941589 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.854115 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.67604 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.98444 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.607834 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.560816 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.443975 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.880996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.452464 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.459326 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.561165 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.73746 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.506995 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.878955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,9),-0.72428 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.709289 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.853421 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.564402 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.940418 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.486913 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.481172 # DEPENDENCYPART_GRANDPAR
(19,9),(9,21),-0.721056 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-0.686176 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.884204 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-1.33689 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.9693 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.632017 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-1.05149 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.636208 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.606996 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.857817 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.450361 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.545339 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.61816 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.71721 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.363905 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.124562 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.631416 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.185261 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.9708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.494094 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.751484 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.669519 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.353339 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.110795 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.0447032 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.597019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,19),-0.920526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,4),-0.570179 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.41244 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.264714 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.441257 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.687189 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.538665 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.03235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,1),-0.93654 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-1.01538 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.704896 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-1.09951 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.715718 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.499589 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.406456 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.609011 # DEPENDENCYPART_GRANDPAR
