# _root_ Szerinte a tudomány egyrészt az élet minden szférájába behatolt , másrészt viszont lekerült arról a piedesztálról , amelyre a felvilágosodás korában állították .
#goldHeads=9,3,9,9,6,8,8,9,0,9,13,13,9,16,16,13,13,22,20,21,22,14,9,
#predictedHeads=9,3,9,9,6,8,8,9,0,9,13,13,9,16,16,13,13,22,20,21,22,14,9,
(13,1),(1,22),-0.121549 # DEPENDENCYPART_GRANDPAR
(13,1),(1,23),-0.811984 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.0986788 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.192882 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.414831 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.128942 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.0946937 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.208151 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.12743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,22),-0.289281 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.524255 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.388433 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.197769 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.811923 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.218609 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.470399 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.189233 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.188545 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.285982 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.130213 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0921586 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.209436 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.12743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,22),-0.289276 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-0.991214 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.408606 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.218409 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.468305 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.187405 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.40946 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.147979 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0902849 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.207585 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.12743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,16),-0.466752 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.289276 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.991214 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.0955748 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.231798 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.511668 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.187576 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.254335 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.464654 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.0310129 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.326641 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.23512 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.00264402 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.177671 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.901952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.629451 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.0225681 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.159211 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),0.080535 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.0636841 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.705292 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.141778 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.219802 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.318429 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.811923 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.736856 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.684287 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.209316 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.548638 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.576784 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.417808 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.178369 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.1778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.301643 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.398345 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.382795 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.574996 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.339535 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.97307 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.570136 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.113608 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.0909604 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.164522 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.312487 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.70641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),0.24752 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.126481 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.358471 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.0726367 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),0.147579 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.398086 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.449101 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.0753724 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.499023 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.631101 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.713779 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.804092 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.389795 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0536107 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.306348 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0273544 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.0430597 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.216721 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.0230873 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.051855 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.801994 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.385955 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.133267 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.0965484 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.24579 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.166366 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-1.07528 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.631101 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.713779 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.62482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),0.804092 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.389795 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.135363 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.100328 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.247888 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.170205 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.0476113 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.635224 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-0.184654 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-0.578822 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-0.443143 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-0.40678 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.350601 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),0.0366085 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.516171 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.68095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),0.687545 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),0.308737 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),0.0470312 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.0468286 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.147113 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.0891468 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.13541 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.0573697 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.585427 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.43038 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.301446 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.228881 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.504468 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.409685 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.471173 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.511611 # DEPENDENCYPART_GRANDPAR
(14,3),(3,22),-0.402483 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.348313 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.357579 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.292935 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.287163 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.381714 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.449175 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.189934 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.083243 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.325907 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.505293 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.269394 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.406667 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.491369 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.706393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.545978 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.583038 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.271486 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.492729 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.831424 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.48797 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.386336 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.250891 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.523735 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.70432 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.706932 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.43801 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.628681 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.672734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.479915 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.495339 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.313741 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.44413 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.785338 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.357029 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.287639 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.381164 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.449183 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.190411 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0834312 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.326384 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.474275 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.567202 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.275066 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.52481 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.706394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.245546 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.54598 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.58304 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.271487 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.451622 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.379937 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.230496 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.492744 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.831425 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.552622 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.946638 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.912986 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.249701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.239192 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.161882 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.169772 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.161401 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.309045 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.00802213 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0873063 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.237215 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.250195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.237725 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.0347735 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.0352948 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.186308 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0316487 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.88726 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.946638 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.912986 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.953782 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.249701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.239192 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.0352668 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.0339601 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.186803 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.0331157 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.199618 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-0.916764 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.854 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.812176 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.949574 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-1.03729 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.956255 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.752959 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-1.02029 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-1.04443 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.202228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.202389 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.0554872 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.132012 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.24726 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.00368702 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.21926 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.370292 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.361893 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.483548 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.668177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.00514066 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.154933 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.140266 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.404859 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.76893 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.964768 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-1.25641 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.888271 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.78669 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-1.09086 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.730318 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.798342 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.549287 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.556152 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.519171 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.269044 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.133773 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.395936 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.697479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.510704 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.00880582 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),0.0540691 # DEPENDENCYPART_GRANDPAR
(16,9),(9,23),-0.574921 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.939966 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.780637 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.824942 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.601343 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.416297 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.591309 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.648146 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.117817 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.450992 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.687382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.470802 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.170873 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),0.0494763 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.573711 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.914845 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.820935 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.277825 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.496572 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.43601 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.164852 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.319892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.165485 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),0.256273 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),0.196617 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),0.000694802 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),0.539918 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.346204 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.130699 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.221748 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0222768 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.845531 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.857783 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.161103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.102702 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.371151 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0277964 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-1.38603 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.648963 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.713939 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.535981 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.845531 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.857783 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.161116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.101873 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.371139 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.0286897 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.353569 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-1.32581 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-1.05887 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-1.16617 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.98716 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.664573 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.836523 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.881959 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.749115 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.551591 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.799807 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.795116 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.322546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.232688 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.396292 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.00203166 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.191561 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.00298116 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.228047 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.215397 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.56044 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.514146 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.784272 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.690389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.0600804 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.813909 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.648667 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.53005 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.597701 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.215397 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.56044 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.514146 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.784272 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.689894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0615474 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.40997 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-1.30209 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.944973 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.530723 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.764783 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.748534 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.392608 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.565893 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.620581 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.584693 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.56382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.250393 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.141867 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.373102 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.891128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,7),-0.780561 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.497378 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.683598 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.716879 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.893662 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.566931 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.565106 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.00296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.689528 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.612724 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.567434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
