# _root_ Ha ezt a hitelező nem adja meg , és a bank beváltja a hitelekhez járó állami garanciát , az az érintett gazdáknak az állami agrártámogatásokból való kizárását jelenti .
#goldHeads=28,6,4,6,6,28,6,28,28,11,12,28,14,15,17,17,12,28,28,22,22,28,25,25,26,27,28,0,28,
#predictedHeads=28,6,4,6,6,9,6,9,0,11,12,9,14,15,17,17,12,12,28,22,22,28,25,25,26,27,28,12,9,
(19,25),(19,28),-0.0268424 # DEPENDENCYPART_SIBL
(19,25),(19,29),0.0691787 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.0160089 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.038683 # DEPENDENCYPART_SIBL
(19,26),(19,29),0.0281307 # DEPENDENCYPART_SIBL
(19,27),(19,28),-0.0268424 # DEPENDENCYPART_SIBL
(19,27),(19,29),0.0691787 # DEPENDENCYPART_SIBL
(19,28),(19,29),-0.0135392 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.00359661 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0441748 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0755663 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.662013 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.0129962 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.189338 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.123451 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0128695 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.190771 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.159188 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.567434 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.154226 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.00436919 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.00427113 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.00331961 # DEPENDENCYPART_SIBL
(22,10),(22,27),-0.00331961 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0129962 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.189338 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.123451 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0128695 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.190771 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.159188 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.567434 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.154226 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.00436919 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.00427113 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.00331961 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.00331961 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0520839 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0390308 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.018106 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.641687 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.057962 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.269111 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0429833 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0245771 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.044567 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.00337853 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.00337853 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0256684 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.00134431 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.445208 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.153289 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.556384 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0125484 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0214133 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.000138994 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.00488069 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.00488069 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0163291 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.434995 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.165358 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.568451 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.017402 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0227105 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.00289635 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.00668251 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.00668251 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.639875 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0581117 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.269351 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0425833 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0245796 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0445632 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.00215201 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.00215201 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.00145663 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.273529 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0190462 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0496569 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.00411902 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.00844461 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.00844461 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.027997 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.118119 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00573066 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.00406159 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.00185025 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.00185025 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.203084 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.00250243 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0128593 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.00571552 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.00571552 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0212176 # DEPENDENCYPART_SIBL
(22,21),(22,24),2.05941e-05 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.00433878 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.00433878 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.00573771 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0427426 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.0427426 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0544162 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0544162 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.00471394 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0800982 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.15584 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0471497 # DEPENDENCYPART_SIBL
(25,13),(25,16),0.123451 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.159188 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.567434 # DEPENDENCYPART_SIBL
(25,13),(25,21),0.154226 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.0129962 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.567434 # DEPENDENCYPART_SIBL
(25,13),(25,24),0.123451 # DEPENDENCYPART_SIBL
(25,13),(25,27),-0.00331961 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.165358 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.568451 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.017402 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.0162944 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.568451 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.0063315 # DEPENDENCYPART_SIBL
(25,16),(25,27),-0.00668251 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.027997 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.118119 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0429682 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.027997 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0970138 # DEPENDENCYPART_SIBL
(25,19),(25,27),-0.00185025 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.203084 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.000855746 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.497702 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.177655 # DEPENDENCYPART_SIBL
(25,20),(25,27),-0.00571552 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.00277365 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.561065 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0140662 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.00433878 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.269111 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0390308 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.00337853 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.177655 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.00571552 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.00668251 # DEPENDENCYPART_SIBL
(26,14),(26,17),0.0298161 # DEPENDENCYPART_SIBL
(26,14),(26,18),0.249985 # DEPENDENCYPART_SIBL
(26,14),(26,19),-0.0152676 # DEPENDENCYPART_SIBL
(26,14),(26,20),-0.0606893 # DEPENDENCYPART_SIBL
(26,14),(26,21),0.00943512 # DEPENDENCYPART_SIBL
(26,14),(26,22),0.0298161 # DEPENDENCYPART_SIBL
(26,14),(26,23),-0.0606893 # DEPENDENCYPART_SIBL
(26,14),(26,24),0.0161153 # DEPENDENCYPART_SIBL
(26,14),(26,25),0.0298161 # DEPENDENCYPART_SIBL
(26,17),(26,18),0.248233 # DEPENDENCYPART_SIBL
(26,17),(26,19),-0.0153576 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.0608694 # DEPENDENCYPART_SIBL
(26,17),(26,21),0.00909489 # DEPENDENCYPART_SIBL
(26,17),(26,22),0.0294293 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.0608694 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.0157751 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.0294293 # DEPENDENCYPART_SIBL
(26,18),(26,19),0.0842236 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.0455345 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.00167244 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.00421257 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.0455345 # DEPENDENCYPART_SIBL
(26,18),(26,24),0.00874623 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.00421257 # DEPENDENCYPART_SIBL
(26,19),(26,20),0.0717427 # DEPENDENCYPART_SIBL
(26,19),(26,21),0.104019 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.0326564 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.0717427 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.101211 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.0326564 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.140655 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.0474277 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.157844 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.136352 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0474277 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.0139184 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.199018 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0493206 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0139184 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0606893 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0161153 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0298161 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.136352 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0474277 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0175278 # DEPENDENCYPART_SIBL
(27,9),(27,13),-0.38659 # DEPENDENCYPART_SIBL
(27,9),(27,14),0.102991 # DEPENDENCYPART_SIBL
(27,9),(27,15),0.00698925 # DEPENDENCYPART_SIBL
(27,9),(27,16),0.00075824 # DEPENDENCYPART_SIBL
(27,9),(27,17),0.103619 # DEPENDENCYPART_SIBL
(27,9),(27,19),-0.0726191 # DEPENDENCYPART_SIBL
(27,9),(27,20),-0.291422 # DEPENDENCYPART_SIBL
(27,9),(27,21),-0.00229 # DEPENDENCYPART_SIBL
(27,9),(27,22),0.102991 # DEPENDENCYPART_SIBL
(27,9),(27,23),-0.291422 # DEPENDENCYPART_SIBL
(27,9),(27,24),0.00075824 # DEPENDENCYPART_SIBL
(27,9),(27,25),0.102991 # DEPENDENCYPART_SIBL
(27,9),(27,26),-0.0220215 # DEPENDENCYPART_SIBL
(27,13),(27,14),0.0129962 # DEPENDENCYPART_SIBL
(27,13),(27,15),0.189338 # DEPENDENCYPART_SIBL
(27,13),(27,16),0.123451 # DEPENDENCYPART_SIBL
(27,13),(27,17),0.0128695 # DEPENDENCYPART_SIBL
(27,13),(27,19),-0.159188 # DEPENDENCYPART_SIBL
(27,13),(27,20),-0.567434 # DEPENDENCYPART_SIBL
(27,13),(27,21),0.154226 # DEPENDENCYPART_SIBL
(27,13),(27,22),0.0129962 # DEPENDENCYPART_SIBL
(27,13),(27,23),-0.567434 # DEPENDENCYPART_SIBL
(27,13),(27,24),0.123451 # DEPENDENCYPART_SIBL
(27,13),(27,25),0.0129962 # DEPENDENCYPART_SIBL
(27,13),(27,26),0.130775 # DEPENDENCYPART_SIBL
(27,14),(27,15),0.0520839 # DEPENDENCYPART_SIBL
(27,14),(27,16),0.0390308 # DEPENDENCYPART_SIBL
(27,14),(27,17),-0.018106 # DEPENDENCYPART_SIBL
(27,14),(27,19),-0.057962 # DEPENDENCYPART_SIBL
(27,14),(27,20),-0.269111 # DEPENDENCYPART_SIBL
(27,14),(27,21),0.0429833 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.018106 # DEPENDENCYPART_SIBL
(27,14),(27,23),-0.269111 # DEPENDENCYPART_SIBL
(27,14),(27,24),0.0390308 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.018106 # DEPENDENCYPART_SIBL
(27,14),(27,26),0.0429312 # DEPENDENCYPART_SIBL
(27,15),(27,16),0.0256684 # DEPENDENCYPART_SIBL
(27,15),(27,17),-0.00134431 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.153289 # DEPENDENCYPART_SIBL
(27,15),(27,20),-0.556384 # DEPENDENCYPART_SIBL
(27,15),(27,21),0.0125484 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.00130966 # DEPENDENCYPART_SIBL
(27,15),(27,23),-0.556384 # DEPENDENCYPART_SIBL
(27,15),(27,24),0.0256684 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.00130966 # DEPENDENCYPART_SIBL
(27,15),(27,26),0.0187651 # DEPENDENCYPART_SIBL
(27,16),(27,17),-0.0163291 # DEPENDENCYPART_SIBL
(27,16),(27,19),-0.165358 # DEPENDENCYPART_SIBL
(27,16),(27,20),-0.568451 # DEPENDENCYPART_SIBL
(27,16),(27,21),-0.017402 # DEPENDENCYPART_SIBL
(27,16),(27,22),-0.0162944 # DEPENDENCYPART_SIBL
(27,16),(27,23),-0.568451 # DEPENDENCYPART_SIBL
(27,16),(27,24),-0.0063315 # DEPENDENCYPART_SIBL
(27,16),(27,25),-0.0162944 # DEPENDENCYPART_SIBL
(27,16),(27,26),-0.0111853 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.0581117 # DEPENDENCYPART_SIBL
(27,17),(27,20),-0.269351 # DEPENDENCYPART_SIBL
(27,17),(27,21),0.0425833 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.0186123 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.269351 # DEPENDENCYPART_SIBL
(27,17),(27,24),0.0386309 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.0186123 # DEPENDENCYPART_SIBL
(27,17),(27,26),0.0425312 # DEPENDENCYPART_SIBL
(27,19),(27,20),0.027997 # DEPENDENCYPART_SIBL
(27,19),(27,21),0.118119 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.0429682 # DEPENDENCYPART_SIBL
(27,19),(27,23),0.027997 # DEPENDENCYPART_SIBL
(27,19),(27,24),0.0970138 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0429682 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.0926073 # DEPENDENCYPART_SIBL
(27,20),(27,21),0.203084 # DEPENDENCYPART_SIBL
(27,20),(27,22),0.000855746 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.497702 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.177655 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.000855746 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.157884 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.00277365 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.561065 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.0140662 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.00277365 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.00918359 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.269111 # DEPENDENCYPART_SIBL
(27,22),(27,24),0.0390308 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.018106 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0429312 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.177655 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.000855746 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.157884 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0162944 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0111853 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0429312 # DEPENDENCYPART_SIBL
(28,1),(28,2),-0.0173886 # DEPENDENCYPART_SIBL
(28,1),(28,4),0.00312094 # DEPENDENCYPART_SIBL
(28,1),(28,5),0.109467 # DEPENDENCYPART_SIBL
(28,1),(28,6),0.484217 # DEPENDENCYPART_SIBL
(28,1),(28,8),0.787456 # DEPENDENCYPART_SIBL
(28,1),(28,9),-0.0118704 # DEPENDENCYPART_SIBL
(28,1),(28,11),-0.0145705 # DEPENDENCYPART_SIBL
(28,1),(28,12),0.484935 # DEPENDENCYPART_SIBL
(28,1),(28,13),0.0108224 # DEPENDENCYPART_SIBL
(28,1),(28,14),0.00312094 # DEPENDENCYPART_SIBL
(28,1),(28,15),0.135211 # DEPENDENCYPART_SIBL
(28,1),(28,16),0.141569 # DEPENDENCYPART_SIBL
(28,1),(28,17),0.0151694 # DEPENDENCYPART_SIBL
(28,1),(28,18),0.787456 # DEPENDENCYPART_SIBL
(28,1),(28,19),0.165149 # DEPENDENCYPART_SIBL
(28,1),(28,20),0.155904 # DEPENDENCYPART_SIBL
(28,1),(28,21),0.141678 # DEPENDENCYPART_SIBL
(28,1),(28,22),0.00312094 # DEPENDENCYPART_SIBL
(28,1),(28,23),0.155904 # DEPENDENCYPART_SIBL
(28,1),(28,24),0.141569 # DEPENDENCYPART_SIBL
(28,1),(28,25),0.00312094 # DEPENDENCYPART_SIBL
(28,1),(28,26),0.124322 # DEPENDENCYPART_SIBL
(28,1),(28,27),0.00312094 # DEPENDENCYPART_SIBL
(28,1),(28,29),0.0300183 # DEPENDENCYPART_SIBL
(28,2),(28,4),-0.0301757 # DEPENDENCYPART_SIBL
(28,2),(28,5),0.0419146 # DEPENDENCYPART_SIBL
(28,2),(28,6),-0.0201056 # DEPENDENCYPART_SIBL
(28,2),(28,8),0.0694503 # DEPENDENCYPART_SIBL
(28,2),(28,9),0.0340119 # DEPENDENCYPART_SIBL
(28,2),(28,11),-0.0472782 # DEPENDENCYPART_SIBL
(28,2),(28,12),-0.0198024 # DEPENDENCYPART_SIBL
(28,2),(28,13),0.141572 # DEPENDENCYPART_SIBL
(28,2),(28,14),-0.0301757 # DEPENDENCYPART_SIBL
(28,2),(28,15),0.0305619 # DEPENDENCYPART_SIBL
(28,2),(28,16),0.0312806 # DEPENDENCYPART_SIBL
(28,2),(28,17),-0.0193887 # DEPENDENCYPART_SIBL
(28,2),(28,18),0.0694503 # DEPENDENCYPART_SIBL
(28,2),(28,19),-0.0656685 # DEPENDENCYPART_SIBL
(28,2),(28,20),0.17323 # DEPENDENCYPART_SIBL
(28,2),(28,21),0.0466225 # DEPENDENCYPART_SIBL
(28,2),(28,22),-0.0301757 # DEPENDENCYPART_SIBL
(28,2),(28,23),0.17323 # DEPENDENCYPART_SIBL
(28,2),(28,24),0.0312806 # DEPENDENCYPART_SIBL
(28,2),(28,25),-0.0301757 # DEPENDENCYPART_SIBL
(28,2),(28,26),0.0288477 # DEPENDENCYPART_SIBL
(28,2),(28,27),-0.0301757 # DEPENDENCYPART_SIBL
(28,2),(28,29),-0.000918168 # DEPENDENCYPART_SIBL
(28,4),(28,5),0.0257873 # DEPENDENCYPART_SIBL
(28,4),(28,6),-0.0447004 # DEPENDENCYPART_SIBL
(28,4),(28,8),0.0669294 # DEPENDENCYPART_SIBL
(28,4),(28,9),0.0973497 # DEPENDENCYPART_SIBL
(28,4),(28,11),-0.120067 # DEPENDENCYPART_SIBL
(28,4),(28,12),-0.0443825 # DEPENDENCYPART_SIBL
(28,4),(28,13),-0.0920604 # DEPENDENCYPART_SIBL
(28,4),(28,14),-0.0785392 # DEPENDENCYPART_SIBL
(28,4),(28,15),-0.0375023 # DEPENDENCYPART_SIBL
(28,4),(28,16),-0.0336386 # DEPENDENCYPART_SIBL
(28,4),(28,17),-0.0677522 # DEPENDENCYPART_SIBL
(28,4),(28,18),0.0669294 # DEPENDENCYPART_SIBL
(28,4),(28,19),-0.0824092 # DEPENDENCYPART_SIBL
(28,4),(28,20),-0.054089 # DEPENDENCYPART_SIBL
(28,4),(28,21),-0.0286932 # DEPENDENCYPART_SIBL
(28,4),(28,22),-0.0785392 # DEPENDENCYPART_SIBL
(28,4),(28,23),-0.054089 # DEPENDENCYPART_SIBL
(28,4),(28,24),-0.0336386 # DEPENDENCYPART_SIBL
(28,4),(28,25),-0.0785392 # DEPENDENCYPART_SIBL
(28,4),(28,26),-0.0441631 # DEPENDENCYPART_SIBL
(28,4),(28,27),-0.0785392 # DEPENDENCYPART_SIBL
(28,4),(28,29),-0.0260389 # DEPENDENCYPART_SIBL
(28,5),(28,6),-0.0297222 # DEPENDENCYPART_SIBL
(28,5),(28,8),0.11441 # DEPENDENCYPART_SIBL
(28,5),(28,9),0.00212521 # DEPENDENCYPART_SIBL
(28,5),(28,11),-0.0600679 # DEPENDENCYPART_SIBL
(28,5),(28,12),-0.0294232 # DEPENDENCYPART_SIBL
(28,5),(28,13),-0.114642 # DEPENDENCYPART_SIBL
(28,5),(28,14),-0.0509496 # DEPENDENCYPART_SIBL
(28,5),(28,15),0.0596153 # DEPENDENCYPART_SIBL
(28,5),(28,16),0.0710673 # DEPENDENCYPART_SIBL
(28,5),(28,17),-0.0267188 # DEPENDENCYPART_SIBL
(28,5),(28,18),0.11441 # DEPENDENCYPART_SIBL
(28,5),(28,19),-0.0193656 # DEPENDENCYPART_SIBL
(28,5),(28,20),-0.0472507 # DEPENDENCYPART_SIBL
(28,5),(28,21),0.0697759 # DEPENDENCYPART_SIBL
(28,5),(28,22),-0.0509496 # DEPENDENCYPART_SIBL
(28,5),(28,23),-0.0472507 # DEPENDENCYPART_SIBL
(28,5),(28,24),0.0710673 # DEPENDENCYPART_SIBL
(28,5),(28,25),-0.0509496 # DEPENDENCYPART_SIBL
(28,5),(28,26),0.0500755 # DEPENDENCYPART_SIBL
(28,5),(28,27),-0.0509496 # DEPENDENCYPART_SIBL
(28,5),(28,29),0.0146208 # DEPENDENCYPART_SIBL
(28,6),(28,8),0.0798651 # DEPENDENCYPART_SIBL
(28,6),(28,9),-0.0149038 # DEPENDENCYPART_SIBL
(28,6),(28,11),-0.0609237 # DEPENDENCYPART_SIBL
(28,6),(28,12),-0.042427 # DEPENDENCYPART_SIBL
(28,6),(28,13),-0.0704186 # DEPENDENCYPART_SIBL
(28,6),(28,14),-0.0460308 # DEPENDENCYPART_SIBL
(28,6),(28,15),-0.0137564 # DEPENDENCYPART_SIBL
(28,6),(28,16),-0.0102952 # DEPENDENCYPART_SIBL
(28,6),(28,17),-0.0352438 # DEPENDENCYPART_SIBL
(28,6),(28,18),0.0798651 # DEPENDENCYPART_SIBL
(28,6),(28,19),-7.86402e-05 # DEPENDENCYPART_SIBL
(28,6),(28,20),0.00782968 # DEPENDENCYPART_SIBL
(28,6),(28,21),-0.00762906 # DEPENDENCYPART_SIBL
(28,6),(28,22),-0.0460308 # DEPENDENCYPART_SIBL
(28,6),(28,23),0.00782968 # DEPENDENCYPART_SIBL
(28,6),(28,24),-0.0102952 # DEPENDENCYPART_SIBL
(28,6),(28,25),-0.0460308 # DEPENDENCYPART_SIBL
(28,6),(28,26),-0.0231232 # DEPENDENCYPART_SIBL
(28,6),(28,27),-0.0460308 # DEPENDENCYPART_SIBL
(28,6),(28,29),0.040389 # DEPENDENCYPART_SIBL
(28,8),(28,9),0.0546733 # DEPENDENCYPART_SIBL
(28,8),(28,11),-0.0427532 # DEPENDENCYPART_SIBL
(28,8),(28,12),0.0179645 # DEPENDENCYPART_SIBL
(28,8),(28,13),-0.0963466 # DEPENDENCYPART_SIBL
(28,8),(28,14),-0.0139969 # DEPENDENCYPART_SIBL
(28,8),(28,15),-0.0100907 # DEPENDENCYPART_SIBL
(28,8),(28,16),-0.00519981 # DEPENDENCYPART_SIBL
(28,8),(28,17),0.00217906 # DEPENDENCYPART_SIBL
(28,8),(28,18),0.0301898 # DEPENDENCYPART_SIBL
(28,8),(28,19),0.193874 # DEPENDENCYPART_SIBL
(28,8),(28,20),0.0938374 # DEPENDENCYPART_SIBL
(28,8),(28,21),-0.00312825 # DEPENDENCYPART_SIBL
(28,8),(28,22),-0.0139969 # DEPENDENCYPART_SIBL
(28,8),(28,23),0.0938374 # DEPENDENCYPART_SIBL
(28,8),(28,24),-0.00519981 # DEPENDENCYPART_SIBL
(28,8),(28,25),-0.0139969 # DEPENDENCYPART_SIBL
(28,8),(28,26),-0.022649 # DEPENDENCYPART_SIBL
(28,8),(28,27),-0.0139969 # DEPENDENCYPART_SIBL
(28,8),(28,29),0.0718878 # DEPENDENCYPART_SIBL
(28,9),(28,11),-0.00762795 # DEPENDENCYPART_SIBL
(28,9),(28,12),0.0588855 # DEPENDENCYPART_SIBL
(28,9),(28,13),-0.119237 # DEPENDENCYPART_SIBL
(28,9),(28,14),0.0117223 # DEPENDENCYPART_SIBL
(28,9),(28,15),0.000201862 # DEPENDENCYPART_SIBL
(28,9),(28,16),0.00902755 # DEPENDENCYPART_SIBL
(28,9),(28,17),0.0237708 # DEPENDENCYPART_SIBL
(28,9),(28,18),-0.00792064 # DEPENDENCYPART_SIBL
(28,9),(28,19),-0.0296843 # DEPENDENCYPART_SIBL
