# _root_ Mindebből azonban hiba volna azt a következtetést levonni , hogy gyermekek tömkelege születne " balkézről " ; sokkal inkább arról van szó , hogy az élettársi kapcsolatok egyre inkább hasonlítanak magára a házasságra .
#goldHeads=8,4,4,0,7,7,8,4,4,4,12,13,1,13,13,13,4,19,21,21,4,21,21,21,27,27,30,29,30,20,30,33,30,4,
#predictedHeads=4,4,4,0,8,7,8,4,4,4,12,13,5,13,13,13,4,19,21,21,5,21,21,21,27,27,30,30,30,20,33,33,30,4,
(15,7),(15,17),0.0012699 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0380666 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.040987 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0443644 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.122137 # DEPENDENCYPART_SIBL
(15,7),(15,24),0.00495688 # DEPENDENCYPART_SIBL
(15,7),(15,30),0.0155968 # DEPENDENCYPART_SIBL
(15,7),(15,33),0.0956365 # DEPENDENCYPART_SIBL
(15,7),(15,34),0.0265955 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.121489 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.121489 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.124338 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.216199 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0494984 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.00559436 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0203608 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0195168 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0660234 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.094171 # DEPENDENCYPART_SIBL
(15,8),(15,24),0.0245316 # DEPENDENCYPART_SIBL
(15,8),(15,30),0.0418313 # DEPENDENCYPART_SIBL
(15,8),(15,33),0.0909855 # DEPENDENCYPART_SIBL
(15,8),(15,34),0.126364 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0697791 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0961636 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0345068 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0646791 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.000468345 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.038034 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0409543 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.043863 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.12119 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.00495066 # DEPENDENCYPART_SIBL
(15,11),(15,30),0.0150954 # DEPENDENCYPART_SIBL
(15,11),(15,33),0.0946896 # DEPENDENCYPART_SIBL
(15,11),(15,34),0.0256783 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0961637 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0352359 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0636877 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0012699 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0380666 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.040987 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0443644 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.122137 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.00495688 # DEPENDENCYPART_SIBL
(15,12),(15,30),0.0155968 # DEPENDENCYPART_SIBL
(15,12),(15,33),0.0956365 # DEPENDENCYPART_SIBL
(15,12),(15,34),0.0265955 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.216199 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0494993 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00559347 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0203599 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0195159 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0660225 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0941701 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0245307 # DEPENDENCYPART_SIBL
(15,13),(15,30),0.0418304 # DEPENDENCYPART_SIBL
(15,13),(15,33),0.0909846 # DEPENDENCYPART_SIBL
(15,13),(15,34),0.12636 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.183015 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0951163 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00734366 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00700725 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.00939019 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.074199 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.014184 # DEPENDENCYPART_SIBL
(15,14),(15,30),-0.0297392 # DEPENDENCYPART_SIBL
(15,14),(15,33),0.0684972 # DEPENDENCYPART_SIBL
(15,14),(15,34),-0.0288877 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.024491 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0785081 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0744789 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0527097 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0394332 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0602254 # DEPENDENCYPART_SIBL
(15,16),(15,30),0.050032 # DEPENDENCYPART_SIBL
(15,16),(15,33),-0.0371913 # DEPENDENCYPART_SIBL
(15,16),(15,34),0.0075505 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0873063 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0830657 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.182174 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0355008 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.112968 # DEPENDENCYPART_SIBL
(15,17),(15,30),0.172101 # DEPENDENCYPART_SIBL
(15,17),(15,33),-0.0332682 # DEPENDENCYPART_SIBL
(15,17),(15,34),0.134882 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.041902 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0300869 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0403275 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0450543 # DEPENDENCYPART_SIBL
(15,18),(15,30),0.0239451 # DEPENDENCYPART_SIBL
(15,18),(15,33),0.0390356 # DEPENDENCYPART_SIBL
(15,18),(15,34),0.0476581 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0289392 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.029802 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0432378 # DEPENDENCYPART_SIBL
(15,19),(15,30),0.022798 # DEPENDENCYPART_SIBL
(15,19),(15,33),0.0285101 # DEPENDENCYPART_SIBL
(15,19),(15,34),0.0331289 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0190952 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.00131605 # DEPENDENCYPART_SIBL
(15,21),(15,30),0.016985 # DEPENDENCYPART_SIBL
(15,21),(15,33),0.0215769 # DEPENDENCYPART_SIBL
(15,21),(15,34),0.0932419 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0261133 # DEPENDENCYPART_SIBL
(15,22),(15,30),0.035807 # DEPENDENCYPART_SIBL
(15,22),(15,33),0.00800091 # DEPENDENCYPART_SIBL
(15,22),(15,34),0.0354794 # DEPENDENCYPART_SIBL
(15,24),(15,30),0.0418123 # DEPENDENCYPART_SIBL
(15,24),(15,33),-0.0563505 # DEPENDENCYPART_SIBL
(15,24),(15,34),0.0585736 # DEPENDENCYPART_SIBL
(15,30),(15,33),0.0188056 # DEPENDENCYPART_SIBL
(15,30),(15,34),0.0561869 # DEPENDENCYPART_SIBL
(15,33),(15,34),0.0168131 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00520702 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0195286 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.157664 # DEPENDENCYPART_SIBL
(18,15),(18,28),0.0132871 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0117038 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0641563 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.00751974 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0135859 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.0294655 # DEPENDENCYPART_SIBL
(18,22),(18,28),0.101094 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.00357974 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.156532 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.199404 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.180519 # DEPENDENCYPART_SIBL
(19,15),(19,28),0.0270801 # DEPENDENCYPART_SIBL
(19,15),(19,29),0.0333217 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0628699 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.104007 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0988609 # DEPENDENCYPART_SIBL
(19,16),(19,28),-0.00351891 # DEPENDENCYPART_SIBL
(19,16),(19,29),0.000562995 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.223993 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.205108 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.0487494 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.054991 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.0300194 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.118058 # DEPENDENCYPART_SIBL
(19,22),(19,29),0.11198 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.100902 # DEPENDENCYPART_SIBL
(19,27),(19,29),0.0948246 # DEPENDENCYPART_SIBL
(19,28),(19,29),0.0416741 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0480912 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0480912 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0820636 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0811714 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.066268 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0162687 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.00829379 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0127919 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0222797 # DEPENDENCYPART_SIBL
(20,4),(20,26),-0.0133313 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.00656959 # DEPENDENCYPART_SIBL
(20,4),(20,28),-0.0255221 # DEPENDENCYPART_SIBL
(20,4),(20,29),-0.0257395 # DEPENDENCYPART_SIBL
(20,4),(20,30),-0.0304067 # DEPENDENCYPART_SIBL
(20,4),(20,31),-0.0270874 # DEPENDENCYPART_SIBL
(20,4),(20,33),-0.00697177 # DEPENDENCYPART_SIBL
(20,4),(20,34),0.0287454 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0493297 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0857664 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.0848742 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0712706 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.00732896 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.00326247 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.00863091 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.0219747 # DEPENDENCYPART_SIBL
(20,8),(20,26),-0.0126126 # DEPENDENCYPART_SIBL
(20,8),(20,27),-0.00153827 # DEPENDENCYPART_SIBL
(20,8),(20,28),-0.0246393 # DEPENDENCYPART_SIBL
(20,8),(20,29),-0.0248567 # DEPENDENCYPART_SIBL
(20,8),(20,30),-0.0216092 # DEPENDENCYPART_SIBL
(20,8),(20,31),-0.0267974 # DEPENDENCYPART_SIBL
(20,8),(20,33),-0.00194045 # DEPENDENCYPART_SIBL
(20,8),(20,34),0.0502049 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0857664 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0848742 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0712706 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.00732896 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.00326247 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.00863091 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0219747 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0126126 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.00153827 # DEPENDENCYPART_SIBL
(20,13),(20,28),-0.0246393 # DEPENDENCYPART_SIBL
(20,13),(20,29),-0.0248567 # DEPENDENCYPART_SIBL
(20,13),(20,30),-0.0216092 # DEPENDENCYPART_SIBL
(20,13),(20,31),-0.0267974 # DEPENDENCYPART_SIBL
(20,13),(20,33),-0.00194045 # DEPENDENCYPART_SIBL
(20,13),(20,34),0.0502031 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.120904 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.111048 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.00392383 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0345262 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.00741317 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0275073 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0146664 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.0196381 # DEPENDENCYPART_SIBL
(20,15),(20,28),-0.0212866 # DEPENDENCYPART_SIBL
(20,15),(20,29),-0.0159114 # DEPENDENCYPART_SIBL
(20,15),(20,30),-0.013587 # DEPENDENCYPART_SIBL
(20,15),(20,31),-0.0104929 # DEPENDENCYPART_SIBL
(20,15),(20,33),0.023463 # DEPENDENCYPART_SIBL
(20,15),(20,34),0.115801 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0874956 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00867142 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.021381 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0129518 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.044912 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0134142 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.00649287 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0235174 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.0181422 # DEPENDENCYPART_SIBL
(20,18),(20,30),-0.0261795 # DEPENDENCYPART_SIBL
(20,18),(20,31),-0.0140156 # DEPENDENCYPART_SIBL
(20,18),(20,33),0.0103178 # DEPENDENCYPART_SIBL
(20,18),(20,34),0.0913116 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0288078 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0360966 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0143963 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0192878 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.00370832 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0212085 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.025166 # DEPENDENCYPART_SIBL
(20,19),(20,29),-0.0197587 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.0112969 # DEPENDENCYPART_SIBL
(20,19),(20,31),-0.015541 # DEPENDENCYPART_SIBL
(20,19),(20,33),0.0250334 # DEPENDENCYPART_SIBL
(20,19),(20,34),0.128468 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0435139 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0533032 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0175351 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0216495 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0401352 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.0243536 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.0170265 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.0147702 # DEPENDENCYPART_SIBL
(20,21),(20,31),-0.0170069 # DEPENDENCYPART_SIBL
(20,21),(20,33),-0.040164 # DEPENDENCYPART_SIBL
(20,21),(20,34),0.00134567 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0146687 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0124105 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.106791 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.00707261 # DEPENDENCYPART_SIBL
(20,22),(20,28),0.0160633 # DEPENDENCYPART_SIBL
(20,22),(20,29),0.0106241 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.00624648 # DEPENDENCYPART_SIBL
(20,22),(20,31),0.00679988 # DEPENDENCYPART_SIBL
(20,22),(20,33),-0.00706627 # DEPENDENCYPART_SIBL
(20,22),(20,34),0.0552438 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.237666 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.00651718 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0487258 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.0291993 # DEPENDENCYPART_SIBL
(20,23),(20,29),-0.0329364 # DEPENDENCYPART_SIBL
(20,23),(20,30),0.0764456 # DEPENDENCYPART_SIBL
(20,23),(20,31),-0.0256547 # DEPENDENCYPART_SIBL
(20,23),(20,33),-0.0479754 # DEPENDENCYPART_SIBL
(20,23),(20,34),0.00560789 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.00785147 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0735826 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.0458168 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.0412138 # DEPENDENCYPART_SIBL
(20,24),(20,30),0.0129284 # DEPENDENCYPART_SIBL
(20,24),(20,31),-0.0470217 # DEPENDENCYPART_SIBL
(20,24),(20,33),-0.0745818 # DEPENDENCYPART_SIBL
(20,24),(20,34),-0.0298517 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.012615 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.0175314 # DEPENDENCYPART_SIBL
(20,26),(20,29),-0.0171612 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.0136399 # DEPENDENCYPART_SIBL
(20,26),(20,31),-0.0240476 # DEPENDENCYPART_SIBL
(20,26),(20,33),-0.0129891 # DEPENDENCYPART_SIBL
(20,26),(20,34),-0.00403687 # DEPENDENCYPART_SIBL
(20,27),(20,28),0.0210265 # DEPENDENCYPART_SIBL
(20,27),(20,29),0.0155873 # DEPENDENCYPART_SIBL
(20,27),(20,30),0.00898572 # DEPENDENCYPART_SIBL
(20,27),(20,31),0.0174489 # DEPENDENCYPART_SIBL
(20,27),(20,33),0.0081703 # DEPENDENCYPART_SIBL
(20,27),(20,34),0.0578225 # DEPENDENCYPART_SIBL
(20,28),(20,29),-0.0353231 # DEPENDENCYPART_SIBL
(20,28),(20,30),-0.0248104 # DEPENDENCYPART_SIBL
(20,28),(20,31),-0.0050319 # DEPENDENCYPART_SIBL
(20,28),(20,33),0.062073 # DEPENDENCYPART_SIBL
(20,28),(20,34),-0.0186767 # DEPENDENCYPART_SIBL
(20,29),(20,30),-0.0154602 # DEPENDENCYPART_SIBL
(20,29),(20,31),0.00544923 # DEPENDENCYPART_SIBL
(20,29),(20,33),0.056836 # DEPENDENCYPART_SIBL
(20,29),(20,34),-0.0163691 # DEPENDENCYPART_SIBL
(20,30),(20,31),0.00689047 # DEPENDENCYPART_SIBL
(20,30),(20,33),-0.00657674 # DEPENDENCYPART_SIBL
(20,30),(20,34),-0.000192355 # DEPENDENCYPART_SIBL
(20,31),(20,33),0.0339911 # DEPENDENCYPART_SIBL
(20,31),(20,34),-0.0336009 # DEPENDENCYPART_SIBL
(20,33),(20,34),0.0563877 # DEPENDENCYPART_SIBL
(21,1),(21,2),0.108344 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.0511915 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.022945 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0861597 # DEPENDENCYPART_SIBL
(21,1),(21,7),0.0471896 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0132581 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.131752 # DEPENDENCYPART_SIBL
(21,1),(21,10),0.116087 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.0456101 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.0471896 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0132581 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.0703997 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0237631 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.0703997 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.0224817 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0501891 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.0738104 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.110099 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.0197218 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.115166 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.02713 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.0313614 # DEPENDENCYPART_SIBL
(21,1),(21,26),-0.0436127 # DEPENDENCYPART_SIBL
(21,1),(21,27),-0.0430169 # DEPENDENCYPART_SIBL
(21,1),(21,28),-0.0687622 # DEPENDENCYPART_SIBL
(21,1),(21,29),-0.0545148 # DEPENDENCYPART_SIBL
(21,1),(21,30),-0.118179 # DEPENDENCYPART_SIBL
(21,1),(21,33),-0.0393169 # DEPENDENCYPART_SIBL
(21,1),(21,34),-0.0668747 # DEPENDENCYPART_SIBL
(21,2),(21,3),0.0114324 # DEPENDENCYPART_SIBL
(21,2),(21,4),0.0762699 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.0101762 # DEPENDENCYPART_SIBL
(21,2),(21,7),0.00598992 # DEPENDENCYPART_SIBL
(21,2),(21,8),0.0897691 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.105218 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0108203 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.00175945 # DEPENDENCYPART_SIBL
(21,2),(21,12),0.00598992 # DEPENDENCYPART_SIBL
(21,2),(21,13),0.0897683 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.0164029 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.0363397 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.0164029 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0207178 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.051127 # DEPENDENCYPART_SIBL
(21,2),(21,19),0.109001 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0353405 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0135723 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.0213689 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.0198599 # DEPENDENCYPART_SIBL
(21,2),(21,25),0.0175139 # DEPENDENCYPART_SIBL
(21,2),(21,26),0.00304578 # DEPENDENCYPART_SIBL
(21,2),(21,27),-0.0277137 # DEPENDENCYPART_SIBL
(21,2),(21,28),-0.02889 # DEPENDENCYPART_SIBL
(21,2),(21,29),-0.016157 # DEPENDENCYPART_SIBL
(21,2),(21,30),-0.00781982 # DEPENDENCYPART_SIBL
(21,2),(21,33),-0.028681 # DEPENDENCYPART_SIBL
(21,2),(21,34),0.0774527 # DEPENDENCYPART_SIBL
(21,3),(21,4),-0.0380828 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.00494188 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.010311 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.025918 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.0689862 # DEPENDENCYPART_SIBL
(21,3),(21,10),0.0360819 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.00576342 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.010311 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.025918 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.00829331 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0112266 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.00829331 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.0202787 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.126825 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0811087 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0687096 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0759989 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.0306609 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.00190164 # DEPENDENCYPART_SIBL
(21,3),(21,25),-0.0134836 # DEPENDENCYPART_SIBL
(21,3),(21,26),0.0349442 # DEPENDENCYPART_SIBL
(21,3),(21,27),-0.00190661 # DEPENDENCYPART_SIBL
(21,3),(21,28),-0.0402717 # DEPENDENCYPART_SIBL
(21,3),(21,29),-0.0255936 # DEPENDENCYPART_SIBL
(21,3),(21,30),-0.000984295 # DEPENDENCYPART_SIBL
(21,3),(21,33),0.00616246 # DEPENDENCYPART_SIBL
(21,3),(21,34),-0.0113325 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.0467909 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.0113064 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.0609908 # DEPENDENCYPART_SIBL
(21,4),(21,9),0.0313863 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0683146 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0128856 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0113064 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.0609908 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.0112653 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.0412676 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.0112653 # DEPENDENCYPART_SIBL
(21,4),(21,17),0.00656449 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.108349 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0136651 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0650733 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.029948 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0581263 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.0551915 # DEPENDENCYPART_SIBL
(21,4),(21,25),-0.0367245 # DEPENDENCYPART_SIBL
(21,4),(21,26),-0.0219548 # DEPENDENCYPART_SIBL
(21,4),(21,27),-0.0483502 # DEPENDENCYPART_SIBL
(21,4),(21,28),-0.070664 # DEPENDENCYPART_SIBL
(21,4),(21,29),-0.0608948 # DEPENDENCYPART_SIBL
(21,4),(21,30),-0.0571251 # DEPENDENCYPART_SIBL
(21,4),(21,33),-0.0454807 # DEPENDENCYPART_SIBL
(21,4),(21,34),-0.0612913 # DEPENDENCYPART_SIBL
(21,5),(21,7),0.055611 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0212847 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.145663 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.131877 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.0540315 # DEPENDENCYPART_SIBL
