# _root_ A kárpótlási jegyek árfolyama 9,12 százalékkal lett több múlt heti értékénél , így 622 forinton végzett .
#goldHeads=3,3,4,7,6,7,13,7,10,11,7,13,0,15,16,13,13,
#predictedHeads=3,3,4,7,6,7,13,11,11,11,7,13,0,15,16,13,13,
(15,8),(8,4),-0.996966 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.745686 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.307725 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.437017 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.543689 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.252287 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0515915 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.22642 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),-0.557809 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.578925 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.536041 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.762721 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.519738 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.155627 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.513306 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.43434 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.558515 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.28288 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.085614 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.281719 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.586822 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.607014 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.487653 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.714332 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.471349 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.125155 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.481504 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.31826 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.586462 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-1.15992 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.900087 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.644673 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.871353 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.618093 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.160115 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.457557 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.519709 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.525449 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.240826 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0685919 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.262007 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.961625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.601027 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.620148 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.993237 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.698161 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.924841 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.675247 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.298842 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.645861 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.599409 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.619712 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.646816 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.419822 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.254925 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.891007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.620801 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.589174 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.709369 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.700385 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.34553 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.209965 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.556963 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.578666 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.594872 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.472452 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.255394 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.0127256 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.154931 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.472452 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.255394 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.0187935 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.0127256 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.0752761 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0330718 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.227691 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),0.0124345 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.154931 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.119378 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),0.212365 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.47998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.711666 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.479455 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.270423 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.00927531 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0116763 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.00832496 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.148804 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.108109 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.47998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.711671 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.438873 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),0.150299 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.0596059 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.0620069 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.0230074 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.0687798 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.179477 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.0559491 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.138882 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.116065 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.012556 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.200153 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.388676 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.402314 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.26469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.434114 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.109117 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.0222623 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.0614643 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.0412884 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.092049 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.0030516 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.187405 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.428506 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.36133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.604552 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.20955 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.211951 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0864929 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.138422 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.20499 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.0904285 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.0298908 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.0181142 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.125134 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.335014 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.38012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.618523 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.20213 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.204531 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.0790733 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.141451 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.203292 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0175445 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.37976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,1),0.472452 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),0.255394 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.0187935 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.0211945 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.114164 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.00550558 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.372114 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.0400746 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.251784 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.119378 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.212365 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.425357 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.44118 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.47998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.711666 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.117535 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.358157 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.360558 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.231786 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.454945 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.00243135 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.317738 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.123681 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.155733 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.237245 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.275882 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.182302 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.53093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.694116 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.305354 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.106277 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0431209 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.192106 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.36098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.604538 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),0.472452 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),0.255394 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.0187935 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),0.114164 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.00550558 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),0.372114 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),0.0400746 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.251784 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.18363 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.0896764 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.18019 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.443161 # DEPENDENCYPART_GRANDPAR
