# _root_ Amikor Freit megválasztottuk , sokkal erőteljesebben felléphetett volna a hadsereggel és Pinochettel szemben , hiszen ma a demokrácia már nincs veszélyben .
#goldHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
#predictedHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
(6,20),(20,5),-0.411457 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.604814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,7),-0.142811 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),-0.323761 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.120276 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.159511 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.199818 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.108781 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.186581 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.131286 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.27547 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.540675 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.535535 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.271415 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.414017 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.459708 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.0493316 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.220745 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.15352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,20),-0.360128 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-1.02969 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.461674 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.31572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),0.49275 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.139019 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.239002 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.191789 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.335461 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.09009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.45771 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.125682 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.197329 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.0430172 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),0.0842885 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.109727 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.418155 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),0.0618427 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.0218442 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.298984 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.921061 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.328858 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.116555 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.108492 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.219196 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.314653 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.14803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.0250052 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.162349 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.0949539 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.170518 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.444293 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.354605 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.338702 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.02786 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.290603 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0273401 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0610362 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.229497 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.284403 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.181392 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.422478 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-1.114 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.141064 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.393083 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.184809 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.188145 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.876555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),0.0945005 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0982751 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0422585 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.076816 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0341092 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.253829 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.155667 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.111097 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.853929 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0881313 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.406313 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.589486 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.102853 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.0848358 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.929643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.306327 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0474899 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.130769 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0830853 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.119454 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.15008 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.350894 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.168433 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.19501 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.317554 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.424302 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.259238 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.935153 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.0890938 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.0876791 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.255304 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.00719024 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0991519 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.039725 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.00782031 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.224074 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.477947 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),0.0127636 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.0340651 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.104796 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.250955 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.034072 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.114582 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.181624 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0744788 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.0962853 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),0.00104821 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0555606 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.00368484 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.0631793 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.357881 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.388378 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.582508 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.0974922 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.0765012 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.99306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),-0.366366 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.00189634 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.243207 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.134476 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0796149 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.0662873 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.179681 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.271727 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.328178 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.446761 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.335954 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.863912 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.161152 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.854766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,10),0.132905 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.090506 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.00347653 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0711925 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.0301439 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.181788 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.0675177 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.174924 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.131745 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.836259 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.0881203 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.0546019 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.16547 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.149407 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.052262 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.164107 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.112904 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.0190965 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.0581767 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.204879 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),0.00554597 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.130243 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.166949 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),0.260503 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),0.0163874 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-0.10676 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.358644 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),0.24561 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),0.227429 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.862884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,9),0.00660092 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.154353 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.0998839 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),0.019306 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),0.0540877 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),0.0255757 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.159807 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),0.00589702 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.246989 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.092923 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.0862765 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.0350691 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.759176 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),0.104816 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),0.0546036 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.165459 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),0.0102636 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.0789054 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.149964 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.208555 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.415049 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0214512 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.123417 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.640583 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.24706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.553934 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.232077 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.149043 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.259688 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.348745 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.480914 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.143032 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.201281 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.576619 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.21486 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.00409079 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.223934 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.451221 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.433213 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.150169 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.64352 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.113583 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.243093 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.421707 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.392213 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.490679 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.615949 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.346681 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.30547 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0384134 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.311313 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.496878 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.441757 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0601375 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.269929 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.683793 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.39159 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.149964 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.208555 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.41598 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.446807 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.048462 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.109141 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.24706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.553934 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.0208954 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.232077 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.149043 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.259688 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.348745 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.480914 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.143032 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.268026 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.201281 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.576619 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.252547 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-1.21486 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.396987 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.972267 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.801236 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.327328 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.537417 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.19239 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.07121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.384549 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0571089 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.157579 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.446956 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.376092 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.393679 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.360152 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.277277 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.483907 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.680547 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.260966 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-1.21367 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.315323 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.397439 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.147559 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0355239 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.12971 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.155771 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0787153 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.571874 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.689637 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.211651 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.418455 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),-0.315695 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.195894 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0426838 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0673533 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.040606 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.114444 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0926295 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0782711 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.21911 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.249638 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.0619595 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.705791 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.954329 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.794256 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.321964 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.529079 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-1.17445 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.13112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,10),-0.071516 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.255152 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.200056 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.405138 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.273632 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.371378 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.353961 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.49451 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.702984 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.337649 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-1.1424 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),-0.396998 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.162423 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.700932 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.319537 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.0582585 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.0864757 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.356737 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.688979 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.587683 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),0.0039589 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.242246 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.909104 # DEPENDENCYPART_GRANDPAR
(8,20),(20,9),-0.414808 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.0956673 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.10215 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.0315472 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.261043 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.160454 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.194139 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.170572 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.718741 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.151549 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.236985 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.0427826 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-1.04219 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.407196 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.350136 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0136101 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.247454 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.264252 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.201147 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.0344488 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.138021 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.38096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-1.14166 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.629539 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.867018 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.923753 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.921652 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-1.01191 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.998546 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-1.1033 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.485479 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.303958 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.124107 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.109434 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.375779 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0513281 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.0264317 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.672567 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.327922 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.500796 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.531938 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.6222 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.89158 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-0.802056 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.47895 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.341048 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.160327 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.045139 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0304815 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.00550385 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.619163 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.804294 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.407196 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.350136 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.082368 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.029018 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0426392 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.349254 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0344488 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.138021 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0465304 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.38096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-1.14166 # DEPENDENCYPART_GRANDPAR
