# _root_ A kávéházak és a passzázsokból kialakított bevásárlóudvarok zsúfolásig tömve vannak , mintha csak azt szeretnék bizonyítani , hogy itt Argentínához és Uruguayhoz hasonlóan igen is erős középosztály van .
#goldHeads=2,9,9,5,6,7,9,9,10,0,10,10,16,16,10,15,15,15,28,23,23,23,28,25,28,27,28,14,10,
#predictedHeads=2,10,10,5,6,7,10,10,10,0,10,10,16,16,10,15,15,15,28,28,28,23,28,25,26,27,28,14,10,
(16,14),(16,29),0.00305835 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.000203138 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.011826 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.031055 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0150234 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0245403 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0150234 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.00812979 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0310594 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0305255 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.00694593 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.0150286 # DEPENDENCYPART_SIBL
(16,15),(16,28),0.0258784 # DEPENDENCYPART_SIBL
(16,15),(16,29),0.0130128 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.815403 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0914831 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0755792 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0708784 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0755792 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0574124 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0257133 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.234523 # DEPENDENCYPART_SIBL
(16,17),(16,26),0.0598797 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.075575 # DEPENDENCYPART_SIBL
(16,17),(16,28),0.214434 # DEPENDENCYPART_SIBL
(16,17),(16,29),0.0488799 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0258126 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0151877 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0157004 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0151877 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0799054 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.00734055 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.029642 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.0816185 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.0151896 # DEPENDENCYPART_SIBL
(16,18),(16,28),0.0798619 # DEPENDENCYPART_SIBL
(16,18),(16,29),0.124054 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0220633 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0331048 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0220633 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0502479 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0293338 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0195976 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.050725 # DEPENDENCYPART_SIBL
(16,19),(16,27),0.02206 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.000880987 # DEPENDENCYPART_SIBL
(16,19),(16,29),-0.0101214 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.029575 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0208596 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0227149 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0248315 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.0560407 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.0253335 # DEPENDENCYPART_SIBL
(16,20),(16,27),-0.0208617 # DEPENDENCYPART_SIBL
(16,20),(16,28),0.0202348 # DEPENDENCYPART_SIBL
(16,20),(16,29),-0.000452389 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.10668 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.028 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0100973 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0132955 # DEPENDENCYPART_SIBL
(16,21),(16,26),0.0293661 # DEPENDENCYPART_SIBL
(16,21),(16,27),0.106678 # DEPENDENCYPART_SIBL
(16,21),(16,28),-0.00426623 # DEPENDENCYPART_SIBL
(16,21),(16,29),0.00337908 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0227149 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0248315 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0560407 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.0253335 # DEPENDENCYPART_SIBL
(16,22),(16,27),-0.0208617 # DEPENDENCYPART_SIBL
(16,22),(16,28),0.0202348 # DEPENDENCYPART_SIBL
(16,22),(16,29),-0.000452389 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0385844 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.04018 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.0376892 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.0272727 # DEPENDENCYPART_SIBL
(16,23),(16,28),-0.0385991 # DEPENDENCYPART_SIBL
(16,23),(16,29),-0.0135401 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.0505927 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.0199659 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.0484807 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.0543404 # DEPENDENCYPART_SIBL
(16,24),(16,29),-0.0667124 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.122204 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0392667 # DEPENDENCYPART_SIBL
(16,25),(16,28),0.0117755 # DEPENDENCYPART_SIBL
(16,25),(16,29),-0.00295982 # DEPENDENCYPART_SIBL
(16,26),(16,27),-0.0206364 # DEPENDENCYPART_SIBL
(16,26),(16,28),-0.0373862 # DEPENDENCYPART_SIBL
(16,26),(16,29),-0.00616091 # DEPENDENCYPART_SIBL
(16,27),(16,28),0.0202339 # DEPENDENCYPART_SIBL
(16,27),(16,29),-0.000453485 # DEPENDENCYPART_SIBL
(16,28),(16,29),0.0508003 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0194498 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0194498 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0293033 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.327302 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0436407 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.00512709 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0131608 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0276267 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0279644 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.327302 # DEPENDENCYPART_SIBL
(18,6),(18,26),0.097572 # DEPENDENCYPART_SIBL
(18,6),(18,28),0.211554 # DEPENDENCYPART_SIBL
(18,6),(18,29),0.103074 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0200428 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0361229 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.389874 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0297582 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0707684 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0125668 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.031416 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0325817 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.389874 # DEPENDENCYPART_SIBL
(18,7),(18,26),0.0487118 # DEPENDENCYPART_SIBL
(18,7),(18,28),0.221554 # DEPENDENCYPART_SIBL
(18,7),(18,29),0.13343 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0361229 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.389874 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0297582 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0707684 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0125668 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.031416 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0325817 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.389874 # DEPENDENCYPART_SIBL
(18,8),(18,26),0.0487118 # DEPENDENCYPART_SIBL
(18,8),(18,28),0.221554 # DEPENDENCYPART_SIBL
(18,8),(18,29),0.13343 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.461753 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0512642 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0134991 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.000344934 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.00203656 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.00252104 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.461753 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.0212045 # DEPENDENCYPART_SIBL
(18,10),(18,28),0.229917 # DEPENDENCYPART_SIBL
(18,10),(18,29),0.0569362 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0707656 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0451233 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.00483231 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0642498 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0651349 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0255207 # DEPENDENCYPART_SIBL
(18,11),(18,26),0.0754131 # DEPENDENCYPART_SIBL
(18,11),(18,28),0.486228 # DEPENDENCYPART_SIBL
(18,11),(18,29),0.213472 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.000216158 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.00872731 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0862902 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0868345 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.211139 # DEPENDENCYPART_SIBL
(18,12),(18,26),0.00635424 # DEPENDENCYPART_SIBL
(18,12),(18,28),0.196002 # DEPENDENCYPART_SIBL
(18,12),(18,29),0.0887584 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.114683 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0776676 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0791047 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.379168 # DEPENDENCYPART_SIBL
(18,13),(18,26),0.0980652 # DEPENDENCYPART_SIBL
(18,13),(18,28),0.347557 # DEPENDENCYPART_SIBL
(18,13),(18,29),0.0911772 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00602006 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.00921632 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.317318 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.0219166 # DEPENDENCYPART_SIBL
(18,14),(18,28),0.307879 # DEPENDENCYPART_SIBL
(18,14),(18,29),0.0149483 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.00969338 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.440653 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.025897 # DEPENDENCYPART_SIBL
(18,15),(18,28),0.232688 # DEPENDENCYPART_SIBL
(18,15),(18,29),0.0610424 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.432467 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0336857 # DEPENDENCYPART_SIBL
(18,16),(18,28),0.217179 # DEPENDENCYPART_SIBL
(18,16),(18,29),0.0421927 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.0754131 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.486228 # DEPENDENCYPART_SIBL
(18,17),(18,29),0.213472 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.0279186 # DEPENDENCYPART_SIBL
(18,26),(18,29),0.0391196 # DEPENDENCYPART_SIBL
(18,28),(18,29),0.105079 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0720754 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0720754 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0720745 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0141774 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0141776 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0141776 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.00609337 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.170333 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.0573763 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.0228275 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0102963 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0088622 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.170333 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.191921 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0545566 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0262612 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.0135087 # DEPENDENCYPART_SIBL
(21,9),(21,23),0.022615 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0384121 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.0405682 # DEPENDENCYPART_SIBL
(21,9),(21,26),0.0226658 # DEPENDENCYPART_SIBL
(21,9),(21,27),0.0135066 # DEPENDENCYPART_SIBL
(21,9),(21,28),0.0551781 # DEPENDENCYPART_SIBL
(21,9),(21,29),-0.0238525 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.468177 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.134787 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.00922161 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0305794 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.031061 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.468177 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.138733 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0334636 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0148865 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.00497328 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0552902 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0676873 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.0760911 # DEPENDENCYPART_SIBL
(21,10),(21,26),0.0553456 # DEPENDENCYPART_SIBL
(21,10),(21,27),0.00497095 # DEPENDENCYPART_SIBL
(21,10),(21,28),0.294381 # DEPENDENCYPART_SIBL
(21,10),(21,29),0.19492 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.245249 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0538087 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.110442 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.111324 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0345787 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.237221 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.051968 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0324195 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0218518 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0700073 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0869674 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.0959611 # DEPENDENCYPART_SIBL
(21,11),(21,26),0.0701558 # DEPENDENCYPART_SIBL
(21,11),(21,27),0.021846 # DEPENDENCYPART_SIBL
(21,11),(21,28),0.327848 # DEPENDENCYPART_SIBL
(21,11),(21,29),0.198796 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.00622922 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0540191 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0545604 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.117952 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0743113 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0461718 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0378711 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.017377 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.00562467 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.000538659 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.013267 # DEPENDENCYPART_SIBL
(21,12),(21,26),0.00558763 # DEPENDENCYPART_SIBL
(21,12),(21,27),-0.0173782 # DEPENDENCYPART_SIBL
(21,12),(21,28),0.0872545 # DEPENDENCYPART_SIBL
(21,12),(21,29),0.0694274 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0106927 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0138861 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.290538 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.170584 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0194359 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.000676211 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.00590017 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0121828 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0128267 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.00183678 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.0120255 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.00590135 # DEPENDENCYPART_SIBL
(21,14),(21,28),0.0585496 # DEPENDENCYPART_SIBL
(21,14),(21,29),-0.0220093 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0127459 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.443725 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.134146 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0471351 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0204809 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.00635293 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0528247 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0702747 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.0845083 # DEPENDENCYPART_SIBL
(21,15),(21,26),0.0528801 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.00635526 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.299388 # DEPENDENCYPART_SIBL
(21,15),(21,29),0.202114 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.435537 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.130845 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0529891 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0243271 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0136223 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0450346 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0625001 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0767444 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.0450901 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.0136247 # DEPENDENCYPART_SIBL
(21,16),(21,28),0.283877 # DEPENDENCYPART_SIBL
(21,16),(21,29),0.183262 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.237221 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.051968 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0324195 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0218518 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0700073 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0869674 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0959611 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.0701558 # DEPENDENCYPART_SIBL
(21,17),(21,27),0.021846 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.327848 # DEPENDENCYPART_SIBL
(21,17),(21,29),0.198796 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0845343 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.147767 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0225145 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0105755 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.00996047 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.00732722 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0106123 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0225156 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.0520371 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.0623713 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0399879 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.000760475 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.00488344 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0534303 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0561384 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.00493425 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.000758378 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.0354805 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.0343486 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.233831 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0252593 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0180363 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.038016 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0257393 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.233829 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.0516048 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.00815188 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.00580969 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0119324 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0103189 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.00737407 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0462174 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.0425674 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.0584892 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.00398883 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.00349785 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0376053 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.0129469 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.055253 # DEPENDENCYPART_SIBL
(21,23),(21,29),0.055642 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0188978 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.00530042 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.00462437 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0296099 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.0254055 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0445966 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.00492401 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.0292299 # DEPENDENCYPART_SIBL
(21,25),(21,29),0.0190388 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.00707993 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.054833 # DEPENDENCYPART_SIBL
(21,26),(21,29),0.0619822 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.0425686 # DEPENDENCYPART_SIBL
(21,27),(21,29),-0.0584913 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.23478 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.794005 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0444943 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.00337786 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0321592 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.00798823 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.077787 # DEPENDENCYPART_SIBL
(23,7),(23,8),0.0727378 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.16834 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.0555416 # DEPENDENCYPART_SIBL
(23,7),(23,18),0.272762 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.126277 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.0727378 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.43605 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.0727378 # DEPENDENCYPART_SIBL
(23,7),(23,26),0.0409491 # DEPENDENCYPART_SIBL
(23,7),(23,27),0.0183279 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.16834 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.0555416 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.272762 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.126277 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.0727378 # DEPENDENCYPART_SIBL
(23,8),(23,21),0.43605 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.0727378 # DEPENDENCYPART_SIBL
(23,8),(23,26),0.0409491 # DEPENDENCYPART_SIBL
(23,8),(23,27),0.0183279 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.108859 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.218398 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0875997 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.211307 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.199125 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.211307 # DEPENDENCYPART_SIBL
(23,13),(23,26),0.0331702 # DEPENDENCYPART_SIBL
(23,13),(23,27),0.0571023 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.188719 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0957844 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0743728 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.214566 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0743728 # DEPENDENCYPART_SIBL
(23,14),(23,26),0.0271716 # DEPENDENCYPART_SIBL
(23,14),(23,27),0.0460708 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0350738 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0375176 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0376234 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0375176 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.00599893 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.0152253 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.176773 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.187709 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.176773 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0302173 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.0550701 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.43605 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0727378 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0409491 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.0183279 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.101513 # DEPENDENCYPART_SIBL
