# _root_ A marseille-i és a párizsi , a Gare_de_l'Esten működő toborzóirodákban manapság sokszor többen jelentkeznek egy-egy nap , mint ahányat egyáltalán felvehetnek .
#goldHeads=2,10,10,5,10,10,8,9,10,14,14,14,14,0,16,14,14,14,21,21,14,14,
#predictedHeads=2,10,14,10,10,10,8,9,10,14,14,13,14,0,0,14,14,14,21,21,14,14,
(10,9),(9,5),-0.100101 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0967665 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0343832 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.386131 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.340785 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.323077 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.335389 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.384969 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.762281 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.537585 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.556738 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.509266 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.115258 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.319678 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.636643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.014376 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.00626551 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.291484 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.205333 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0447894 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.0587356 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.229854 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.165844 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.410451 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.503017 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.122947 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.601626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0774777 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0822709 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.326812 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.00762762 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.201172 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.44966 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.503023 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.122953 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.601472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0764082 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.127657 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.327547 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.0055921 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.201907 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.450889 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.634783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.0775853 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.093852 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0844888 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.149517 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0443233 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.052321 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.231857 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.16635 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.410922 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0945931 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.383305 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.54138 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-0.744454 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.20668 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.317299 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.141888 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.338443 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.11307 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.0846538 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.294079 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.0460638 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.883321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.287876 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.42402 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.443869 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.571919 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.637186 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.540107 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.572886 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.601943 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-0.745007 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.096564 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.305267 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.221222 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0551839 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.153601 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.118224 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.0796343 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.287427 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.422878 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.383305 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.54138 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-0.744454 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.215651 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.174271 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0851633 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.53814 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.301267 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.216084 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0532569 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.312649 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.234179 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0358508 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.247161 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.874083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.287427 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.422878 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.530624 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.215651 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.305655 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.250665 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.174271 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.316222 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.232467 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0851633 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.226065 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.273449 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.877876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.305264 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.440715 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.566474 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.646751 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.519176 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.534126 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.495536 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.438405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.109047 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0430424 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.314311 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.201117 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.429563 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.519176 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.534126 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.495536 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.439649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.143694 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0425638 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.315515 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.200639 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.429578 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.564317 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.646823 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.596605 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.522937 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.657917 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.58779 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.433829 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.604411 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.613554 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.565821 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.477683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0752361 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0574381 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.240827 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.312607 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.172073 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.193586 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.233839 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.180533 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.381972 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.490139 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.452711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.0709112 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0648778 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0135205 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.338207 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.213662 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.2827 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.233599 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.45621 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.643971 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.56631 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.655064 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.530634 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.577152 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.610697 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.538562 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.547875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,14),-0.0285815 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.232184 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.339094 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.269391 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.287893 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.40532 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.14036 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.293632 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.160384 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.169622 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.564317 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.646823 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.596605 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.522937 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.657917 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.58779 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.433829 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.604411 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.613554 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-0.565821 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.477683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.0752361 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.0574381 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.0221994 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.167699 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.381233 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.171524 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.195672 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.171468 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.381972 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.340554 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.288497 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.281204 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.609689 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.340554 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.51092 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.205346 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.288497 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.462585 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.258065 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.281204 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.339788 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.33275 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.194158 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.753969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.316806 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.510067 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.590566 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.562667 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.219119 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.513347 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.26149 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.365398 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.385006 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.202275 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.734455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.297304 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.479853 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.485735 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.58476 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.61059 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.517353 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.371412 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.731457 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.593146 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.715197 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.552075 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.534804 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.355665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.117968 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.250872 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.00952687 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.419024 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.716912 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.875683 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.610207 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.664854 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.824428 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.647221 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.657561 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.767673 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.698025 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.604551 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.534587 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.36536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0702533 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.135785 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.214672 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.226235 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.17508 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.159082 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.0369241 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.345013 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.716912 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.875683 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.610207 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.664854 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.824428 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.647221 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.657561 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.767673 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.698025 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.604551 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.534587 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.36536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.0702533 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.103538 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.164449 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.326142 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.242174 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.223206 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.197948 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.345013 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.377853 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.365793 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.325824 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.760445 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.377853 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.671473 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.413952 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.365793 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.636095 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.434659 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.325824 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.657592 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.515848 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.410247 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.305349 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.953568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.610764 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.699959 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.725619 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.428953 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.689256 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.439312 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.684583 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.570504 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.502544 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.326871 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.934067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.505226 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.586431 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.694153 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.761346 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.650373 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.462336 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.862234 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.441643 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.703954 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.521915 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.424922 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.940374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.491022 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.687658 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.448132 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.861483 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.755711 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.04008 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.820313 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.743651 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.00178 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.825313 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.703682 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.08617 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.884963 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.904129 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.742876 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.658537 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.567755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.237095 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.324779 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.377701 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.302954 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.292716 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.0547142 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.476501 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.755711 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-1.04008 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-0.820313 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-0.743651 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-1.00178 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.825313 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.703682 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-1.08617 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.884963 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.904129 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.742876 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.658537 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.567755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),-0.128915 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.265149 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.43659 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.395067 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.349895 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.330971 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.476501 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.027477 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.0687176 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.00630651 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.115401 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.06485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,21),-0.354364 # DEPENDENCYPART_GRANDPAR
(14,2),(2,22),-0.836522 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.22254 # DEPENDENCYPART_GRANDPAR
