# _root_ Elismerte ugyanakkor , hogy kevés léket vágtak az őstó jégfelületén , de — hangsúlyozta — az egyesület álláspontja szerint nem ez volt a halpusztulás oka .
#goldHeads=12,1,1,1,6,7,1,9,10,7,12,0,14,12,14,17,18,19,22,22,22,14,24,25,22,12,
#predictedHeads=12,1,1,1,6,7,12,9,10,7,12,0,14,12,14,17,18,19,22,22,22,12,24,25,22,12,
(14,16),(14,19),0.00502014 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0156301 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.00912354 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0105883 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0385459 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.0424525 # DEPENDENCYPART_SIBL
(14,16),(14,26),0.0174011 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0676086 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0349431 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0288926 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0373635 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0282512 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.066481 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0595402 # DEPENDENCYPART_SIBL
(14,17),(14,26),-0.0120912 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0347669 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0287092 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.037552 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0280642 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0663259 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0593851 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.0101496 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.101261 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0297766 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0514459 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0409926 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.0449056 # DEPENDENCYPART_SIBL
(14,19),(14,26),0.00590157 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0494734 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0120925 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.0394392 # DEPENDENCYPART_SIBL
(14,20),(14,25),0.0469351 # DEPENDENCYPART_SIBL
(14,20),(14,26),0.0504053 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0168021 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.00991354 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.0138176 # DEPENDENCYPART_SIBL
(14,21),(14,26),0.0403337 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.00881477 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.00503758 # DEPENDENCYPART_SIBL
(14,22),(14,26),0.0667839 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0589901 # DEPENDENCYPART_SIBL
(14,24),(14,26),-0.00934061 # DEPENDENCYPART_SIBL
(14,25),(14,26),-0.0124885 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.492271 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0181129 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.641678 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.538151 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.481177 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.153073 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.481177 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.269112 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.021967 # DEPENDENCYPART_SIBL
(18,9),(18,25),0.00289568 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.641678 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.538151 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.481177 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.153073 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.481177 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.269112 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.021967 # DEPENDENCYPART_SIBL
(18,10),(18,25),0.00289568 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.569024 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0824507 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.134163 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0824507 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.273534 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0544218 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.000117482 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.315183 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.154072 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.315183 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.250224 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.00328715 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.012808 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.152935 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.872945 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.297085 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0224855 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0289105 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.411409 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.270898 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0537604 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.00759961 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.297085 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0224855 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0289105 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00157395 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.00407687 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.00085508 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0433096 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0433096 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0433096 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0255567 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.271672 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.043496 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.043496 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0139441 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0418169 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0444032 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0433467 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.0350062 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.175371 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.175371 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.439444 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.241399 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.189149 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.189149 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0516239 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.175406 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.176842 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.00557009 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.00602856 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.175371 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.439444 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.241399 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.189149 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.189149 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0516239 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.175406 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.176842 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.00484573 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.00530419 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.439444 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.241399 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.189149 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.189149 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0516239 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.175406 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.176842 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.00484573 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.00530419 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.271672 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.043496 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.043496 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0139441 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0418169 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0444032 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0433467 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.0350062 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0461163 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0461163 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0532166 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.181094 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.181647 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.043556 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.0430721 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.512731 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0573689 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.165902 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.167528 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0174722 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.013302 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0573689 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.165902 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.167528 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0174722 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.013302 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.160604 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.16113 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.00119916 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0028707 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.176387 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.00406034 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.00451881 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.00259724 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0030557 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.114348 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.0750037 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0788347 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0788347 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0749692 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0741149 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.0903782 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.031727 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.193267 # DEPENDENCYPART_SIBL
(20,6),(20,25),0.191757 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.101702 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0788347 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0788347 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.0749692 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0741149 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0903782 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.031727 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.193992 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.192482 # DEPENDENCYPART_SIBL
(20,10),(20,26),0.101702 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.543449 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0608303 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0597363 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.128289 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0208079 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.15469 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.158279 # DEPENDENCYPART_SIBL
(20,13),(20,26),0.0447743 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0608303 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0597363 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.128289 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0208079 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.15469 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.158279 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0447743 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0745693 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0903782 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0306275 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.194777 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.193267 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.100253 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0960198 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0315327 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.196021 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.194511 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.101396 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0354283 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.18502 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.185505 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.173847 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.00620918 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0060561 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.053764 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0254388 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.0146208 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0153657 # DEPENDENCYPART_SIBL
(21,4),(21,7),0.158624 # DEPENDENCYPART_SIBL
(21,4),(21,11),0.115096 # DEPENDENCYPART_SIBL
(21,4),(21,12),0.0204014 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.158457 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.00405863 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.00405886 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.00443881 # DEPENDENCYPART_SIBL
(21,4),(21,20),0.160448 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.0330354 # DEPENDENCYPART_SIBL
(21,4),(21,24),0.00355912 # DEPENDENCYPART_SIBL
(21,4),(21,25),0.00395578 # DEPENDENCYPART_SIBL
(21,4),(21,26),0.0775838 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.248784 # DEPENDENCYPART_SIBL
(21,7),(21,12),0.147179 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.071629 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.093055 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.093055 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.046851 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.181257 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.00969854 # DEPENDENCYPART_SIBL
(21,7),(21,24),0.0326059 # DEPENDENCYPART_SIBL
(21,7),(21,25),0.0319883 # DEPENDENCYPART_SIBL
(21,7),(21,26),0.100499 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.402857 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.241505 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.177556 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.175824 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0875877 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.269224 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0289253 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.124774 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.132529 # DEPENDENCYPART_SIBL
(21,11),(21,26),0.143945 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.149412 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0560013 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0560011 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0131448 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.157043 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.009833 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.00053371 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.00044286 # DEPENDENCYPART_SIBL
(21,12),(21,26),0.159047 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0917906 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0917906 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0466606 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.178719 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.00380276 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.0306688 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.0300512 # DEPENDENCYPART_SIBL
(21,14),(21,26),0.087541 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0871161 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0553366 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.253951 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.00987246 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.00858412 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.00756051 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.0692503 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0610785 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.256728 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00883511 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0100531 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.00902949 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.070539 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.152476 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0264383 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.015158 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.015659 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0777726 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.132576 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0876021 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0882107 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.263665 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0137335 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.00889369 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.000288836 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.00294333 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.093672 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0964868 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.0174421 # DEPENDENCYPART_SIBL
(22,1),(22,3),0.10057 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0600233 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0373243 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.0315901 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.0274548 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.0315901 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.0315901 # DEPENDENCYPART_SIBL
(22,1),(22,11),0.10057 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.0135068 # DEPENDENCYPART_SIBL
(22,1),(22,13),0.285297 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0316519 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.285297 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.00130137 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0286115 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.031903 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0581593 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.00243587 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0898882 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.065929 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0437014 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0422025 # DEPENDENCYPART_SIBL
(22,1),(22,26),0.0226575 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.0746697 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0088805 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.0547137 # DEPENDENCYPART_SIBL
(22,2),(22,6),0.049156 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.00600308 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.049156 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.049156 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.0746697 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.00262165 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.00598536 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.00651906 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.00598536 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.0424145 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.0520499 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.0488431 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0387583 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.00365973 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0556245 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.095265 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.010553 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.00572066 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.00549963 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.0143889 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.0486734 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.0169712 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0365226 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.0169712 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0169712 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.0291647 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.223605 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.00255798 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.0295453 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.00255798 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0776734 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.00938779 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0175243 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0555906 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.0495463 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0407379 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.034012 # DEPENDENCYPART_SIBL
(22,3),(22,24),-0.0304676 # DEPENDENCYPART_SIBL
(22,3),(22,25),-0.0121195 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.0140318 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.0227384 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.128858 # DEPENDENCYPART_SIBL
(22,4),(22,7),0.103648 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.128858 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.128858 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.281097 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.0409592 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.0518849 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.103114 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.0518849 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.0576112 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.12588 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.129171 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0277697 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.0198786 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0332907 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0814001 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.047746 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.047854 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.00197315 # DEPENDENCYPART_SIBL
(22,5),(22,6),0.0176267 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.00742116 # DEPENDENCYPART_SIBL
(22,5),(22,9),0.0176267 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.0176267 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.0854124 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.119174 # DEPENDENCYPART_SIBL
(22,5),(22,13),0.0452942 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.00793714 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.0452942 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0280624 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.0206036 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.0173138 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.00294478 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0470184 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.105373 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.00729417 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.0125457 # DEPENDENCYPART_SIBL
(22,5),(22,25),0.0140844 # DEPENDENCYPART_SIBL
(22,5),(22,26),0.0114168 # DEPENDENCYPART_SIBL
(22,6),(22,7),0.0042145 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.0690202 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0690202 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.126382 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.0227649 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.0405686 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.00356586 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.0405686 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.0276434 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0646499 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0702265 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0145323 # DEPENDENCYPART_SIBL
