# _root_ Ám 1996-ban született egy újabb rendelet , amely alapján a díj magasabb lett , mint amennyit a szegedi orvosegyetem előzőleg kifizetett .
#goldHeads=3,3,0,6,6,3,3,9,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
#predictedHeads=3,3,0,6,6,3,3,13,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
(6,3),(3,1),-0.236773 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.394657 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0206939 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.88635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.541841 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.327219 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.323904 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.468408 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.394658 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.274971 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.31187 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.228774 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.368148 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.376962 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.723922 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.527195 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.423546 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.208981 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.788494 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0640091 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.15683 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.313601 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0697646 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.281593 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0860265 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0209557 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0665205 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.111585 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.5829 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.810702 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.571276 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.568732 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.575229 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.361799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.137535 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0655554 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0509462 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0374122 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.112901 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.15418 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.0951215 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),0.214483 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.42449 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.568729 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.348841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),0.0706985 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.21388 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.100314 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.11771 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.215304 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.615932 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.740603 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.587736 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.520806 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.501878 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.506781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.260684 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.187574 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0595157 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.12834 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0153018 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.257171 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0535909 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.0201417 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0631779 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.300891 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.415404 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.0875882 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.157331 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),0.111718 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.440347 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-0.615648 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-0.740552 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.586671 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.501768 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.507131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,7),-0.261754 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),0.180003 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.0591662 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),-0.125028 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.0156513 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),0.253528 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),0.102171 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),0.0513126 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),0.0664979 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),0.0325413 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.307236 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.199709 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.147912 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.0584886 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.440104 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.445245 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.326786 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.627839 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.502161 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.463045 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.378276 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.670382 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.428897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.124775 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.273573 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.197128 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.340727 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.0441312 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.245341 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.790386 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.502161 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.378268 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.424479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.177173 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0769179 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.192218 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.244433 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.440298 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.311653 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.619522 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.323282 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.655707 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.45222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.303252 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.118106 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.353269 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.36505 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.214399 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.0887754 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.286942 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.800047 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.326785 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.50216 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.0759528 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.223815 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.111622 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.402206 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.266959 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.161506 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.0129178 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.0997289 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.170902 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.161569 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.624782 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.318963 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.152935 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.421769 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.367852 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.13831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,11),-0.564277 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.498434 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.855286 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.532568 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.517946 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.587013 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.573049 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.712346 # DEPENDENCYPART_GRANDPAR
(9,1),(1,22),-0.857454 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.407118 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.303633 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0944774 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.391158 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.393936 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.79142 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.514863 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.648552 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.846939 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.314236 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.661493 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0454054 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.483698 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.515661 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.43225 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.14539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.391752 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.575469 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.489609 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.851182 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.572395 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.578983 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.359325 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.984804 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.598199 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.554504 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.707971 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-0.858633 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.129545 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.239766 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.585243 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.231006 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.820915 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.26489 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.59197 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.304224 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.11195 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.16689 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.375446 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.539014 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.2099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.635996 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.835543 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.692676 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.888481 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.783929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.208089 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.166572 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.230825 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.112268 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.720983 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.924631 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.978177 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.598444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0210393 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0818228 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.258292 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.659224 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.056 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.720761 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.862034 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.762238 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.958665 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.688329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.00130475 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.125638 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.13104 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0416808 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0379332 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.277341 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.44526 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-1.07773 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.720983 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),-0.020129 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.0288458 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.00169365 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.407511 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.153934 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.140903 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.023545 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.402093 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.489535 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.194053 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-0.703892 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-1.00753 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.750712 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.56471 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-0.86309 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.793871 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-0.940347 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.760749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),-0.049362 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.194897 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),0.0357328 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.436903 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.290331 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.145309 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),0.0489964 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.431326 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.46375 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.217349 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.190421 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.511002 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.567545 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.656723 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.563732 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.726513 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.463169 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.480383 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.624861 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.589827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.00206026 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.233369 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.197599 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.311672 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.302757 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.315005 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.704986 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.591729 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.560696 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.335953 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.44923 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.760046 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.51199 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.644453 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.437529 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.11549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.799572 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.418637 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.874478 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.586999 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.684723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.0186344 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.275671 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.590603 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.560952 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.336843 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.450934 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.764029 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.685027 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.538396 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.702546 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.602891 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.1155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.381213 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.461542 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.706449 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.418642 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.874482 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.342995 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.937923 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.998454 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.727086 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.11516 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.889182 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.06151 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.977227 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.968863 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.606771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.0226524 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.00382631 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.0887449 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.000729251 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.426249 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.982601 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.950003 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.757048 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-1.14274 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-1.11623 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.920825 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-1.04321 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.973815 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-0.96962 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.676025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.221247 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.401224 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.189297 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.0930172 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.135506 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.451498 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.304886 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.266689 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.169132 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.496293 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.618276 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.0260419 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.311449 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.633695 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.168852 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.821816 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.29068 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.01969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.754091 # DEPENDENCYPART_GRANDPAR
(12,1),(1,14),-0.535788 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.478985 # DEPENDENCYPART_GRANDPAR
(12,1),(1,19),-0.754259 # DEPENDENCYPART_GRANDPAR
(12,1),(1,20),-0.465408 # DEPENDENCYPART_GRANDPAR
(12,1),(1,21),-0.741872 # DEPENDENCYPART_GRANDPAR
(12,1),(1,22),-0.785389 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.292494 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.00281293 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.290298 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.63831 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.262147 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.698066 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.521392 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-0.685907 # DEPENDENCYPART_GRANDPAR
(12,2),(2,22),-0.780006 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.261067 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.642103 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.316426 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.725548 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.380255 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.275622 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.910138 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.0737073 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.382677 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.01071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.760119 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.5759 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.543026 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.62139 # DEPENDENCYPART_GRANDPAR
