# _root_ A tervgazdaságban , ahol nem működik valódi gazdasági kalkuláció , a központi tervezőnek nincs eszköze a versengő beruházási javaslatok közötti ésszerű választáshoz .
#goldHeads=2,14,14,6,6,14,9,9,6,14,13,13,14,0,14,19,19,19,20,22,22,14,14,
#predictedHeads=2,6,6,6,6,0,9,9,6,6,13,13,14,6,14,19,19,19,20,22,22,14,6,
(8,2),(2,1),-0.484072 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.423605 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.480794 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.628045 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.594609 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-0.949226 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.518615 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.478459 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.462714 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.540408 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.586638 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.690242 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.498783 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.75006 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.953158 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.944466 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.57386 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.47083 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.270816 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.433932 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.30721 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.544545 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.587422 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.694379 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.500689 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.945187 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.525894 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.424844 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.433125 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.136853 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.209505 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.304434 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.856643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.589348 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.623112 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.5511 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.505708 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.739182 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.535318 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.792199 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.644382 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.653241 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.799 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.759675 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.744398 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.0021 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.941756 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.507938 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.557312 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.476627 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.194231 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.315178 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.556397 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.858373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.565822 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.574503 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.482578 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.978572 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0982305 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.628823 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0478838 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.0281505 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.01628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.565994 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-0.879544 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.12689 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.121619 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.00150602 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.88759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.522564 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.382078 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.585063 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.390879 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.604812 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-0.839319 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.175451 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.104733 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.352683 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0197776 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.129434 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.890647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.522723 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.385135 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.58621 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.839415 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.794616 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0704542 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.138768 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.265661 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.254729 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.19859 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.188009 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.954729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.573804 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.36403 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.451934 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.449217 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.633165 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.62603 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.675625 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.560211 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.458018 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.596491 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.658308 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.671951 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.849746 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.655352 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.0393889 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0138005 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.128824 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.190576 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0373538 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.144628 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.953748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.542161 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.602544 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.67097 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.690287 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.000182499 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0528241 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.169355 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.231108 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0683767 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0538242 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.58352 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.344273 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.505409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.0303049 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.21346 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.559353 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.451345 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.397129 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.410824 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.418352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.164959 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0049725 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.044164 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.210477 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0401432 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.256515 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.504886 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.457258 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.553052 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.592999 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.467322 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.323201 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.336829 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.584282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.284899 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0218652 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0695016 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0787697 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.176597 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.197573 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.378371 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.26416 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.00740894 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.30066 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.357959 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.220563 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.500137 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.397129 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.410824 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.0049725 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.044164 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.0871598 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.198356 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.0895416 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.183499 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.180063 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.064681 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.204727 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.254076 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.481335 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.501787 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.425085 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.436742 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.505617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),-0.207948 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),0.0279819 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.000104812 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.197308 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.176801 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.158345 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.195711 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0803313 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.00890565 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.162998 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.37516 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.564322 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-0.397129 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-0.410824 # DEPENDENCYPART_GRANDPAR
(9,22),(22,10),-0.164959 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),0.0049725 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.044164 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.0871598 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.198356 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.0895416 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.183499 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.180063 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.064681 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),0.0783589 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.102344 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.163077 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.483774 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.534035 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.226784 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.569213 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.620509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,11),-0.689691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.121334 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.104806 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.197312 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.429345 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.351648 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.346061 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.359166 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.349961 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.374173 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.318454 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.620505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,15),-0.254883 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.436564 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.404588 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.85642 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.710137 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.680509 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.713446 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.679524 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-0.524378 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.657481 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.642806 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-0.834593 # DEPENDENCYPART_GRANDPAR
(12,4),(4,23),-0.871114 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.889973 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.889154 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.704631 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.543379 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.701265 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.770923 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.568814 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.628762 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.651617 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.641277 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.860007 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.866516 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.713554 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.61968 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.4639 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.548823 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.626379 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.619198 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.558436 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.645741 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.904646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.612014 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.655489 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.730442 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.707659 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.92223 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.875874 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.871501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,15),-0.665281 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.582165 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.347444 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.7478 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.353946 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.606095 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.219856 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.399746 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.517631 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.338543 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.879966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.654076 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-0.76499 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-1.01733 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.642803 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.387982 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.519073 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.475811 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.330591 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.274651 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.59873 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.453758 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.513205 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.0353049 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.944047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.701031 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.667742 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.530477 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.489077 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.474826 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.51614 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.594617 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.662274 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-0.775321 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.878067 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.53296 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.263014 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.382236 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.411658 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.276987 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.318032 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.523045 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.360966 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.67041 # DEPENDENCYPART_GRANDPAR
(13,7),(7,22),-0.661293 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.913003 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.572166 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.302038 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.422767 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.452189 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.30801 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.475356 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.851539 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.65968 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.324104 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.484418 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.416108 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.286559 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.463891 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.415307 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.318879 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.00874799 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.0056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.684667 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.53638 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.590112 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.723828 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.805119 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0873547 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.617353 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.566235 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.384844 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.419357 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.429615 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.36689 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.919296 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.561308 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.403377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.266222 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0664217 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.145104 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.103694 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.0590985 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.130217 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.248985 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.409351 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.926309 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.873485 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.919296 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.561308 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.407671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.266222 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.131254 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0864876 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0349151 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.00645255 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.124376 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.244399 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.40691 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-1.13667 # DEPENDENCYPART_GRANDPAR
(13,22),(22,7),-0.926309 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-0.873485 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.719914 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.919296 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.561308 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.407671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),-0.266222 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.131254 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.0864876 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.0349151 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.00645255 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.061551 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.021993 # DEPENDENCYPART_GRANDPAR
