# _root_ Az első hidegzuhany az esztergomi ralin ért , ahol a motor úgy kikészült , hogy a kukába lehetett dobni .
#goldHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
#predictedHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
(15,6),(6,5),-0.14837 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.48354 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.131049 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.11556 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.40555 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.456679 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.434397 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.751703 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.0590145 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.441669 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.176303 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.00467841 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.167903 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.330716 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.0750738 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.411277 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.377386 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.0933029 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.380865 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.376975 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.351955 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.08019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,17),-0.691789 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.78806 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.765505 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-1.0036 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.0496834 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.395928 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.144336 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.00465269 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.375093 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.108828 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.287086 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.149621 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.393711 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.40793 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.456679 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.434397 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.751703 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.397639 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0971772 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.031144 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.279281 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.336171 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.280559 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.452776 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.431341 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.741496 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),0.0312834 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.176914 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.0230527 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.168007 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.323676 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.387038 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.196517 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.232309 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.150354 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0177858 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.212381 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.345085 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.07845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.719476 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.688465 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.786246 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.763691 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-1.00186 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.547999 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.67339 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.972546 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.848658 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.329843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.271923 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.216555 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.639974 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.792322 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.694311 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-1.4016 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.38064 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.881979 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.00711 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.10016 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.942419 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.30292 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.15886 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.277121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.217128 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.290126 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.272045 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.335726 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.639711 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.792058 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.694047 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.898803 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.39822 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-1.37949 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.880337 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-1.00686 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.894592 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-1.09679 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.942165 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-1.30178 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-1.15722 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.274153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.203349 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.320109 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.120889 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.362344 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-1.29403 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.931331 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-1.18109 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.385159 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.561881 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-1.1 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.508736 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-0.742195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,1),-1.39951 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.660022 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-1.27527 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-1.10101 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-1.1811 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.465808 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.651059 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.797914 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.965891 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-1.09892 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.649128 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.61525 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.533325 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.674267 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.81528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.505708 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.43974 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.586702 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-1.1081 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-1.25551 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.553643 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.695242 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-1.17442 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.659052 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.46645 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.642097 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.819922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.520942 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.455347 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.587874 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.71742 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.962827 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.59318 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.61916 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.7968 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.950102 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.08443 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.53808 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.900855 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.712033 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.896957 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.944905 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.01766 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.452393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0970576 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.234025 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.0821942 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.0748635 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),0.0231405 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.0743962 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.13487 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.0410002 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.390973 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.257244 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.291106 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.154906 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),0.330717 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.0748635 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.00689987 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.155591 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.117325 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.206275 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.157763 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.366464 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.188463 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.221913 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.0718616 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.38548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.462685 # DEPENDENCYPART_GRANDPAR
(18,6),(6,20),-0.799278 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),0.00757949 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.088331 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.130022 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.191795 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.196344 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.0492483 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.325497 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.00244545 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.445438 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.282143 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.00688087 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.113183 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.223159 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.176725 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),0.340588 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.10567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.181822 # DEPENDENCYPART_GRANDPAR
(18,7),(7,20),-0.456396 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.0409807 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.320203 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.335698 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.104538 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.203824 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.286125 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.21556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.294458 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.619403 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.0136086 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.156602 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.118337 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.212983 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.371475 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.262763 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.0113002 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.320307 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.019562 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.0861244 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.38548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.462685 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.799278 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.446646 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.342801 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.319578 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.103945 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.195445 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.289953 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.21895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.297844 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.622133 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.0328187 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.156874 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.232194 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.22292 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),0.00944716 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.35012 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.292988 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.0780168 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.286613 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.240922 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0366784 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.228497 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.189335 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.0798573 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.32422 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.10516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.181312 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.456014 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.539346 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.348327 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.929864 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.578627 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.599217 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.240836 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.630293 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.476289 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.0580814 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.48072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.558712 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.816759 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.117325 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.316448 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0731316 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.159414 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.219828 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0610626 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.38548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,1),-0.203485 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.235459 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.40286 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.303636 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.00683619 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.581873 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.363897 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),0.125827 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.51364 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.256942 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),0.156728 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.280588 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.261559 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.371675 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.13613 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.364881 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.96728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.37763 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),0.00987472 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.122128 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.0676738 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),0.334377 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.0330922 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.13265 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.392324 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.126572 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.126649 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),-0.12471 # DEPENDENCYPART_GRANDPAR
(19,3),(3,17),0.164099 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),0.122128 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),0.33401 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.23908 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),0.074878 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.310536 # DEPENDENCYPART_GRANDPAR
(19,5),(5,20),-0.685926 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),0.283921 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.0216864 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.124365 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),0.0247888 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),0.0587158 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.353942 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.0466713 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.0439718 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.249716 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),-0.168027 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.21213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,20),-0.779066 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),0.251163 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.0033441 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.182168 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.00796922 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.0255358 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.056149 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.191494 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.080208 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.2473 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.119142 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.119434 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.296415 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.189632 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),-0.0986472 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),0.172515 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),-0.228715 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-0.987179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,20),-0.493412 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.11444 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.178505 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.171298 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.296396 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.173811 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.119451 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),-0.214866 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.04448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.599823 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),0.277212 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.0226976 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.125376 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),0.0180801 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.354222 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.0951844 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.0731766 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.0963096 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0861812 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.0448096 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.168027 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.21213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.779066 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.447382 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.201103 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.136931 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.295803 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.165433 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.123278 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.214273 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.04787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.602554 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),0.210765 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.209021 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.0483674 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.0521112 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.0959501 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.382924 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.183163 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.034436 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.11392 # DEPENDENCYPART_GRANDPAR
