# _root_ A junior lányok versenyén Mester_Orsolyáé ( 347 ) az első hely , a fiúk között Dienes_Miklósé ( 505 ) , aki mögött Varga_Zoltán a harmadik lett ( 495 ) .
#goldHeads=3,3,4,5,0,7,5,7,11,11,5,5,14,15,16,5,18,16,18,16,22,26,26,25,26,16,28,26,28,5,
#predictedHeads=3,3,4,5,0,7,5,7,11,11,15,15,14,15,16,26,18,16,18,26,22,26,26,25,26,0,28,26,28,26,
(22,3),(22,16),-0.107698 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.139561 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.056927 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.183586 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.348925 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0914745 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.0460904 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0693725 # DEPENDENCYPART_SIBL
(22,3),(22,28),-0.0305897 # DEPENDENCYPART_SIBL
(22,3),(22,29),-0.0718684 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.117518 # DEPENDENCYPART_SIBL
(22,4),(22,6),0.138352 # DEPENDENCYPART_SIBL
(22,4),(22,8),0.182378 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.117526 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.348033 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.117518 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.117518 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.138352 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.060706 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.182378 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.348033 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0951337 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0409977 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.0663106 # DEPENDENCYPART_SIBL
(22,4),(22,28),-0.0305885 # DEPENDENCYPART_SIBL
(22,4),(22,29),-0.0688066 # DEPENDENCYPART_SIBL
(22,5),(22,6),0.138352 # DEPENDENCYPART_SIBL
(22,5),(22,8),0.182378 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.117526 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.348033 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.117518 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.117518 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.138352 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.060706 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.182378 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.348033 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0951337 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0409977 # DEPENDENCYPART_SIBL
(22,5),(22,27),-0.0663106 # DEPENDENCYPART_SIBL
(22,5),(22,28),-0.0305885 # DEPENDENCYPART_SIBL
(22,5),(22,29),-0.0688066 # DEPENDENCYPART_SIBL
(22,6),(22,8),0.212896 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0238048 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.00262403 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0237979 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.0237979 # DEPENDENCYPART_SIBL
(22,6),(22,17),0.0235935 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0316645 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.212896 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.00262403 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0443333 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0373803 # DEPENDENCYPART_SIBL
(22,6),(22,27),0.0422307 # DEPENDENCYPART_SIBL
(22,6),(22,28),-0.0224868 # DEPENDENCYPART_SIBL
(22,6),(22,29),0.34414 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.101185 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.087673 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.101178 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.101178 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0638697 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0353776 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.015617 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.087673 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0691908 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0765262 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.0602805 # DEPENDENCYPART_SIBL
(22,8),(22,28),-0.0222176 # DEPENDENCYPART_SIBL
(22,8),(22,29),0.0608919 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.347944 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.117533 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.117533 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.138307 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.060706 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.182333 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.347944 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0951337 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0410035 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.0663106 # DEPENDENCYPART_SIBL
(22,11),(22,28),-0.0305885 # DEPENDENCYPART_SIBL
(22,11),(22,29),-0.0688066 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0033947 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0033947 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.100221 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0443506 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0571426 # DEPENDENCYPART_SIBL
(22,12),(22,20),5.1294e-06 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0964607 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0454679 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.0840222 # DEPENDENCYPART_SIBL
(22,12),(22,28),-0.0166478 # DEPENDENCYPART_SIBL
(22,12),(22,29),0.00577093 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.117518 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.138352 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.060706 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.182378 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.348033 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0951337 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0409977 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.0663106 # DEPENDENCYPART_SIBL
(22,14),(22,28),-0.0305885 # DEPENDENCYPART_SIBL
(22,14),(22,29),-0.0688066 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.138352 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.060706 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.182378 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.348033 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0951337 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0409977 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.0663106 # DEPENDENCYPART_SIBL
(22,16),(22,28),-0.0305885 # DEPENDENCYPART_SIBL
(22,16),(22,29),-0.0688066 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0316645 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.212896 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.00262403 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0443333 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0373803 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.0422307 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.0224868 # DEPENDENCYPART_SIBL
(22,17),(22,29),0.34414 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0805641 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.209346 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0293923 # DEPENDENCYPART_SIBL
(22,18),(22,23),4.16222e-05 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.00969031 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.00982716 # DEPENDENCYPART_SIBL
(22,18),(22,29),-0.0114032 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.087673 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0691908 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0765262 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0602805 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.0222176 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.0608919 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0964607 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0454679 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0840222 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0166478 # DEPENDENCYPART_SIBL
(22,20),(22,29),0.00577093 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0143424 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.025846 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.00695754 # DEPENDENCYPART_SIBL
(22,21),(22,29),-0.0334044 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.0822494 # DEPENDENCYPART_SIBL
(22,23),(22,28),0.0737289 # DEPENDENCYPART_SIBL
(22,23),(22,29),0.116923 # DEPENDENCYPART_SIBL
(22,27),(22,28),0.0550771 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.0480204 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.0336936 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.00750407 # DEPENDENCYPART_SIBL
(23,3),(23,5),-0.00750407 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.262768 # DEPENDENCYPART_SIBL
(23,3),(23,10),0.122614 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.00751167 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.310776 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.00750407 # DEPENDENCYPART_SIBL
(23,3),(23,15),0.0690768 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.00750407 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.185919 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.402973 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.651409 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0272734 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.0607707 # DEPENDENCYPART_SIBL
(23,3),(23,25),0.0553436 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.0688913 # DEPENDENCYPART_SIBL
(23,3),(23,28),0.0565451 # DEPENDENCYPART_SIBL
(23,3),(23,29),-0.08177 # DEPENDENCYPART_SIBL
(23,3),(23,30),0.0381362 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.018106 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.269111 # DEPENDENCYPART_SIBL
(23,4),(23,10),0.116264 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0181136 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.317123 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.018106 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0627263 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.018106 # DEPENDENCYPART_SIBL
(23,4),(23,17),0.17901 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.396063 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.641687 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.0210425 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.0544201 # DEPENDENCYPART_SIBL
(23,4),(23,25),0.0554567 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.0657147 # DEPENDENCYPART_SIBL
(23,4),(23,28),0.0566582 # DEPENDENCYPART_SIBL
(23,4),(23,29),-0.0785934 # DEPENDENCYPART_SIBL
(23,4),(23,30),0.041682 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.269111 # DEPENDENCYPART_SIBL
(23,5),(23,10),0.116264 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.0181136 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.317123 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.018106 # DEPENDENCYPART_SIBL
(23,5),(23,15),0.0627263 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.018106 # DEPENDENCYPART_SIBL
(23,5),(23,17),0.17901 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.396063 # DEPENDENCYPART_SIBL
(23,5),(23,20),0.641687 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.0210425 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.0544201 # DEPENDENCYPART_SIBL
(23,5),(23,25),0.0554567 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.0657147 # DEPENDENCYPART_SIBL
(23,5),(23,28),0.0566582 # DEPENDENCYPART_SIBL
(23,5),(23,29),-0.0785934 # DEPENDENCYPART_SIBL
(23,5),(23,30),0.041682 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.357756 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.00085437 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.542227 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.000855746 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.0293259 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.000855746 # DEPENDENCYPART_SIBL
(23,9),(23,17),0.0997707 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.286294 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.213182 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.0084914 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.0352955 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.0231188 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.0874489 # DEPENDENCYPART_SIBL
(23,9),(23,28),-0.0198246 # DEPENDENCYPART_SIBL
(23,9),(23,29),-0.0979903 # DEPENDENCYPART_SIBL
(23,9),(23,30),-0.0202729 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.0104275 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.343642 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.0104275 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.0849981 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.0104275 # DEPENDENCYPART_SIBL
(23,10),(23,17),0.227777 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.317515 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.528908 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0480767 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.0927904 # DEPENDENCYPART_SIBL
(23,10),(23,25),0.0117837 # DEPENDENCYPART_SIBL
(23,10),(23,27),-0.0374139 # DEPENDENCYPART_SIBL
(23,10),(23,28),0.0130282 # DEPENDENCYPART_SIBL
(23,10),(23,29),-0.0495275 # DEPENDENCYPART_SIBL
(23,10),(23,30),0.0267382 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.317163 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.0181661 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0626857 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0181661 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.178895 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.395948 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.641498 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.021002 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.0543795 # DEPENDENCYPART_SIBL
(23,11),(23,25),0.0554548 # DEPENDENCYPART_SIBL
(23,11),(23,27),-0.0657166 # DEPENDENCYPART_SIBL
(23,11),(23,28),0.0566563 # DEPENDENCYPART_SIBL
(23,11),(23,29),-0.0785953 # DEPENDENCYPART_SIBL
(23,11),(23,30),0.0416707 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0129962 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0431936 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0129962 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.107007 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.320255 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.190771 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0100724 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0497844 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0230537 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.0761411 # DEPENDENCYPART_SIBL
(23,13),(23,28),-0.0176286 # DEPENDENCYPART_SIBL
(23,13),(23,29),-0.0857761 # DEPENDENCYPART_SIBL
(23,13),(23,30),-0.0285178 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0627263 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.018106 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.17901 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.396063 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.641687 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0210425 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0544201 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.0554567 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0657147 # DEPENDENCYPART_SIBL
(23,14),(23,28),0.0566582 # DEPENDENCYPART_SIBL
(23,14),(23,29),-0.0785934 # DEPENDENCYPART_SIBL
(23,14),(23,30),0.041682 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.0681269 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.0543109 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.18598 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.213113 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.0176823 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.03681 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.0630271 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.00663612 # DEPENDENCYPART_SIBL
(23,15),(23,28),0.0641905 # DEPENDENCYPART_SIBL
(23,15),(23,29),0.0101409 # DEPENDENCYPART_SIBL
(23,15),(23,30),0.10914 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.17901 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.396063 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.641687 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0210425 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0544201 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0554567 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0657147 # DEPENDENCYPART_SIBL
(23,16),(23,28),0.0566582 # DEPENDENCYPART_SIBL
(23,16),(23,29),-0.0785934 # DEPENDENCYPART_SIBL
(23,16),(23,30),0.041682 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.379507 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.029019 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0296595 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0132506 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0172181 # DEPENDENCYPART_SIBL
(23,17),(23,27),0.0515723 # DEPENDENCYPART_SIBL
(23,17),(23,28),0.0183846 # DEPENDENCYPART_SIBL
(23,17),(23,29),0.374455 # DEPENDENCYPART_SIBL
(23,17),(23,30),-0.0295239 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.1269 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0730801 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0341533 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0237055 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.107565 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.022539 # DEPENDENCYPART_SIBL
(23,19),(23,29),0.010229 # DEPENDENCYPART_SIBL
(23,19),(23,30),-0.0840498 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0680176 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.031228 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0243169 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.105794 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.0254865 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.0292323 # DEPENDENCYPART_SIBL
(23,20),(23,30),0.0238545 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.00500012 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.00933426 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0589212 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.0108877 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0703996 # DEPENDENCYPART_SIBL
(23,21),(23,30),-0.0324369 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0581518 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.00251497 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0593151 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.000842555 # DEPENDENCYPART_SIBL
(23,22),(23,30),0.0977713 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0306893 # DEPENDENCYPART_SIBL
(23,25),(23,28),0.035317 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0613278 # DEPENDENCYPART_SIBL
(23,25),(23,30),0.126021 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.0378028 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.0878173 # DEPENDENCYPART_SIBL
(23,27),(23,30),0.0332239 # DEPENDENCYPART_SIBL
(23,28),(23,29),0.0613647 # DEPENDENCYPART_SIBL
(23,28),(23,30),0.120833 # DEPENDENCYPART_SIBL
(23,29),(23,30),0.0285417 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0445536 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0173752 # DEPENDENCYPART_SIBL
(26,2),(26,3),-0.00664886 # DEPENDENCYPART_SIBL
(26,2),(26,4),-0.0089508 # DEPENDENCYPART_SIBL
(26,2),(26,5),-0.0089508 # DEPENDENCYPART_SIBL
(26,2),(26,6),-0.0317724 # DEPENDENCYPART_SIBL
(26,2),(26,7),-0.0429788 # DEPENDENCYPART_SIBL
(26,2),(26,8),-0.00405231 # DEPENDENCYPART_SIBL
(26,2),(26,9),-0.120074 # DEPENDENCYPART_SIBL
(26,2),(26,11),-0.00897492 # DEPENDENCYPART_SIBL
(26,2),(26,12),0.0370413 # DEPENDENCYPART_SIBL
(26,2),(26,13),-0.204255 # DEPENDENCYPART_SIBL
(26,2),(26,14),-0.0089508 # DEPENDENCYPART_SIBL
(26,2),(26,15),-0.0137695 # DEPENDENCYPART_SIBL
(26,2),(26,16),-0.0089508 # DEPENDENCYPART_SIBL
(26,2),(26,17),-0.0317724 # DEPENDENCYPART_SIBL
(26,2),(26,18),-0.0429788 # DEPENDENCYPART_SIBL
(26,2),(26,19),-0.00405231 # DEPENDENCYPART_SIBL
(26,2),(26,20),0.0370413 # DEPENDENCYPART_SIBL
(26,2),(26,21),-0.128151 # DEPENDENCYPART_SIBL
(26,2),(26,22),0.0110431 # DEPENDENCYPART_SIBL
(26,2),(26,23),-0.0089508 # DEPENDENCYPART_SIBL
(26,2),(26,24),-0.204255 # DEPENDENCYPART_SIBL
(26,2),(26,25),-0.042431 # DEPENDENCYPART_SIBL
(26,2),(26,27),-0.0602801 # DEPENDENCYPART_SIBL
(26,2),(26,28),0.0108524 # DEPENDENCYPART_SIBL
(26,2),(26,29),-0.0505066 # DEPENDENCYPART_SIBL
(26,2),(26,30),0.0116996 # DEPENDENCYPART_SIBL
(26,3),(26,4),-0.0167157 # DEPENDENCYPART_SIBL
(26,3),(26,5),-0.0167157 # DEPENDENCYPART_SIBL
(26,3),(26,6),-0.035784 # DEPENDENCYPART_SIBL
(26,3),(26,7),-0.0115539 # DEPENDENCYPART_SIBL
(26,3),(26,8),-0.00119776 # DEPENDENCYPART_SIBL
(26,3),(26,9),-0.00474905 # DEPENDENCYPART_SIBL
(26,3),(26,11),-0.0167518 # DEPENDENCYPART_SIBL
(26,3),(26,12),0.0893785 # DEPENDENCYPART_SIBL
(26,3),(26,13),-0.0575223 # DEPENDENCYPART_SIBL
(26,3),(26,14),-0.0167157 # DEPENDENCYPART_SIBL
(26,3),(26,15),-0.0131472 # DEPENDENCYPART_SIBL
(26,3),(26,16),-0.0167157 # DEPENDENCYPART_SIBL
(26,3),(26,17),-0.035784 # DEPENDENCYPART_SIBL
(26,3),(26,18),-0.0115539 # DEPENDENCYPART_SIBL
(26,3),(26,19),-0.00119776 # DEPENDENCYPART_SIBL
(26,3),(26,20),0.0893785 # DEPENDENCYPART_SIBL
(26,3),(26,21),-0.165295 # DEPENDENCYPART_SIBL
(26,3),(26,22),-0.0134007 # DEPENDENCYPART_SIBL
(26,3),(26,23),-0.0167157 # DEPENDENCYPART_SIBL
(26,3),(26,24),-0.0575223 # DEPENDENCYPART_SIBL
(26,3),(26,25),-0.00955613 # DEPENDENCYPART_SIBL
(26,3),(26,27),-0.0546564 # DEPENDENCYPART_SIBL
(26,3),(26,28),-0.00838186 # DEPENDENCYPART_SIBL
(26,3),(26,29),-0.0753317 # DEPENDENCYPART_SIBL
(26,3),(26,30),-0.00541733 # DEPENDENCYPART_SIBL
(26,4),(26,5),-0.00446554 # DEPENDENCYPART_SIBL
(26,4),(26,6),-0.0140729 # DEPENDENCYPART_SIBL
(26,4),(26,7),0.00169286 # DEPENDENCYPART_SIBL
(26,4),(26,8),0.0205134 # DEPENDENCYPART_SIBL
(26,4),(26,9),0.00851142 # DEPENDENCYPART_SIBL
(26,4),(26,11),-0.00450164 # DEPENDENCYPART_SIBL
(26,4),(26,12),0.11506 # DEPENDENCYPART_SIBL
(26,4),(26,13),-0.0442687 # DEPENDENCYPART_SIBL
(26,4),(26,14),-0.00446554 # DEPENDENCYPART_SIBL
(26,4),(26,15),9.95804e-05 # DEPENDENCYPART_SIBL
(26,4),(26,16),-0.00446554 # DEPENDENCYPART_SIBL
(26,4),(26,17),-0.0140729 # DEPENDENCYPART_SIBL
(26,4),(26,18),0.00169286 # DEPENDENCYPART_SIBL
(26,4),(26,19),0.0205134 # DEPENDENCYPART_SIBL
(26,4),(26,20),0.11506 # DEPENDENCYPART_SIBL
(26,4),(26,21),-0.151928 # DEPENDENCYPART_SIBL
(26,4),(26,22),-0.000153888 # DEPENDENCYPART_SIBL
(26,4),(26,23),-0.00446554 # DEPENDENCYPART_SIBL
(26,4),(26,24),-0.0442687 # DEPENDENCYPART_SIBL
(26,4),(26,25),0.00369066 # DEPENDENCYPART_SIBL
(26,4),(26,27),-0.0353137 # DEPENDENCYPART_SIBL
(26,4),(26,28),0.00484128 # DEPENDENCYPART_SIBL
(26,4),(26,29),-0.055989 # DEPENDENCYPART_SIBL
(26,4),(26,30),0.0124479 # DEPENDENCYPART_SIBL
(26,5),(26,6),-0.0140729 # DEPENDENCYPART_SIBL
