# _root_ Egyértelmű sikernek könyvelheti el , hogy a sokáig kizárólag klasszikusokhoz szoktatott , jómódú salzburgi publikum idővel hajlandónak mutatkozott befogadni a kortárs zenét is .
#goldHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,18,18,3,18,22,22,19,18,3,
#predictedHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,17,19,3,18,22,22,19,18,3,
(19,1),(19,9),0.00408032 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0152106 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0236054 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0502192 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0236054 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0236497 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0152106 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0200667 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0158341 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.00311822 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.00589252 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.00698442 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.00910478 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.000678369 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.0119565 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.00885259 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.111319 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0460544 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0616386 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.019457 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0433081 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.030355 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.00642071 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.111319 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.00642071 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.00609171 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.030355 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.00166675 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0176795 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0088527 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0119243 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.0115663 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0138412 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0139704 # DEPENDENCYPART_SIBL
(19,2),(19,24),0.0180466 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0793449 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.050802 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0660861 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.0126162 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.00940985 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0263397 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.00480183 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0793449 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.00480183 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0048491 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0263397 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0173831 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0029695 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0324482 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0321 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0137671 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.00872941 # DEPENDENCYPART_SIBL
(19,3),(19,23),0.0163928 # DEPENDENCYPART_SIBL
(19,3),(19,24),0.0157563 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0307099 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.10614 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0239119 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.000161495 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.00692861 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.00899597 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.00513268 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.00899597 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.00830053 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.00692861 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0219065 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0111914 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.015118 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0116264 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0204655 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0180161 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0020993 # DEPENDENCYPART_SIBL
(19,5),(19,24),0.0213227 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.108919 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0338626 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.00563763 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.128377 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.066874 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.227069 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.066874 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0676657 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.128377 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0323658 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0549729 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0809097 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.042521 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0218012 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0197713 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0315824 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.0165303 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0472858 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0259031 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0174639 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0164009 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0102192 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0164009 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0159185 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0174639 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0447202 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.00862957 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0272811 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0223062 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0265396 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0245112 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.0327493 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0634118 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0131613 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.00549046 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0227227 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0360863 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0227227 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0226858 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.00549046 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0290053 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0322115 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0166278 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0886664 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0065977 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.00356882 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0522921 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.0152577 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0469941 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0175004 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0522543 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0175004 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0174634 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0469941 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0214727 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0269891 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.00752509 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0644991 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0191845 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0222134 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0232007 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.0151409 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.000608091 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0956371 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.000608091 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.000937098 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0309984 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.00407872 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0106507 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.00898365 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0207151 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0129481 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0106731 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0226755 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.00695274 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.048812 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0218746 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0219188 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0150119 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0191566 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0141033 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.00300458 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.00583005 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.00716995 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.00929031 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.000763799 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0051115 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.00899597 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.00830053 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.00692861 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0219065 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0111914 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.015118 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0116264 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0204655 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0180161 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0020993 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0213227 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0219188 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0150119 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0191566 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0141033 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.00300458 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.00583005 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.00716995 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.00929031 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.000763799 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0051115 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.015387 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.019165 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0149465 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00301234 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00583854 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.00713947 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.00925982 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.000748927 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.00509085 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.00407872 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0106507 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.00898365 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0207151 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0129481 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0106731 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0226755 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.00695274 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0146569 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.011752 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0738675 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.00283901 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.000189869 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0322379 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0203038 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.00300458 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00415261 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00883837 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0109587 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.00244124 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0135167 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0321 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0137693 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00873166 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0163928 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0152827 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0101234 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0110333 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0271066 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0284786 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0203659 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0693437 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.00143905 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0705722 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.000475816 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.036328 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.677512 # DEPENDENCYPART_SIBL
(22,7),(22,15),0.00456204 # DEPENDENCYPART_SIBL
(22,7),(22,17),0.141551 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.200122 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.668881 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.0777726 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0730723 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0389047 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.149413 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.320909 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0176101 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0319707 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.112037 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.664192 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0234506 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0387955 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.353507 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0389479 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00796167 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0777726 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0730723 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0319766 # DEPENDENCYPART_SIBL
(23,1),(23,3),0.0417743 # DEPENDENCYPART_SIBL
(23,1),(23,6),0.166371 # DEPENDENCYPART_SIBL
(23,1),(23,11),0.00734367 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.0073229 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.0882059 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.0293133 # DEPENDENCYPART_SIBL
(23,1),(23,17),0.00734367 # DEPENDENCYPART_SIBL
(23,1),(23,18),0.0407299 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0417743 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.1897 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.0966851 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0826007 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.0816787 # DEPENDENCYPART_SIBL
(23,3),(23,6),0.031948 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.0305 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.0305175 # DEPENDENCYPART_SIBL
(23,3),(23,15),0.0165363 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.0145397 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.0305 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.0493767 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0478589 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.0672003 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0165033 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.0109377 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.0218177 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.0373537 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.0381156 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.0366766 # DEPENDENCYPART_SIBL
(23,6),(23,16),0.0196989 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.0352888 # DEPENDENCYPART_SIBL
(23,6),(23,18),0.0334458 # DEPENDENCYPART_SIBL
(23,6),(23,19),0.0351507 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0849369 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.038793 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.0422755 # DEPENDENCYPART_SIBL
(23,6),(23,24),0.111122 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.0055455 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0848448 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.0267131 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.00556627 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.0373332 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.0383775 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.192549 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.093324 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.0792397 # DEPENDENCYPART_SIBL
(23,11),(23,24),0.0610313 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0844787 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.0267108 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.00472885 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0373314 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0383758 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.192551 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0929579 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0788735 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0610137 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.0902515 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.0154995 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0352307 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.036275 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0488551 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.0496719 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0442976 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.0788592 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.0498312 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0300765 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0311208 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0523195 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.107155 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.098165 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.102529 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0373332 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0383775 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.192549 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.093324 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0792397 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0643952 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0479978 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0673393 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0163335 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0107679 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0203959 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0672003 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0165033 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0109377 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0218177 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.069246 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0335509 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0858304 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0357632 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0786451 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0650365 # DEPENDENCYPART_SIBL
(0,1),(1,18),0.469375 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.193255 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),1.72539 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.376846 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.450777 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.398778 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.157155 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.472983 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.427526 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.521852 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.139979 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.0985329 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.251047 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0727486 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.181253 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.0611022 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.212265 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0879185 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.223481 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.0690758 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.455448 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.182217 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.0166223 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.192179 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),-0.0656351 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),2.10776 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.572514 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.510689 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.509529 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.238535 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),1.75097 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.747192 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.77071 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),1.00154 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.243982 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.843332 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.239047 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.128773 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.105196 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.0459784 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.217366 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.264074 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.235374 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.617444 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.336245 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),0.0375826 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),2.09311 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.304468 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.213861 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.479707 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.430038 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.55872 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.35631 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.0155532 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.831221 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.295531 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.219732 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.425005 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.00970114 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.0645807 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.12415 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.275306 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.261876 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.100534 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.0144292 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.185142 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.832397 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.024802 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.183999 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.0631384 # DEPENDENCYPART_GRANDPAR
