# _root_ Sokan őt okolták ugyanis a vereségért , hiszen a nevéhez fűződött például az 1993-as , nagy port kavart MDF-Fidesz-székházügy .
#goldHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
#predictedHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
(9,8),(8,11),-0.692411 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.40935 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.634532 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.5253 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.668117 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.587296 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.690301 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.653385 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.566993 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.256844 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.795876 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.515805 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.876966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.194001 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.336456 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.225859 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.556897 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.666648 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.519264 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.803643 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-1.06344 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.221633 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.669846 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0300023 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.468922 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.663999 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.90471 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-1.17304 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.369708 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.715825 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.247691 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.813925 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.631315 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0121597 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.24042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.688198 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.466178 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.676964 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.381913 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.76688 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.69991 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.739374 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.589313 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.782983 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.527466 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.594757 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.979696 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.12133 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.829084 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.843093 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.828723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.226407 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.397523 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0782931 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.483548 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.330737 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.22014 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.491584 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-1.01342 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.606494 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-1.24764 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.876852 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.420629 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.71378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.240793 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.136985 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.193614 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.172434 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0124578 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.273566 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.173096 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.231981 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.420967 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.188485 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.0345123 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.225364 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.0818919 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.00334648 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.14746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,19),-0.0384618 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.75446 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.227214 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.306304 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.0778121 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.431222 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.751392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,17),0.0536537 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),0.138046 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.610143 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0677192 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.0787878 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.0413544 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.095056 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.197165 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.114964 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.00845092 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.109256 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.543125 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.08954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),0.123492 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),0.100856 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.148293 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.2047 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.00347079 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),0.0809245 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.647671 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.291315 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.171659 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.592407 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.120547 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.353926 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.246054 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.137277 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.383267 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.36455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.205416 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.202286 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.371975 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.505904 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.295562 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.91553 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.0194025 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.070287 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0666506 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.114553 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.147305 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0598288 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0597782 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0305327 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.31517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,1),-0.286447 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.167926 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.570582 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.249881 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.142103 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.38656 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.273043 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0825568 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.374065 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.3751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.210199 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.205703 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.375698 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.509321 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.383061 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.344899 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.298669 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.918937 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0759324 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.119757 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.0646415 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.100253 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.000194717 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0118764 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.268953 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.201164 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.36346 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.489362 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.316205 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.39402 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.2977 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.266949 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.342902 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.838703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.217327 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0486926 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0708193 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.122215 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.206608 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.522664 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.350435 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0623322 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.193124 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.32192 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.190516 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.191228 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.193151 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.359421 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0265852 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0576698 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.00106931 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.0854618 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.57481 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.321932 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.189568 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.355954 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.199021 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0191276 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0147662 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.409593 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.652151 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.548864 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.344552 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),0.0226692 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.811195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.152819 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.384252 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.337597 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.113305 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.00796595 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.24811 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.504562 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.321923 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.551867 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.39521 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.545699 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.345954 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),0.191223 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.184717 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.359422 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.195505 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0121027 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.119435 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.0314933 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.487896 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.548864 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.714253 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.438713 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.344552 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),0.0226692 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.811195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.152819 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.384254 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.337597 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.113305 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.00796595 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.157159 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.201629 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.504562 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.315568 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.328191 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.202933 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.185308 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.280594 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.372364 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.177094 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.147286 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.324228 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.308799 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.947001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,14),-0.439175 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.512378 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.472208 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.563689 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.470099 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-0.760892 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.345529 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.36291 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.424488 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.126299 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.212251 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.21286 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.138104 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.257951 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.27292 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.935254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.434566 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.454819 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.466575 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.440397 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-0.743797 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.352792 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.346497 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.354602 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.354391 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.157879 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.152067 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.231284 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.339742 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.358625 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.394927 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.312595 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.165282 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.265399 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.36112 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0800396 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.257762 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.268138 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.935952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.434579 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.454998 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.466589 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.533895 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.563664 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.44031 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.743814 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.346142 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.157695 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.306867 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.298789 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.262633 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.119673 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.929946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,19),-0.483371 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.315568 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.328191 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.342502 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.279432 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.137863 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.268924 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.309669 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.21416 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0998412 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.315246 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.947001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.401907 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.439175 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.512378 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.472208 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.563689 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.568263 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.470099 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.760892 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.615292 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.452261 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.682678 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.451282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0221717 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.168488 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.113778 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.209844 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.116262 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.452788 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.615292 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.453384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0210749 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0040297 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0572409 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.232467 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.619086 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.693767 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.542284 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.504262 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.738625 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.65489 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.55615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.0165749 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.000140659 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.00775385 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.041393 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.096125 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.467423 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.615902 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.542284 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.693093 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.530174 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.504262 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.738625 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.65489 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.556148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.0165685 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.000138501 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.0077517 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.0413908 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.015948 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.123642 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.467423 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.589157 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.454406 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.677748 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.457283 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.544214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.121076 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.11246 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0639518 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.184449 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.180142 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.589157 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.457283 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.545283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0388757 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.00113104 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0865709 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.586416 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.547913 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.523785 # DEPENDENCYPART_GRANDPAR
