# _root_ Amiből még olyan következtetést is le lehet vonni , hogy nem is maga a szabadság olyan fontos és nélkülözhetetlen az emberfajtának , hanem a szabadság utáni vágy : a szabadság szivárványos képe .
#goldHeads=8,8,4,8,8,7,0,7,7,7,12,3,12,15,13,17,19,19,12,21,12,3,3,25,26,27,3,27,30,32,32,27,7,
#predictedHeads=7,7,4,8,7,7,0,7,7,7,12,23,15,15,12,17,19,19,23,21,26,23,7,25,26,27,23,27,30,32,32,27,7,
(18,5),(18,27),-0.0343361 # DEPENDENCYPART_SIBL
(18,5),(18,28),-0.020801 # DEPENDENCYPART_SIBL
(18,5),(18,32),-0.0393241 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.00022921 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.449791 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.137254 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.051108 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0704572 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0106006 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0202878 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0395867 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0458178 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0277493 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0252415 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0266912 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.00223343 # DEPENDENCYPART_SIBL
(18,7),(18,23),0.0790213 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.0268944 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.0266912 # DEPENDENCYPART_SIBL
(18,7),(18,28),-0.0250197 # DEPENDENCYPART_SIBL
(18,7),(18,32),-0.0342999 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.43631 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.130418 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0482229 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0654627 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0033444 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.016949 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0252767 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0429329 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0228941 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0439489 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0137815 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0419596 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.1048 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0139847 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.0137815 # DEPENDENCYPART_SIBL
(18,8),(18,28),0.0154787 # DEPENDENCYPART_SIBL
(18,8),(18,32),-0.0213902 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.237221 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0220267 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.131813 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0120975 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.00113436 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0322902 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0279553 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0143361 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0701818 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0218518 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.00185448 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.127689 # DEPENDENCYPART_SIBL
(18,9),(18,25),0.0210376 # DEPENDENCYPART_SIBL
(18,9),(18,27),0.0218518 # DEPENDENCYPART_SIBL
(18,9),(18,28),0.0030618 # DEPENDENCYPART_SIBL
(18,9),(18,32),0.0106157 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0806595 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0764578 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0462133 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0988866 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.151537 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0908275 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0898148 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0103312 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0225145 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0343326 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.00929192 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0229377 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0225145 # DEPENDENCYPART_SIBL
(18,10),(18,28),-0.033813 # DEPENDENCYPART_SIBL
(18,10),(18,32),-0.0275025 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0212094 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.00736168 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.10939 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.059457 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.125318 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0115193 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0176163 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0215734 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0598206 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.00131054 # DEPENDENCYPART_SIBL
(18,11),(18,25),0.023078 # DEPENDENCYPART_SIBL
(18,11),(18,27),0.0215734 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.0496003 # DEPENDENCYPART_SIBL
(18,11),(18,32),0.0200838 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0096429 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0911486 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0558473 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.134493 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0224979 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0112397 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.00905123 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0736464 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0188555 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.00754662 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.00905123 # DEPENDENCYPART_SIBL
(18,12),(18,28),-0.0526491 # DEPENDENCYPART_SIBL
(18,12),(18,32),-0.0105408 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.125151 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.00951383 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0125086 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0311856 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.00916452 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0502444 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0164267 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0201827 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.0499963 # DEPENDENCYPART_SIBL
(18,13),(18,27),0.0502444 # DEPENDENCYPART_SIBL
(18,13),(18,28),0.00796562 # DEPENDENCYPART_SIBL
(18,13),(18,32),0.0461393 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00528008 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0724459 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0039461 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00859441 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0114531 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.047854 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.00101801 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0114151 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.0114531 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.0613272 # DEPENDENCYPART_SIBL
(18,14),(18,32),0.00732439 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0180958 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00438488 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0246428 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.231833 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.00236626 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0112109 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.233 # DEPENDENCYPART_SIBL
(18,15),(18,27),0.231833 # DEPENDENCYPART_SIBL
(18,15),(18,28),0.0272099 # DEPENDENCYPART_SIBL
(18,15),(18,32),0.226116 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0558734 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0347049 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00822902 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0436557 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.00399272 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.00973364 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.00822902 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.0241184 # DEPENDENCYPART_SIBL
(18,16),(18,32),0.00673946 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0822969 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0123335 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0174861 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0417641 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0122769 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.0123335 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.0362454 # DEPENDENCYPART_SIBL
(18,17),(18,32),0.00800592 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0124783 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0157572 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0512187 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0127476 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.0124783 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.0315502 # DEPENDENCYPART_SIBL
(18,19),(18,32),-0.0125247 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.00941697 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.100308 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0447069 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.0462163 # DEPENDENCYPART_SIBL
(18,21),(18,28),0.0285131 # DEPENDENCYPART_SIBL
(18,21),(18,32),-0.0477798 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0404258 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0668696 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.0670661 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.0723796 # DEPENDENCYPART_SIBL
(18,22),(18,32),0.0640094 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0225391 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.0225382 # DEPENDENCYPART_SIBL
(18,23),(18,28),0.0134049 # DEPENDENCYPART_SIBL
(18,23),(18,32),-0.0238921 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.0467299 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.0271777 # DEPENDENCYPART_SIBL
(18,25),(18,32),-0.0482935 # DEPENDENCYPART_SIBL
(18,27),(18,28),0.0285131 # DEPENDENCYPART_SIBL
(18,27),(18,32),-0.0477798 # DEPENDENCYPART_SIBL
(18,28),(18,32),0.00577479 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.10572 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0487356 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.01443 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.131379 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0480143 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0069402 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0186384 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.162839 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0206321 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0431696 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.018112 # DEPENDENCYPART_SIBL
(19,9),(19,25),0.0198821 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0206321 # DEPENDENCYPART_SIBL
(19,9),(19,28),-0.00401625 # DEPENDENCYPART_SIBL
(19,9),(19,30),0.0198821 # DEPENDENCYPART_SIBL
(19,9),(19,32),0.0167213 # DEPENDENCYPART_SIBL
(19,9),(19,33),0.0204113 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.266197 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0780615 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.105352 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.13173 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0240978 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.132718 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.171146 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0189315 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.00645075 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.000817787 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.020474 # DEPENDENCYPART_SIBL
(19,11),(19,27),0.0189315 # DEPENDENCYPART_SIBL
(19,11),(19,28),0.0222866 # DEPENDENCYPART_SIBL
(19,11),(19,30),0.020474 # DEPENDENCYPART_SIBL
(19,11),(19,32),0.0215465 # DEPENDENCYPART_SIBL
(19,11),(19,33),0.0444202 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0623142 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.111426 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.128784 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0276074 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0639993 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.142477 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0311704 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0113656 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0145708 # DEPENDENCYPART_SIBL
(19,12),(19,25),0.0327129 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.0311704 # DEPENDENCYPART_SIBL
(19,12),(19,28),0.0381453 # DEPENDENCYPART_SIBL
(19,12),(19,30),0.0327129 # DEPENDENCYPART_SIBL
(19,12),(19,32),0.0337855 # DEPENDENCYPART_SIBL
(19,12),(19,33),0.0452208 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0426972 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0658477 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0601108 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.049024 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.206426 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0854893 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.00312253 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.022073 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.0852824 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.0854893 # DEPENDENCYPART_SIBL
(19,13),(19,28),0.0425282 # DEPENDENCYPART_SIBL
(19,13),(19,30),0.0852824 # DEPENDENCYPART_SIBL
(19,13),(19,32),0.0854887 # DEPENDENCYPART_SIBL
(19,13),(19,33),0.0534274 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0740414 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0352556 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0411568 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.102495 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0225869 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.000880212 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0117858 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.0225868 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.0225869 # DEPENDENCYPART_SIBL
(19,14),(19,28),0.00223719 # DEPENDENCYPART_SIBL
(19,14),(19,30),0.0225868 # DEPENDENCYPART_SIBL
(19,14),(19,32),0.0225624 # DEPENDENCYPART_SIBL
(19,14),(19,33),-0.0375479 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0970786 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0247493 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.44138 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0186553 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0241429 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0100666 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.0198675 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0186553 # DEPENDENCYPART_SIBL
(19,15),(19,28),0.0523222 # DEPENDENCYPART_SIBL
(19,15),(19,30),0.0198675 # DEPENDENCYPART_SIBL
(19,15),(19,32),0.017436 # DEPENDENCYPART_SIBL
(19,15),(19,33),0.061138 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0632139 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.169231 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0098875 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.00131393 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.000547705 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.01143 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0098875 # DEPENDENCYPART_SIBL
(19,16),(19,28),0.0277399 # DEPENDENCYPART_SIBL
(19,16),(19,30),0.01143 # DEPENDENCYPART_SIBL
(19,16),(19,32),0.0125025 # DEPENDENCYPART_SIBL
(19,16),(19,33),0.0260446 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.372969 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0289941 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.019831 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.00812012 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0289754 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.0289941 # DEPENDENCYPART_SIBL
(19,17),(19,28),0.00486871 # DEPENDENCYPART_SIBL
(19,17),(19,30),0.0289754 # DEPENDENCYPART_SIBL
(19,17),(19,32),0.0287711 # DEPENDENCYPART_SIBL
(19,17),(19,33),-0.00851929 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0181571 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0132217 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0106143 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0177832 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0181571 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.00390137 # DEPENDENCYPART_SIBL
(19,18),(19,30),0.0177832 # DEPENDENCYPART_SIBL
(19,18),(19,32),0.0176709 # DEPENDENCYPART_SIBL
(19,18),(19,33),0.00386746 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0904807 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0501818 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.000936202 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.000574103 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.0546875 # DEPENDENCYPART_SIBL
(19,21),(19,30),0.000936202 # DEPENDENCYPART_SIBL
(19,21),(19,32),-0.00212529 # DEPENDENCYPART_SIBL
(19,21),(19,33),0.0136211 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.176065 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.162204 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.162399 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.0114511 # DEPENDENCYPART_SIBL
(19,22),(19,30),0.162204 # DEPENDENCYPART_SIBL
(19,22),(19,32),0.159356 # DEPENDENCYPART_SIBL
(19,22),(19,33),0.0898977 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.000251603 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.000251603 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.0101338 # DEPENDENCYPART_SIBL
(19,23),(19,30),0.000251603 # DEPENDENCYPART_SIBL
(19,23),(19,32),-0.00108985 # DEPENDENCYPART_SIBL
(19,23),(19,33),-0.0085458 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.00106367 # DEPENDENCYPART_SIBL
(19,25),(19,28),0.0533782 # DEPENDENCYPART_SIBL
(19,25),(19,30),0.00044663 # DEPENDENCYPART_SIBL
(19,25),(19,32),-0.00261486 # DEPENDENCYPART_SIBL
(19,25),(19,33),0.0114659 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.0546875 # DEPENDENCYPART_SIBL
(19,27),(19,30),0.000936202 # DEPENDENCYPART_SIBL
(19,27),(19,32),-0.00212529 # DEPENDENCYPART_SIBL
(19,27),(19,33),0.0136211 # DEPENDENCYPART_SIBL
(19,28),(19,30),0.00965926 # DEPENDENCYPART_SIBL
(19,28),(19,32),0.00824744 # DEPENDENCYPART_SIBL
(19,28),(19,33),0.393208 # DEPENDENCYPART_SIBL
(19,30),(19,32),-0.00261486 # DEPENDENCYPART_SIBL
(19,30),(19,33),0.0114659 # DEPENDENCYPART_SIBL
(19,32),(19,33),0.0129627 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0548625 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.00554938 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.279592 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0269127 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0279843 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0211021 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.125894 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.138025 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.151389 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.567434 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.00907785 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.584467 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.00394311 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.562377 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0431731 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00186846 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.291422 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0168208 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.560599 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0329118 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0165824 # DEPENDENCYPART_SIBL
(23,2),(23,3),0.0673973 # DEPENDENCYPART_SIBL
(23,2),(23,4),0.065149 # DEPENDENCYPART_SIBL
(23,2),(23,5),0.221944 # DEPENDENCYPART_SIBL
(23,2),(23,7),0.0646364 # DEPENDENCYPART_SIBL
(23,2),(23,8),0.0721296 # DEPENDENCYPART_SIBL
(23,2),(23,9),0.183107 # DEPENDENCYPART_SIBL
(23,2),(23,10),0.326743 # DEPENDENCYPART_SIBL
(23,2),(23,11),0.0315335 # DEPENDENCYPART_SIBL
(23,2),(23,12),0.13461 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.0641579 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.0166558 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.00397485 # DEPENDENCYPART_SIBL
(23,2),(23,18),0.0648676 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.00908046 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.030584 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.065149 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.183107 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.0507836 # DEPENDENCYPART_SIBL
(23,2),(23,25),0.0596294 # DEPENDENCYPART_SIBL
(23,2),(23,26),0.0272613 # DEPENDENCYPART_SIBL
(23,2),(23,27),0.0581248 # DEPENDENCYPART_SIBL
(23,2),(23,28),-0.0713567 # DEPENDENCYPART_SIBL
(23,2),(23,30),0.0596294 # DEPENDENCYPART_SIBL
(23,2),(23,31),0.0272912 # DEPENDENCYPART_SIBL
(23,2),(23,32),0.0566353 # DEPENDENCYPART_SIBL
(23,2),(23,33),0.004789 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.0096283 # DEPENDENCYPART_SIBL
(23,3),(23,5),0.1739 # DEPENDENCYPART_SIBL
(23,3),(23,7),0.0717052 # DEPENDENCYPART_SIBL
(23,3),(23,8),0.0788309 # DEPENDENCYPART_SIBL
(23,3),(23,9),0.294719 # DEPENDENCYPART_SIBL
(23,3),(23,10),0.248207 # DEPENDENCYPART_SIBL
(23,3),(23,11),0.0303174 # DEPENDENCYPART_SIBL
(23,3),(23,12),0.110633 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.00964737 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.0317168 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.0265227 # DEPENDENCYPART_SIBL
(23,3),(23,18),0.061266 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.0371754 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.209787 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.0096283 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.294719 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.031358 # DEPENDENCYPART_SIBL
(23,3),(23,25),0.0635608 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.00962141 # DEPENDENCYPART_SIBL
(23,3),(23,27),0.0638089 # DEPENDENCYPART_SIBL
(23,3),(23,28),0.00355788 # DEPENDENCYPART_SIBL
(23,3),(23,30),0.0635608 # DEPENDENCYPART_SIBL
(23,3),(23,31),0.00964838 # DEPENDENCYPART_SIBL
(23,3),(23,32),0.0597038 # DEPENDENCYPART_SIBL
(23,3),(23,33),0.0433763 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.172679 # DEPENDENCYPART_SIBL
(23,4),(23,7),0.123722 # DEPENDENCYPART_SIBL
(23,4),(23,8),0.12296 # DEPENDENCYPART_SIBL
(23,4),(23,9),0.332704 # DEPENDENCYPART_SIBL
(23,4),(23,10),0.35384 # DEPENDENCYPART_SIBL
(23,4),(23,11),0.0795075 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.084254 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0129343 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.0723247 # DEPENDENCYPART_SIBL
(23,4),(23,17),0.0357061 # DEPENDENCYPART_SIBL
(23,4),(23,18),0.218547 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0417834 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.0863826 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.0182404 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.332704 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.0169136 # DEPENDENCYPART_SIBL
