# _root_ Nem véletlen , hogy a menedzserképzőn " szürke eminenciásnak " minősítettek , ami — megvallom — nem is áll messze tőlem .
#goldHeads=4,4,4,0,6,11,11,9,11,11,4,11,19,15,19,15,19,19,11,19,19,4,
#predictedHeads=4,4,4,0,6,11,9,9,11,9,4,11,15,15,11,15,19,19,15,19,19,4,
(4,6),(6,10),-0.0494292 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.157074 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.1255 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.128802 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.0704674 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.159299 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.173377 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.644693 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.667178 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.4078 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.86933 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.211368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.065462 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.382048 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0897161 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0932076 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0759231 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.405381 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.672035 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.451426 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.889533 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.303569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.245649 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.304452 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0131512 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.118911 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0494292 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.157074 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.1255 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.128802 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.0982934 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.0704674 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.203993 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.159299 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.173377 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.644693 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.01118 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.674342 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.19809 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.247352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.177055 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.330142 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.0435798 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0150722 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.334834 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0245083 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0378112 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.123804 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.13344 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.114172 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.0751062 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.279597 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.0710218 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.175748 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.140493 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.130716 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.631091 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-1.01118 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.674342 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-1.19809 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.247352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),-0.177055 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.330142 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.0435798 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.0150722 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.334834 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0245083 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.0769442 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.166124 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.290097 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.0130513 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.0751062 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.279597 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.0710218 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.175748 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.140493 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.130716 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.631091 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.400653 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.0677945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,11),0.235099 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.0741545 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.0202684 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.132489 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.231306 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.155669 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.146529 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-1.01334 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.676536 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-1.19995 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.25934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,6),0.314564 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),0.0375461 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.0210378 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),0.319256 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.030542 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),0.0669934 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),0.151532 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.29766 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.0353478 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.188374 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),0.0229864 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.49119 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.16715 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.12121 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.111434 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.630891 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.0306887 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.371832 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.113097 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.115695 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.724277 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.45701 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.76382 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.696096 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.658747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0150427 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.124567 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.166113 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.126091 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.159574 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.210026 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.260303 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.214581 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.286312 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.264329 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.314092 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.2172 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.31863 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.815256 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.618116 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.650072 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.11623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.562879 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.498886 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.606743 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.570604 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.544923 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.19315 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.43772 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.953472 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.890693 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.642288 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.682031 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.17934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.583078 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.53704 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.561998 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.626942 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.586479 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.564361 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.524549 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.209024 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.618431 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.45412 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.98046 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.986414 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.970642 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.753829 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.18495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.576397 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.532352 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.567609 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.620261 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.631968 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.560867 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.51813 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.254514 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.612011 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.598097 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.499227 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.601437 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.964975 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.512695 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.25314 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.28904 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.975654 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.05021 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.29803 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.730999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.134105 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.226122 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.153456 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.114019 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.25785 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.34189 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.999487 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.06229 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.36151 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.643934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0883788 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0207256 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.199536 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.196599 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.214166 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.173222 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.180855 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.267103 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.284549 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.057657 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.2271 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.597831 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.29019 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.26793 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.0073 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.11385 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.29879 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.801613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.196187 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.008843 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.18427 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.240051 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.298353 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0285315 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.240278 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.0876489 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.334159 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.175988 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.256529 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.148694 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.289204 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.278132 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.614684 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-1.29066 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-1.2682 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-1.00745 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-1.11422 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.796763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.196947 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),0.0106814 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.17942 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.240811 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.201343 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.327061 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.109228 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.192542 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.176112 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.286423 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.0744314 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.137897 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.281028 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.269956 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.619433 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.103468 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.0547146 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.155749 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.309783 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.34528 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.121512 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0376263 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.0251772 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.043973 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.52351 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.662099 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.883184 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.650791 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.613344 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.646327 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-0.956035 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.265569 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.10141 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0433998 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.0173288 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.109741 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.922923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.544798 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.649867 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.864602 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.637872 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.684662 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.594762 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.694561 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.627993 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.948889 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.239843 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.446217 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.238444 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0226833 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0569451 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.936627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.570633 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.659061 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.919631 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.650169 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.693808 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.649791 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.703708 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.683951 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.682901 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.759608 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.949653 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.510369 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.11058 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.296355 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0576145 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.00980264 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.116484 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.104451 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.964944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.60701 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.669507 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.879245 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.657977 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.703395 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.713295 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.642381 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.752158 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.960073 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.43725 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.428421 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.295315 # DEPENDENCYPART_GRANDPAR
(8,17),(17,9),-0.120266 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.322812 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.335054 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.350268 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.191719 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.360167 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.343971 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.693399 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.589952 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.332385 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.421356 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.393267 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.360271 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.812985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.453715 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.830812 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.464529 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.345967 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.448135 # DEPENDENCYPART_GRANDPAR
(9,1),(1,22),-0.827233 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.602364 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.356557 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.453316 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.399071 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.340907 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.145809 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.876097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.473914 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.846686 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.483967 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.457908 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.361842 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.485638 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.464535 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.854221 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.698084 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.745337 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.468098 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.396098 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.410052 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.204051 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.881708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.467233 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.892176 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.480473 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.451489 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.407331 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.479219 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.573787 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.509642 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.568079 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.838737 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.826794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,1),-0.605195 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.655655 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.339728 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.51453 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.541075 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.293658 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.130396 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.938621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.496985 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.86129 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.5078 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.47988 # DEPENDENCYPART_GRANDPAR
