# _root_ Az ÁPTF április 30-ig meghosszabbította a CB_Bróker_Értékpapír-forgalmazó_Rt.-nek , a LaSalle_Értékpapír-forgalmazó_Rt.-nek , a Pannonbróker_Értékpapír-forgalmazó_Rt.-nek és a Pest-Buda_Értékház_Értékpapír-kereskedő_és_Befektetési_Tanácsadó_Rt.-nek a Központi_Elszámolóház_és_Értéktár_(KELER)_Rt.-nél vezetett valamennyi számlája feletti rendelkezési joga felfüggesztését .
#goldHeads=2,5,4,5,0,7,14,14,10,14,14,13,14,5,16,14,18,19,21,21,22,23,24,25,5,5,
#predictedHeads=2,5,4,5,0,7,5,5,10,5,5,13,14,5,16,14,18,19,21,21,22,24,24,25,5,5,
(7,10),(10,11),-0.2654 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.234233 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.244545 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.314709 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.40554 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.443896 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-0.551124 # DEPENDENCYPART_GRANDPAR
(7,24),(24,7),-0.630714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,24),(24,8),-0.257187 # DEPENDENCYPART_GRANDPAR
(7,24),(24,9),-0.123873 # DEPENDENCYPART_GRANDPAR
(7,24),(24,10),-0.140521 # DEPENDENCYPART_GRANDPAR
(7,24),(24,11),-0.238393 # DEPENDENCYPART_GRANDPAR
(7,24),(24,12),-0.220791 # DEPENDENCYPART_GRANDPAR
(7,24),(24,13),-0.113292 # DEPENDENCYPART_GRANDPAR
(7,24),(24,14),-0.231445 # DEPENDENCYPART_GRANDPAR
(7,24),(24,15),-0.326309 # DEPENDENCYPART_GRANDPAR
(7,24),(24,16),-0.123604 # DEPENDENCYPART_GRANDPAR
(7,24),(24,17),-0.257434 # DEPENDENCYPART_GRANDPAR
(7,24),(24,18),-0.193768 # DEPENDENCYPART_GRANDPAR
(7,24),(24,19),-0.110753 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),0.0243347 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),-0.262466 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.0902447 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.101658 # DEPENDENCYPART_GRANDPAR
(7,25),(25,7),-0.631464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,25),(25,8),-0.257189 # DEPENDENCYPART_GRANDPAR
(7,25),(25,10),-0.141271 # DEPENDENCYPART_GRANDPAR
(7,25),(25,11),-0.238396 # DEPENDENCYPART_GRANDPAR
(7,25),(25,12),-0.220793 # DEPENDENCYPART_GRANDPAR
(7,25),(25,13),-0.114042 # DEPENDENCYPART_GRANDPAR
(7,25),(25,14),-0.231448 # DEPENDENCYPART_GRANDPAR
(7,25),(25,15),-0.326311 # DEPENDENCYPART_GRANDPAR
(7,25),(25,16),-0.124354 # DEPENDENCYPART_GRANDPAR
(7,25),(25,17),-0.257436 # DEPENDENCYPART_GRANDPAR
(7,25),(25,18),-0.194519 # DEPENDENCYPART_GRANDPAR
(7,25),(25,19),-0.110755 # DEPENDENCYPART_GRANDPAR
(7,25),(25,20),0.0243326 # DEPENDENCYPART_GRANDPAR
(7,25),(25,21),-0.263216 # DEPENDENCYPART_GRANDPAR
(7,25),(25,22),-0.0902468 # DEPENDENCYPART_GRANDPAR
(7,25),(25,23),-0.10166 # DEPENDENCYPART_GRANDPAR
(7,25),(25,24),-0.285349 # DEPENDENCYPART_GRANDPAR
(7,25),(25,26),-0.551138 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.545223 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.90861 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.746205 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.294659 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.494877 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.16233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.591907 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-0.836417 # DEPENDENCYPART_GRANDPAR
(10,7),(7,25),-0.885677 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-0.842271 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.515015 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.553043 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.879292 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.699604 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.564399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),-0.057559 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.408762 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.699604 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.057559 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.00864131 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.133599 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.239697 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.199073 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.101637 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.316105 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.154549 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.359426 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.408762 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.446501 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.057559 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.239697 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.05901 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.167301 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.316105 # DEPENDENCYPART_GRANDPAR
(10,24),(24,7),-1.15689 # DEPENDENCYPART_GRANDPAR
(10,24),(24,8),-0.895912 # DEPENDENCYPART_GRANDPAR
(10,24),(24,9),-0.699604 # DEPENDENCYPART_GRANDPAR
(10,24),(24,10),-0.564399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,24),(24,11),-0.190872 # DEPENDENCYPART_GRANDPAR
(10,24),(24,12),-0.057559 # DEPENDENCYPART_GRANDPAR
(10,24),(24,13),-0.00864123 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),-0.133599 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.239697 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),-0.05901 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.167301 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.0781323 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),0.00622823 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),0.122976 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.195164 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.0440872 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.0376084 # DEPENDENCYPART_GRANDPAR
(10,25),(25,7),-1.15689 # DEPENDENCYPART_GRANDPAR
(10,25),(25,8),-0.895912 # DEPENDENCYPART_GRANDPAR
(10,25),(25,10),-0.565149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,25),(25,11),-0.190875 # DEPENDENCYPART_GRANDPAR
(10,25),(25,12),-0.0575611 # DEPENDENCYPART_GRANDPAR
(10,25),(25,13),-0.00939146 # DEPENDENCYPART_GRANDPAR
(10,25),(25,14),-0.133601 # DEPENDENCYPART_GRANDPAR
(10,25),(25,15),-0.239699 # DEPENDENCYPART_GRANDPAR
(10,25),(25,16),-0.0597602 # DEPENDENCYPART_GRANDPAR
(10,25),(25,17),-0.167303 # DEPENDENCYPART_GRANDPAR
(10,25),(25,18),-0.0788826 # DEPENDENCYPART_GRANDPAR
(10,25),(25,19),0.00622611 # DEPENDENCYPART_GRANDPAR
(10,25),(25,20),0.122974 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.195915 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.0440893 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.0376105 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.239236 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.446515 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.789521 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.781068 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.503154 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.682206 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.43826 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.561102 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.483675 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.587303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.0641694 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.100044 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.277543 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.0647989 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.352512 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.102561 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.210032 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.318727 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.260549 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.387732 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.304843 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),-0.245272 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.667892 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.637683 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.633338 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.544178 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.949838 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.419276 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.582992 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.27955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.828151 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.906221 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-1.10439 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-1.13291 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-0.96099 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.603129 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.743245 # DEPENDENCYPART_GRANDPAR
(13,25),(25,7),-1.42683 # DEPENDENCYPART_GRANDPAR
(13,25),(25,8),-1.01858 # DEPENDENCYPART_GRANDPAR
(13,25),(25,10),-1.19375 # DEPENDENCYPART_GRANDPAR
(13,25),(25,11),-0.984026 # DEPENDENCYPART_GRANDPAR
(13,25),(25,12),-0.783256 # DEPENDENCYPART_GRANDPAR
(13,25),(25,13),-0.682371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,25),(25,14),-0.208475 # DEPENDENCYPART_GRANDPAR
(13,25),(25,15),-0.325435 # DEPENDENCYPART_GRANDPAR
(13,25),(25,16),-0.23097 # DEPENDENCYPART_GRANDPAR
(13,25),(25,17),-0.324736 # DEPENDENCYPART_GRANDPAR
(13,25),(25,18),-0.30904 # DEPENDENCYPART_GRANDPAR
(13,25),(25,19),-0.211643 # DEPENDENCYPART_GRANDPAR
(13,25),(25,20),-0.0264019 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.389967 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.23899 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.25829 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.50721 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.565233 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.024285 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.271863 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.201653 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.204467 # DEPENDENCYPART_GRANDPAR
(14,2),(2,25),-0.733811 # DEPENDENCYPART_GRANDPAR
(14,2),(2,26),-0.74446 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.0183789 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.322612 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.203672 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.205352 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.185448 # DEPENDENCYPART_GRANDPAR
(14,3),(3,26),-0.74446 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.0242916 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.312092 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.321575 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.204467 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.182664 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.0853618 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.106916 # DEPENDENCYPART_GRANDPAR
(14,4),(4,26),-0.74446 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.0433366 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.261055 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.290969 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.216217 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.132747 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.274436 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.144896 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.0343922 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.198688 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.157547 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.0751901 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.0468215 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.32518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,16),-1.12909 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-1.34742 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.739653 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-1.28794 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.921032 # DEPENDENCYPART_GRANDPAR
(14,5),(5,24),-1.1461 # DEPENDENCYPART_GRANDPAR
(14,5),(5,25),-1.09573 # DEPENDENCYPART_GRANDPAR
(14,5),(5,26),-1.02785 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),0.0242916 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.321575 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0257985 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.0853618 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.106916 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0980131 # DEPENDENCYPART_GRANDPAR
(14,7),(7,24),-0.784341 # DEPENDENCYPART_GRANDPAR
(14,7),(7,25),-0.733811 # DEPENDENCYPART_GRANDPAR
(14,7),(7,26),-0.74446 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.109387 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0516009 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0257985 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.245101 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.141341 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0980131 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0449504 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.767335 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.98566 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.784341 # DEPENDENCYPART_GRANDPAR
(14,10),(10,25),-0.733811 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-0.74446 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.122039 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.433031 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0257985 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.141341 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.169353 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.182139 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-0.733811 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.504503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,22),-0.172441 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.342453 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.301655 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.752738 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.514133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.510775 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.250408 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0258959 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.190931 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.204135 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.0490892 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),0.00144071 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.408571 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.301655 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.510775 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0303533 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0958326 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.190931 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.974752 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.994868 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.796335 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.911699 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.534873 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.835951 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.547524 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.2421 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.684085 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.52359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.533203 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0180998 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.11826 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.236424 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.102826 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.139044 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.137331 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.00279725 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),0.0533277 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.366217 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.301655 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.752738 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.514133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.510775 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.0303532 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.0958324 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.187971 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.0255536 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.0889928 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.204135 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.138378 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.0491063 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),0.00142357 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-0.994868 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.795846 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.9117 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.534873 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.835952 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.547524 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.684085 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.523303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.533203 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.019556 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.118261 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.237881 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.022585 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.0766572 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.178461 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.068221 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),0.0665888 # DEPENDENCYPART_GRANDPAR
(14,24),(24,7),-0.980353 # DEPENDENCYPART_GRANDPAR
(14,24),(24,8),-0.560926 # DEPENDENCYPART_GRANDPAR
(14,24),(24,9),-0.342453 # DEPENDENCYPART_GRANDPAR
(14,24),(24,10),-0.904605 # DEPENDENCYPART_GRANDPAR
(14,24),(24,11),-0.573578 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),-0.301655 # DEPENDENCYPART_GRANDPAR
(14,24),(24,13),-0.752738 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.514133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,15),0.510775 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),0.0303534 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),0.0958326 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.187971 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),0.0255537 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),0.0889928 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.128551 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.160063 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.0885751 # DEPENDENCYPART_GRANDPAR
(14,25),(25,7),-0.980353 # DEPENDENCYPART_GRANDPAR
(14,25),(25,8),-0.560926 # DEPENDENCYPART_GRANDPAR
(14,25),(25,10),-0.904605 # DEPENDENCYPART_GRANDPAR
(14,25),(25,11),-0.573578 # DEPENDENCYPART_GRANDPAR
(14,25),(25,12),-0.301655 # DEPENDENCYPART_GRANDPAR
(14,25),(25,13),-0.752738 # DEPENDENCYPART_GRANDPAR
(14,25),(25,14),-0.514133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,25),(25,15),0.510775 # DEPENDENCYPART_GRANDPAR
(14,25),(25,16),0.0296074 # DEPENDENCYPART_GRANDPAR
(14,25),(25,17),0.0958326 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),-0.188717 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),0.0255537 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),0.0889928 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.129297 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.160063 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.0885751 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),0.0126017 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.409312 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.536849 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.511844 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.574083 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.3227 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.479696 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.27291 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.281764 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.419063 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.294157 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.233292 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.299157 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.88999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.336149 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.440735 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.532827 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.610151 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.577911 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.633458 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-0.549198 # DEPENDENCYPART_GRANDPAR
(15,14),(14,26),-0.493935 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.855603 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.631056 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.823513 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.497971 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.76288 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.519218 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.642973 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.533666 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.549158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.112395 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.163422 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.00780939 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.126632 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.139556 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.161607 # DEPENDENCYPART_GRANDPAR
