# _root_ Szerinte az egyéves lejáratú hitelek jó részét több év múlva megtérülő vásárlásokra , például alkatrészek és műtrágya beszerzésére fordították a gazdák , ezért e tartozások három-öt éves hitelekké történő átütemezése is szükséges lenne .
#goldHeads=19,5,4,5,7,7,19,9,10,11,12,19,19,19,18,18,18,19,23,21,19,23,0,25,30,29,28,29,30,33,33,33,23,23,
#predictedHeads=19,5,5,5,7,7,19,9,10,11,12,19,19,19,19,19,18,19,23,21,19,23,0,25,30,27,28,29,30,33,33,33,23,23,
(23,13),(23,29),0.0260293 # DEPENDENCYPART_SIBL
(23,13),(23,30),0.0105266 # DEPENDENCYPART_SIBL
(23,13),(23,31),0.0395071 # DEPENDENCYPART_SIBL
(23,13),(23,32),0.025351 # DEPENDENCYPART_SIBL
(23,13),(23,33),0.205184 # DEPENDENCYPART_SIBL
(23,13),(23,34),0.260914 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0452083 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.0705197 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.0452083 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0452083 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0441306 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0506958 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0452083 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.21342 # DEPENDENCYPART_SIBL
(23,14),(23,24),-3.22852e-05 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.0134741 # DEPENDENCYPART_SIBL
(23,14),(23,26),0.000516955 # DEPENDENCYPART_SIBL
(23,14),(23,27),0.0337662 # DEPENDENCYPART_SIBL
(23,14),(23,28),0.0134741 # DEPENDENCYPART_SIBL
(23,14),(23,29),0.0339146 # DEPENDENCYPART_SIBL
(23,14),(23,30),0.0134741 # DEPENDENCYPART_SIBL
(23,14),(23,31),-0.00452719 # DEPENDENCYPART_SIBL
(23,14),(23,32),0.0329226 # DEPENDENCYPART_SIBL
(23,14),(23,33),0.113743 # DEPENDENCYPART_SIBL
(23,14),(23,34),0.0720558 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.160314 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0165421 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0179003 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.0385313 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0454673 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0165421 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.28143 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0373133 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.0673898 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.00140125 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.01957 # DEPENDENCYPART_SIBL
(23,15),(23,28),0.0673898 # DEPENDENCYPART_SIBL
(23,15),(23,29),-0.0184209 # DEPENDENCYPART_SIBL
(23,15),(23,30),0.0673898 # DEPENDENCYPART_SIBL
(23,15),(23,31),-0.0381482 # DEPENDENCYPART_SIBL
(23,15),(23,32),-0.0196828 # DEPENDENCYPART_SIBL
(23,15),(23,33),0.00967391 # DEPENDENCYPART_SIBL
(23,15),(23,34),0.0142658 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.010529 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.010529 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.074008 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0637664 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.010529 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.022343 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.00210433 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0366663 # DEPENDENCYPART_SIBL
(23,16),(23,26),0.00808837 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.00104319 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.0366663 # DEPENDENCYPART_SIBL
(23,16),(23,29),-0.000930115 # DEPENDENCYPART_SIBL
(23,16),(23,30),-0.0366663 # DEPENDENCYPART_SIBL
(23,16),(23,31),-0.00209835 # DEPENDENCYPART_SIBL
(23,16),(23,32),-0.00131593 # DEPENDENCYPART_SIBL
(23,16),(23,33),0.0218175 # DEPENDENCYPART_SIBL
(23,16),(23,34),0.0813328 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0179003 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0385313 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0454673 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0165421 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.28143 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0373133 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0673898 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.00140125 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.01957 # DEPENDENCYPART_SIBL
(23,17),(23,28),0.0673898 # DEPENDENCYPART_SIBL
(23,17),(23,29),-0.0184209 # DEPENDENCYPART_SIBL
(23,17),(23,30),0.0673898 # DEPENDENCYPART_SIBL
(23,17),(23,31),-0.0381482 # DEPENDENCYPART_SIBL
(23,17),(23,32),-0.0196828 # DEPENDENCYPART_SIBL
(23,17),(23,33),0.00967391 # DEPENDENCYPART_SIBL
(23,17),(23,34),0.0142658 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0384917 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0454673 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0167721 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.281347 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0353516 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0670901 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.00140125 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0214663 # DEPENDENCYPART_SIBL
(23,18),(23,28),0.0670901 # DEPENDENCYPART_SIBL
(23,18),(23,29),-0.0203172 # DEPENDENCYPART_SIBL
(23,18),(23,30),0.0670901 # DEPENDENCYPART_SIBL
(23,18),(23,31),-0.0381482 # DEPENDENCYPART_SIBL
(23,18),(23,32),-0.0215791 # DEPENDENCYPART_SIBL
(23,18),(23,33),0.0086271 # DEPENDENCYPART_SIBL
(23,18),(23,34),0.0106218 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0326767 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0164437 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.374369 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.00153604 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0519525 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0139665 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.00253653 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0519525 # DEPENDENCYPART_SIBL
(23,19),(23,29),0.00286856 # DEPENDENCYPART_SIBL
(23,19),(23,30),-0.0519525 # DEPENDENCYPART_SIBL
(23,19),(23,31),0.0374664 # DEPENDENCYPART_SIBL
(23,19),(23,32),0.002537 # DEPENDENCYPART_SIBL
(23,19),(23,33),0.140427 # DEPENDENCYPART_SIBL
(23,19),(23,34),0.164387 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0154839 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0730238 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0462596 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0281985 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.034937 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0175717 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0281985 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.0174637 # DEPENDENCYPART_SIBL
(23,20),(23,30),-0.0281985 # DEPENDENCYPART_SIBL
(23,20),(23,31),-0.0480146 # DEPENDENCYPART_SIBL
(23,20),(23,32),-0.01832 # DEPENDENCYPART_SIBL
(23,20),(23,33),0.00474755 # DEPENDENCYPART_SIBL
(23,20),(23,34),-0.0485949 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.28143 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0373133 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0673898 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.00140125 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.01957 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.0673898 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0184209 # DEPENDENCYPART_SIBL
(23,21),(23,30),0.0673898 # DEPENDENCYPART_SIBL
(23,21),(23,31),-0.0381482 # DEPENDENCYPART_SIBL
(23,21),(23,32),-0.0196828 # DEPENDENCYPART_SIBL
(23,21),(23,33),0.00967391 # DEPENDENCYPART_SIBL
(23,21),(23,34),0.0142658 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0216364 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0105266 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0744475 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0246647 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0105266 # DEPENDENCYPART_SIBL
(23,22),(23,29),0.0260293 # DEPENDENCYPART_SIBL
(23,22),(23,30),0.0105266 # DEPENDENCYPART_SIBL
(23,22),(23,31),0.0395071 # DEPENDENCYPART_SIBL
(23,22),(23,32),0.025351 # DEPENDENCYPART_SIBL
(23,22),(23,33),0.205184 # DEPENDENCYPART_SIBL
(23,22),(23,34),0.260914 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.00960289 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0207764 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0114004 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.00960289 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.0120638 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.00960289 # DEPENDENCYPART_SIBL
(23,24),(23,31),-0.0259902 # DEPENDENCYPART_SIBL
(23,24),(23,32),0.0115845 # DEPENDENCYPART_SIBL
(23,24),(23,33),-0.0471422 # DEPENDENCYPART_SIBL
(23,24),(23,34),0.0244181 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.00632521 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0241476 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.02413 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0260808 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.02413 # DEPENDENCYPART_SIBL
(23,25),(23,31),-0.0388017 # DEPENDENCYPART_SIBL
(23,25),(23,32),0.0246227 # DEPENDENCYPART_SIBL
(23,25),(23,33),-0.0474024 # DEPENDENCYPART_SIBL
(23,25),(23,34),-0.0070414 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0127327 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0129155 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0115364 # DEPENDENCYPART_SIBL
(23,26),(23,30),-0.0129155 # DEPENDENCYPART_SIBL
(23,26),(23,31),-0.0342607 # DEPENDENCYPART_SIBL
(23,26),(23,32),-0.0118599 # DEPENDENCYPART_SIBL
(23,26),(23,33),-0.0369285 # DEPENDENCYPART_SIBL
(23,26),(23,34),0.029853 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.000884301 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0248974 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.000884301 # DEPENDENCYPART_SIBL
(23,27),(23,31),-0.0425739 # DEPENDENCYPART_SIBL
(23,27),(23,32),-0.0252654 # DEPENDENCYPART_SIBL
(23,27),(23,33),-0.0394157 # DEPENDENCYPART_SIBL
(23,27),(23,34),0.045141 # DEPENDENCYPART_SIBL
(23,28),(23,29),0.0260808 # DEPENDENCYPART_SIBL
(23,28),(23,30),-0.02413 # DEPENDENCYPART_SIBL
(23,28),(23,31),-0.0388017 # DEPENDENCYPART_SIBL
(23,28),(23,32),0.0246227 # DEPENDENCYPART_SIBL
(23,28),(23,33),-0.0474024 # DEPENDENCYPART_SIBL
(23,28),(23,34),-0.0070414 # DEPENDENCYPART_SIBL
(23,29),(23,30),0.00259578 # DEPENDENCYPART_SIBL
(23,29),(23,31),-0.0417002 # DEPENDENCYPART_SIBL
(23,29),(23,32),-0.0252238 # DEPENDENCYPART_SIBL
(23,29),(23,33),-0.0393277 # DEPENDENCYPART_SIBL
(23,29),(23,34),0.0506875 # DEPENDENCYPART_SIBL
(23,30),(23,31),-0.0388017 # DEPENDENCYPART_SIBL
(23,30),(23,32),0.0246227 # DEPENDENCYPART_SIBL
(23,30),(23,33),-0.0474024 # DEPENDENCYPART_SIBL
(23,30),(23,34),-0.0070414 # DEPENDENCYPART_SIBL
(23,31),(23,32),0.0266232 # DEPENDENCYPART_SIBL
(23,31),(23,33),-0.0343656 # DEPENDENCYPART_SIBL
(23,31),(23,34),0.0343678 # DEPENDENCYPART_SIBL
(23,32),(23,33),-0.0374422 # DEPENDENCYPART_SIBL
(23,32),(23,34),0.0492562 # DEPENDENCYPART_SIBL
(23,33),(23,34),0.13659 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0866383 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0983167 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0136946 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.00761278 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.00507119 # DEPENDENCYPART_SIBL
(24,19),(24,28),0.0136946 # DEPENDENCYPART_SIBL
(24,19),(24,29),-0.00453905 # DEPENDENCYPART_SIBL
(24,19),(24,30),0.0136946 # DEPENDENCYPART_SIBL
(24,19),(24,31),-0.00424198 # DEPENDENCYPART_SIBL
(24,19),(24,32),-0.00472977 # DEPENDENCYPART_SIBL
(24,19),(24,33),0.000144653 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.197839 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.00523504 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.000916182 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0111386 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.00523504 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.012748 # DEPENDENCYPART_SIBL
(24,21),(24,30),0.00523504 # DEPENDENCYPART_SIBL
(24,21),(24,31),-0.0492236 # DEPENDENCYPART_SIBL
(24,21),(24,32),0.0116323 # DEPENDENCYPART_SIBL
(24,21),(24,33),-0.00873519 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0475723 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0136305 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.00940817 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0475723 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.0097333 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.0475723 # DEPENDENCYPART_SIBL
(24,23),(24,31),-0.0218873 # DEPENDENCYPART_SIBL
(24,23),(24,32),0.00949534 # DEPENDENCYPART_SIBL
(24,23),(24,33),-0.00449322 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0475504 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.091471 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.00179891 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0946181 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.00179891 # DEPENDENCYPART_SIBL
(24,25),(24,31),0.027332 # DEPENDENCYPART_SIBL
(24,25),(24,32),0.0929329 # DEPENDENCYPART_SIBL
(24,25),(24,33),-0.011858 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0225396 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.00810599 # DEPENDENCYPART_SIBL
(24,26),(24,29),0.0249416 # DEPENDENCYPART_SIBL
(24,26),(24,30),0.00810599 # DEPENDENCYPART_SIBL
(24,26),(24,31),0.0165681 # DEPENDENCYPART_SIBL
(24,26),(24,32),0.0244012 # DEPENDENCYPART_SIBL
(24,26),(24,33),0.00443732 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.000737221 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.00409932 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.000737221 # DEPENDENCYPART_SIBL
(24,27),(24,31),0.00228341 # DEPENDENCYPART_SIBL
(24,27),(24,32),-0.00468403 # DEPENDENCYPART_SIBL
(24,27),(24,33),-0.00790189 # DEPENDENCYPART_SIBL
(24,28),(24,29),0.0946181 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.00179891 # DEPENDENCYPART_SIBL
(24,28),(24,31),0.027332 # DEPENDENCYPART_SIBL
(24,28),(24,32),0.0929329 # DEPENDENCYPART_SIBL
(24,28),(24,33),-0.011858 # DEPENDENCYPART_SIBL
(24,29),(24,30),0.00761348 # DEPENDENCYPART_SIBL
(24,29),(24,31),0.00635859 # DEPENDENCYPART_SIBL
(24,29),(24,32),-0.00221334 # DEPENDENCYPART_SIBL
(24,29),(24,33),-0.00533833 # DEPENDENCYPART_SIBL
(24,30),(24,31),0.027332 # DEPENDENCYPART_SIBL
(24,30),(24,32),0.0929329 # DEPENDENCYPART_SIBL
(24,30),(24,33),-0.011858 # DEPENDENCYPART_SIBL
(24,31),(24,32),0.0650558 # DEPENDENCYPART_SIBL
(24,31),(24,33),0.0350393 # DEPENDENCYPART_SIBL
(24,32),(24,33),-0.00564841 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.0129962 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.190771 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.152526 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0455669 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.0176294 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.00690226 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.00331961 # DEPENDENCYPART_SIBL
(25,20),(25,29),0.00426293 # DEPENDENCYPART_SIBL
(25,20),(25,30),-0.00331961 # DEPENDENCYPART_SIBL
(25,20),(25,31),-0.0730723 # DEPENDENCYPART_SIBL
(25,20),(25,32),0.00260969 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.640786 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.456609 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.00483718 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0566568 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.0491285 # DEPENDENCYPART_SIBL
(25,21),(25,28),0.00337853 # DEPENDENCYPART_SIBL
(25,21),(25,29),0.0446646 # DEPENDENCYPART_SIBL
(25,21),(25,30),0.00337853 # DEPENDENCYPART_SIBL
(25,21),(25,31),-0.0319549 # DEPENDENCYPART_SIBL
(25,21),(25,32),0.0432846 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.242936 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0697682 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0254857 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.00253809 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.00844461 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.00379349 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.00844461 # DEPENDENCYPART_SIBL
(25,22),(25,31),-0.0479948 # DEPENDENCYPART_SIBL
(25,22),(25,32),-0.00436525 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0592905 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0256452 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0318422 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.00788297 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.029206 # DEPENDENCYPART_SIBL
(25,23),(25,30),0.00788297 # DEPENDENCYPART_SIBL
(25,23),(25,31),-0.0226146 # DEPENDENCYPART_SIBL
(25,23),(25,32),0.0286986 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0180514 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0087306 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.00538247 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0068724 # DEPENDENCYPART_SIBL
(25,24),(25,30),0.00538247 # DEPENDENCYPART_SIBL
(25,24),(25,31),-0.0385044 # DEPENDENCYPART_SIBL
(25,24),(25,32),0.00652918 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.015978 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.0253754 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.0143478 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.0253754 # DEPENDENCYPART_SIBL
(25,26),(25,31),-0.00462863 # DEPENDENCYPART_SIBL
(25,26),(25,32),0.0143506 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.0625687 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.0146144 # DEPENDENCYPART_SIBL
(25,27),(25,30),0.0625687 # DEPENDENCYPART_SIBL
(25,27),(25,31),0.0131019 # DEPENDENCYPART_SIBL
(25,27),(25,32),0.0145727 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.0611682 # DEPENDENCYPART_SIBL
(25,28),(25,30),0.00471394 # DEPENDENCYPART_SIBL
(25,28),(25,31),-0.013255 # DEPENDENCYPART_SIBL
(25,28),(25,32),0.0600391 # DEPENDENCYPART_SIBL
(25,29),(25,30),0.0547387 # DEPENDENCYPART_SIBL
(25,29),(25,31),0.00526953 # DEPENDENCYPART_SIBL
(25,29),(25,32),0.00590827 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.013255 # DEPENDENCYPART_SIBL
(25,30),(25,32),0.0600391 # DEPENDENCYPART_SIBL
(25,31),(25,32),0.0401233 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.072787 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0447785 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.0632999 # DEPENDENCYPART_SIBL
(26,24),(26,30),0.0632999 # DEPENDENCYPART_SIBL
(26,24),(26,31),0.0242379 # DEPENDENCYPART_SIBL
(26,24),(26,32),0.0454403 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.0646461 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.0227584 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.0227584 # DEPENDENCYPART_SIBL
(26,25),(26,31),0.0163141 # DEPENDENCYPART_SIBL
(26,25),(26,32),0.0646159 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0134906 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.0134906 # DEPENDENCYPART_SIBL
(26,27),(26,31),0.00475352 # DEPENDENCYPART_SIBL
(26,27),(26,32),-0.0126521 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0403753 # DEPENDENCYPART_SIBL
(26,28),(26,31),0.00855419 # DEPENDENCYPART_SIBL
(26,28),(26,32),0.0319426 # DEPENDENCYPART_SIBL
(26,30),(26,31),0.00855419 # DEPENDENCYPART_SIBL
(26,30),(26,32),0.0319426 # DEPENDENCYPART_SIBL
(26,31),(26,32),0.051212 # DEPENDENCYPART_SIBL
(27,18),(27,19),0.14235 # DEPENDENCYPART_SIBL
(27,18),(27,20),-0.04706 # DEPENDENCYPART_SIBL
(27,18),(27,21),0.0622111 # DEPENDENCYPART_SIBL
(27,18),(27,23),0.269609 # DEPENDENCYPART_SIBL
(27,18),(27,24),0.0267815 # DEPENDENCYPART_SIBL
(27,18),(27,25),0.0622111 # DEPENDENCYPART_SIBL
(27,18),(27,26),0.00677825 # DEPENDENCYPART_SIBL
(27,19),(27,20),-0.0769559 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.00341715 # DEPENDENCYPART_SIBL
(27,19),(27,23),0.105655 # DEPENDENCYPART_SIBL
(27,19),(27,24),0.0345336 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.00341715 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.0226637 # DEPENDENCYPART_SIBL
(27,20),(27,21),0.0528859 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.103347 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.00905575 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.0528859 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.000583154 # DEPENDENCYPART_SIBL
(27,21),(27,23),0.26961 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.0267816 # DEPENDENCYPART_SIBL
(27,21),(27,25),0.0615397 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.00677835 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.0684897 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.0939779 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0943886 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.024091 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0505623 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.00677835 # DEPENDENCYPART_SIBL
(28,19),(28,20),-0.353507 # DEPENDENCYPART_SIBL
(28,19),(28,21),-0.0505456 # DEPENDENCYPART_SIBL
(28,19),(28,22),0.313634 # DEPENDENCYPART_SIBL
(28,19),(28,23),0.164943 # DEPENDENCYPART_SIBL
(28,19),(28,24),-0.049245 # DEPENDENCYPART_SIBL
(28,19),(28,25),-0.0505456 # DEPENDENCYPART_SIBL
(28,19),(28,26),-0.0151901 # DEPENDENCYPART_SIBL
(28,19),(28,27),-0.0849502 # DEPENDENCYPART_SIBL
(28,19),(28,29),0.0232389 # DEPENDENCYPART_SIBL
(28,19),(28,30),-0.00617319 # DEPENDENCYPART_SIBL
(28,19),(28,31),0.00796167 # DEPENDENCYPART_SIBL
(28,19),(28,32),0.0228214 # DEPENDENCYPART_SIBL
(28,20),(28,21),0.0129962 # DEPENDENCYPART_SIBL
(28,20),(28,22),0.190771 # DEPENDENCYPART_SIBL
(28,20),(28,23),0.152526 # DEPENDENCYPART_SIBL
(28,20),(28,24),-0.0455669 # DEPENDENCYPART_SIBL
(28,20),(28,25),0.0129962 # DEPENDENCYPART_SIBL
(28,20),(28,26),-0.00294638 # DEPENDENCYPART_SIBL
(28,20),(28,27),0.176582 # DEPENDENCYPART_SIBL
(28,20),(28,29),0.00426293 # DEPENDENCYPART_SIBL
(28,20),(28,30),-0.00331961 # DEPENDENCYPART_SIBL
(28,20),(28,31),-0.0730723 # DEPENDENCYPART_SIBL
(28,20),(28,32),0.00260969 # DEPENDENCYPART_SIBL
(28,21),(28,22),0.640786 # DEPENDENCYPART_SIBL
(28,21),(28,23),0.456609 # DEPENDENCYPART_SIBL
(28,21),(28,24),0.00483718 # DEPENDENCYPART_SIBL
(28,21),(28,25),-0.0208106 # DEPENDENCYPART_SIBL
(28,21),(28,26),-0.00563083 # DEPENDENCYPART_SIBL
(28,21),(28,27),0.0159147 # DEPENDENCYPART_SIBL
(28,21),(28,29),0.0446646 # DEPENDENCYPART_SIBL
(28,21),(28,30),0.00337853 # DEPENDENCYPART_SIBL
(28,21),(28,31),-0.0319549 # DEPENDENCYPART_SIBL
(28,21),(28,32),0.0432846 # DEPENDENCYPART_SIBL
(28,22),(28,23),0.242936 # DEPENDENCYPART_SIBL
(28,22),(28,24),-0.0697682 # DEPENDENCYPART_SIBL
(28,22),(28,25),0.0569251 # DEPENDENCYPART_SIBL
