# _root_ Mi vagyunk a hátország , az elkövetkezendő években is az lesz a feladatunk , hogy segítsük a tehetséges fiatalok előbbre jutását .
#goldHeads=2,0,4,2,2,8,8,11,11,11,2,13,11,11,11,10,19,19,21,21,16,2,
#predictedHeads=2,0,4,2,2,8,8,11,11,11,1,13,11,11,11,10,19,19,21,21,16,2,
(9,13),(13,6),-0.551938 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.989693 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.537958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.0841669 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.28164 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.250955 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.246438 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.503793 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.401649 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.02151 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.09284 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.752491 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.684315 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.988712 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.496566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.240777 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.0105239 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.190166 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.235213 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.16755 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.267286 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.232832 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.536422 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.347004 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.379865 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.548934 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-1.01881 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.25473 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-1.4028 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-1.02587 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.895495 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-1.29479 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.469579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.00854873 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.17953 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.383658 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.390253 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.332305 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.381909 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.350715 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.268141 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.599521 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.406572 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.441945 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.669075 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.551938 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.53796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.0841652 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.281922 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.237197 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.310053 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.24536 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.422823 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.237986 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.40165 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.347177 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.928312 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.0273307 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.279262 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.225133 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.253696 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.193361 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.216594 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.570964 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.344268 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.641866 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.367671 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0873027 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0779134 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.189873 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.213797 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0473021 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.179083 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.158726 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.72402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.764044 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.349827 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.503732 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.517075 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.396596 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.371476 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.30968 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.439343 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.82384 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.439694 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0547118 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.126836 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.239158 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.246491 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.673996 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.416009 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.777899 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.588785 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0160425 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0507001 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.161153 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.44083 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.538093 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0412446 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0137836 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.202296 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.160745 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0960157 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.246598 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.673997 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.732764 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.162217 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.38636 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.317218 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.225248 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.43472 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.68281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.718145 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.285896 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.413377 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.398078 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.346514 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.307326 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.274822 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.775071 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.907747 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.06309 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.515597 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.572206 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.658854 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.611124 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.516517 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.83928 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.708321 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.199637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.252067 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.331085 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.00630848 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0732911 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.24308 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.211396 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.125771 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.309002 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.254726 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),0.241569 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.329478 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.589778 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.808773 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.609247 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.299111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.14212 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0457073 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.127167 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.183948 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),0.111171 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.01923 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.516833 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.571116 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.48656 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.787793 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.621429 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.417627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.390952 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0217932 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0670282 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.237887 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0708143 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0945718 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.0173308 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.00646383 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.0507521 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.4498 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.907129 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.06158 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.568775 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.658012 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.516324 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.835848 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.707199 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.211732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.191502 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.17384 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.305811 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0315083 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0183099 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.18565 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.0721301 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.271539 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.201651 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.204105 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.342658 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0692018 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0940047 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.115878 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.0788643 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.589778 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.609247 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.29939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,12),0.141281 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.246083 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.00509772 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.117619 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.10061 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.11911 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.111171 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.115925 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-0.969513 # DEPENDENCYPART_GRANDPAR
(10,20),(20,11),-0.294403 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.127626 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.118006 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.0607731 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.0734006 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.016448 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.108771 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.0247424 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.496187 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),0.246362 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.0275348 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.00537673 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),0.101449 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.11967 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.227465 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.108343 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.438739 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.0839023 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.476197 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.24229 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.110341 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.719652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-0.159803 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),0.455147 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.117077 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-0.17671 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-0.882504 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.279335 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.554664 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.380513 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.297585 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.196725 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.243102 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.0104205 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.215589 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.30416 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.06556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.229231 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.312306 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.424669 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),0.106918 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.186941 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.290401 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.246137 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-0.931472 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.105104 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.366967 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.379344 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.133661 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.110153 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.247319 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.28057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,14),-0.535203 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-1.19932 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.09127 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0388795 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.116724 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.237258 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.420355 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0167922 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.388869 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.024253 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.328423 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.224791 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.151241 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.00430398 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0532007 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.250973 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.28057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,2),-0.496956 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.598923 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.481697 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.372083 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.474632 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.238717 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0873124 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.33663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.58993 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.521748 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.579752 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.155064 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.547204 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.628947 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.18413 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.149272 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.167436 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.112184 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0838844 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.194003 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.264908 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.590893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.103635 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.0556651 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.134009 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),0.576602 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.299771 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.0609087 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.240537 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.120542 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.837206 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.681273 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.524924 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.759071 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.115914 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.190054 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0826203 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.404699 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.0419967 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.272567 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.601456 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.885666 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.644385 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.683456 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.514314 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.79259 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.154133 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.04663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0320981 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.39863 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.472911 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.183131 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.65874 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.358909 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.568315 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.418608 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.98562 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),0.0763737 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.298177 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.475961 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.400388 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.362052 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.0966338 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.5511 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.207309 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.862821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.0767379 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.128635 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.208831 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.182033 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.213164 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.371741 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0282233 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.300321 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.087183 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.802965 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.246064 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.0735219 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.167274 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.261028 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.316664 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.190181 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.681273 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.759071 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.115914 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),0.189771 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.00854477 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.0781626 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.411528 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.227758 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.228674 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.265884 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.0108998 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.331409 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.808683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,13),-0.135401 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.142727 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.120245 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.378 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.37109 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.0924571 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.0726767 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.786025 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.00854219 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.0453135 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.0781602 # DEPENDENCYPART_GRANDPAR
