# _root_ Ugyanakkor mindkét szakember csak akkor tulajdonítana jelentőséget az eltérésnek , ha hónapokon át , tendenciaszerűen jelentkezne .
#goldHeads=6,3,6,6,6,0,6,9,6,6,6,13,16,16,16,6,6,
#predictedHeads=6,3,6,6,6,0,6,9,6,6,6,13,16,16,16,6,6,
(12,9),(9,13),-0.491879 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.739478 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.732272 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.643965 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.813385 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.930534 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.732737 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.671089 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.534572 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.948624 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.764695 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.480435 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.658974 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.16557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.707918 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.668034 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.665294 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.817407 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.25292 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.27331 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.01472 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.803501 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.844072 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.715231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.365975 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.3055 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.290387 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.529792 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.07538 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.17915 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.30985 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.970168 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.947111 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.756943 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.04864 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.86043 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.879961 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.75835 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.72447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0893551 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.380493 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.400398 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.127955 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.202085 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.281178 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.237237 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.217668 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.777182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,1),-0.127968 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.202094 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.433538 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.200757 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.144813 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.143416 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.249947 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.146659 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.20157 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.111899 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.777182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.411165 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.254936 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.281761 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.514439 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.181454 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.127955 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.202085 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.200744 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.1448 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.312208 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.103839 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.20157 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.111941 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.777182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.411165 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.254936 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.281761 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.200744 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.312208 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.103839 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.119553 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.184445 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0802471 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.777182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.411165 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.254936 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.493989 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.603745 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.832871 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.542574 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.50755 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.534759 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.495592 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.513529 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.519551 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.412929 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.254972 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.387039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0216072 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.162233 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.476868 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.574385 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.854058 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.497459 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.475856 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.586371 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.727246 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.513085 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.534714 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.567369 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.49148 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.276157 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.399915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.128985 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.133567 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.128226 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.64223 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),0.0423555 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.745645 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.647358 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.150959 # DEPENDENCYPART_GRANDPAR
(15,1),(1,16),-0.400439 # DEPENDENCYPART_GRANDPAR
(15,1),(1,17),-0.475255 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.334793 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.0451235 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-0.715388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),-0.373237 # DEPENDENCYPART_GRANDPAR
(15,2),(2,17),-0.462706 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.244788 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.346122 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.413225 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.356406 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.0330962 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.272063 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.390504 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.462429 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.642113 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.0455902 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.738954 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.640666 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.0819627 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.254284 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.195234 # DEPENDENCYPART_GRANDPAR
(15,4),(4,16),-0.400222 # DEPENDENCYPART_GRANDPAR
(15,4),(4,17),-0.475011 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.66048 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.440737 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.043133 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.743648 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.645361 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.152238 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.25299 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.197022 # DEPENDENCYPART_GRANDPAR
(15,5),(5,16),-0.400574 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.475119 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.303307 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.403724 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.550707 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.339212 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.309671 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.752627 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.421045 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.655485 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.250161 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.128593 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.366675 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.24396 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.294944 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.725866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.434813 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.472247 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.729398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,1),-0.243582 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.344916 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.322844 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.243522 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.601656 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.285983 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.116813 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.268066 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.272063 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.161597 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.769625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.397513 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.387591 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.639354 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.448215 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.376529 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0933847 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.742395 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.457314 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.644401 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.249863 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.27438 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.123616 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.735535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.430315 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.468093 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.322844 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.601656 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.285983 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.503558 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0773093 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0390282 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.272063 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.161597 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.769625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,3),-0.482295 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.585427 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.369314 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.48746 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.0368 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.198651 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.173622 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.719633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.366211 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.46417 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.40119 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.526007 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.203409 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.430545 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.0128195 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.20198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,17),-0.473595 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.0819657 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.495132 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.327568 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.25038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,17),-0.545751 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.0757678 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.254413 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.0598557 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.00606602 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.475603 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.0960238 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.0140059 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.311577 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.370649 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.518655 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.190484 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.417617 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.142347 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),0.0682005 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.220693 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.20422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.475406 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.364216 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.134326 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.528356 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.202675 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.429811 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.0139916 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.0615481 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.222361 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.20429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.475148 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.07429 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.240437 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.313978 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0502312 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.0017043 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.154992 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.239513 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.383351 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.0291477 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.144411 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.3698 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.0903936 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.237517 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.271715 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.14374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.366798 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.075213 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.25496 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.252627 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.0894526 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.00627232 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.475845 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.159755 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.295314 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.11655 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.457837 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.0954835 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.0918194 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.398751 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.36937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.652878 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.455803 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.0755934 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.254587 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.0890722 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.00665271 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.0608156 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.1193 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.116349 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.4577 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.0952831 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.0920199 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.397929 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.36937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,1),-0.162119 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.549946 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.312589 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.218467 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.934052 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.352799 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.377681 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.581018 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.217001 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.21233 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.387753 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.117625 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.638308 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.0890722 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0608156 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.1193 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.288892 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.0674059 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.189205 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0952831 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0920199 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.397929 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.238411 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0414471 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.140241 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.269719 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.120827 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.483432 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.143807 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.272065 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.24387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.547023 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),0.0134251 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.296607 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.422398 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.171283 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.0599463 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.590834 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.0626249 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.450451 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.0196424 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.223148 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.3027 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.00419062 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.228011 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.559738 # DEPENDENCYPART_GRANDPAR
