# _root_ Az ottani gyülekezet alig hetven emberből áll , mégis örök fájdalmuk volt az alsógödieknek , hogy nincs templomuk .
#goldHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
#predictedHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
(9,17),(17,14),-0.0724272 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0272545 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.0211066 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.135909 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.376281 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.30181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,12),0.367065 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.347434 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.0604176 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.0353127 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.0424996 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.115629 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.451326 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.379364 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.265235 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.283074 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.240172 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.432483 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.352658 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.563875 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.722906 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.41947 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.507202 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.25072 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.520872 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.341836 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.323872 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.329047 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.2511 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.566973 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.431529 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.380917 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.430458 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.311214 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.502425 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.718149 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.471757 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.477287 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.25432 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.340253 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.312447 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.305688 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.539538 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.424444 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.362919 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.284762 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.705894 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.377946 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.265235 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.362901 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.142281 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.160608 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.295331 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.338766 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.563875 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.477553 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.346797 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.402035 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.213649 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.21586 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.41575 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.442699 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.333229 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.704081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.302508 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.602852 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.367199 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.482936 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.41753 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.503636 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.348107 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.553832 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.715437 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.40609 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.505482 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.30081 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.286738 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.521854 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.482396 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.441487 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.712815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.288705 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.597026 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.469134 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.377285 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.429899 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.340356 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.54003 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.711278 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.299039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.193477 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0119742 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.000643507 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.151441 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.00463789 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.709261 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.911976 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.602101 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.928349 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.778518 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.637598 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.675739 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.31277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.195849 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.1642 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0681357 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0154209 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0116184 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0725362 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.172927 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.356261 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.911749 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.554703 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.92812 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.776172 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.674399 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.727498 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.327822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.0854999 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.209072 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.053446 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.0949285 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.164579 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.129243 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.0385277 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.332459 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.674439 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.176915 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.0119742 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.0130489 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.038808 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0866308 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0745798 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.322833 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.892994 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.175161 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.88135 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.839721 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.909212 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.431158 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.471276 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0352541 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.623826 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),-0.897378 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.792339 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-1.01787 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.660853 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.477729 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.142847 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.600032 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.430096 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.371293 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.02134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.866959 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.364235 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.37645 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.469416 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.698886 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.657039 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.752124 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-1.10068 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.729675 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.551286 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.618844 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.429737 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.368318 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.853277 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.371906 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.370191 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.686279 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.750857 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.838981 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.90989 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.622913 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.397646 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.457123 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.418057 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.15005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.897378 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-1.02072 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-1.00134 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.59432 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.468804 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.536993 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.125623 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.557958 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.369158 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.249213 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.09096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.913792 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.552616 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.433857 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.427834 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.555591 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.747342 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.726661 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.762554 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.99342 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.659782 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.509947 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.563536 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.193743 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.812031 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.58846 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.36233 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.0784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.918651 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.421293 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.387822 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.484694 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.749643 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.714096 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.761336 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.487551 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.29222 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.392233 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0215127 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.627077 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.380379 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.340292 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.430416 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.491581 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.716341 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.723219 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.779198 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.849463 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.552122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),-0.145363 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.045841 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.331637 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.308764 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.783699 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),-0.466988 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.145363 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.10498 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.0188347 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.110675 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.312153 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.396568 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0874851 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.118408 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.174862 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.0925669 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.149994 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.14969 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.127599 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.141593 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.161838 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.38429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,19),-1.04498 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.290368 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.190174 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.0338899 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.0034836 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.217354 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.170651 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0107105 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.187413 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.20414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.0755747 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.268257 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.359966 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.415564 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.340951 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.851809 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.10122 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.163725 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.128821 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.188628 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.160913 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.0345955 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.26279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.198838 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.340932 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.475408 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.935352 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.0961777 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.149219 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0617123 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.177697 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.130119 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0173858 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.325234 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.38429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,1),0.0503871 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.248421 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.104102 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.174682 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.174355 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.178601 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.183554 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0609455 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.0486518 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.272851 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.15083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.028788 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),0.0581505 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.215243 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.366071 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.365722 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.207226 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.746302 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.506569 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.418819 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.119172 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.132655 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.14048 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.657221 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.394392 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.183546 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0277628 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.44115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.351837 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.447601 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.544829 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.650312 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.617214 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.02902 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.240788 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.115645 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.10613 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.037551 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.258191 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.140339 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0385942 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.253078 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.4561 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.499084 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.518454 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.953012 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),0.096821 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.148576 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.061069 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.17834 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.130762 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.215241 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.152811 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0487622 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.000645584 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.138042 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.417659 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.462526 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.683035 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0464446 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.459775 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.244615 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.215829 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0450089 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0900963 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0363566 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.74271 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.699528 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.243908 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.42188 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.753448 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.581163 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.500097 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.453516 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.238101 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.24762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.0333793 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.261699 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.437762 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.737882 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.499325 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.855949 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.22672 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),0.0613141 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),0.0509318 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.417271 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.307684 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.249246 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.0983598 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),0.234711 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.928377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.142326 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.0493836 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0753473 # DEPENDENCYPART_GRANDPAR
