# _root_ Azért nem lettem katona sem , mert nem tudtam volna elfogadni , hogy csak egy irány van .
#goldHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,11,3,
#predictedHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,9,3,
(8,5),(5,4),-0.197331 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.433442 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.216741 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.430416 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.392648 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.588955 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.524157 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.441666 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.736503 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.307279 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.185805 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.310173 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.107417 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.153761 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.507241 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.827802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.467112 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.565949 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.429815 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.59148 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.531401 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.638565 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.482146 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.736281 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.631327 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.568633 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.652799 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.55108 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.475546 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.812381 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.671435 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.454433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),-0.0879851 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.174805 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.0506576 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.35824 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.200309 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.269613 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.312122 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.395807 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.343544 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.273956 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0295157 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.247474 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.115622 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.137475 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.196872 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.146254 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.478297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),0.08062 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),0.0620147 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.0161202 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),0.101018 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),0.0156209 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.274769 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.0876846 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),0.370312 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.716587 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.197277 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.146533 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.171065 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.910851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,1),-0.079825 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.123198 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.104204 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0243268 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.168636 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.171579 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.0687546 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.839117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.275053 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.299669 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.190828 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.121473 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),0.0824413 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.250108 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),0.0216522 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.752205 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0264492 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.135452 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.062242 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.229164 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0268386 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.174237 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.192365 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.19187 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.908048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.367659 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.266352 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.134262 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.0478392 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.868311 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.313752 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.378635 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.387043 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.322274 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.266051 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.362781 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.163729 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.12679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.56088 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.587347 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.43206 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.306753 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.359226 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.270846 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.03217 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.202789 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.204709 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.0506419 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.250457 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.268277 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.327563 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.440181 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.615004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.150058 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.144539 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0975137 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.162252 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.181919 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.69763 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.212758 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.358851 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.21221 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.191823 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.0665542 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.289584 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.39864 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.231148 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.609901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0118671 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.090728 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.170602 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0750073 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.155467 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0461353 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.268511 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.640941 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.624546 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.637289 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.541715 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.636778 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.44623 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.565369 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.63835 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.509586 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.831426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.270494 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.291905 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.357685 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.383702 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.468031 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.377754 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.264598 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.828497 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.21926 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0990343 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.67015 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0155123 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.573928 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.396567 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.458074 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0333688 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0527925 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.186859 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0824426 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.19421 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.210764 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.356996 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.209953 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.162105 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.0646716 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.286218 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.397287 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.229294 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.617542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.0195167 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.0789264 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.0757573 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.129853 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0758047 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.239871 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.021671 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.578209 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.448545 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.431053 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.69873 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.216738 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.370632 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.411676 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.226442 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.342098 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.23794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.608947 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.681032 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.589711 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.135835 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.635382 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.651375 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.994187 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.396367 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.435953 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.540805 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.682685 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.680858 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.992101 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.90722 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.457083 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.575842 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.315996 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.508596 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.4986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.871462 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.890619 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.746827 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.549877 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.91871 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.2491 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.450663 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.435285 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.580517 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.694246 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.279327 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.401275 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.375282 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.161633 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.23796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.608954 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.681032 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.589711 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.135835 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.635382 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.343639 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.651382 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.994187 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.608913 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.686472 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.848865 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.829313 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.283408 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.539722 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.665372 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.41282 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.607216 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.938568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.5437 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.25666 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.272448 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.516102 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.200786 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.371381 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.858687 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.995463 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.93737 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.1532 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.23715 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.635533 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.783854 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.876912 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.663719 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.91155 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.19895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.566781 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.800265 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.575947 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.827836 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.530315 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.906099 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-1.04552 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.946595 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.587622 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.613959 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),-0.335531 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.414618 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.275053 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.299154 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.582101 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.606976 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.684675 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.846665 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.799653 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.281583 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.536414 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.664076 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.411023 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.605016 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.946381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.352178 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.517982 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.311792 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.271125 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.604483 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.184036 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.795956 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.173788 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.180419 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.277396 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.178258 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.0634796 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.0437555 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.0330068 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.124068 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.0973312 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.268914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.135685 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.114551 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),0.190813 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.178855 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),0.190603 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),0.308272 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.61848 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.25831 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.176285 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.096975 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.0723797 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.136451 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.017566 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.156104 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.10175 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.114112 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.033951 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.0297055 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.0920132 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.0395392 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.640064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.325028 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.349144 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),0.247 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.163371 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.0498543 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.663275 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.08135 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0281014 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0816598 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.127939 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.176864 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.194175 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.118275 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0386593 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.097406 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.699163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.386205 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.350119 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.110455 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.770492 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.374179 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.276805 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.536457 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.340986 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.327025 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.27936 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0494377 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.241607 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.226169 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.918843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.551904 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.522602 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.184315 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.333454 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.934341 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.264369 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0489925 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.113258 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.138568 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.021798 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.121752 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.121993 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.140236 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0987712 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0140671 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.118983 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0452656 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.640071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.325028 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.349144 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),0.247 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.163371 # DEPENDENCYPART_GRANDPAR
