# _root_ Be kell vallanom , csak pár nap alatt sikerült kiderítenem , hogy retrofit magyarul azt jelenti : korszerűsítés .
#goldHeads=2,0,2,2,9,7,8,9,3,9,9,9,16,16,16,10,16,15,2,
#predictedHeads=2,0,2,2,10,7,8,10,2,9,9,9,16,16,16,9,16,16,2,
(8,9),(9,16),0.109316 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.110474 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.042405 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.178654 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.433689 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.411711 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.51459 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.203213 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.00230767 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.12721 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.41818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.00572134 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.144281 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0260101 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0972307 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.00476235 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0381196 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.102409 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.125035 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.0358465 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.187145 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.140023 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.101467 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.060413 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0534095 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.379052 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.248328 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.0316686 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.105927 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.378011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.0622699 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0383849 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0897592 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.051881 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0871735 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.148047 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0631529 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.433791 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.411813 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.51459 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.203307 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.00230877 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.128935 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.418684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.00723113 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.101357 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.202078 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.120542 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.171236 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.00489875 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.000833773 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.114897 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0448717 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.169144 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.0522557 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.13316 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.026651 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.0388816 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.248208 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.223071 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.329678 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.441432 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.277778 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.00566526 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.341007 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0331354 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.12081 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.158928 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.417353 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.21472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.240422 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.542668 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.477872 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.324463 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.148384 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.242431 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.545332 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.432324 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.272648 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.917161 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.177759 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.155325 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.371876 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.0188788 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.114845 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.172838 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.430508 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.1706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.196326 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.499283 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.441328 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.113616 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.204541 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.501235 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.393767 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.883924 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.202551 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0651748 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.366535 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.131664 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.140539 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.436569 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.25639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.282156 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.582727 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.464162 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.427269 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.586867 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.450209 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.375454 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-1.01388 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.00820523 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0669783 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.632955 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.08416 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0953126 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0317195 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.245978 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0374923 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.063086 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.185515 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0886292 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0341958 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.301427 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.29654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.322489 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.550747 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.334629 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.627199 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.498932 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.351793 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.209467 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.446388 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),0.258085 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.0935221 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),0.150766 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.515572 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.993607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.362524 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.137429 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.193372 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0227601 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.124569 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.279681 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.132949 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.141557 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.777293 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.693548 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.555889 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.730034 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.240841 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.31493 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),0.0805337 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.16648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.196738 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.650536 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.522624 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.312538 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.816012 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.41864 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.470809 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.964922 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.273139 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.145376 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.069501 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.110362 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.496093 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.101321 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.374502 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.15717 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),0.191913 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.985781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.0113819 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.367671 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.219577 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.27804 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.229992 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.264606 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),0.15505 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),0.289325 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.03863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.0635557 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.405411 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.249212 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.382263 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.141698 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.21578 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.174843 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.115772 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.726849 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.352973 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.210647 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.447364 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),0.25692 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.0945004 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),0.147665 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),0.514409 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.00311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.021915 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.435011 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.236893 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.257274 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0399568 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.176244 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.126942 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.161696 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.765248 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.483098 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.15469 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.0778557 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.0419274 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.179722 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.771508 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.294844 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0401684 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.218799 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.00202616 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.109677 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.257855 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-9.38289e-05 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.525847 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.88763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.427374 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.369859 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),0.0456786 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.318272 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.0320529 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.313554 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.369989 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),0.0999598 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.866244 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.195028 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.653841 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.250675 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0168072 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.104237 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.27124 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.0125358 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.546298 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.843545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.383998 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.333332 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.283514 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),0.00582783 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.26947 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.331443 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.833017 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.693222 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.107862 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.277656 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.124578 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.238022 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0169799 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.526745 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.904024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.44657 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.337067 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.0247202 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.329749 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.368418 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),0.029561 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.941625 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0370645 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0127125 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.375912 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-1.01197 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.579185 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.00416951 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.154284 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.00685614 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0354286 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0946654 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0407269 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0508781 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.41653 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.508387 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.944404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,13),-0.148231 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.479997 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.370129 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.0939499 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.186321 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.634128 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.0132478 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.199699 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0412951 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.00904192 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.319059 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.112332 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.852059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.394499 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.341584 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),0.0917909 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.28994 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.000713938 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.277983 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.340435 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),0.146072 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.838955 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.18996 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.604316 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.628194 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.299826 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.227846 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.34957 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.08358 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.825925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.534882 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.115572 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.460302 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.560893 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.362072 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.0612909 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.899648 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),-0.1224 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.00740768 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0605877 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.317897 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.993053 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.160812 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.373027 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.0705997 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.238698 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.888247 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.6239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.223601 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0878731 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.135092 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.153021 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.160032 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.338638 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),0.24362 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.244444 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.677866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.264454 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.119689 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0284291 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.283784 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0306403 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.11797 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.285735 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.669389 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.875211 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.284902 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.367752 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),0.172459 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.114259 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),0.201899 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),0.0566614 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.764085 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.629949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.278137 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0991005 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.157025 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.182513 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0338932 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0584834 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.251572 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.696252 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.481557 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.264991 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0518968 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.181428 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0876361 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.689908 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.213459 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.214616 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.00555553 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.30053 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.331481 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.338766 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.204146 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.355584 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.120798 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.253225 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.18804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
