# _root_ A legrövidebb távot , a 2000 métert a II. korcsoport tagjai , az 1986- 1988-as születésű lányok teszik meg .
#goldHeads=3,3,18,18,7,7,18,10,10,11,18,18,17,16,16,17,18,0,18,18,
#predictedHeads=3,3,18,18,7,7,18,10,10,11,18,18,17,17,17,17,18,0,18,18,
(18,9),(9,8),0.0643733 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.645769 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.157139 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.129324 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.130261 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.164342 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.210972 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.159601 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.150518 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.0232021 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.18768 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.0863142 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.126668 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.59474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,20),-0.752897 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),0.155909 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.132393 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),0.134911 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.159941 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),0.209742 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.160417 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.155169 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.024432 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.188496 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.128669 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.00771355 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.122092 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.0601597 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.374923 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.59474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,20),-0.752897 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0521407 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.1667 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.123726 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.233757 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0628505 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.136421 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.0360048 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.25844 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.202771 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.0157472 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),0.119359 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0422472 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.249898 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.119431 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.229156 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0604138 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0362002 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.49462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.65993 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.0349512 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.202771 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.0146935 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.0411936 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.248844 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.118962 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.229149 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.0604138 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0340762 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),0.157921 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.128206 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),0.118863 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.17192 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),0.211755 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.165255 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),0.139121 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.0224196 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.193335 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),0.112621 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.0927366 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.0329112 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.17671 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.163045 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.0770428 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.189876 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.752897 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.449782 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.147715 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.174215 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.382931 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.310773 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.282575 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.17133 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.0963523 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.14051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.373767 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.348717 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.361265 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.278867 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.236019 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.281507 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.195437 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.232233 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.123627 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.107452 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.0704855 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),-0.0126779 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),-0.0917033 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),-0.139467 # DEPENDENCYPART_GRANDPAR
(19,7),(7,20),-0.570304 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.348717 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.361265 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.278867 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.236019 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.281507 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.195437 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.257284 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.274099 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.21649 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.107452 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.081715 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.139467 # DEPENDENCYPART_GRANDPAR
(19,10),(10,20),-0.570304 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.349276 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.363409 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.275524 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.230455 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.282066 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.195584 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.25394 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.274658 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.216636 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.278352 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0705156 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.0817156 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.0144911 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.0927428 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.139468 # DEPENDENCYPART_GRANDPAR
(19,11),(11,20),-0.570304 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.322445 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.254437 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.179602 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.300861 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.155471 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.325273 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.309803 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.208724 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.043841 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.148333 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0378221 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.118839 # DEPENDENCYPART_GRANDPAR
(19,15),(15,20),-0.561633 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.321394 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.179605 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.29981 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.324222 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.308752 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.208258 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0438532 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.148336 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0706641 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.321892 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.34792 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.275629 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.228594 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.254682 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.188865 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.254045 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.247275 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.209918 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.278457 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.260268 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.182881 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.0854477 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.111508 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0473451 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.082593 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.570304 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.296434 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.368038 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.227253 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.218046 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.229225 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.168394 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.206059 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.221817 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.185638 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.230471 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.21969 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.172334 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.100422 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.123952 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0673537 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.104851 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.196427 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.03045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.578895 # DEPENDENCYPART_GRANDPAR
