# _root_ Az események hátterét kutatva folyamatokat , trendeket szándékozik bemutatni , segítve a polgárosulási folyamatot és a város jövőképének közös formálását .
#goldHeads=2,3,4,8,9,9,9,0,8,8,8,14,14,11,11,17,18,20,20,11,8,
#predictedHeads=2,3,9,9,9,9,9,0,8,8,9,14,14,11,11,17,18,19,20,11,8,
(8,4),(4,5),0.18197 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.116376 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.603204 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.32816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.59739 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.7437 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.403971 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.479293 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.642752 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.574852 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.543428 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-1.26497 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.134869 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0640855 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.117077 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.158121 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.00442685 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.718763 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.49587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.765102 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.924092 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.501238 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.868402 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-1.44426 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.144935 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0623121 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.11885 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.159894 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.306575 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.049232 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.49587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.765102 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.924092 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.501238 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.728945 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.899825 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.868402 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.44426 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.140843 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.222408 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.0412616 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),0.152523 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),0.146477 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.263076 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.572969 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.05375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.563958 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.156612 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.331967 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.461575 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.188897 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.215826 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.44127 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.359573 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.520547 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.32815 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-1.04469 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.347752 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.166606 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),0.0211326 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.324974 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.444274 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.535102 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.451007 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.178685 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.149564 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.422292 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.349566 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.318143 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-1.04633 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.341387 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.412446 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.138315 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.396699 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.197736 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.989526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.258754 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.420778 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.15314 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.375204 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.33365 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.378359 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.29328 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.261857 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.439485 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.211459 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.251746 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.498607 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),0.171395 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.11072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.379924 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.580543 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.257255 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.423417 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.603074 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.252382 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.550952 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.576104 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.499497 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.735567 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.468074 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-1.17276 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.401461 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.336968 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.131978 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.172905 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.459762 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.291291 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),-0.261128 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.155514 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.381876 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.336024 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.126492 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.16814 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.440177 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.354045 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.260456 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-1.01508 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.504167 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.323021 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.401492 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),0.287859 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-1.05088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.320114 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.525579 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.396996 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.475797 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.252543 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.265957 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.455297 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.485696 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.424508 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.672726 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.505365 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),0.1193 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.9919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),-0.261128 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),-0.423152 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.155514 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.381876 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.336024 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.126492 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.16814 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.440177 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.354045 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.298457 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.403156 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-1.01508 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0264945 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0090176 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.233957 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.119807 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0130411 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.00883125 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0593951 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.119806 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0130391 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0370292 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.180393 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.252494 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.397814 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-1.19983 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.116973 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.281358 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.126463 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.147466 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0669673 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.291055 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.815059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.524526 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.0396037 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.209568 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.236229 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.307139 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.0728397 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-1.02054 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.00245501 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0586845 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.223063 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.10933 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0370304 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.180393 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.252494 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.982772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.704918 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.303389 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.397814 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-1.19983 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.0125203 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0569111 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.22129 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.107557 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.000388375 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0821767 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.253543 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.982772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.704918 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.30339 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.364578 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.632112 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.397814 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-1.19983 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0440447 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.100861 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.263244 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0778306 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0423426 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.162867 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.150515 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.757228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.463818 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.0468064 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.210804 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.37692 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),0.079743 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.102658 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.116878 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.187792 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.373204 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),0.046507 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.913793 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.335686 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.500081 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.279165 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.363082 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.083828 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),-0.30891 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.260769 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.179119 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.12344 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0223334 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.0884161 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.145883 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.801905 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.151148 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0124871 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.055678 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0135363 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.460172 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.757915 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.474973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.196099 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0393508 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.00469483 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.144395 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0214975 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0322327 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.202066 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.77296 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.473896 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.552044 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.536716 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.356707 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.835779 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.593741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.351661 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0623611 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.0393547 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.411416 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.10474 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.252277 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.175659 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.237861 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.476261 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.00356238 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.927846 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.0215626 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.147712 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.222121 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.0978217 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.1636 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.0302436 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.477347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,11),0.0369766 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.00197724 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.146769 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.227606 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.102587 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.144015 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.042209 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.203467 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.770752 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.492101 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.656496 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.439601 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.240243 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.657629 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.53483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.299397 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.0138332 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.285039 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.103679 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.00627281 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.155871 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0873185 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.16494 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.660659 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.543474 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-0.408802 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.757915 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.477347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),-0.198473 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),0.0369766 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.00197724 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.146769 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.227606 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.102587 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.144015 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.042209 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0410124 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.145319 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.770752 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.00212914 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.148518 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.194238 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.18914 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.00404382 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.0237395 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.194241 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.189145 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.179801 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.175178 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.192757 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.232691 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.497893 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.00871511 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.0226117 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.00806697 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.0960404 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.179799 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.175177 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.192756 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.089215 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.0222055 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.59052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,20),-0.232691 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.497893 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.00344132 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.0237395 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.00919484 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0971682 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.0503148 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0542735 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.192757 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0892155 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0222082 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.59052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,14),-0.12565 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.313443 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.232691 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.497893 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.115132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.328504 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.173856 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.209435 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.312978 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.412635 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.222423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.295595 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.247243 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.133546 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.0790778 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.159829 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.34473 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.1793 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.303611 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.245478 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.318076 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.259133 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.362675 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.403071 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.255018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.3064 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.16992 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.408192 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.00890854 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.224437 # DEPENDENCYPART_GRANDPAR
