# _root_ Nagyon kedves neki az a rózsafüzér is , amelyikkel Angelo_Acerbi pápai nuncius ajándékozta meg , amikor meglátta a gyöngyösi Mária-szobor melletti olvasókat .
#goldHeads=2,7,7,6,6,7,0,7,13,12,12,13,7,13,13,17,13,20,20,21,22,17,7,
#predictedHeads=2,3,13,6,6,13,13,13,13,12,12,13,0,13,13,17,13,20,20,21,22,17,13,
(4,22),(22,11),-0.185823 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.209694 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.0389061 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.0797611 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.153115 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.295669 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.312449 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.273482 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.933975 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.484674 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.379031 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.960607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.448596 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.598168 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.492589 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.494433 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.253763 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.428465 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.298154 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.572378 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-0.933649 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.342863 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.02731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.471545 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.618389 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.271279 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.31567 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-0.962583 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.592022 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.663528 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.960488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.598168 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.498213 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.494314 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.253611 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.449669 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.298002 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.71113 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.572259 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-0.93365 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.612378 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.654751 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.533142 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.635705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.141224 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.300165 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.0786272 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.167687 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.175499 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.169531 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),0.267082 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.215541 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.151666 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.175113 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),0.222691 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.581869 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.386347 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.499118 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.247476 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.706336 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.904515 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.05679 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0276668 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.12693 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.146603 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.0738535 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.206016 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.136988 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.0782906 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.816655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.31823 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.657071 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.687862 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.361284 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.404373 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.483609 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-0.734401 # DEPENDENCYPART_GRANDPAR
(7,1),(1,23),-0.882878 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.251646 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.0303405 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.814605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.315422 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.355506 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.477831 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),-0.885044 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.332431 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.306524 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.216377 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.118176 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.843301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.343642 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.323851 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.692668 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.213414 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.72346 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.315961 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.447738 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.474939 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.488604 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.438286 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.475616 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.964632 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.433418 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.769999 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.965892 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.310323 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.238132 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.201459 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.124729 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0499961 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.753796 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.582375 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.456695 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.126242 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.200882 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.044683 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.10053 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.730777 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.704399 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.582375 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.456695 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.743548 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.3451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.180838 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.126242 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0394238 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.221021 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.10053 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.997248 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.921616 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.888309 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.814336 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.672052 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.05201 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.27672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.0369923 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.040029 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.192457 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.152028 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.223249 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.0245217 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0995471 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.00248242 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.0623161 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.20134 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0714801 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.386305 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.0292868 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.185421 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.543453 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.111917 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0254133 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.288149 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.0935161 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.517868 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.997248 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.921616 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.888309 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.814336 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-1.05201 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.27672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.0369923 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.0416641 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.192482 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.152028 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.223274 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.126665 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.0135394 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0943042 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.138423 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.20134 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.0714801 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.380623 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.0292868 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.17974 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.543522 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.582375 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.0495416 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.035017 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.273166 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.040231 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.0919931 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-0.456695 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),-0.0394238 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),0.225325 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),0.223935 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),0.0495416 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.035017 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.273166 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.0359272 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.311387 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),0.00454833 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.548644 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.381357 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.263521 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.402943 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.268728 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.427114 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.462163 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.536011 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.645647 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.470239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.271903 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.381749 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.299903 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.296213 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.473753 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.515752 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.540574 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.659461 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.434373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.146927 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.161587 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.194701 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.296213 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.0429142 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.0920018 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.108346 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.241209 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.150146 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.473753 # DEPENDENCYPART_GRANDPAR
(9,22),(22,10),-0.146927 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),-0.157283 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),-0.323694 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.0429142 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.0920018 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.108346 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.236905 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.119094 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.213722 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.718981 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.684884 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.819512 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.624818 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.616042 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.246028 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.532884 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.148776 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.557079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.0255761 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.124157 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.236529 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.161231 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.18242 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.0978879 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.16398 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.564425 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.2616 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.500464 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.172326 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-0.619454 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.0380669 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.142031 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.279474 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.1902 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.955213 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.13535 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.886776 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.19893 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.15471 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.989986 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.582832 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.856519 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.521089 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.499731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,1),-0.961255 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.1882 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.23318 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.21819 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.05278 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.595216 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.880353 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.539391 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.412677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.130667 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.311847 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.929877 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-1.11423 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.856912 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.17823 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.990963 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.617416 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.888162 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.493677 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.570357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.159942 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.137435 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.386625 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.0541913 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.251359 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0269628 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.479862 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.599813 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.216599 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.536061 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.121075 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.508087 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.467674 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.231032 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.181245 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.209082 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.238975 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.216699 # DEPENDENCYPART_GRANDPAR
(11,1),(1,12),-0.516387 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.483232 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.506396 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.369456 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-0.638838 # DEPENDENCYPART_GRANDPAR
(11,1),(1,23),-0.876382 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.182937 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0973821 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.227294 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.216085 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.466407 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.352631 # DEPENDENCYPART_GRANDPAR
(11,2),(2,23),-0.870563 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.271533 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.560401 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.178722 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.238343 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.859703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.516255 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.48307 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.507976 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.369294 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.759528 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-0.638706 # DEPENDENCYPART_GRANDPAR
(11,3),(3,23),-0.876373 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.232496 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.493209 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.22962 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.142661 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.21172 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.185756 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.0510461 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.178115 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.754607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.439299 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.255198 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.408798 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.403552 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.471058 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.141422 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.541282 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.682572 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.584815 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.56175 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.850638 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.139253 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.407725 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.150091 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.298167 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.204015 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.129915 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.348384 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.568441 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.521898 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.360657 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.208537 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.151452 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.162329 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.559031 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.514954 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.506117 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.535553 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.401178 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.802304 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-0.681482 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.870334 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.753288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.434995 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.678268 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.557446 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.297661 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.212277 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0330277 # DEPENDENCYPART_GRANDPAR
