# _root_ A szaktudás mellett a jövőben fontos lesz az önvédelmi oktatás is , mert a szórólapterjesztőket egyre kevésbé szeretik Budapesten , a kutyák például kimondottan eszik a szerencsétleneket .
#goldHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,7,18,7,22,25,25,25,7,27,25,7,
#predictedHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,13,18,18,22,25,25,25,18,27,25,7,
(18,13),(18,26),-0.0461283 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.0494607 # DEPENDENCYPART_SIBL
(18,13),(18,28),-0.0361222 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0174639 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0918372 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0639336 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0181667 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0377119 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0223062 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0245112 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.00587091 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0025406 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0134258 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.0223062 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.0245112 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.0634118 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.098227 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.011572 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00678408 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00637658 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0207151 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0106718 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0207733 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.00613654 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0156883 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.0207151 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0106718 # DEPENDENCYPART_SIBL
(18,15),(18,28),0.00695274 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.198852 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.170316 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.167988 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.176167 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.171538 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.127983 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.098825 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.144346 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.176167 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.171538 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.167952 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0153426 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0233264 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0909394 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0165645 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0217741 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0128443 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0477571 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0909394 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.0165645 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.0209417 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0531165 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0769578 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.00235265 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0296836 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0355137 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.010986 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0769578 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.00235265 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.0249852 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.124212 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.07652 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0861983 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0604985 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.194562 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.124212 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.07652 # DEPENDENCYPART_SIBL
(18,20),(18,28),0.0489202 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0110333 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.00837743 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.00981097 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0359816 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.0888948 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0110333 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.0284786 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0205275 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0263357 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0189344 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0707783 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.0191053 # DEPENDENCYPART_SIBL
(18,22),(18,28),-1.62179e-05 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0732696 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0140943 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.0715075 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.0709158 # DEPENDENCYPART_SIBL
(18,23),(18,28),0.0526229 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0297868 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.0428281 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0236203 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.010899 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.0273033 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.00448328 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.0178063 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.0110333 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.0284786 # DEPENDENCYPART_SIBL
(18,27),(18,28),-1.62179e-05 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0140799 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0190307 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00910807 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.00357324 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.00427239 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.0086177 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.00357324 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0398213 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0242622 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0322885 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0613888 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0383879 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0322885 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00815123 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00478286 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0618756 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0452899 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.00478286 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.361377 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.160526 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.432327 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.361377 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0611084 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0578378 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.00780099 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0555574 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0578994 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.0794889 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.00848028 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.662013 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0790181 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.00427239 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.00331961 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.317228 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0256014 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.044684 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.00469478 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0790181 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.00427239 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.00331961 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0283923 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.055212 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0547467 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.122501 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.136475 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.174353 # DEPENDENCYPART_SIBL
(23,7),(23,17),0.19096 # DEPENDENCYPART_SIBL
(23,7),(23,18),0.149561 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.135944 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.479602 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.136475 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.0575511 # DEPENDENCYPART_SIBL
(23,7),(23,27),0.0906828 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0932268 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0923894 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.11495 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.22617 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0922445 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.240518 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0932268 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.00361567 # DEPENDENCYPART_SIBL
(23,13),(23,27),0.000380069 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.0648866 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.121114 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0861385 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.0621823 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.213409 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0594532 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.114089 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.111231 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.111394 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.112187 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.173991 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0605081 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.179897 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0827876 # DEPENDENCYPART_SIBL
(23,16),(23,27),0.100305 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.120378 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.202778 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0689739 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.208684 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0919492 # DEPENDENCYPART_SIBL
(23,17),(23,27),0.151211 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.112806 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.418082 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.113337 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0540598 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.0801183 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.216803 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0673404 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.114087 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.112549 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0111772 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0643786 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.0535475 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.114089 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.111231 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0209594 # DEPENDENCYPART_SIBL
(24,13),(24,15),0.0421507 # DEPENDENCYPART_SIBL
(24,13),(24,16),0.00984922 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.0387417 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.220952 # DEPENDENCYPART_SIBL
(24,13),(24,19),0.0408399 # DEPENDENCYPART_SIBL
(24,13),(24,20),0.15974 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.0761953 # DEPENDENCYPART_SIBL
(24,13),(24,22),0.0421507 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.0504428 # DEPENDENCYPART_SIBL
(24,13),(24,27),0.000420277 # DEPENDENCYPART_SIBL
(24,13),(24,28),0.0182588 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.082738 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.15009 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.151693 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.0791384 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.282618 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0374862 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.076847 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.204197 # DEPENDENCYPART_SIBL
(24,15),(24,27),0.0205572 # DEPENDENCYPART_SIBL
(24,15),(24,28),0.0621801 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.0357502 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.153757 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.125946 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.0619523 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0872744 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.132297 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.097433 # DEPENDENCYPART_SIBL
(24,16),(24,27),-0.00738019 # DEPENDENCYPART_SIBL
(24,16),(24,28),0.00522624 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.159701 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.149197 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0677552 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0803931 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.155548 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.12019 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.033042 # DEPENDENCYPART_SIBL
(24,17),(24,28),0.0419741 # DEPENDENCYPART_SIBL
(24,18),(24,19),-8.06067e-05 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.256209 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0763022 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.000778602 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.055949 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.0597656 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.125238 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.287762 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0357357 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0882699 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.200722 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.0218748 # DEPENDENCYPART_SIBL
(24,19),(24,28),0.0589681 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.131379 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0485465 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0800539 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0206321 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.0204113 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0679518 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.00469022 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0225869 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0375479 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.204197 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0205572 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0621801 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0282273 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.063731 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.0136211 # DEPENDENCYPART_SIBL
(25,2),(25,3),0.0230507 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.0250151 # DEPENDENCYPART_SIBL
(25,2),(25,6),0.00178952 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.0156203 # DEPENDENCYPART_SIBL
(25,2),(25,8),-0.0239258 # DEPENDENCYPART_SIBL
(25,2),(25,9),-0.000608091 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.0318073 # DEPENDENCYPART_SIBL
(25,2),(25,11),0.0881556 # DEPENDENCYPART_SIBL
(25,2),(25,12),0.0956371 # DEPENDENCYPART_SIBL
(25,2),(25,13),0.0550177 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.0309984 # DEPENDENCYPART_SIBL
(25,2),(25,16),-0.098227 # DEPENDENCYPART_SIBL
(25,2),(25,17),-0.011572 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.00898354 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0348548 # DEPENDENCYPART_SIBL
(25,2),(25,20),0.0956371 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.0619144 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.0309984 # DEPENDENCYPART_SIBL
(25,2),(25,23),0.119632 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.000608091 # DEPENDENCYPART_SIBL
(25,2),(25,26),-0.0207151 # DEPENDENCYPART_SIBL
(25,2),(25,27),-0.0106718 # DEPENDENCYPART_SIBL
(25,2),(25,28),0.00695274 # DEPENDENCYPART_SIBL
(25,3),(25,5),0.0743509 # DEPENDENCYPART_SIBL
(25,3),(25,6),0.0596076 # DEPENDENCYPART_SIBL
(25,3),(25,7),-0.0391842 # DEPENDENCYPART_SIBL
(25,3),(25,8),0.0272919 # DEPENDENCYPART_SIBL
(25,3),(25,9),0.0544819 # DEPENDENCYPART_SIBL
(25,3),(25,10),0.0686667 # DEPENDENCYPART_SIBL
(25,3),(25,11),0.0906618 # DEPENDENCYPART_SIBL
(25,3),(25,12),0.0661899 # DEPENDENCYPART_SIBL
(25,3),(25,13),0.0389391 # DEPENDENCYPART_SIBL
(25,3),(25,15),0.0686667 # DEPENDENCYPART_SIBL
(25,3),(25,16),-0.0196353 # DEPENDENCYPART_SIBL
(25,3),(25,17),0.0309187 # DEPENDENCYPART_SIBL
(25,3),(25,18),-0.0320461 # DEPENDENCYPART_SIBL
(25,3),(25,19),0.0558897 # DEPENDENCYPART_SIBL
(25,3),(25,20),0.0661899 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.02124 # DEPENDENCYPART_SIBL
(25,3),(25,22),0.0686667 # DEPENDENCYPART_SIBL
(25,3),(25,23),0.067202 # DEPENDENCYPART_SIBL
(25,3),(25,24),0.0544819 # DEPENDENCYPART_SIBL
(25,3),(25,26),-0.0316979 # DEPENDENCYPART_SIBL
(25,3),(25,27),-0.0038361 # DEPENDENCYPART_SIBL
(25,3),(25,28),0.0221042 # DEPENDENCYPART_SIBL
(25,5),(25,6),0.0157492 # DEPENDENCYPART_SIBL
(25,5),(25,7),-0.00478905 # DEPENDENCYPART_SIBL
(25,5),(25,8),-0.0115785 # DEPENDENCYPART_SIBL
(25,5),(25,9),0.0133516 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.0118273 # DEPENDENCYPART_SIBL
(25,5),(25,11),0.0936809 # DEPENDENCYPART_SIBL
(25,5),(25,12),0.105376 # DEPENDENCYPART_SIBL
(25,5),(25,13),0.0635331 # DEPENDENCYPART_SIBL
(25,5),(25,15),-0.0110184 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.0718544 # DEPENDENCYPART_SIBL
(25,5),(25,17),0.0148006 # DEPENDENCYPART_SIBL
(25,5),(25,18),0.00225247 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.0148748 # DEPENDENCYPART_SIBL
(25,5),(25,20),0.105376 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.0495671 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.0110184 # DEPENDENCYPART_SIBL
(25,5),(25,23),0.146004 # DEPENDENCYPART_SIBL
(25,5),(25,24),0.0133516 # DEPENDENCYPART_SIBL
(25,5),(25,26),-0.00503101 # DEPENDENCYPART_SIBL
(25,5),(25,27),0.0142984 # DEPENDENCYPART_SIBL
(25,5),(25,28),0.0257612 # DEPENDENCYPART_SIBL
(25,6),(25,7),0.00549139 # DEPENDENCYPART_SIBL
(25,6),(25,8),-0.118413 # DEPENDENCYPART_SIBL
(25,6),(25,9),-0.00663647 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.00316115 # DEPENDENCYPART_SIBL
(25,6),(25,11),0.117479 # DEPENDENCYPART_SIBL
(25,6),(25,12),0.0783176 # DEPENDENCYPART_SIBL
(25,6),(25,13),0.101992 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.00316114 # DEPENDENCYPART_SIBL
(25,6),(25,16),-0.05469 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.0120035 # DEPENDENCYPART_SIBL
(25,6),(25,18),0.0172263 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.0129302 # DEPENDENCYPART_SIBL
(25,6),(25,20),0.0783176 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.188767 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.00316114 # DEPENDENCYPART_SIBL
(25,6),(25,23),0.0453133 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.0062791 # DEPENDENCYPART_SIBL
(25,6),(25,26),0.00326054 # DEPENDENCYPART_SIBL
(25,6),(25,27),0.0326383 # DEPENDENCYPART_SIBL
(25,6),(25,28),0.0202678 # DEPENDENCYPART_SIBL
(25,7),(25,8),0.0264468 # DEPENDENCYPART_SIBL
(25,7),(25,9),0.00614198 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.000794148 # DEPENDENCYPART_SIBL
(25,7),(25,11),0.013534 # DEPENDENCYPART_SIBL
(25,7),(25,12),0.117723 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.00279242 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.00079408 # DEPENDENCYPART_SIBL
(25,7),(25,16),-0.0362777 # DEPENDENCYPART_SIBL
(25,7),(25,17),-0.000986009 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.0100773 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.0114565 # DEPENDENCYPART_SIBL
(25,7),(25,20),0.117723 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.0538346 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.00079408 # DEPENDENCYPART_SIBL
(25,7),(25,23),0.0422375 # DEPENDENCYPART_SIBL
(25,7),(25,24),0.00614198 # DEPENDENCYPART_SIBL
(25,7),(25,26),-0.0426082 # DEPENDENCYPART_SIBL
(25,7),(25,27),-0.0224314 # DEPENDENCYPART_SIBL
(25,7),(25,28),0.0212515 # DEPENDENCYPART_SIBL
(25,8),(25,9),0.0284203 # DEPENDENCYPART_SIBL
(25,8),(25,10),-0.0320468 # DEPENDENCYPART_SIBL
(25,8),(25,11),0.0595493 # DEPENDENCYPART_SIBL
(25,8),(25,12),0.015601 # DEPENDENCYPART_SIBL
(25,8),(25,13),0.0289492 # DEPENDENCYPART_SIBL
(25,8),(25,15),-0.0320467 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.117394 # DEPENDENCYPART_SIBL
(25,8),(25,17),-0.0866604 # DEPENDENCYPART_SIBL
(25,8),(25,18),0.0118049 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.0424186 # DEPENDENCYPART_SIBL
(25,8),(25,20),0.015601 # DEPENDENCYPART_SIBL
(25,8),(25,21),-0.127998 # DEPENDENCYPART_SIBL
(25,8),(25,22),-0.0320467 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.036914 # DEPENDENCYPART_SIBL
(25,8),(25,24),0.0284111 # DEPENDENCYPART_SIBL
(25,8),(25,26),0.036946 # DEPENDENCYPART_SIBL
(25,8),(25,27),-0.00346869 # DEPENDENCYPART_SIBL
(25,8),(25,28),0.0155209 # DEPENDENCYPART_SIBL
(25,9),(25,10),-0.0150119 # DEPENDENCYPART_SIBL
(25,9),(25,11),0.0961917 # DEPENDENCYPART_SIBL
(25,9),(25,12),0.048808 # DEPENDENCYPART_SIBL
(25,9),(25,13),0.080704 # DEPENDENCYPART_SIBL
(25,9),(25,15),-0.0150119 # DEPENDENCYPART_SIBL
(25,9),(25,16),-0.0688172 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.0261307 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.0030045 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.024781 # DEPENDENCYPART_SIBL
(25,9),(25,20),0.048808 # DEPENDENCYPART_SIBL
(25,9),(25,21),-0.20149 # DEPENDENCYPART_SIBL
(25,9),(25,22),-0.0150119 # DEPENDENCYPART_SIBL
(25,9),(25,23),0.0311869 # DEPENDENCYPART_SIBL
(25,9),(25,24),-0.0218746 # DEPENDENCYPART_SIBL
(25,9),(25,26),-0.00583005 # DEPENDENCYPART_SIBL
(25,9),(25,27),0.00928599 # DEPENDENCYPART_SIBL
(25,9),(25,28),0.0051115 # DEPENDENCYPART_SIBL
(25,10),(25,11),0.0911631 # DEPENDENCYPART_SIBL
(25,10),(25,12),0.101638 # DEPENDENCYPART_SIBL
(25,10),(25,13),0.0580252 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.0249752 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.0982271 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.0115721 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.00898362 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.0288316 # DEPENDENCYPART_SIBL
(25,10),(25,20),0.101638 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.0619145 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.0249752 # DEPENDENCYPART_SIBL
(25,10),(25,23),0.119632 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.000608367 # DEPENDENCYPART_SIBL
(25,10),(25,26),-0.0207151 # DEPENDENCYPART_SIBL
(25,10),(25,27),-0.0106749 # DEPENDENCYPART_SIBL
(25,10),(25,28),0.00695245 # DEPENDENCYPART_SIBL
(25,11),(25,12),-0.0348034 # DEPENDENCYPART_SIBL
