# _root_ Érdekes helyzet volt : a vezetőség nem nagyon éreztette , hogy szükség van rám , és én se nagyon forszíroztam a dolgot .
#goldHeads=2,3,0,3,6,9,9,9,16,9,9,13,9,13,16,3,20,20,20,16,22,20,3,
#predictedHeads=2,3,16,3,6,9,9,9,16,9,9,13,9,13,16,0,20,20,20,16,22,20,16,
(8,3),(3,15),-0.73749 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.707871 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.702906 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.755953 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.786839 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-0.949075 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.20363 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.000811924 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.133476 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.131261 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.216956 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.583134 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.631856 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.463203 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.684038 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.528019 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.670961 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.727031 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-0.933691 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.419573 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.562937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),-0.217932 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0866928 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.583294 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.443295 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),-0.173832 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.28961 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0732245 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.318528 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.118539 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.375284 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.437262 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.406724 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.563426 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.523505 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.534419 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.498388 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.525225 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.555786 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.491737 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.57274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),-0.21004 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),-0.376929 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.121392 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.325295 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.144627 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.291931 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.417983 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.319139 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.334273 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.283814 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.384361 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.363033 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.519876 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.568131 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.366779 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.331407 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.374462 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.403876 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.0541314 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.0984726 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-1.11753 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.033719 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.261557 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.0830914 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0428912 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.142964 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.469215 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.106017 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0270122 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.158792 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.111871 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.02341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.30623 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.248278 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),0.0119953 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.010457 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),0.0490952 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.115103 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.253065 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.0418712 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.125842 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.370967 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-0.956916 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.334956 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.263977 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.161907 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.364073 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.134474 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.04292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.326826 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.214562 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.0567548 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.0314715 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.325456 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.39048 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-1.03385 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0801309 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.299165 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.00805436 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.115149 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.324556 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.0505406 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.0268713 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.38708 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.350014 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.587233 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.742602 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.63389 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.749418 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.522149 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.550755 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.141992 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.963401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.414417 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.139903 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.244122 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.202177 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.331038 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.448096 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.322877 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.623702 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.991222 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.499781 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.09412 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.00217966 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.114365 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.0650316 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.234363 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.279838 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.307854 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.513013 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.0113581 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.0593835 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.280829 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.249899 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.76556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.153309 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0383972 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.170941 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.145877 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.104845 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0126303 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0288482 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.0674312 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0019045 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.0240457 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.512105 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.0562896 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.737139 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.369394 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.742749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.113884 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0684957 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.110034 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.278073 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0783136 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.0364477 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.110078 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.117831 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.554612 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.70182 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.616781 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.722838 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.481366 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.515138 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.107319 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.820574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.156626 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0895227 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0984301 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.16298 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0101352 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0345013 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.201936 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.247185 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.453214 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.267471 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.938682 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),0.0410893 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.779685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,11),0.0339283 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.2372 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.0856491 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.104877 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.000341684 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.0517672 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.733445 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.128831 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.0774737 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0944949 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.129787 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.834382 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.746014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,13),0.274808 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.0733102 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.106244 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0106216 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.13054 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.239719 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.309555 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.310112 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.517314 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.0891008 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-0.282683 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),0.248016 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.757919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),-0.147432 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),0.0384932 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),0.137302 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.271818 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.063893 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.0436956 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.127445 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.210505 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.00383638 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.16449 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.557754 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.106505 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.79987 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.120005 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),0.0132414 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.0757457 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.611982 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.0716109 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.0349118 # DEPENDENCYPART_GRANDPAR
(11,1),(1,23),-1.02758 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0401627 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.273406 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.150595 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0359243 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.170985 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.148108 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.238025 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0262632 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.125625 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.28059 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.108576 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.106264 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.17644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.653781 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.950192 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.643815 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.75013 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.710594 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.750096 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.89533 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.942905 # DEPENDENCYPART_GRANDPAR
(11,3),(3,23),-1.29192 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.166342 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0733427 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.27063 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0155144 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0250671 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.085365 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.231416 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.797237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.228172 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.608245 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.395556 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.600227 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-1.02758 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.303767 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0496817 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.00146326 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.000885821 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.233049 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.225102 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.330082 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.59921 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.718025 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0604763 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.132221 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.318942 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0577471 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0739 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0590553 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0455056 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0677593 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.239107 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.16932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.636136 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.938966 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.630734 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.738841 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.703652 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.810265 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.737016 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.882158 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.931678 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.12846 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-1.2878 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.511209 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.55557 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.74268 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.420743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,22),-0.0459075 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.795554 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.20903 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.32121 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.890077 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.822008 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.12448 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.857881 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.836243 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.13456 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.05697 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.318845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.460701 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.145469 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.066147 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0375401 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0884441 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.0566843 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.113469 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.0477822 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.666969 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.0838312 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.63206 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.570835 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.891332 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.08541 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.603671 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.806774 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.551513 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.593817 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.897186 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.769854 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.39557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.402834 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.131141 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0140698 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.206936 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0164357 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.167286 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.0424514 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.110245 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.644831 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.00387 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.820737 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.349049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,13),-0.00935508 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0811967 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0757646 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.0455122 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.0986801 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.708007 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.795555 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.0900783 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.07935 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.111934 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0327481 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),0.000116292 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.791235 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-1.21694 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-1.31467 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.885096 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-1.13238 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.850352 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.828728 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-1.12802 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-1.05124 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.364494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.366817 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.0140913 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.0214808 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.073292 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.0423517 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.210093 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.119226 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.346689 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.666009 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.0580398 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.648265 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.625824 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.704729 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-1.0577 # DEPENDENCYPART_GRANDPAR
