# _root_ Addig is egy sebtében összehívott " kinevezési bizottság " kapta feladatul , hogy november 30-áig három jelölt nevét tegye le a végső döntést meghozó kuratórium asztalára , ki legyen az új művészeti vezető .
#goldHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,19,29,19,33,33,33,29,10,
#predictedHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,10,29,10,33,33,33,29,10,
(19,9),(19,33),0.0268078 # DEPENDENCYPART_SIBL
(19,9),(19,34),0.0267651 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0223947 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.10403 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0457822 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0244164 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0193832 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0137309 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0210467 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0287506 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.015032 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0245454 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.00672833 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.00393735 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.00663744 # DEPENDENCYPART_SIBL
(19,10),(19,25),0.00348986 # DEPENDENCYPART_SIBL
(19,10),(19,26),0.00348986 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.00983168 # DEPENDENCYPART_SIBL
(19,10),(19,28),0.0295243 # DEPENDENCYPART_SIBL
(19,10),(19,29),-0.00480929 # DEPENDENCYPART_SIBL
(19,10),(19,31),-0.0122441 # DEPENDENCYPART_SIBL
(19,10),(19,32),-0.00664087 # DEPENDENCYPART_SIBL
(19,10),(19,33),0.00316917 # DEPENDENCYPART_SIBL
(19,10),(19,34),0.0336887 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.117256 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0553851 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0279094 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0255371 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.00571457 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0236171 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0349417 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0310093 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0207209 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0063429 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.00967116 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.00614241 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.0129914 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.0129914 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.00638245 # DEPENDENCYPART_SIBL
(19,11),(19,28),0.101214 # DEPENDENCYPART_SIBL
(19,11),(19,29),-0.00552406 # DEPENDENCYPART_SIBL
(19,11),(19,31),-0.0189187 # DEPENDENCYPART_SIBL
(19,11),(19,32),-0.00615879 # DEPENDENCYPART_SIBL
(19,11),(19,33),-0.0135441 # DEPENDENCYPART_SIBL
(19,11),(19,34),0.00663665 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0388753 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.00626841 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.000406701 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0155352 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.00184171 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0138268 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0131235 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0118092 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0175642 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0213495 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0174727 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.0205989 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.0205989 # DEPENDENCYPART_SIBL
(19,12),(19,27),-0.00508756 # DEPENDENCYPART_SIBL
(19,12),(19,28),-0.00699715 # DEPENDENCYPART_SIBL
(19,12),(19,29),-0.00331821 # DEPENDENCYPART_SIBL
(19,12),(19,31),-0.0287793 # DEPENDENCYPART_SIBL
(19,12),(19,32),-0.0174779 # DEPENDENCYPART_SIBL
(19,12),(19,33),-0.0206177 # DEPENDENCYPART_SIBL
(19,12),(19,34),0.0208559 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.135531 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.125412 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0329547 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.132139 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.140149 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.015804 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0425884 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0319014 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0233653 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0317996 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0221656 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.0221656 # DEPENDENCYPART_SIBL
(19,13),(19,27),-0.0449934 # DEPENDENCYPART_SIBL
(19,13),(19,28),-0.00462999 # DEPENDENCYPART_SIBL
(19,13),(19,29),-0.0510706 # DEPENDENCYPART_SIBL
(19,13),(19,31),-0.0374578 # DEPENDENCYPART_SIBL
(19,13),(19,32),-0.0318019 # DEPENDENCYPART_SIBL
(19,13),(19,33),-0.0222461 # DEPENDENCYPART_SIBL
(19,13),(19,34),0.016085 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0275077 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.00637044 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0255877 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0369123 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0266614 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.023705 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0102392 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.012662 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0100387 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0159823 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.0159823 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.0111989 # DEPENDENCYPART_SIBL
(19,14),(19,28),0.0982351 # DEPENDENCYPART_SIBL
(19,14),(19,29),-0.0094247 # DEPENDENCYPART_SIBL
(19,14),(19,31),-0.022815 # DEPENDENCYPART_SIBL
(19,14),(19,32),-0.0100551 # DEPENDENCYPART_SIBL
(19,14),(19,33),-0.0165349 # DEPENDENCYPART_SIBL
(19,14),(19,34),0.00181484 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.00642146 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.023558 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0348826 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0280173 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.023699 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0104392 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0151117 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0102387 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.018432 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.018432 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.0170973 # DEPENDENCYPART_SIBL
(19,15),(19,28),0.104615 # DEPENDENCYPART_SIBL
(19,15),(19,29),-0.0116281 # DEPENDENCYPART_SIBL
(19,15),(19,31),-0.0230149 # DEPENDENCYPART_SIBL
(19,15),(19,32),-0.010255 # DEPENDENCYPART_SIBL
(19,15),(19,33),-0.0189846 # DEPENDENCYPART_SIBL
(19,15),(19,34),0.000654216 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.00221303 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.00937689 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0844471 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0312039 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.00284243 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0253708 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.00275851 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0239698 # DEPENDENCYPART_SIBL
(19,16),(19,26),0.0239698 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0217421 # DEPENDENCYPART_SIBL
(19,16),(19,28),0.0487401 # DEPENDENCYPART_SIBL
(19,16),(19,29),0.00361632 # DEPENDENCYPART_SIBL
(19,16),(19,31),-0.00827693 # DEPENDENCYPART_SIBL
(19,16),(19,32),-0.00276044 # DEPENDENCYPART_SIBL
(19,16),(19,33),0.0238899 # DEPENDENCYPART_SIBL
(19,16),(19,34),0.00901333 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0349417 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0310074 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0207225 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00634493 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.00967321 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.00614443 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0129935 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0129935 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.00646948 # DEPENDENCYPART_SIBL
(19,17),(19,28),0.101212 # DEPENDENCYPART_SIBL
(19,17),(19,29),-0.00556988 # DEPENDENCYPART_SIBL
(19,17),(19,31),-0.0189207 # DEPENDENCYPART_SIBL
(19,17),(19,32),-0.00616082 # DEPENDENCYPART_SIBL
(19,17),(19,33),-0.0135461 # DEPENDENCYPART_SIBL
(19,17),(19,34),0.00662691 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0305456 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0209973 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00661991 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.00896492 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.00641942 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0122852 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0122852 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.0100391 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.100937 # DEPENDENCYPART_SIBL
(19,18),(19,29),-0.00580077 # DEPENDENCYPART_SIBL
(19,18),(19,31),-0.0191957 # DEPENDENCYPART_SIBL
(19,18),(19,32),-0.0064358 # DEPENDENCYPART_SIBL
(19,18),(19,33),-0.0128378 # DEPENDENCYPART_SIBL
(19,18),(19,34),0.00695377 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0474464 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0515372 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0289701 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0515869 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0253235 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.0253235 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0279796 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.0519775 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.058839 # DEPENDENCYPART_SIBL
(19,20),(19,31),0.0449084 # DEPENDENCYPART_SIBL
(19,20),(19,32),0.0515868 # DEPENDENCYPART_SIBL
(19,20),(19,33),0.0252955 # DEPENDENCYPART_SIBL
(19,20),(19,34),-0.0138878 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.00985847 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0126595 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.00981097 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0110333 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0110333 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.00728509 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.00510939 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.0542117 # DEPENDENCYPART_SIBL
(19,21),(19,31),-0.0203716 # DEPENDENCYPART_SIBL
(19,21),(19,32),-0.00981099 # DEPENDENCYPART_SIBL
(19,21),(19,33),0.0110057 # DEPENDENCYPART_SIBL
(19,21),(19,34),-0.0284915 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0221156 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0346257 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0237341 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0237341 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.00044141 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.0058381 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.0447619 # DEPENDENCYPART_SIBL
(19,22),(19,31),-0.0407197 # DEPENDENCYPART_SIBL
(19,22),(19,32),-0.0346386 # DEPENDENCYPART_SIBL
(19,22),(19,33),-0.0237626 # DEPENDENCYPART_SIBL
(19,22),(19,34),-0.0109987 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0186796 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0296107 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.0296105 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0242847 # DEPENDENCYPART_SIBL
(19,23),(19,28),0.0324838 # DEPENDENCYPART_SIBL
(19,23),(19,29),-0.0549293 # DEPENDENCYPART_SIBL
(19,23),(19,31),0.0114448 # DEPENDENCYPART_SIBL
(19,23),(19,32),0.0186795 # DEPENDENCYPART_SIBL
(19,23),(19,33),-0.0250551 # DEPENDENCYPART_SIBL
(19,23),(19,34),-0.0170129 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0236203 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0236203 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.000360313 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.00575981 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.0446751 # DEPENDENCYPART_SIBL
(19,24),(19,31),-0.0406258 # DEPENDENCYPART_SIBL
(19,24),(19,32),-0.0345447 # DEPENDENCYPART_SIBL
(19,24),(19,33),-0.0236488 # DEPENDENCYPART_SIBL
(19,24),(19,34),-0.0109119 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0191014 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.0430513 # DEPENDENCYPART_SIBL
(19,25),(19,28),0.040137 # DEPENDENCYPART_SIBL
(19,25),(19,29),-0.0454694 # DEPENDENCYPART_SIBL
(19,25),(19,31),0.0191049 # DEPENDENCYPART_SIBL
(19,25),(19,32),0.0263396 # DEPENDENCYPART_SIBL
(19,25),(19,33),-0.014546 # DEPENDENCYPART_SIBL
(19,25),(19,34),-3.73739e-05 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.0430528 # DEPENDENCYPART_SIBL
(19,26),(19,28),0.040137 # DEPENDENCYPART_SIBL
(19,26),(19,29),-0.0454677 # DEPENDENCYPART_SIBL
(19,26),(19,31),0.0191049 # DEPENDENCYPART_SIBL
(19,26),(19,32),0.0263396 # DEPENDENCYPART_SIBL
(19,26),(19,33),-0.014546 # DEPENDENCYPART_SIBL
(19,26),(19,34),-3.46985e-05 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.0317396 # DEPENDENCYPART_SIBL
(19,27),(19,29),0.153414 # DEPENDENCYPART_SIBL
(19,27),(19,31),0.0496861 # DEPENDENCYPART_SIBL
(19,27),(19,32),0.0604984 # DEPENDENCYPART_SIBL
(19,27),(19,33),0.0784168 # DEPENDENCYPART_SIBL
(19,27),(19,34),0.0489073 # DEPENDENCYPART_SIBL
(19,28),(19,29),-0.00249465 # DEPENDENCYPART_SIBL
(19,28),(19,31),0.0971621 # DEPENDENCYPART_SIBL
(19,28),(19,32),0.103243 # DEPENDENCYPART_SIBL
(19,28),(19,33),0.0347899 # DEPENDENCYPART_SIBL
(19,28),(19,34),0.0784899 # DEPENDENCYPART_SIBL
(19,29),(19,31),-0.0177931 # DEPENDENCYPART_SIBL
(19,29),(19,32),-0.00684405 # DEPENDENCYPART_SIBL
(19,29),(19,33),-0.0105592 # DEPENDENCYPART_SIBL
(19,29),(19,34),-0.00787839 # DEPENDENCYPART_SIBL
(19,31),(19,32),-0.0385912 # DEPENDENCYPART_SIBL
(19,31),(19,33),-0.0290658 # DEPENDENCYPART_SIBL
(19,31),(19,34),-0.0362788 # DEPENDENCYPART_SIBL
(19,32),(19,33),-0.0236597 # DEPENDENCYPART_SIBL
(19,32),(19,34),-0.0109222 # DEPENDENCYPART_SIBL
(19,33),(19,34),0.00140106 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0903028 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.092083 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0899893 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.126444 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.125515 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.125515 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.0162237 # DEPENDENCYPART_SIBL
(20,14),(20,33),0.125081 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0931273 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0910336 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.125228 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.1243 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.1243 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.0132762 # DEPENDENCYPART_SIBL
(20,15),(20,33),0.123866 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0906532 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.12646 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.125532 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.125532 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0170604 # DEPENDENCYPART_SIBL
(20,17),(20,33),0.125098 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.12693 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.126002 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.126002 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.0154539 # DEPENDENCYPART_SIBL
(20,18),(20,33),0.125568 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.00591508 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.00591587 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0512568 # DEPENDENCYPART_SIBL
(20,23),(20,33),0.0105007 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.00735002 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.0570752 # DEPENDENCYPART_SIBL
(20,25),(20,33),0.0119348 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.0570783 # DEPENDENCYPART_SIBL
(20,26),(20,33),0.0119363 # DEPENDENCYPART_SIBL
(20,27),(20,33),0.00907461 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.000120257 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0786926 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.353305 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.078389 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0155097 # DEPENDENCYPART_SIBL
(23,16),(23,26),0.0155107 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.00399801 # DEPENDENCYPART_SIBL
(23,16),(23,29),0.00337919 # DEPENDENCYPART_SIBL
(23,16),(23,33),0.0155083 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.163875 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.00339981 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.00339553 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.00912129 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.00708934 # DEPENDENCYPART_SIBL
(23,21),(23,33),-0.0034218 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0146069 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0146059 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0382546 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0469964 # DEPENDENCYPART_SIBL
(23,22),(23,33),-0.0148699 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.00466545 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.103062 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0520629 # DEPENDENCYPART_SIBL
(23,25),(23,33),0.00925026 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.103068 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.0520693 # DEPENDENCYPART_SIBL
(23,26),(23,33),0.00925361 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.410017 # DEPENDENCYPART_SIBL
(23,27),(23,33),0.344886 # DEPENDENCYPART_SIBL
(23,29),(23,33),0.0786029 # DEPENDENCYPART_SIBL
(24,2),(24,14),0.00328899 # DEPENDENCYPART_SIBL
(24,2),(24,15),0.00560925 # DEPENDENCYPART_SIBL
(24,2),(24,16),0.0706686 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.00328897 # DEPENDENCYPART_SIBL
(24,2),(24,18),0.00286475 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.116256 # DEPENDENCYPART_SIBL
(24,2),(24,22),0.00241537 # DEPENDENCYPART_SIBL
(24,2),(24,23),0.000974497 # DEPENDENCYPART_SIBL
(24,2),(24,29),0.00478773 # DEPENDENCYPART_SIBL
(24,14),(24,15),0.0743933 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.0302165 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.0761739 # DEPENDENCYPART_SIBL
(24,14),(24,18),0.0740799 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.0374862 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.0263414 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.0750753 # DEPENDENCYPART_SIBL
(24,14),(24,29),0.0401888 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.0293833 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.0763746 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.0742806 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0383194 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.0253025 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.075276 # DEPENDENCYPART_SIBL
(24,15),(24,29),0.0390869 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.0316821 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.031682 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0726064 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.0243583 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.0305838 # DEPENDENCYPART_SIBL
(24,16),(24,29),-0.00145301 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.0747387 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0374862 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.0263363 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0757341 # DEPENDENCYPART_SIBL
(24,17),(24,29),0.040607 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0387556 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.025067 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.073306 # DEPENDENCYPART_SIBL
(24,18),(24,29),0.0406108 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0506898 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0668528 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.00744312 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0123086 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.00240993 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.0369705 # DEPENDENCYPART_SIBL
(25,16),(25,17),0.00278263 # DEPENDENCYPART_SIBL
(25,16),(25,18),0.00600307 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.361539 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.0703526 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.00607131 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.076661 # DEPENDENCYPART_SIBL
(25,16),(25,33),0.01553 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.0203156 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.321714 # DEPENDENCYPART_SIBL
(25,17),(25,22),0.0393421 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0175129 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.0461909 # DEPENDENCYPART_SIBL
(25,17),(25,33),0.00285823 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.320107 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.040956 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0165591 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.0478048 # DEPENDENCYPART_SIBL
(25,18),(25,33),0.00341381 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.149103 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0129951 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.155842 # DEPENDENCYPART_SIBL
(25,21),(25,33),-0.00334735 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.00374495 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.00387403 # DEPENDENCYPART_SIBL
(25,22),(25,33),-0.0148399 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0459386 # DEPENDENCYPART_SIBL
(25,23),(25,33),0.000423072 # DEPENDENCYPART_SIBL
(25,24),(25,33),-0.00437783 # DEPENDENCYPART_SIBL
(26,16),(26,17),0.0027828 # DEPENDENCYPART_SIBL
(26,16),(26,18),0.00600324 # DEPENDENCYPART_SIBL
(26,16),(26,21),-0.356972 # DEPENDENCYPART_SIBL
(26,16),(26,22),0.0703526 # DEPENDENCYPART_SIBL
(26,16),(26,23),0.00607148 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.076661 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.00607136 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.00399518 # DEPENDENCYPART_SIBL
(26,16),(26,29),0.00338064 # DEPENDENCYPART_SIBL
(26,16),(26,31),-0.00562204 # DEPENDENCYPART_SIBL
(26,16),(26,33),0.01553 # DEPENDENCYPART_SIBL
(26,17),(26,18),-0.0203153 # DEPENDENCYPART_SIBL
(26,17),(26,21),-0.317146 # DEPENDENCYPART_SIBL
(26,17),(26,22),0.0393422 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.0175126 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.046191 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.0214286 # DEPENDENCYPART_SIBL
(26,17),(26,27),-0.00309475 # DEPENDENCYPART_SIBL
