# _root_ A Hexa és a RO-LA mellett már akad más támogatónk is , de mi azt szeretnénk , ha tovább bővülne ez a kör .
#goldHeads=2,6,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
#predictedHeads=2,8,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
(18,5),(18,15),0.032672 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0999435 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.407695 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0175381 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0491073 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0954257 # DEPENDENCYPART_SIBL
(18,5),(18,24),0.0508233 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.124181 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0813978 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0638062 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.140071 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.16025 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.260051 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.169282 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0671532 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0804978 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.260051 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0102591 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0158079 # DEPENDENCYPART_SIBL
(18,6),(18,23),0.019365 # DEPENDENCYPART_SIBL
(18,6),(18,24),0.00607268 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0902145 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0966264 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.106335 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.211718 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.335143 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.149698 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0662397 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0888844 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.335143 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0248416 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0909484 # DEPENDENCYPART_SIBL
(18,7),(18,23),0.0522508 # DEPENDENCYPART_SIBL
(18,7),(18,24),0.0750063 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0269913 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.030486 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0602849 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.383519 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.183135 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0408859 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.019084 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.383519 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0518407 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.121838 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0617468 # DEPENDENCYPART_SIBL
(18,8),(18,24),0.0931525 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0732201 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.223821 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.429864 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.175637 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0208142 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.122333 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.429864 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0540353 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.146887 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.0518632 # DEPENDENCYPART_SIBL
(18,9),(18,24),0.0450296 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.156344 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.407695 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.159832 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.032672 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0999435 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.407695 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0175381 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0491073 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.0954257 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.0508233 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.202529 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.139275 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.030227 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.128586 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.202529 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.00648763 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0769548 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0579354 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.0112687 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.470515 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0248158 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.12619 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.093515 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0236998 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.111196 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0466754 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.0861549 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0635446 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.13151 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.292844 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0323818 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.12188 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0149503 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.237189 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0645483 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.337671 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0289364 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0502713 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0181369 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0140975 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.371264 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0500593 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.1218 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0612898 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0905621 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0236998 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.111196 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0466754 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0861549 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.029357 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0521221 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0287892 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.14823 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0757013 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0432895 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.164666 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.0174639 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.038413 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.125584 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.0174639 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.0193542 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.00794899 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0244766 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.113216 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.0174639 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.0806165 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.0102192 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.0926702 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.097351 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.065363 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.026849 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0102192 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0245355 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0586552 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0267968 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.0223062 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0245112 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.0634118 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.129349 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.0619144 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.0309984 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.0230507 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.0700844 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.0118505 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.0947723 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.0309984 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.0881556 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.0956371 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.0491184 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0923593 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.00343691 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.00941567 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0956371 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.0217047 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.00729548 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0125209 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0207151 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0106718 # DEPENDENCYPART_SIBL
(20,2),(20,24),0.00695274 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.1201 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.0241498 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.0694646 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.019323 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.0590107 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.133193 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0241498 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.0172819 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0199348 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.000241785 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.16073 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0659809 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0651984 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0199348 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0827327 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.0774146 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0289887 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0463679 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0122495 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.00390509 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.0174639 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0193542 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.00794899 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0244766 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.113216 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.0174639 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.0806165 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.0102192 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0926702 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.097351 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.065363 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.026849 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0102192 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0245355 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0586552 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0267968 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0223062 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0245112 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0634118 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.0230507 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.0700844 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.0118505 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0947723 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0309984 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0881556 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.0956371 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.0491184 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0923593 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.00343691 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.00941567 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0956371 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.0217047 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.00729548 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0125209 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0207151 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.0106718 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.00695274 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.108037 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0348506 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.0526616 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.0686667 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.0906618 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0661899 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0496911 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0489967 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0155891 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0324782 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0661899 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0317446 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.0157021 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0312794 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0316979 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0038361 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.0221042 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.0208414 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.0667417 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.0462061 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.141956 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.0481706 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.0169685 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0894684 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0358498 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0193296 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.0481706 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0266175 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.0264696 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.00205814 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.063747 # DEPENDENCYPART_SIBL
(20,7),(20,23),0.0491958 # DEPENDENCYPART_SIBL
(20,7),(20,24),0.035967 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.087404 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.034929 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.019666 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.0636899 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0267208 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.0869684 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.0429552 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0387426 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0636899 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0772134 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0346605 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0341731 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0396941 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.0206093 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.000827527 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0416023 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.131526 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.101133 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.0321022 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.200117 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.120199 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0123252 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.101133 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0211427 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0159881 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0499151 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0449418 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0407208 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0590813 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0881556 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.0956371 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0491184 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0923593 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.00343691 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.00941567 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.0956371 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0217047 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.00729548 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0125209 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0207151 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0106718 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.00695274 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0348034 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.00110732 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.145855 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0404941 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0496834 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0348034 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0814728 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.103765 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0235095 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0335502 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0435696 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.029386 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.252808 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0315631 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0433929 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0154004 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.00513268 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.00854751 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0385693 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0128 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0116264 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0180136 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.0213227 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.110362 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0108744 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0380916 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0928255 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0583823 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.104865 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0109935 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.00878471 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.00532751 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.207337 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.119424 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0222742 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0705211 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0219515 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.00370406 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0523854 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0405648 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0363252 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0481193 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.029544 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0785015 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0362187 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0168863 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0832405 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0720721 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.143483 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.00428341 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0716202 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0720574 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0269783 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0274175 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.033438 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0101829 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0119714 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.00854751 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0385693 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0128 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0116264 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0180136 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0213227 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0254096 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.029654 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0321653 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.042228 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0200598 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0283739 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.106889 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0245555 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0310134 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0983606 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0245356 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0175612 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0110333 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0284786 # DEPENDENCYPART_SIBL
(20,23),(20,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0222065 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.00920993 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0709453 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.159266 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.000417561 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0719392 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.136934 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.134629 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0809329 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0313756 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0835347 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.106166 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.348744 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0774644 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.114563 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0900418 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0534437 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.17158 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0326059 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.100499 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.093672 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.154066 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0380146 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.255555 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.00170258 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.413351 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.130838 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.166235 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.410826 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.23884 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.234111 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.342301 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0791503 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),1.09475 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.428221 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.435444 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.234743 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.813505 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.0154847 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.075645 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.0319187 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.032537 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.0593755 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.00570606 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),2.31789 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.0361766 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.250109 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0992599 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.596649 # DEPENDENCYPART_GRANDPAR
