# _root_ A szakértők azonban arra figyelmeztetnek , hogy az illegális hanghordozók piacán az idén ismét boom várható , s az összforgalmon belül akár meg is duplázódhat a tavalyi becsült 15-20 százalékos arány .
#goldHeads=2,5,5,5,0,5,5,10,10,11,16,13,16,16,16,4,4,4,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
#predictedHeads=2,5,5,5,0,5,5,10,10,11,25,13,25,16,16,4,18,5,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
(18,7),(18,24),-0.0428355 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.0577074 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.0211439 # DEPENDENCYPART_SIBL
(18,7),(18,28),-0.0211438 # DEPENDENCYPART_SIBL
(18,7),(18,29),0.02586 # DEPENDENCYPART_SIBL
(18,7),(18,30),-0.0212634 # DEPENDENCYPART_SIBL
(18,7),(18,31),-0.0269834 # DEPENDENCYPART_SIBL
(18,7),(18,32),0.120674 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0360739 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0360862 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0172973 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.00576953 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0360734 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0222253 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.202357 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0205508 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0129735 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0210893 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.00342153 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.00878025 # DEPENDENCYPART_SIBL
(18,9),(18,25),0.0330528 # DEPENDENCYPART_SIBL
(18,9),(18,27),0.043543 # DEPENDENCYPART_SIBL
(18,9),(18,28),0.0436106 # DEPENDENCYPART_SIBL
(18,9),(18,29),0.0360563 # DEPENDENCYPART_SIBL
(18,9),(18,30),0.0434438 # DEPENDENCYPART_SIBL
(18,9),(18,31),-0.0140743 # DEPENDENCYPART_SIBL
(18,9),(18,32),0.0530395 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0392371 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0391366 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0588011 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0392098 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.00559532 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.260647 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0538588 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0955043 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0258418 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0146956 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.0291901 # DEPENDENCYPART_SIBL
(18,10),(18,25),0.0148788 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.00507904 # DEPENDENCYPART_SIBL
(18,10),(18,28),-0.00497871 # DEPENDENCYPART_SIBL
(18,10),(18,29),0.032764 # DEPENDENCYPART_SIBL
(18,10),(18,30),-0.00535686 # DEPENDENCYPART_SIBL
(18,10),(18,31),0.0932399 # DEPENDENCYPART_SIBL
(18,10),(18,32),0.0171669 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0385656 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0582301 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0390943 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.00560448 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.259364 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0538525 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0962498 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0258355 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0147647 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0291209 # DEPENDENCYPART_SIBL
(18,11),(18,25),0.0154833 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.00452083 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.00442051 # DEPENDENCYPART_SIBL
(18,11),(18,29),0.0327704 # DEPENDENCYPART_SIBL
(18,11),(18,30),-0.00479866 # DEPENDENCYPART_SIBL
(18,11),(18,31),0.0939854 # DEPENDENCYPART_SIBL
(18,11),(18,32),0.0175999 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0167391 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0151758 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.00119606 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.113253 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0622813 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0364619 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0377195 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.012448 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0564923 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.0295413 # DEPENDENCYPART_SIBL
(18,13),(18,27),0.00502712 # DEPENDENCYPART_SIBL
(18,13),(18,28),0.00501883 # DEPENDENCYPART_SIBL
(18,13),(18,29),-0.0115459 # DEPENDENCYPART_SIBL
(18,13),(18,30),0.00404916 # DEPENDENCYPART_SIBL
(18,13),(18,31),0.0349638 # DEPENDENCYPART_SIBL
(18,13),(18,32),0.0430844 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.007397 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0156946 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.183578 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.053443 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0251006 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.029893 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00459747 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0491829 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0473221 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.0152228 # DEPENDENCYPART_SIBL
(18,14),(18,28),0.0152145 # DEPENDENCYPART_SIBL
(18,14),(18,29),0.000150893 # DEPENDENCYPART_SIBL
(18,14),(18,30),0.0142448 # DEPENDENCYPART_SIBL
(18,14),(18,31),0.0236025 # DEPENDENCYPART_SIBL
(18,14),(18,32),0.0560617 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.00559434 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.260648 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0538497 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0962876 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0258327 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0147718 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0291138 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0154861 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.00436727 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.00426694 # DEPENDENCYPART_SIBL
(18,15),(18,29),0.0327732 # DEPENDENCYPART_SIBL
(18,15),(18,30),-0.0046451 # DEPENDENCYPART_SIBL
(18,15),(18,31),0.0940232 # DEPENDENCYPART_SIBL
(18,15),(18,32),0.0185967 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.194282 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0253662 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0184488 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0259053 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00149564 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0136974 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0262009 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.0400473 # DEPENDENCYPART_SIBL
(18,16),(18,28),0.0401148 # DEPENDENCYPART_SIBL
(18,16),(18,29),0.0312413 # DEPENDENCYPART_SIBL
(18,16),(18,30),0.039948 # DEPENDENCYPART_SIBL
(18,16),(18,31),-0.0195493 # DEPENDENCYPART_SIBL
(18,16),(18,32),0.0452737 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0424621 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00167119 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0116535 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0367946 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.00392966 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.203045 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.000698718 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.000679094 # DEPENDENCYPART_SIBL
(18,17),(18,29),0.106207 # DEPENDENCYPART_SIBL
(18,17),(18,30),-0.00146272 # DEPENDENCYPART_SIBL
(18,17),(18,31),-0.000787307 # DEPENDENCYPART_SIBL
(18,17),(18,32),0.295501 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00719123 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0189919 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0151153 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0301545 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0562847 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.0380458 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.0380459 # DEPENDENCYPART_SIBL
(18,19),(18,29),-0.0117119 # DEPENDENCYPART_SIBL
(18,19),(18,30),-0.0380682 # DEPENDENCYPART_SIBL
(18,19),(18,31),0.00718582 # DEPENDENCYPART_SIBL
(18,19),(18,32),-0.0374527 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.00217319 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.00101565 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.00354692 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0430041 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.0274174 # DEPENDENCYPART_SIBL
(18,20),(18,28),0.0274366 # DEPENDENCYPART_SIBL
(18,20),(18,29),-5.91819e-05 # DEPENDENCYPART_SIBL
(18,20),(18,30),0.0266187 # DEPENDENCYPART_SIBL
(18,20),(18,31),-0.0153283 # DEPENDENCYPART_SIBL
(18,20),(18,32),-0.00465341 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0534603 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0298462 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0498402 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0662865 # DEPENDENCYPART_SIBL
(18,21),(18,28),0.0662892 # DEPENDENCYPART_SIBL
(18,21),(18,29),0.0282266 # DEPENDENCYPART_SIBL
(18,21),(18,30),0.0662583 # DEPENDENCYPART_SIBL
(18,21),(18,31),0.049795 # DEPENDENCYPART_SIBL
(18,21),(18,32),0.00129302 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0214249 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0562224 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.00269559 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.00269614 # DEPENDENCYPART_SIBL
(18,22),(18,29),-0.00811554 # DEPENDENCYPART_SIBL
(18,22),(18,30),-0.00282661 # DEPENDENCYPART_SIBL
(18,22),(18,31),0.00585185 # DEPENDENCYPART_SIBL
(18,22),(18,32),0.0180688 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0358444 # DEPENDENCYPART_SIBL
(18,24),(18,27),0.0372076 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.0373493 # DEPENDENCYPART_SIBL
(18,24),(18,29),0.00101978 # DEPENDENCYPART_SIBL
(18,24),(18,30),0.0372038 # DEPENDENCYPART_SIBL
(18,24),(18,31),0.00393563 # DEPENDENCYPART_SIBL
(18,24),(18,32),-0.000177843 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.0485986 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.0486 # DEPENDENCYPART_SIBL
(18,25),(18,29),0.066415 # DEPENDENCYPART_SIBL
(18,25),(18,30),0.0485528 # DEPENDENCYPART_SIBL
(18,25),(18,31),0.11577 # DEPENDENCYPART_SIBL
(18,25),(18,32),0.187599 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.0254693 # DEPENDENCYPART_SIBL
(18,27),(18,29),0.0125236 # DEPENDENCYPART_SIBL
(18,27),(18,30),-0.0255219 # DEPENDENCYPART_SIBL
(18,27),(18,31),0.0134208 # DEPENDENCYPART_SIBL
(18,27),(18,32),0.0423095 # DEPENDENCYPART_SIBL
(18,28),(18,29),0.0125263 # DEPENDENCYPART_SIBL
(18,28),(18,30),-0.0255097 # DEPENDENCYPART_SIBL
(18,28),(18,31),0.013372 # DEPENDENCYPART_SIBL
(18,28),(18,32),0.042328 # DEPENDENCYPART_SIBL
(18,29),(18,30),-0.0172204 # DEPENDENCYPART_SIBL
(18,29),(18,31),-0.00755385 # DEPENDENCYPART_SIBL
(18,29),(18,32),0.0204637 # DEPENDENCYPART_SIBL
(18,30),(18,31),0.0132359 # DEPENDENCYPART_SIBL
(18,30),(18,32),0.0421164 # DEPENDENCYPART_SIBL
(18,31),(18,32),-0.00557721 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.235909 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.213182 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.274183 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.497702 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.440654 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.465864 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.5572 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.435474 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.273529 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.273519 # DEPENDENCYPART_SIBL
(21,2),(21,3),0.240299 # DEPENDENCYPART_SIBL
(21,2),(21,6),0.308535 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.173515 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.172528 # DEPENDENCYPART_SIBL
(21,2),(21,13),0.0238763 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.0421285 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.172502 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.0418566 # DEPENDENCYPART_SIBL
(21,2),(21,17),0.308535 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.222945 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0750659 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.172502 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0295766 # DEPENDENCYPART_SIBL
(21,2),(21,24),-0.0651288 # DEPENDENCYPART_SIBL
(21,2),(21,31),-0.0510994 # DEPENDENCYPART_SIBL
(21,3),(21,6),0.018307 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.147122 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.148065 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0289245 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.00786616 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.147122 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0451375 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.018307 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0218862 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0533922 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.147122 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.025124 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.055257 # DEPENDENCYPART_SIBL
(21,3),(21,31),-0.0540273 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0384604 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.0384604 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0212276 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.00131057 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0384604 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0315946 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.014274 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.214633 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.0114922 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0384604 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0340838 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.065905 # DEPENDENCYPART_SIBL
(21,6),(21,31),-0.0491893 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.172504 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.0258696 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0441217 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.172478 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0383194 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.314062 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.227481 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0729826 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.172478 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0284238 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0639758 # DEPENDENCYPART_SIBL
(21,10),(21,31),-0.048814 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0253036 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0435558 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.172357 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0383236 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.312787 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.226978 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0734143 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.172357 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.028361 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0639129 # DEPENDENCYPART_SIBL
(21,11),(21,31),-0.0480809 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.00693718 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0923721 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0210338 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.00264902 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0603889 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0795563 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0923721 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.00620886 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.033062 # DEPENDENCYPART_SIBL
(21,13),(21,31),0.019833 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0891383 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0169717 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.04347 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.072773 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0739343 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0891383 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.00560031 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0342118 # DEPENDENCYPART_SIBL
(21,14),(21,31),2.21387e-05 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0383191 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.314062 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.227482 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0729826 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.171318 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0283567 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0639086 # DEPENDENCYPART_SIBL
(21,15),(21,31),-0.0480464 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.156444 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.176492 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.171748 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.119863 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.00537972 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0201142 # DEPENDENCYPART_SIBL
(21,16),(21,31),-0.0131996 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.214633 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0114922 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0384604 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0340838 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.065905 # DEPENDENCYPART_SIBL
(21,17),(21,31),-0.0491893 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0528714 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.137075 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0184812 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0401394 # DEPENDENCYPART_SIBL
(21,18),(21,31),-0.067652 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.122183 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.021062 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0397144 # DEPENDENCYPART_SIBL
(21,19),(21,31),-0.00752953 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0283567 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0639086 # DEPENDENCYPART_SIBL
(21,20),(21,31),-0.0480464 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0327526 # DEPENDENCYPART_SIBL
(21,22),(21,31),0.0733235 # DEPENDENCYPART_SIBL
(21,24),(21,31),0.0424765 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.127451 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0681089 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.149875 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0681089 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0881849 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.0497805 # DEPENDENCYPART_SIBL
(22,11),(22,29),0.0362149 # DEPENDENCYPART_SIBL
(22,11),(22,31),0.0893509 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.184383 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0952697 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.184383 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.170428 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.00975533 # DEPENDENCYPART_SIBL
(22,14),(22,29),0.018132 # DEPENDENCYPART_SIBL
(22,14),(22,31),0.1282 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.150439 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0692071 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0882272 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0498214 # DEPENDENCYPART_SIBL
(22,15),(22,29),0.0362516 # DEPENDENCYPART_SIBL
(22,15),(22,31),0.0894488 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0977632 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.120798 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0239082 # DEPENDENCYPART_SIBL
(22,18),(22,29),0.0396454 # DEPENDENCYPART_SIBL
(22,18),(22,31),0.0633659 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0882272 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0498214 # DEPENDENCYPART_SIBL
(22,20),(22,29),0.0362516 # DEPENDENCYPART_SIBL
(22,20),(22,31),0.0894488 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0441706 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.0391691 # DEPENDENCYPART_SIBL
(22,21),(22,31),0.123967 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.046176 # DEPENDENCYPART_SIBL
(22,24),(22,31),0.0373112 # DEPENDENCYPART_SIBL
(22,29),(22,31),0.00756912 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0728049 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.111104 # DEPENDENCYPART_SIBL
(23,20),(23,31),0.115545 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.152755 # DEPENDENCYPART_SIBL
(23,21),(23,31),0.136166 # DEPENDENCYPART_SIBL
(23,22),(23,31),0.142242 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.128332 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.157029 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.176087 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.161234 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.161253 # DEPENDENCYPART_SIBL
(24,20),(24,29),0.0669864 # DEPENDENCYPART_SIBL
(24,20),(24,31),0.14694 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.237696 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.237331 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.159929 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.159876 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.095247 # DEPENDENCYPART_SIBL
(24,21),(24,31),0.242137 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.168928 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.163033 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.16298 # DEPENDENCYPART_SIBL
(24,22),(24,29),0.0817331 # DEPENDENCYPART_SIBL
(24,22),(24,31),0.235784 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.152131 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.152078 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.0667935 # DEPENDENCYPART_SIBL
(24,23),(24,31),0.199541 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.018154 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.033561 # DEPENDENCYPART_SIBL
(24,27),(24,31),0.030653 # DEPENDENCYPART_SIBL
(24,28),(24,29),0.0334917 # DEPENDENCYPART_SIBL
(24,28),(24,31),0.0304655 # DEPENDENCYPART_SIBL
(24,29),(24,31),0.00298853 # DEPENDENCYPART_SIBL
(25,2),(25,3),0.156746 # DEPENDENCYPART_SIBL
(25,2),(25,4),-0.00950448 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.00512176 # DEPENDENCYPART_SIBL
(25,2),(25,6),0.0962612 # DEPENDENCYPART_SIBL
(25,2),(25,7),0.0485707 # DEPENDENCYPART_SIBL
(25,2),(25,8),-0.0200195 # DEPENDENCYPART_SIBL
(25,2),(25,9),-0.00112088 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.0255389 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.0225276 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.0200195 # DEPENDENCYPART_SIBL
(25,2),(25,13),0.00632793 # DEPENDENCYPART_SIBL
(25,2),(25,14),0.0468092 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.0225016 # DEPENDENCYPART_SIBL
(25,2),(25,16),0.0147353 # DEPENDENCYPART_SIBL
(25,2),(25,17),0.0962612 # DEPENDENCYPART_SIBL
(25,2),(25,18),0.0513229 # DEPENDENCYPART_SIBL
