# _root_ Nagy_Lajos , a kisgazdapárt helyi vezetője azt szeretné elérni , hogy a gázvagyonért kapott 45_millió forint felhasználását ellenőrizhessék .
#goldHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
#predictedHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
(9,1),(1,16),-0.440347 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.0950244 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-1.04654 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0411849 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.188799 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.224599 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0474863 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.173834 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0769686 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.122822 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.0950244 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.400073 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.146268 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0292337 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.160892 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.177812 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),0.00526152 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.234274 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0729472 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.182553 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0114495 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0718935 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.130121 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.816259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.531474 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.551473 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.0950332 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.04654 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.266347 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.117005 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.027166 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0176614 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0415262 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.23409 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.038003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.0105385 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),0.0508007 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),0.19366 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),0.141293 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.107943 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),0.222942 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),0.363878 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),0.683351 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.624122 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.274147 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.128801 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.182321 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0366024 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0242095 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0279761 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.292085 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.594234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.293322 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.284988 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.16563 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.0264312 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.12287 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.186125 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),0.00246812 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),0.143787 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),0.126997 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.76339 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.83742 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.53426 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.601307 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.490815 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.52236 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.226244 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.712811 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.579468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.44299 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.231962 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.300488 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.39939 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.176575 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0617443 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.17124 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.827619 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.103639 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.17135 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0454734 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.108974 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0940593 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.213776 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.654491 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.418378 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.339614 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.0467188 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.492833 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.384797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.146192 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0437794 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0292744 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.00653458 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.13656 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0753479 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.182258 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.280176 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.684587 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.0256221 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.146044 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0919757 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0431227 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.142176 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.610719 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.171436 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.342615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.0657084 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.007936 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0108647 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.115959 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0735316 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.125916 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.304284 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.612619 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.534151 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.17135 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.320938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.0326232 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.0422696 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.0454663 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.141244 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.112847 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.1083 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.169954 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.612339 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.405662 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.273757 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.169549 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.144173 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.0871466 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),0.201416 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.393369 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.372028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.169276 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.0249444 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.0243797 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.0646508 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.00653597 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.163568 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.097642 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.232991 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.635879 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.0514764 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.365614 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.159941 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.373983 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.354396 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.256556 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.108579 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.40793 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.710341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-0.545894 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.711185 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.351018 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.861661 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.140581 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0295971 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0527214 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.373983 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.256556 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.351018 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.226402 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.0794366 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.0627939 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.349863 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.173085 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.341027 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.160203 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.0562881 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0367352 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.280393 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0327561 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.256732 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.108755 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.405621 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.366178 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.351021 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.861661 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.224987 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.142003 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.348449 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.138417 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.361615 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.243847 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0958002 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.346951 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.748537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.480601 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.312448 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.443621 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.645169 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.578066 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.327349 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.955674 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.155369 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.113501 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.0455047 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.280512 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0430593 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.292677 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.286201 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0932092 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.349066 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.07893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.719951 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.863826 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.57409 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.573838 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.02797 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.961291 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.680934 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.11229 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.152151 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.119893 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.0475659 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.277295 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0410043 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.28946 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.282134 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.159691 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.345207 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.07845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.719479 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.85781 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.574658 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.57337 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.02195 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.955275 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.680314 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.11182 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.705723 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.271923 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.181746 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.093084 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0593235 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.844209 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.96767 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.98115 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.686552 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.806904 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.656458 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.828459 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.234306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.0857827 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.197969 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.00928991 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0326347 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.0271079 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.176794 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.561196 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.233816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0737301 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.194908 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.141396 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0289168 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.49267 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.70645 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.673266 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.849364 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.327051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.267448 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.129772 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.033908 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0730177 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.121265 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-1.0332 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-1.04697 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.705723 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.672501 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.848658 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.329847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.271923 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.120735 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0335159 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0415276 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0479115 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.485878 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.22624 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.800764 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.3497 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.768617 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-1.36357 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.930982 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.15225 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-1.00174 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-1.15722 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.273778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.203474 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.146111 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.137158 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0683323 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0338437 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.04827 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.472416 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.02064 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.999223 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.998967 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.785696 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.711495 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.634269 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.752925 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.694851 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.60121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.00737409 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0367944 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.177368 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.188036 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.20712 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.293678 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-1.44739 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.866273 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-1.15868 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.933318 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-1.4171 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.369603 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.384469 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.58898 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.587021 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.430929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.00443608 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.0862789 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),0.110038 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.0634561 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),0.337631 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.495159 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.420631 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.81774 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.52904 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.78655 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.18214 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.701146 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.717713 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.910736 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.927596 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.02775 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.431508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.150611 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.287558 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.071426 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.189303 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.323015 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.900017 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.00119 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.405157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0814992 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.00370283 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.486706 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.20112 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.73863 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.934718 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.939822 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.09178 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.352242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0822539 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0534106 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0564782 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.144841 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.283879 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.265148 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.543857 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.466275 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.0690561 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.0478731 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.0688624 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.0486006 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),0.0293261 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.564213 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.421076 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.716845 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.503226 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.134484 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.158459 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.543857 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.0690561 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.421076 # DEPENDENCYPART_GRANDPAR
