# _root_ A kft. másik társtulajdonosa Rózsavölgyi_Sándor , aki korábban maga is futballozott , később pedig a játékvezetésre adta a fejét .
#goldHeads=2,4,4,5,0,5,11,11,11,11,5,5,17,17,16,17,5,19,17,5,
#predictedHeads=2,4,4,5,11,11,11,11,11,11,0,11,17,17,16,17,11,19,17,11,
(11,17),(17,10),-0.425812 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.748002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.168318 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.0708561 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.248388 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.311364 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0131399 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.228567 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.144067 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.640054 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.0997492 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.163317 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.226314 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.101627 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.301822 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.199632 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.209568 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.154312 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.166669 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.120586 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.05038 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.190381 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-0.870317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,17),-0.402809 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.774143 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.199632 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.302187 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.256137 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.154315 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.166669 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.120586 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.05038 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.190381 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.870317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,1),-0.199632 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.301606 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.320505 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.166669 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.190381 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.26539 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.402809 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.774143 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.29027 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.309163 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.253909 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.285678 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.220661 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0841902 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.339477 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.841722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.378036 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.402814 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.62783 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.76657 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.310631 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.331653 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.329525 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.274271 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.36261 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.252241 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.265488 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.213631 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.273716 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.358938 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.87605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.384546 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.441629 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.678356 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.766218 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.177112 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.268128 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.259154 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.287022 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.231768 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.264256 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.119994 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.165454 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.135516 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0829045 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.433078 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.862423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.464269 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.556213 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.461477 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.458412 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.657984 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.702801 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.782733 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.673353 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.625242 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.692247 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.636993 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.584179 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.492942 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.510256 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.32093 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.625829 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.682899 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.523781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.227935 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0459494 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.1363 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.287852 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.447675 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.487768 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.513866 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.69332 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.516109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.00236126 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.197266 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.304616 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.700811 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.620348 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.719725 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.664451 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.641571 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.556733 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.493052 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.505624 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.378478 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.644149 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.740292 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.485389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.0692189 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.221446 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0388415 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.266023 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.259105 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.406126 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.516109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.00236123 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.196948 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0481077 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.298718 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.521358 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.12094 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.275554 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.125195 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.075837 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.00673457 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.0775639 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.0837413 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.334108 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.755641 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.184739 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.361433 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.10351 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.00823871 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.132098 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.224791 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.890618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,16),-0.494681 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-0.294395 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-0.803506 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.521358 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.205763 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.126455 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.275557 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.125195 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.075837 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.00673457 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.0775639 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.0837413 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.521358 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.205182 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.159869 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.125195 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.0775639 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.203106 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.334108 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.755641 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.111272 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0659539 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.22057 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.106723 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.169041 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.117899 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.20066 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.003877 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.882744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,17),-0.328246 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.519726 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.742827 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.102913 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.184484 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.493185 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.296521 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.539549 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.803435 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.166549 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.116778 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.121231 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.275847 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.0158823 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.192014 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0490172 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0583497 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.00625544 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0794981 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0737836 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.924573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,17),-0.409728 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.601114 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.772154 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.481027 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.190839 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.173008 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.145521 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.300138 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.00850718 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.181603 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0217315 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.100567 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.00407872 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.226135 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0692302 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.2337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.384022 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.875849 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.650591 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.70003 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.921634 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.995882 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.108669 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.0633503 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.217967 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.0878854 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.000285807 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0267887 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.109246 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.240416 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.882746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.473155 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.328266 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.519519 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.742827 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.445875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,19),0.0220342 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.479545 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.513232 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.711267 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.486606 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.428559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.226536 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.0604922 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.18847 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.804166 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.14317 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.29777 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.680108 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.899311 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.738407 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.747973 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.812896 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.999328 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.00841 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.732913 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.352649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.184294 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0717786 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0298824 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.0904455 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.373575 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.486606 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.428559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.226855 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.145811 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0891525 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.538923 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.339437 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.574353 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.51749 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.315198 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.335858 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.336578 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.22751 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.27505 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.251861 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.281405 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.973867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.465548 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.738876 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.637263 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.631435 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.567509 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.539151 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.701874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.0281416 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.434965 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-1.39701 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-1.39535 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-1.28294 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.717453 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-1.04407 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.503969 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.506568 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.418999 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.466843 # DEPENDENCYPART_GRANDPAR
(16,8),(8,17),-0.283963 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.43889 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.607221 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.353786 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.533747 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.574578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),0.134711 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.142554 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.397808 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-1.39254 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-1.39088 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-1.27846 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.73056 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.698278 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.656292 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.424739 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.576134 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.466198 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.870842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.284168 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.438818 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.607355 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-1.40747 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.939031 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-1.40581 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-1.2934 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.813938 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.712048 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.90268 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.621623 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.480099 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.659511 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.568794 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.701655 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.934182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.338055 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.502158 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.619044 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.545238 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.455563 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.839833 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.876653 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-1.12891 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.401596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.00876544 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.0598929 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.253137 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.281819 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),0.0442039 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),0.149505 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),0.0871081 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),0.193793 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),0.234272 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.32516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,20),-0.754837 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.437377 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.499927 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.091942 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.00595011 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),0.0988571 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.116868 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.148415 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),0.434034 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-0.766257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,20),-0.430235 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.0593106 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.422498 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.225702 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.281822 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.0442039 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.149505 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),0.0871081 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),0.193793 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),0.234272 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.0598929 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.420753 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.241323 # DEPENDENCYPART_GRANDPAR
