# _root_ A társadalmi munkákat halmozó Kukorelli a Magyar_Politikatudományi_Társaság , a Független_Jogász_Fórum és a Népfőiskolai_Társaság tagja , emellett több tanácsadó testület és kodifikációs bizottság munkájában is közreműködik .
#goldHeads=5,3,4,5,0,7,14,14,10,14,14,13,14,5,5,25,19,19,23,23,22,23,25,25,5,5,
#predictedHeads=3,3,4,5,25,7,25,25,10,14,14,13,14,25,25,25,19,19,25,25,22,23,25,25,0,25,
(23,7),(23,24),-0.031958 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.408123 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.0569167 # DEPENDENCYPART_SIBL
(23,8),(23,11),0.231586 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.408123 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.0569167 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.0567162 # DEPENDENCYPART_SIBL
(23,8),(23,15),0.0456326 # DEPENDENCYPART_SIBL
(23,8),(23,16),0.068174 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0226366 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.0256942 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.046446 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.231586 # DEPENDENCYPART_SIBL
(23,8),(23,21),0.0238415 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.0557585 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0479948 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.0129862 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.138024 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.662015 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.0129862 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.0129475 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.19077 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.0276393 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0175673 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.156203 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.00706038 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.138024 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.15435 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.012049 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0730723 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.790588 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.32054 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0215315 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0173247 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.63827 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.184076 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0104011 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.0397554 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.034622 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.790588 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0379027 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.022688 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.031958 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.38659 # DEPENDENCYPART_SIBL
(23,11),(23,13),0.102983 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.102042 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.0394076 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.0192026 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.0127468 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.00326215 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.100193 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.016229 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.00140943 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.102833 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0356504 # DEPENDENCYPART_SIBL
(23,12),(23,13),0.0129862 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.0129475 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.19077 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.0276393 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.0175673 # DEPENDENCYPART_SIBL
(23,12),(23,18),0.156203 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.00706038 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.138024 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.15435 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.012049 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0730723 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0173247 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.63827 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.184076 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0104011 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0397554 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.034622 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.790588 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0379027 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.022688 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.031958 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.619791 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.176127 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0185131 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0298278 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0518236 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.784769 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0279751 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0398896 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0350273 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.068174 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0226366 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0256942 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.046446 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.231586 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.0238415 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0557585 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0479948 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.19171 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0106996 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0261408 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.192405 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0125523 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0351253 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0221431 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.120176 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.00073775 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.670137 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.118324 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.00461288 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0601626 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.00694644 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.579828 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.00771166 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.00208179 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0388053 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.784619 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0332756 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.038258 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0280812 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.00140943 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.102833 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0356504 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.00208038 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0388053 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0272991 # DEPENDENCYPART_SIBL
(24,4),(24,16),0.0275531 # DEPENDENCYPART_SIBL
(24,4),(24,17),-0.0423687 # DEPENDENCYPART_SIBL
(24,4),(24,18),0.00741897 # DEPENDENCYPART_SIBL
(24,4),(24,19),0.0848258 # DEPENDENCYPART_SIBL
(24,4),(24,20),0.102352 # DEPENDENCYPART_SIBL
(24,4),(24,21),0.00556627 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.0844294 # DEPENDENCYPART_SIBL
(24,4),(24,23),0.0848448 # DEPENDENCYPART_SIBL
(24,4),(24,26),0.0610313 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.0509468 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.0403896 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.0943883 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.000396778 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.0403896 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.0968956 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.0952246 # DEPENDENCYPART_SIBL
(24,16),(24,26),0.0711861 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.0810248 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0725043 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.229226 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.0810248 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.0723512 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.072507 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0201776 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0848258 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.102352 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.00556505 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0844294 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0848448 # DEPENDENCYPART_SIBL
(24,18),(24,26),0.0610313 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0786107 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0136591 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0468881 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0478076 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.0795831 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0320686 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0777749 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0776869 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.061471 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0844294 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0848448 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0610313 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0553778 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0741544 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0788463 # DEPENDENCYPART_SIBL
(25,2),(25,3),-0.0213337 # DEPENDENCYPART_SIBL
(25,2),(25,4),-0.0236588 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.0180416 # DEPENDENCYPART_SIBL
(25,2),(25,6),-0.202423 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.0180416 # DEPENDENCYPART_SIBL
(25,2),(25,8),0.052701 # DEPENDENCYPART_SIBL
(25,2),(25,9),-0.202423 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.0180416 # DEPENDENCYPART_SIBL
(25,2),(25,11),0.153485 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.202423 # DEPENDENCYPART_SIBL
(25,2),(25,13),-0.0180416 # DEPENDENCYPART_SIBL
(25,2),(25,14),-0.00933875 # DEPENDENCYPART_SIBL
(25,2),(25,15),0.052701 # DEPENDENCYPART_SIBL
(25,2),(25,16),-0.0217535 # DEPENDENCYPART_SIBL
(25,2),(25,17),-0.0400086 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.0218062 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0186083 # DEPENDENCYPART_SIBL
(25,2),(25,20),0.153485 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.0236588 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.0185126 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.0180424 # DEPENDENCYPART_SIBL
(25,2),(25,24),0.0950589 # DEPENDENCYPART_SIBL
(25,2),(25,26),0.0106115 # DEPENDENCYPART_SIBL
(25,3),(25,4),-0.0113373 # DEPENDENCYPART_SIBL
(25,3),(25,5),-0.0411655 # DEPENDENCYPART_SIBL
(25,3),(25,6),-0.0708555 # DEPENDENCYPART_SIBL
(25,3),(25,7),-0.0411655 # DEPENDENCYPART_SIBL
(25,3),(25,8),0.0799415 # DEPENDENCYPART_SIBL
(25,3),(25,9),-0.0708555 # DEPENDENCYPART_SIBL
(25,3),(25,10),-0.0411655 # DEPENDENCYPART_SIBL
(25,3),(25,11),0.111123 # DEPENDENCYPART_SIBL
(25,3),(25,12),-0.0708555 # DEPENDENCYPART_SIBL
(25,3),(25,13),-0.0411655 # DEPENDENCYPART_SIBL
(25,3),(25,14),-0.0238345 # DEPENDENCYPART_SIBL
(25,3),(25,15),0.0799415 # DEPENDENCYPART_SIBL
(25,3),(25,16),-0.00731903 # DEPENDENCYPART_SIBL
(25,3),(25,17),-0.0453066 # DEPENDENCYPART_SIBL
(25,3),(25,18),-0.0113373 # DEPENDENCYPART_SIBL
(25,3),(25,19),-0.0452108 # DEPENDENCYPART_SIBL
(25,3),(25,20),0.111123 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.0113373 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.0429009 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.0411663 # DEPENDENCYPART_SIBL
(25,3),(25,24),0.0617541 # DEPENDENCYPART_SIBL
(25,3),(25,26),0.00433156 # DEPENDENCYPART_SIBL
(25,4),(25,5),-0.0150119 # DEPENDENCYPART_SIBL
(25,4),(25,6),-0.20149 # DEPENDENCYPART_SIBL
(25,4),(25,7),-0.0150119 # DEPENDENCYPART_SIBL
(25,4),(25,8),0.048812 # DEPENDENCYPART_SIBL
(25,4),(25,9),-0.20149 # DEPENDENCYPART_SIBL
(25,4),(25,10),-0.0150119 # DEPENDENCYPART_SIBL
(25,4),(25,11),0.154784 # DEPENDENCYPART_SIBL
(25,4),(25,12),-0.20149 # DEPENDENCYPART_SIBL
(25,4),(25,13),-0.0150119 # DEPENDENCYPART_SIBL
(25,4),(25,14),-0.0063091 # DEPENDENCYPART_SIBL
(25,4),(25,15),0.048812 # DEPENDENCYPART_SIBL
(25,4),(25,16),-0.0207946 # DEPENDENCYPART_SIBL
(25,4),(25,17),-0.0390761 # DEPENDENCYPART_SIBL
(25,4),(25,18),-0.020022 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.0155787 # DEPENDENCYPART_SIBL
(25,4),(25,20),0.154784 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.0218746 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.015483 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.0150128 # DEPENDENCYPART_SIBL
(25,4),(25,24),0.0961917 # DEPENDENCYPART_SIBL
(25,4),(25,26),0.0051115 # DEPENDENCYPART_SIBL
(25,5),(25,6),-0.0619144 # DEPENDENCYPART_SIBL
(25,5),(25,7),-0.0309984 # DEPENDENCYPART_SIBL
(25,5),(25,8),0.0956371 # DEPENDENCYPART_SIBL
(25,5),(25,9),-0.0619144 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.0309984 # DEPENDENCYPART_SIBL
(25,5),(25,11),0.129349 # DEPENDENCYPART_SIBL
(25,5),(25,12),-0.0619144 # DEPENDENCYPART_SIBL
(25,5),(25,13),-0.0309984 # DEPENDENCYPART_SIBL
(25,5),(25,14),-0.0136674 # DEPENDENCYPART_SIBL
(25,5),(25,15),0.0956371 # DEPENDENCYPART_SIBL
(25,5),(25,16),0.00368363 # DEPENDENCYPART_SIBL
(25,5),(25,17),-0.0363655 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.000608124 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.0350437 # DEPENDENCYPART_SIBL
(25,5),(25,20),0.129349 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.000608091 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.0327338 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.0309992 # DEPENDENCYPART_SIBL
(25,5),(25,24),0.0881556 # DEPENDENCYPART_SIBL
(25,5),(25,26),0.00695274 # DEPENDENCYPART_SIBL
(25,6),(25,7),0.0174639 # DEPENDENCYPART_SIBL
(25,6),(25,8),0.0102192 # DEPENDENCYPART_SIBL
(25,6),(25,9),-0.125584 # DEPENDENCYPART_SIBL
(25,6),(25,10),0.0174639 # DEPENDENCYPART_SIBL
(25,6),(25,11),0.038413 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.125584 # DEPENDENCYPART_SIBL
(25,6),(25,13),0.0174639 # DEPENDENCYPART_SIBL
(25,6),(25,14),0.0261047 # DEPENDENCYPART_SIBL
(25,6),(25,15),0.0102192 # DEPENDENCYPART_SIBL
(25,6),(25,16),-0.0501869 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.0512189 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.0164009 # DEPENDENCYPART_SIBL
(25,6),(25,19),0.0168155 # DEPENDENCYPART_SIBL
(25,6),(25,20),0.038413 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.0164009 # DEPENDENCYPART_SIBL
(25,6),(25,22),0.0169807 # DEPENDENCYPART_SIBL
(25,6),(25,23),0.0174631 # DEPENDENCYPART_SIBL
(25,6),(25,24),0.0806165 # DEPENDENCYPART_SIBL
(25,6),(25,26),-0.0634118 # DEPENDENCYPART_SIBL
(25,7),(25,8),0.0956371 # DEPENDENCYPART_SIBL
(25,7),(25,9),-0.0619144 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.0309984 # DEPENDENCYPART_SIBL
(25,7),(25,11),0.129349 # DEPENDENCYPART_SIBL
(25,7),(25,12),-0.0619144 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.0309984 # DEPENDENCYPART_SIBL
(25,7),(25,14),-0.0136674 # DEPENDENCYPART_SIBL
(25,7),(25,15),0.0956371 # DEPENDENCYPART_SIBL
(25,7),(25,16),0.00368363 # DEPENDENCYPART_SIBL
(25,7),(25,17),-0.0363655 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.000608124 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.0350437 # DEPENDENCYPART_SIBL
(25,7),(25,20),0.129349 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.000608091 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.0327338 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.0309992 # DEPENDENCYPART_SIBL
(25,7),(25,24),0.0881556 # DEPENDENCYPART_SIBL
(25,7),(25,26),0.00695274 # DEPENDENCYPART_SIBL
(25,8),(25,9),-0.10614 # DEPENDENCYPART_SIBL
(25,8),(25,10),-0.00692861 # DEPENDENCYPART_SIBL
(25,8),(25,11),0.0442236 # DEPENDENCYPART_SIBL
(25,8),(25,12),-0.10614 # DEPENDENCYPART_SIBL
(25,8),(25,13),-0.00692861 # DEPENDENCYPART_SIBL
(25,8),(25,14),0.00397574 # DEPENDENCYPART_SIBL
(25,8),(25,15),0.00513268 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.02314 # DEPENDENCYPART_SIBL
(25,8),(25,17),-0.0376537 # DEPENDENCYPART_SIBL
(25,8),(25,18),-0.00899601 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.0118791 # DEPENDENCYPART_SIBL
(25,8),(25,20),0.0442236 # DEPENDENCYPART_SIBL
(25,8),(25,21),-0.00899597 # DEPENDENCYPART_SIBL
(25,8),(25,22),-0.008668 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.00692947 # DEPENDENCYPART_SIBL
(25,8),(25,24),0.0292562 # DEPENDENCYPART_SIBL
(25,8),(25,26),0.0213227 # DEPENDENCYPART_SIBL
(25,9),(25,10),0.0174639 # DEPENDENCYPART_SIBL
(25,9),(25,11),0.038413 # DEPENDENCYPART_SIBL
(25,9),(25,12),-0.125584 # DEPENDENCYPART_SIBL
(25,9),(25,13),0.0174639 # DEPENDENCYPART_SIBL
(25,9),(25,14),0.0261047 # DEPENDENCYPART_SIBL
(25,9),(25,15),0.0102192 # DEPENDENCYPART_SIBL
(25,9),(25,16),-0.0501869 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.0512189 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.0164009 # DEPENDENCYPART_SIBL
(25,9),(25,19),0.0168155 # DEPENDENCYPART_SIBL
(25,9),(25,20),0.038413 # DEPENDENCYPART_SIBL
(25,9),(25,21),-0.0164009 # DEPENDENCYPART_SIBL
(25,9),(25,22),0.0169807 # DEPENDENCYPART_SIBL
(25,9),(25,23),0.0174631 # DEPENDENCYPART_SIBL
(25,9),(25,24),0.0806165 # DEPENDENCYPART_SIBL
(25,9),(25,26),-0.0634118 # DEPENDENCYPART_SIBL
(25,10),(25,11),0.129349 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.0619144 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.0309984 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.0136674 # DEPENDENCYPART_SIBL
(25,10),(25,15),0.0956371 # DEPENDENCYPART_SIBL
(25,10),(25,16),0.00368363 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.0363655 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.000608124 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.0350437 # DEPENDENCYPART_SIBL
(25,10),(25,20),0.129349 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.000608091 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.0327338 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.0309992 # DEPENDENCYPART_SIBL
(25,10),(25,24),0.0881556 # DEPENDENCYPART_SIBL
(25,10),(25,26),0.00695274 # DEPENDENCYPART_SIBL
(25,11),(25,12),-0.1201 # DEPENDENCYPART_SIBL
(25,11),(25,13),0.0241498 # DEPENDENCYPART_SIBL
(25,11),(25,14),0.0311233 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.0199348 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.0419909 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.0425544 # DEPENDENCYPART_SIBL
(25,11),(25,18),0.00763973 # DEPENDENCYPART_SIBL
(25,11),(25,19),0.0297854 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.12547 # DEPENDENCYPART_SIBL
(25,11),(25,21),0.00763977 # DEPENDENCYPART_SIBL
(25,11),(25,22),0.0244262 # DEPENDENCYPART_SIBL
(25,11),(25,23),0.0241489 # DEPENDENCYPART_SIBL
(25,11),(25,24),0.0172819 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.00390509 # DEPENDENCYPART_SIBL
(25,12),(25,13),0.0174639 # DEPENDENCYPART_SIBL
(25,12),(25,14),0.0261047 # DEPENDENCYPART_SIBL
(25,12),(25,15),0.0102192 # DEPENDENCYPART_SIBL
(25,12),(25,16),-0.0501869 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.0512189 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.0164009 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.0168155 # DEPENDENCYPART_SIBL
(25,12),(25,20),0.038413 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0164009 # DEPENDENCYPART_SIBL
(25,12),(25,22),0.0169807 # DEPENDENCYPART_SIBL
(25,12),(25,23),0.0174631 # DEPENDENCYPART_SIBL
(25,12),(25,24),0.0806165 # DEPENDENCYPART_SIBL
(25,12),(25,26),-0.0634118 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.0136674 # DEPENDENCYPART_SIBL
(25,13),(25,15),0.0956371 # DEPENDENCYPART_SIBL
(25,13),(25,16),0.00368363 # DEPENDENCYPART_SIBL
(25,13),(25,17),-0.0363655 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.000608124 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.0350437 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.129349 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.000608091 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.0327338 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.0309992 # DEPENDENCYPART_SIBL
(25,13),(25,24),0.0881556 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.00695274 # DEPENDENCYPART_SIBL
(25,14),(25,15),0.0815535 # DEPENDENCYPART_SIBL
(25,14),(25,16),0.0056962 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.0346793 # DEPENDENCYPART_SIBL
(25,14),(25,18),0.000102991 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.0343764 # DEPENDENCYPART_SIBL
(25,14),(25,20),0.136341 # DEPENDENCYPART_SIBL
(25,14),(25,21),0.000103025 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.0320665 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.0303319 # DEPENDENCYPART_SIBL
(25,14),(25,24),0.0940645 # DEPENDENCYPART_SIBL
(25,14),(25,26),0.00696952 # DEPENDENCYPART_SIBL
(25,15),(25,16),-0.02314 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.0376537 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.00899601 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.0118791 # DEPENDENCYPART_SIBL
(25,15),(25,20),0.0442236 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.00899597 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.008668 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.00692947 # DEPENDENCYPART_SIBL
(25,15),(25,24),0.0292562 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.0213227 # DEPENDENCYPART_SIBL
(25,16),(25,17),0.055771 # DEPENDENCYPART_SIBL
(25,16),(25,18),0.0128094 # DEPENDENCYPART_SIBL
(25,16),(25,19),0.0250899 # DEPENDENCYPART_SIBL
(25,16),(25,20),0.00779064 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.0128094 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.0303711 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.0264774 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.172076 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.00860653 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.0332753 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.0590431 # DEPENDENCYPART_SIBL
(25,17),(25,20),0.137886 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.0332752 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0587045 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0584937 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.184402 # DEPENDENCYPART_SIBL
(25,17),(25,26),-0.0138463 # DEPENDENCYPART_SIBL
